,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,manufacturing,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,palm_ingredients,brand_owner,traceability_code
1406,Couscous Moyen - Sahara - 1kg,8011033000884,,1 kg,"['boîte', 'Carton']",['Sahara'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']","['Point Vert', 'Halal']",,['Casino'],['France'],"['Semoule de blé dur', 'eau']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,354,-1%,1481 kj(354 kcal),-1%,"1,9",-5%,"0,5",+31%,70,0%,"2,5",-6%,12,-2%,0,-100%,0,-100%,1.9 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en faible quantité,0 g,en faible quantité,-5,,A,,B,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,,,,
1407,Couscous Kamut - Biovita - 500g,8011033142508,,500 g,"['Carton', 'Boite']",['Biovita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']","['Bio', 'Bio européen', 'IT-BIO-009', 'Fabriqué en Italie', 'CCPB']",['Italie'],['Biocoop'],['France'],"['Kamut', 'eau']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1424,-6%,337,-5%,1424 kj(337 kcal),-5%,"2,1",+6%,"0,5",+31%,62,-11%,"2,1",-21%,14,+15%,0,-100%,0,-100%,2.1 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en faible quantité,0 g,en faible quantité,-6,,A,,A,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,['Non Union Européenne'],,,,
1408,Couscous de Maïs et Riz - Bia Italian Food - 250g,8011033182542,,250g,['sachet dans un carton'],['Bia Italian Food'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de maïs', 'Semoules de riz']","['Bio', 'Bio européen', 'en:gluten-free']",,,['France'],"['Farine biologique de mais ', '70%', 'farine biologique de riz ', '30%', 'eau']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,362,+8%,1515 kj(362 kcal),+7%,"1,2",-25%,"0,3",+11%,79,+11%,"1,4",+108%,"7,3",+2%,0,-100%,0,-100%,1.2 g,en faible quantité,0.3 g,en faible quantité,1.4 g,en faible quantité,0 g,en faible quantité,-3,,A,,A,70.7%,16.5%,7.5%,3.4%,2.0%,0.0%,81,,,,,
1409,Ravioli bio epinard et parmigiano reggiano - Michelis - 250g,8011207071573,,250 g,['barquette plastique'],['Michelis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats préparés frais', 'Pâtes fraîches', 'Ravioli', 'Ravioli frais']","['Bio', 'Bio européen', 'IT-BIO-006']",['Italie'],,['France'],"['Farce 55% : épinards 57%', 'ricotta', 'chapelure', 'fromage Parmigiano Reggiani AOP 7,4%', ' Pâtes 45% : semoule de blé dur', 'farine de blé tendre', 'œufs 16 %', 'saupoudré avec farine de riz']",,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Arachides', 'Soja']",['Non végétalien'],3,?,,221,-11%,925 kj(221 kcal),-12%,"3,7",-51%,"1,7",-49%,35,+4%,"1,6",-47%,11,+11%,"1,92",+70%,"0,768",+70%,3.7 g,en quantité modérée,1.7 g,en quantité modérée,1.6 g,en faible quantité,1.92 g,en quantité élevée,10,+49%,C,+49%,,,,,,,,,,,,,
1410,Semoule de maïs précuite,8011346000335,,,,,,,,,['France'],[],,,[],,?,,341,,1427 kj(341 kcal),,1,,"0,2",,75,,"0,6",,8,,"0,006",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Olio extra vergine d’oliva - Levante,8011845710100,,,,['Levante'],['Matières grasses'],,,,['France'],"[""HUILE D'OLIVE VIERGE EXTRA: HUILE D'OLIVE DE CAIËGORIE SUPÉRIEURE OBTENUE DIRECTEMENT DES ET UNIQUEMENT PAR DES PROCÉDÉS MÉCANIQUES"", ' Conserver au frais', "" à l'abri de la chaleur et de la lumièrtx""]",,,[],,?,,828,+3%,3464 kj(828 kcal),+3%,92,+4%,13,-43%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,6,-47%,C,-47%,,,,,,,,,,,,,
1412,Miel Acacia D'italie - Mielizia,8012527000755,,,,['Mielizia'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]","['Bio', 'Bio européen', 'IT-BIO-009']",,,['France'],['Miel'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,,331,+15%,1385 kj(331 kcal),+14%,0,-100%,0,-100%,"82,5",+7%,"82,5",+17%,"0,3",-14%,0,-100%,0,-100%,0 g,en faible quantité,0 g,en faible quantité,82.5 g,en quantité élevée,0 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,
1413,Miel italien de Châtaignier - Mielizia,8012527000779,,,,['Mielizia'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['France'],['Miel'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,,331,+23%,1385 kj(331 kcal),+23%,0,-100%,0,-100%,"82,5",+19%,"82,5",+34%,"0,3",-8%,0,-100%,0,-100%,0 g,en faible quantité,0 g,en faible quantité,82.5 g,en quantité élevée,0 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Italie'],,,,
1414,Miel De Coriandre - Mielizia - 400g,8012527000991,,400 g,,['Mielizia'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']","['Bio', 'Bio européen', 'IT-BIO-009']",,,['France'],[],,,[],,?,,331,+14%,1385 kj(331 kcal),+14%,0,-100%,0,-100%,83,+8%,83,+19%,"0,3",-8%,"0,025",+54%,"0,01",+54%,0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0.025 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,
1415,Miel Biologique de Tilleul du Centre de l’Italie - Mielizia - 400g,8012527001189,,400 g,"['Pot', 'Verre', 'Métal']",['Mielizia'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul', 'Miels crémeux']","['Bio', 'Bio européen', 'Agriculture Italie']","['Monterenzio', 'Italie']",['Biocoop'],['France'],"[""Miel biologique de tilleul du centre de l'Italie""]",,,[],,1408,,331,+33%,1408 kj(331 kcal),+35%,0,-100%,0,-100%,83,+12%,83,+26%,"0,3",+12%,"0,03",+852%,"0,012",+852%,0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0.03 g,en faible quantité,,,,,A,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Italie'],,,,
1416,Miel bio de chataignier - Mielizia Bio - 250g,8012527002735,,250g,,['Mielizia Bio'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['France'],['miel'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,,331,+23%,1385 kj(331 kcal),+23%,0,-100%,0,-100%,83,+19%,83,+35%,"0,3",-8%,"0,025",+877%,"0,01",+877%,0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0.025 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Italie'],,,,
1417,Arborio - Risogreppi,8012650500306,,,,['Risogreppi'],,,,,['France'],"['Nutrition Fact ONLY FOR USA AND Serving Size 1/4 cup ', '49 g', ' Servings per Container about 21 Amount Per Serving Calories 160 Calories from Fat O % Daily Value*']",,,[],,?,,355,,1485 kj(355 kcal),,1,,"0,3",,"0,8",,"0,2",,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Carrefour Yogurt Magro Bianco 500G,8012666012152,,,,['Carrefour'],,,,['Carrefour'],['France'],[],,,[],,?,,41,,172 kj(41 kcal),,"0,1",,"0,1",,"5,7",,"4,6",,"4,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Muesli 5 Cer. / Frut. crf Informa - Carrefour,8012666021765,,,,['Carrefour'],,,,,['France'],[],,,[],,?,,347,,1452 kj(347 kcal),,"3,2",,"0,6",,65,,17,,"9,4",,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Galettes de Riz Croustillantes à l'Avoine - Carrefour bio,8012666040223,Gallette Crusca Avena,,,['Carrefour bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes multicéréales soufflées']",['Bio'],,['Carrefour'],"['France', 'Espagne']",[],,,[],,?,,389,+3%,1628 kj(389 kcal),+3%,"3,1",+3%,"0,6",-12%,79,+6%,"0,8",+3%,"8,6",-4%,"0,71",+112%,"0,284",+112%,3.1 g,en quantité modérée,0.6 g,en faible quantité,0.8 g,en faible quantité,0.71 g,en quantité modérée,-3,,A,,B,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,
1421,Fette biscottate classiche - Carrefour,8012666045761,,,,['Carrefour'],,,,['Carrefour'],['France'],[],,,[],,?,,408,,1707 kj(408 kcal),,"7,6",,"3,2",,73,,"7,1",,10,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Tarallini,8012666502363,,,,,,,,,['France'],[],,,[],,?,,461,,1929 kj(461 kcal),,18,,"3,1",,63,,"1,3",,10,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1423,Mezze Maniche Trafilate Al Bronzo - La terra e il cielo,8013034004038,,,,['La terra e il cielo'],,['Bio'],,,['France'],"['fatty saturated/acides gras saturés /Verzadigde vetzuren/ de las coales saturadas/Gesàttigte Fettsâuren 73,1 g Carboidrati Carbohydiates/Glucides/Koolhydraten/Carbohidratos/ Kohlenhydrate 2,9 g di cui zueccheri Sugar/ Sucres/ Waarvan suikers/ En azûcar/Zucker 12,5 g Proteine Protein/Protéine/Eiwitten/ Proteinas/ EiweiB 0,01 g Sale Salt/Sel/ Zout/Sal/Salz']",,,[],,?,,362,,1515 kj(362 kcal),,"1,5",,"0,3",,"73,1",,"2,9",,"12,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1424,Tagliatelle Farro Integrale biologico italiano,8013034005462,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,['France'],[],,,[],,?,,335,,1402 kj(335 kcal),,"2,2",,"0,5",,"62,3",,"1,6",,"12,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1425,Creme De Chocolat Noir & Gianduia - Caffarel,8013108610707,,,,['Caffarel'],,,,,['France'],['Sucre cacao noisettes'],,,[],,?,,588,,2460 kj(588 kcal),,37,,11,,50,,40,,"7,6",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Pavesini - Pavesi,8013355500035,,,,['Pavesi'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,['France'],[],,,[],,?,,395,-17%,1653 kj(395 kcal),-17%,"3,5",-83%,"1,2",-88%,"82,6",+29%,50,+69%,7,+8%,"0,3",-49%,"0,12",-49%,3.5 g,en quantité modérée,1.2 g,en faible quantité,50 g,en quantité élevée,0.3 g,en quantité modérée,16,-19%,D,-19%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
1427,Cerealix,8013355998665,,,,,,,,,['France'],[],,,[],,?,,479,,2004 kj(479 kcal),,20,,11,,"65,4",,37,,8,,"0,313",,"0,125",,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Sour Mushroom - Red Band - 100g,8013399117435,,100 g,"['Sachet', 'Plastique']",['Red Band'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",['Sans colorants artificiels'],,,"['France', 'Suisse']","['Sucre', 'sirop de glucose', 'sirop de sucre inverti', 'gélatine', 'maltodextrine', 'acidifiants ', 'acide tartrique', 'acide citrique', 'arômes', 'graisse de palme totalement hydrogénée', 'colorants ', 'curcumine', 'carmin']","['E428 - Gélatine', 'E334 - Acide L-tartrique', 'E330 - Acide citrique', 'E100 - Curcumine', 'E120 - Acide carminique']",,"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,1526,+5%,?,,1526 kj(365 kcal),+6%,"0,1",-75%,0,-100%,85,+6%,68,+18%,"4,1",+11%,"0,04",-65%,"0,016",-65%,0.1 g,en faible quantité,0 g,en faible quantité,68 g,en quantité élevée,0.04 g,en faible quantité,14,-1%,D,-1%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Huile de palme'],,
1429,Gommo Menta,8013399145285,,,,,,"['en:gluten-free', 'Sans colorants']",,,['France'],[],,,[],,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Sugo al Basilico - Una Delizia Albese - 340.0g,8013418001417,,340.0 g,['Glas'],['Una Delizia Albese'],,['Bio'],,,"['France', 'Suisse']",[],,,[],,?,,27,,113 kj(27 kcal),,"0,5",,"0,1",,4,,"3,5",,"1,1",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
1431,Fusilli de pois chiches bio - CASTAGNO BIO - 250g,8013885051786,pâtes à base de pois chiches bio,250 g,['Sec'],['CASTAGNO BIO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes sèches', 'Pâtes alimentaires sans gluten', 'Torsades', 'Pâtes de légumes']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', '100% végétal', 'Riche en fibres', 'Riche en protéines', 'IT-BIO-007', 'Source de phosphore', 'Riche en protéines végétales', 'Source de fer', 'Source de manganèse', 'Séchage basse température']",['Italie'],,"['France', 'Espagne']","['farine de pois chiches biologique', 'eau']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,346,+13%,1448 kj(346 kcal),+13%,"5,8",+81%,1,+90%,47,+12%,"2,7",+5%,20,+16%,0,-100%,0,-100%,5.8 g,en quantité modérée,1 g,en faible quantité,2.7 g,en faible quantité,0 g,en faible quantité,-6,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,https://www.bornorganic.com.au/product/castagno-chickpea-fusilli/,,,
1432,Dimmidisi' Zuppa Toscana GR. 620,8014190002791,,,,['Dimmidisi'],,,,,['France'],"['Ingrédients :Eau', 'légumineuses 22% ', ' lentilles', 'haricots verts', 'haricots rouges', 'flageolets', 'légumes 13% ', ' carotte choux', ' céréales 7% huile d’olive', 'sel', ' Traces possible de fruits à coque de soja et d’œuf']",,,[],,?,,85,,356 kj(85 kcal),,"2,7",,"0,4",,11,,"0,5",,"3,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Bio Margherita Pizza - Monteli - 402g,8014294302278,"Pizza biologique garnie de Mozzarella et de tomate assaisonnées, surgelée",402 g,"['Carton', 'surgelé']",['Monteli'],"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées', 'Pizzas margherita']","['Bio', 'Bio européen', 'IT-BIO-006']",['Italie'],,['France'],"['Farine de BLÉ*', 'Mozzarella* 20,5% ', 'LAIT pasteurisé*', 'sel', 'présure microbienne', 'ferments lactiques', 'Eau', 'Purée de tomate*', 'Tomates assaisonnées* 6% ', 'tomates*', 'huile de graines de tournesol*', 'sel', 'basilic*', 'origan*', 'Huile de Graines de Tournesol*', 'Fromage à pâte dure* 3% ', 'LAIT pasteurisé*', 'sel', 'présure microbienne', ""Huile d'Olive vierge extra*"", 'Sel', 'Semoule de BLÉ dur*', 'Levure mère* ', 'farine de BLÉ*', 'eau', 'Levure', 'Basilic* ', 'Origan*', ' * ingrédient biologique']",,"['Gluten', 'Lait']",['Non végétalien'],3,?,,251,+11%,1050 kj(251 kcal),+10%,11,+47%,"4,3",+22%,26,-11%,"2,1",-22%,11,+17%,"1,42",+12%,"0,568",+12%,11 g,en quantité modérée,4.3 g,en quantité modérée,2.1 g,en faible quantité,1.42 g,en quantité modérée,11,+53%,D,+53%,A,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,,['IT U8681 CE']
1434,Vinagre de módena,8014347002803,,,,,,,,,['France'],[],,,[],,?,,266,,1113 kj(266 kcal),,0,,0,,"64,9",,"48,3",,2,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Crème de Vinaigre balsamic de moden - Carandini,8014347104675,,,,['Carandini'],"['Epicerie', 'Condiments', 'Crèmes de vinaigre', 'Crèmes de vinaigre balsamique']",,,,['France'],[],,,[],,?,,266,+30%,1113 kj(266 kcal),+30%,0,-100%,0,-100%,65,+32%,48,+21%,2,+143%,"0,2",+160%,"0,08",+160%,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0.2 g,en faible quantité,13,+25%,D,+25%,,,,,,,,,,,,,
1436,Schweppes Bitter Lemon LT1,8014396003332,,,,['Schweppes'],['Boissons'],['Arômes naturels'],,,['France'],"['acqua', 'S zucchero', 'succo ed estratto di limone da concentrato ', '6%', 'anidride carbonica', 'acidificante: acido citrico', 'aromi naturali', 'conservante: potassio sorbato', 'stabilizzanti: E1450', 'E445', 'E444', 'antiossidante: acido ascorbico', 'aroma: cloridrato di chinino', ' LOTTO Dl PRODUZIONE E DA CONSUMARSI PREFERIBILMENTE ENTRO IL: VEDERE INDICAZIONI TAPPO E/O BOTTIGLIA', ' Conservare in luogo asciutto e pulito', 'al riparo dalla luce solare e da fonti di calore', ' Recipiente in pressione', 'aprire con cautela']","['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E1450 - Octényle succinate d'amidon sodique"", 'E445 - Esters glycériques de résine de bois', 'E444 - Acétate isobutyrate de saccharose', 'E300 - Acide ascorbique']",,[],4,?,,42,-25%,176 kj(42 kcal),-27%,0,-100%,0,-100%,"10,2",-10%,10,+6%,0,-100%,"0,03",-28%,"0,012",-28%,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.03 g,en faible quantité,13,+70%,E,+70%,,,,,,,,,,,,,
1437,Chicche de Pomme de Terre Tricolores - L'Italie des Pâtes - 400g,8015057000424,Gnocchi de pommes de terre,400 g,"['boîte', 'Plastique']","[""L'Italie des Pâtes""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['Fabriqué en Italie'],"['Italie', 'Lombardie']",['Carrefour'],['France'],"['Purée de pomme de terre ', 'eau', 'flocons de pomme de terre et fécule correspondant à 95 % de pomme de terre', 'épinards déshydratés 1 % ', 'uniquement dans les gnocchis verts', 'betterave déshydratée 1 % et tomate déshydratée 0,7 % ', 'uniquement dans les gnocchis rouges', 'sel', 'arômes naturels', 'farine de riz', 'conservateur : E200']","['E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,[],4,679,-10%,?,,679 kj(162 kcal),-3%,"0,3",-78%,"0,1",-73%,"35,7",+8%,"5,2",+333%,"2,7",-36%,"0,76",-33%,"0,304",-33%,0.3 g,en faible quantité,0.1 g,en faible quantité,5.2 g,en quantité modérée,0.76 g,en quantité modérée,5,+40%,C,+40%,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,
1438,8015197041578,8015197041578,,,,,,,,,['France'],[],,,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Fusilli,8015197045910,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torsades']",,,,['France'],[],,,[],,?,,343,-3%,1435 kj(343 kcal),-3%,"2,1",+7%,"0,5",+20%,"64,7",-5%,"3,8",+36%,12,-2%,"0,006",-77%,"0,002",-77%,2.1 g,en faible quantité,0.5 g,en faible quantité,3.8 g,en faible quantité,0.006 g,en faible quantité,-1,,A,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
1440,8015197054844,8015197054844,,,,,,,,,['France'],[],,,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Lasagne,8015197054967,,,,,,,,,['France'],[],,,[],,?,,350,,1464 kj(350 kcal),,"1,5",,"0,3",,0,,0,,"11,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Glassa all'aceto balsamico di Modena I.G.P. - Fini - 250ml,8015352315001,,250 ml,['Plastica'],['Fini'],"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",['en:gluten-free'],,['Rossetto'],"['France', 'Italie']","['Vinaigre balsamique de Modena 90% ', '""Aceto Balsamico di Modena I', 'G', 'P', '"" : moût de raisin concentré cuit', 'vinaigre de vin', 'colorant : caramel E150d', 'sirop de glucose', 'amidon modifié', ' Contient des sulfites']","[""E150d - Caramel au sulfite d'ammonium"", 'E14XX - Amidons modifiés']",['Anhydride sulfureux et sulfites'],[],4,?,,227,+7%,950 kj(227 kcal),+7%,0,-100%,0,-100%,55,+10%,41,-2%,"1,3",+95%,"0,09",-29%,"0,036",-29%,0 g,en faible quantité,0 g,en faible quantité,41 g,en quantité élevée,0.09 g,en faible quantité,11,+1%,D,+1%,,,,,,,,,,,,,
1443,Reducción con aceto balsámico de modena I.G.P. - Fini,8015352318996,,,,['Fini'],"['Vinaigres', 'Vinaigres balsamiques']",,,,"['France', 'Espagne']",[],,,[],,?,,230,+56%,962 kj(230 kcal),+58%,0,-100%,0,-100%,58,+90%,35,+26%,"0,6",-6%,"0,05",-40%,"0,02",-40%,0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,0.05 g,en faible quantité,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,
1444,Crespini - Laurieri,8015565035154,,,,['Laurieri'],,,,,['France'],[],,,[],,?,,130,,544 kj(130 kcal),,"11,1",,"1,6",,"69,1",,"2,6",,"10,8",,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Fusilli - Pâtes alimentaires - La Bio Idea - 500g,8015602000138,,500 g,"['Sachet', 'Plastique']",['La Bio Idea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torsades']","['Bio', 'Bio européen', 'IT-BIO-009']",['Italie'],['Bio14'],['France'],"['semoule de blé dur*', 'eau', ""\rProduit issu de l'agriculture biologique certifiée""]",,['Gluten'],[],1,1519,+1%,358,+2%,1519 kj(358 kcal),+3%,"1,2",-39%,"0,3",-28%,75,+10%,"3,3",+18%,"10,5",-15%,"< 0,1",+280%,"0,04",+280%,1.2 g,en faible quantité,0.3 g,en faible quantité,3.3 g,en faible quantité,0.1 g,en faible quantité,-3,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
1446,Spaghetti tricolore - La bio idea - 500g,8015602000145,Pâtes alimentaires à la semoule de blé dur avec poudre de tomate et d'épinards,500 g,"['Sachet', 'Plastique']",['La bio idea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Spaghetti', 'Pâtes sèches aromatisées et colorées']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Bio14'],['France'],"['Semoule de blé dur', 'rouge', ' poudre de tomates ', '2%', 'vert', "" poudre d'épinard "", '2%']",,,[],1,?,,347,-3%,1452 kj(347 kcal),-3%,1,-40%,"0,4",+10%,74,+4%,"3,3",-5%,"10,5",-13%,"0,04",-17%,"0,016",-17%,1 g,en faible quantité,0.4 g,en faible quantité,3.3 g,en faible quantité,0.04 g,en faible quantité,-4,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
1447,Spaghetti Semolato Demi Complets Bio - La bio idea - 500g,8015602000480,Pâtes alimentaire au blé dur semi-complet issu de l'agriculture biologique,500 g,"['Sachet plastique', 'sachet plastique']",['La bio idea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Spaghetti', 'Spaghettis de blé dur', 'Pâtes sèches semi-complètes', 'Spaghetti semi-complets']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'IT-BIO-008']","['Sicile', 'Italie']",['Satoriz'],['France'],"['Semoule demi complète de blé dur*', ""\r * Produit issu de l'agriculture biologique certifiée""]",,,[],1,?,,347,,1452 kj(347 kcal),-1%,1,-42%,"0,4",+24%,74,+5%,"3,2",+0%,"11,5",+1%,"0,008",,0,,1 g,en faible quantité,0.4 g,en faible quantité,3.2 g,en faible quantité,0.00762 g,en faible quantité,-5,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,http://www.markal.fr/produit/pates-italiennes-spaghetti-demi-complets/,,,
