,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,labels,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,link,manufacturing,palm_ingredients,producer_info,brand_owner,origin_detail
1942,Baguette précuite - Carrefour - 250g,3560070816507,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains précuits']",['France'],"['Farine de blé', 'eau', 'levain ', 'farine de blé', 'eau', 'alcool', 'levure', 'sel', 'gluten de blé', 'farine de blé malté']",,['Gluten'],['Sans huile de palme'],4,0.7 g,en faible quantité,0.2 g,en faible quantité,3.4 g,en faible quantité,1.18 g,en quantité modérée,1076,-0%,254,0%,1076 kj(254 kcal),+1%,"0,7",-72%,"0,2",-64%,50,+4%,"3,4",+13%,"7,4",-4%,"1,175",-5%,"0,47",-5%,1,-54%,B,-54%,B,250g,"['Sachet', 'Plastique']","['Nutriscore', 'Nutriscore B']","['EMB 59225', 'Feignies (Nord, France)']",['Carrefour'],46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,Pain spécial précuit,,['France'],,,,
1943,Fuet Catalan qualité extra - Carrefour,3560070819331,['Carrefour'],"['Viandes', 'Charcuteries', 'Saucissons']",['France'],"['Viande de porc', 'sel', 'dextrose', 'poivre noir', 'antioxydant : éorthorbate de sodium', 'conservateurs : nitrate de potassium et nitrite de sodium', 'colorant : carmins de cochenille', 'ferments', 'fleurs de surface', ' Enveloppe : boyau naturel de porc', ' 176 g de viande de porc mis en ?uvre pour 100 g de produit fini', ' Origine : Ce fuet est fabriqué en Catalogne ', 'Espagne', "" à partir de viande de porc d'origine Espagne""]","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",,"['Non végétalien', 'Non végétarien']",4,38 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,4 g,en quantité élevée,?,,474,+23%,1983 kj(474 kcal),+22%,38,+24%,15,+26%,0,-100%,0,-100%,32,+27%,4,-5%,"1,6",-5%,25,+7%,E,+7%,,,,,,['Carrefour'],,,,,,,,,,,,,,,
1944,"Pur jus orange pulpé - Carrefour - 1,5L e",3560070823253,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",['France'],"[""Jus d'orange"", 'pulpe 3 %']",,,['Sans huile de palme'],1,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.03 g,en faible quantité,?,,46,+7%,192 kj(46 kcal),+5%,0,-100%,0,-100%,11,+13%,11,+20%,"< 0,5",-21%,"0,03",+237%,"0,012",+237%,5,+68%,C,+68%,D,"1,5 L e","['Bouteille', 'Plastique']","['Fabriqué en France', 'Pur jus', 'Triman']",,['Carrefour'],58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,Jus d'orange 100% pur fruit pressé avec pulpe,,['France'],,,,
1945,Blanc de poulet doré au four - Carrefour - 320g,3560070872619,['Carrefour'],"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches', 'Blancs de poulet doré au four']",['France'],"['Filets de poulet 88%', 'eau', 'sel', 'dextrose', 'arômes naturels', 'gélifiant : carraghénanes', 'thym', 'feuille de laurier', 'clou de girofle', 'noix de muscade', 'poivre noir', 'sucre', 'oignon en poudre', 'ail en poudre', 'conservateur : nitrite de sodium', 'colorant de surface : caramel ordinaire']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3.2 g,en quantité modérée,1 g,en faible quantité,0.9 g,en faible quantité,1.9 g,en quantité élevée,470,,112,+5%,470 kj(112 kcal),+5%,"3,2",+35%,1,+43%,"0,9",-3%,"0,9",+3%,20,-1%,"1,9",+10%,"0,76",+10%,4,+25%,C,+25%,D,320 g,"['Frais', 'Plastique']","['Viande Française', '100% végétal', 'Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Poulet Français']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']",['Carrefour'],84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Union européenne'],"Blanc de poulet cuit de qualité supérieure, traité en salaison, doré au four.",,['France'],,Fabriqué en France par EMB 72264 pour Interdis.,,Ce blanc de poulet est fabriqué en France avec de la viande de poulet Origine France.
1946,X'trem - Céréales coeur fondant au chocolat au lait - Carrefour - 650g,3560070896745,"['Carrefour', 'Xtrem']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",['France'],"['Sucre', 'semoule de riz 22%', 'farine de blé 19%', ""farine d'avoine 13%"", 'matières grasses végétales ', 'tournesol', 'coco', 'chocolat au lait 5,3% ', 'pâte de cacao', 'lait entier en poudre', 'cacao maigre en poudre', 'sucre', 'inuline', 'lait écrémé en poudre', 'farine complète de blé 2,4%', 'cacao maigre en poudre', 'lactosérum en poudre', 'sel', 'colorant : caroténoïdes', 'antiagglomérant carbonate de calcium', 'émulsifiant : lécithines de tournesol', 'arôme', 'antioxydant : extrait riche en tocophérols']","['E160 - Caroténoïdes', 'E170i - Carbonate de calcium', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Lait', 'Avoine']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,11 g,en quantité modérée,5.5 g,en quantité élevée,28 g,en quantité élevée,0.6 g,en quantité modérée,?,,416,-5%,1741 kj(416 kcal),-5%,11,-20%,"5,5",+46%,70,+3%,28,-2%,6,-20%,"0,6",-6%,"0,24",-6%,13,0%,D,0%,C,650 g,"['Carton', 'Sachet', 'Plastique', 'Carton']",,"['EMB 80302A', 'Faverolles (Somme, France)']",['Carrefour'],74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,Céréales pour petit déjeuner au fourrage au chocolat au lait,,['France'],,,,
1947,Oeufs de poules élevées en plein air Bio (x 4) - Carrefour Bio,3560070898015,"['Carrefour', 'Carrefour Bio']","[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'Oeufs biologiques', 'Oeufs labellisés', 'Produits labellisés']",['France'],['Oeufs de poules élevées en plein air'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,4,"['Boîte', 'Carton']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Origine France', 'Agriculture France']","['FR 82.121.436 CE', 'Montauban (Tarn-et-Garonne, France)']","['Carrefour Market', 'Carrefour']",91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['France', 'Agriculture France']","Oeufs frais de poules, élevées en plein air, catégorie A, issus de l'agriculture biologique",,"['Saveur des Oeufs - 10 Rue Benjamin Franklin', '82000 Montauban', 'Tarn-et-Garonne', 'Midi-Pyrénées', 'France']",,,,
1948,Mini Mozzarella - Carrefour - 150g,3560070913572,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['France'],"['Lait pasteurisé de vache ', 'origine UE', 'sel', 'coagulant microbien', ""correcteur d'acidité : acide citrique""]",['E330 - Acide citrique'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,18 g,en quantité modérée,12 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,?,,238,-8%,996 kj(238 kcal),-8%,18,-13%,12,-14%,1,-3%,1,+33%,18,+7%,"0,6",-11%,"0,24",-11%,9,-12%,C,-12%,D,150 g,"['Sachet', 'Plastique']","['Nutriscore', 'Nutriscore C']",['IT 03-144 CE'],['Carrefour'],84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['Italie'],,,,
1949,Mini moelleux au chocolat - CARREFOUR BIO - 200g,3560070923700,['CARREFOUR BIO'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",['France'],"['Sucre roux de canne 28%', ""blancs d'oeufs 24%"", 'huile de tournesol oléique', 'chocolat 13% ', 'pâte de cacao', 'sucre de canne', 'beurre de cacao', 'émulsifiant : lécithines de soja', 'farine de blé 12,5%', ""sirop d'agave"", 'cacao en poudre 3%', ""poudres à lever : carbonates d'ammonium""]","['E322i - Lécithine', ""E503 - Carbonates d'ammonium""]","['Œufs', 'Gluten', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,26 g,en quantité élevée,5.3 g,en quantité élevée,38 g,en quantité élevée,0.125 g,en faible quantité,1910,+5%,457,+5%,1910 kj(457 kcal),+4%,26,+10%,"5,3",-33%,48,-2%,38,+23%,"6,6",+14%,"0,125",-76%,"0,05",-76%,15,-19%,D,-19%,C,200 g,['Carton'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']","['EMB 23040', 'Celle-sous-Gouzon (Creuse, France)']",['Carrefour'],82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,"['Afrique', 'Amérique du Sud']",6 petits gâteaux au chocolat issus de l'agriculture biologique,,['France'],,,,
1950,jus de pomme - Carrefour,3560070944026,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['France'],"['Jus de pomme', 'vitamine C', ' Origine: Les pommes de ce jus sont cultivées en Union Européenne']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,?,,42,-9%,176 kj(42 kcal),-8%,0,-100%,0,-100%,10,-8%,"9,7",-6%,"0,5",+135%,0,-100%,0,-100%,3,-27%,C,-27%,C,,['Bouteille'],,"['EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['Carrefour'],52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,
1951,Jambon Supérieur sans Couenne - Carrefour - 240g,3560070946341,['Carrefour'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']",['France'],"['Jambon de porc', 'eau', 'sel', 'chlorure de potassium', 'dextrose', 'sirop de glucose', 'arômes', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3 g,en quantité modérée,1.1 g,en faible quantité,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,115,+3%,481 kj(115 kcal),+1%,3,+4%,"1,1",+2%,"0,9",+41%,"0,6",-3%,21,-0%,"1,5",+6%,"0,6",+6%,3,+26%,C,+26%,C,240 g,"['Barquette', 'Film', 'Plastique', 'Frais', 'Sous atmosphère protectrice']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en France', 'Qualité supérieure']","['FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)', 'EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 56.140.006 CE', 'Moréac (Morbihan, France)']",['Carrefour'],80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['France'],,,,,,,
1952,Semoule au Lait à la Vanille - Carrefour - 460g (4x 115g),3560070951673,['Carrefour'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Semoules au lait']",['France'],"['Lait entier 64%', 'eau', 'sucre', 'semoule de blé dur 6', '2%', 'crème', 'amidon de maïs', 'poudre de lait écrémé', 'arôme naturel de vanille', 'colorant : rocou']",['E160b - Rocou'],"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,3.4 g,en quantité modérée,2.2 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,502,-2%,119,-2%,502 kj(119 kcal),-2%,"3,4",-14%,"2,2",-13%,19,+8%,14,+9%,"2,9",-14%,"0,1",-9%,"0,04",-9%,5,+27%,C,+27%,B,460 g (4 x 115 g),"['Pot individuel', 'Plastique', 'Opercule']","['Fabriqué en France', 'Au lait entier']","['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']",['Carrefour'],57.6%,19.3%,8.9%,7.9%,4.9%,1.3%,91,,Semoule au lait à la vanille,,,,,,
1953,Gourdes Pomme Fraise Sans sucres ajoutés - Carrefour Kids - 360g (4x 90g),3560070966639,"['Carrefour Kids', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes à boire', 'Compotes pommes fraise']",['France'],"['Purée de pommes 71,4%', 'purée de fraises 21%', 'purée de bananes 4,9%', 'purée de pommes concentrée 1,4%', 'purée de cassis 1%', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique']","['E300 - Acide ascorbique', 'E330 - Acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,9.5 g,en quantité modérée,0.1 g,en faible quantité,199,-22%,17,-72%,199 kj(17 kcal),-23%,0,-100%,0,-100%,11,-19%,"9,5",-23%,0,-100%,"0,1",+2122%,"0,04",+2122%,-4,,A,,B,360 g (4 x 90 g),"['Gourdes', 'Carton', 'Plastique']","['Peu ou pas de sucre', 'Point Vert', 'Sans sucre ajouté', 'Sans conservateurs']","['EMB 02103', 'Boué (Aisne, France)', 'EMB 35068A', 'Châteaubourg (Ille-et-Vilaine, France)']",['Carrefour'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['Union européenne'],"Purée de fruits, sans sucres ajoutés* *Contient des sucres naturellement présents. Conformément à la réglementation.",,['Pays-Bas'],,Fabriqué en France par EMB 35068A pour Interdis.,,
1954,Biscuits salés au Gouda - Carrefour - 75g,3560070967780,['Carrefour'],"['Snacks', 'en:Apéritif', 'en:Biscuits apéritifs', 'en:Snacks salés']",['France'],"['Farine de blé 47%', 'fromage Gouda 22%', 'beurre', 'chapelure ', 'contient blé', 'gluten de blé', 'levure', 'amidon de pomme de terre', 'sel de mer', 'lait en poudre entier', 'oignon en poudre', 'extrait de levure', 'arôme naturel ', 'contient lait', 'poivre noir', 'huile de tournesol']",,"['Gluten', 'Lait']",['Non végétalien'],4,26 g,en quantité élevée,18 g,en quantité élevée,0.9 g,en faible quantité,2.3 g,en quantité élevée,?,,520,+6%,2176 kj(520 kcal),+6%,26,+8%,18,+73%,50,-8%,"0,9",-73%,20,+121%,"2,3",+18%,"0,92",+18%,24,+27%,E,+27%,,75 g,['Pays Bas'],"['Bio', 'Bio européen', 'NL-BIO-01', 'AB Agriculture Biologique', 'en:Bio', 'en:Bio européen']",['0000'],['Carrefour'],,,,,,,,['en:Union européenne Pays Bas'],,,['Pays Bas'],,,,
1955,Popcorn sucré - Carrefour - 200g (2x 100g),3560071010751,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Popcorn', 'Popcorn sucré']",['France'],"['Maïs 69%', 'sucre 15%', 'graisse de palme 12%*', 'dextrose* En choisissant ce produit', 'vous soutenez la filière huile de palme durable RSPO et contribuez à préserver nos ressources naturelles', "" Pour plus d'informations : www"", 'rspo', 'org']",,,['Huile de palme'],,18 g,en quantité modérée,8.4 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1905,+5%,455,+1%,1905 kj(455 kcal),+2%,18,+16%,"8,4",+128%,61,-10%,17,-44%,"7,5",+31%,~ 0,-100%,0,-100%,11,-15%,D,-15%,A,200 g (2 x 100 g),['Carton'],"['Huile de palme durable', 'RSPO', 'Maïs de France']","['EMB 17331', 'Saint-Genis-de-Saintonge (Charente-Maritime, France)']",['Carrefour'],57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,Maïs à éclater micro-ondable sucré,,['France'],['Huile de palme'],Fabriqué pour EMB 17331 pour Interdis,,
1956,100% Pur Jus Pamplemousse - Carrefour - 1l,3560071014599,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de fruits pur jus', 'Jus de pamplemousse pur jus', 'en:pure-grapefruit-juice']",['France'],"['Jus de pamplemousse rose', 'pulpe ', '2%']",,,['Sans huile de palme'],1,0.5 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,0 g,en faible quantité,173,,41,,173 kj(41 kcal),+15%,"0,5",+165%,0,-100%,"8,5",+6%,"8,5",+9%,"0,6",+35%,0,-100%,0,-100%,2,+50%,C,+50%,D,1 l,,['Source de vitamine C'],"['EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['Carrefour'],58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"Jus de pamplemousse rose avec pulpe. Flash pasteurisé,. Réfrigéré",,,,Conditionné par EMB 45273 pour Interdis,,Les pamplemousses de ce jus sont cultivés en UE et hors UE.
1957,Palmiers - Carrefour - 95g,3560071028077,"['Carrefour', 'Carrefour Sélection']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés', 'Palmiers']",['France'],"['Farine de blé', 'sucre', 'beurre 22%', 'sel', ""farine de malt d'orge""]",,"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,19 g,en quantité modérée,13 g,en quantité élevée,24 g,en quantité élevée,1.1 g,en quantité modérée,?,,478,-7%,2000 kj(478 kcal),-7%,19,-30%,13,-17%,69,+15%,24,+9%,"7,6",+28%,"1,1",+9%,"0,44",+9%,22,-5%,E,-5%,C,95 g,['Carton'],"['Pur beurre', 'Approuvé par Gault & Millau']","['EMB 25245', 'Fontain (Doubs, France)']",['Carrefour'],79.4%,12.3%,3.8%,2.3%,2.3%,0.0%,59,,Biscuits feuilletés au beurre,,['France'],,,,
1958,Fines gaufrettes fraise - Carrefour - 160g e,3560071076849,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées aux fruits']",['France'],"['Sirop de glucose-fructose', 'farine de blé', 'humectant : glycérol', 'purée de fraise 9,6%', 'purée de fraise concentrée 2,9%', 'dextrose', 'farine de lupin', 'acidifiant : acide citrique', 'arôme naturel', 'gélifiant : pectines', ""correcteur d'acidité : citrates de sodium"", 'colorant : anthocyanes', ""jaunes d'œufs en poudre"", 'sel', 'huile de tournesol', 'émulsifiant : lécithines de colza ', 'contient blé', 'poudres à lever : carbonates de sodium et carbonates de magnésium', ' ', ""19,3% d'équivalent fraise dans le produit fini""]","['E422 - Glycérol', 'E330 - Acide citrique', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E163 - Anthocyanes', 'E322i - Lécithine', 'E500 - Carbonates de sodium', 'E504 - Carbonates de magnésium']","['Œufs', 'Gluten', 'Lupin']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1 g,en faible quantité,0.4 g,en faible quantité,34 g,en quantité élevée,0.425 g,en quantité modérée,?,,344,-10%,1439 kj(344 kcal),-9%,1,-77%,"0,4",-82%,84,+7%,34,-15%,"3,4",-11%,"0,425",+59%,"0,17",+59%,11,-15%,D,-15%,C,160 g e,"['Carton', 'Sachet plastique']",['Fabriqué en France'],"['EMB 29020H', 'Briec (Finistère, France)']",['Carrefour'],76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,['Fraises : UE'],,,['France'],,,,
1959,Moutarde de dijon - TOP BUDGET - 850g,3560071126469,['TOP BUDGET'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : disulfite de potassium', 'acidifiant : acide citrique']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Moutarde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,12 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,6.5 g,en quantité élevée,?,,149,-6%,623 kj(149 kcal),-6%,12,+4%,"0,8",+5%,"3,2",-12%,"2,7",+20%,"7,2",+0%,"6,5",+10%,"2,6",+10%,9,-17%,C,-17%,B,850g,,"['Nutriscore', 'Nutriscore C', 'Premier prix']","['EMB 21200', ""Couchey (Côte-d'Or, France)""]",['Carrefour'],57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,
1960,Petits pois - Carrefour bio - 660g,3560071132903,"['Carrefour bio', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",['France'],"['Petits pois*', 'eau', 'sel de mer', ""*Issus de l'agriculture biologique""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.9 g,en faible quantité,0.2 g,en faible quantité,2 g,en faible quantité,0.6 g,en quantité modérée,340,+3%,?,,340 kj(81 kcal),+6%,"0,9",+30%,"0,2",+32%,10,-1%,2,-40%,"5,5",+14%,"0,6",+8%,"0,24",+8%,-10,,A,,A,660 g,['Bocal'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France']","['56251  E', 'EMB 56251E', 'Theix (Morbihan, France)']","['Carrefour market', 'Carrefour']",37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,['France'],Petits pois issus de l'agriculture biologique.,,['France'],,Fabriqué en France par EMB 56251E pour Interdis.,,
1961,Cookies pepites de chocolat - Carrefour Discount - 200g e,3560071151423,"['Carrefour Discount', 'Carrefour']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",['France'],"['Farine de blé', 'sucre', 'huile de palme', 'pépites de chocolat 10% [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille]', ""poudres à lever : carbonates de sodium - carbonates d'ammonium - diphosphates"", 'lactosérum en poudre', 'ceufs en poudre', 'lait écrémé en poudre', 'sel', ""blanc d'œufs en poudre"", 'CEUTS', 'arôme', ' Peut contenir des traces de fruits à coque', ' Conservation :']","['E322i - Lécithine', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Soja']","['Huile de palme', 'Non végétalien']",4,23 g,en quantité élevée,12 g,en quantité élevée,31 g,en quantité élevée,1.5 g,en quantité modérée,?,,501,+1%,2096 kj(501 kcal),+1%,23,-9%,12,-3%,66,+11%,31,-2%,"6,5",+4%,"1,5",+122%,"0,6",+122%,26,+15%,E,+15%,D,200 g e,"['Sachet', 'Plastique']",,,['Carrefour'],77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,Cookies Pépites de Chocolat,,,['Huile de palme'],,,
