,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,palm_ingredients,generic_name,link,manufacturing,traceability_code,ingredients_origins,brand_owner,origin_detail,producer_info
1864,Philadelphia light - 300g,5410068563358,300 g,"['Philadelphia', 'Mondelez']","['Belgique', 'France']","['Lait entier', 'préparation de protéines de lait', 'crème', 'perméat de lactosérum concentré ', 'de_lait', 'sel', 'stabilisants ', 'farine_de_graines_de-carouble', 'carraghéranes', 'acidifiant ', 'acide_citrique']",['Non végétalien'],4,?,150,628 kj(150 kcal),11,"7,4","5,2","5,2","7,2",,,D,['Barquette'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",['E330 - Acide citrique'],['Lait'],11 g,en quantité modérée,7.4 g,en quantité élevée,5.2 g,en quantité modérée,,,,-36%,-36%,-47%,-48%,+54%,+76%,-14%,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Colruyt'],,Spécialité fromagère à tartiner,,,,,,,
1865,Pringles (Original),5410076060382,,['Pringles'],['France'],[],[],,?,526,2201 kj(526 kcal),34,7,52,"1,4","3,9","0,53","0,212",B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,34 g,en quantité élevée,7 g,en quantité élevée,1.4 g,en faible quantité,0.53 g,en quantité modérée,,+3%,+3%,+15%,+108%,-6%,-60%,-12%,-65%,-65%,14,+4%,D,+4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,
1866,Hot & Spicy - Pringles - 40g,5410076067626,40 g,['Pringles'],['France'],"['Pommes estydratees', 'huile végétale', 'graisse végétale', 'farine de riz', 'amidon de blé', 'aróme piment exhausteurs de gout: glutamate monosodique', 'inosinate disodique', 'guanylate disodique', 'ail en poudre', 'sucre', 'huile végétale hydrogénee ,lactose', 'poudre de babeurre', 'yogourten poudre', 'creme acidulée en poudre', 'oignon en poudte', 'paprika en poudre', 'levure en poutre', 'tomate en poudre', 'arðmes', 'arome de fumee colorant: extrait de paprika', 'extrat de piment jalapeno', 'acidifiant: acide lactique', 'piment en poudre', 'al en Oure', 'epices', 'proteines de lait', 'émuls nt ,maltodextrine', 'sel', 'amidon modifié de maïs']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,511,2138 kj(511 kcal),32,5,50,3,"4,3","0,63","0,252",B,['boîte'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E160c - Extrait de paprika', 'E270 - Acide lactique', 'E14XX - Amidons modifiés']",['Lait'],32 g,en quantité élevée,5 g,en quantité modérée,3 g,en faible quantité,0.63 g,en quantité modérée,,+0%,+0%,+8%,+49%,-10%,-14%,-2%,-58%,-58%,10,-25%,C,-25%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,Snack salé au goût piment et épice,,,,,,,
1867,Salt & Vinegar - Pringles - 165g,5410076068333,165 g,"['Pringles', 'Procter & Gamble']","['Belgique', 'France', 'Pays-Bas', 'Suisse']","['pommes de terre déshydratées', 'huile végétale', 'farine de riz', 'amidon de blé', 'arôme de sel et vinaigre ', ""arômes de vinaigre de malt d'orge"", 'lactose', ""correcteurs d'acidité "", 'diacetate de sodium', 'citrate disodique', 'acidifiant ', 'acide malique', 'épices', 'maltodextrine', 'émulsifiant ', 'E471', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",4,2150,?,2150 kj(514 kcal),32,"6,8",52,"4,4","3,6","2,03","0,813",B,"['Boite', 'Carton', 'Couvercle', 'Plastique', 'Métal']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E262ii - Diacétate de sodium', 'E331ii - Citrate disodique', 'E296 - Acide malique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Lait'],32 g,en quantité élevée,6.8 g,en quantité élevée,4.4 g,en faible quantité,2.03 g,en quantité élevée,+1%,,+1%,+8%,+102%,-6%,+27%,-18%,+35%,+35%,19,+42%,E,+42%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Végétarien', 'Point Vert', 'Tidyman wastebasket']",,,Snack salé au goût sel et vinaigre,,"['Mechelen', 'Belgique']",,,,,
1868,Pringles Original - 190g,5410076462223,190g,['Pringles'],"['France', 'Royaume-Uni']","['Pommes de terre déshydratées', 'huile végétale', 'graisse végétale', 'farine de riz', 'amidon de blé', 'émulsifiant ', 'E471', 'maltodextrine', 'sel', 'amidon de riz modifié']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,2185,522,2185 kj(522 kcal),"33,8",5,51,"1,4","3,8","1,372","0,549",B,['Tube'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],33.8 g,en quantité élevée,5 g,en quantité modérée,1.4 g,en faible quantité,1.37 g,en quantité modérée,+3%,+3%,+3%,+14%,+49%,-8%,-60%,-14%,-9%,-9%,14,+4%,D,+4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['Asda'],,Potato chips,,,,,,,
1869,Hot & Spicy - Pringles - 150g,5410076602537,150g,['Pringles'],['France'],"['Pommes de terre déshydratées', 'huile végétale', 'graisse végétale', 'farine de riz', 'amidon de blé', 'arôme piment et épices ', 'glutamate monosodique', 'inosinate disodique et guanylate disodique', 'petit lait en poudre', 'sucre', 'huile végétale hydrogénée', 'lactose', 'poudre de babeurre', 'yogourt en poudre', 'crème acidulée en poudre', 'oignon en poudre', 'paprika en poudre', 'levure en poudre', 'tomate en poudre', 'aromes', 'arôme de fumée', 'extrait de paprika', 'extrait de piment jalapeño', 'acide lactique', 'piment en poudre', 'ail en poudre', 'épices', 'protéines de lait', 'E471', 'maltodextrine', 'sel', 'amidon de riz modifié']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",4,2137,?,2137 kj(511 kcal),32,5,50,3,"4,3","1,6","0,64",B,['tube en carton'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E160c - Extrait de paprika', 'E270 - Acide lactique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Lait'],32 g,en quantité élevée,5 g,en quantité modérée,3 g,en faible quantité,1.6 g,en quantité élevée,+0%,,+0%,+8%,+49%,-10%,-14%,-2%,+7%,+7%,15,+12%,D,+12%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Végétarien'],['Super U'],,Snack salé au goût piment et épices,,['Belgique'],,,,,
1870,Original (extra 15g) - Pringles - 165g,5410076654093,165 g,['Pringles'],['France'],"['Pommes de terre déshydratées', 'huile végétale', 'graisse végétale', 'farine de riz', 'amidon de blé', 'émulsifiant : E471', 'maltodextrine', 'sel', 'amidon de riz modifié']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,2185,522,2185 kj(522 kcal),34,5,51,"1,4","3,8","1,372","0,549",B,"['Tube', 'Sous atmopshère protectrice']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,34 g,en quantité élevée,5 g,en quantité modérée,1.4 g,en faible quantité,1.37 g,en quantité modérée,+3%,+3%,+3%,+15%,+49%,-8%,-60%,-14%,-9%,-9%,14,+4%,D,+4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['Dia'],,Snack salé,,,,,,,
1871,Lait Raisins Noisettes - Côte d'Or - 200g,5410081200353,200 g,"[""Côte d'Or"", 'Kraft Foods']",['France'],"['Sucre', 'noisettes ', '15 %', 'raisins ', '14 %', ' ', ""contiennent de l'huile végétale"", 'pâte de cacao', 'poudre de lait entier', 'beurre de cacao', 'lactosérum en poudre', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'cacao fortement dégraissé en poudre', 'arômes']",['Non végétalien'],4,2195,525,2195 kj(525 kcal),"31,5","14,5","49,5",48,"8,4","0,254","0,102",E,"['Carton', 'Aluminium']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",31.5 g,en quantité élevée,14.5 g,en quantité élevée,48 g,en quantité élevée,0.254 g,en faible quantité,-7%,-8%,-7%,-19%,-18%,+12%,+17%,+2%,+81%,+81%,23,-3%,E,-3%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Intermarché'],,Chocolat au lait aux noisettes entières et aux raisins,,['Belgique'],,,,,
1872,Lait - Melk - Côte d'or - 300g (3 * 100g),5410081201640,300 g (3 * 100 g),"[""Côte d'or"", 'Mondeléz']",['France'],"['Sucre', 'pâte de cacao', 'LAIT entier en poudre', 'beurre de cacao', 'lactosérum en poudre ', 'de LAIT', 'émulsifiant ', 'lécithine de SOJA', 'cacao en poudre fortement dégraissé', 'arôme', 'BEURRE concentré']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2235,?,2235 kj(534 kcal),"30,5",19,"54,5","53,5","8,1","0,27","0,108",E,"['Feuille', 'Métal', 'Papier', 'Film', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['E322i - Lécithine'],"['Lait', 'Soja']",30.5 g,en quantité élevée,19 g,en quantité élevée,53.5 g,en quantité élevée,0.27 g,en faible quantité,-2%,,-3%,-12%,-3%,+5%,+9%,+13%,+16%,+16%,24,-6%,E,-6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Cocoa Life'],,,Chocolat au lait,,['Belgique'],,,,,
1873,"Sauce Cocktail - Vandemoortele - 0,99kg e",5410093026798,"0,99 kg e",['Vandemoortele'],"['Belgique', 'France']","['Huile de colza ', '61 %', 'eau', 'purée de tomates', ""jaune d'œufs de poules élevées en plein air"", 'vinaigre', 'sirop de glucose-fructose', 'sucre', 'sel', 'MOUTARDE', 'amidon modifié', 'arôme', 'épaississants ', 'E412', 'E415', 'conservateur ', 'E202', 'acidifiant ', 'E330', 'antioxydant ', 'E385', 'épices']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,607,2540 kj(607 kcal),"63,2","5,5","7,7","5,3","1,3","1,62","0,648",,"['Squeezee', 'Plastique']","['Epicerie', 'Sauces', 'Sauces cocktail']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Moutarde']",63.2 g,en quantité élevée,5.5 g,en quantité élevée,5.3 g,en quantité modérée,1.62 g,en quantité élevée,,+22%,+22%,+24%,+17%,-13%,-19%,-4%,+7%,+7%,18,+8%,D,+8%,,,,,,,,"['Plein air', 'Œufs de poules élevées en plein air', 'Fait avec des œufs de poules élevées en plein air']",,,,,,,,,,
1874,sauce pepper - Vandemoortele,5410093090393,,['Vandemoortele'],['France'],[],[],,?,663,2774 kj(663 kcal),"71,7",6,3,2,"0,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,MARGARINE SOJA - Provamel,5410093135384,,['Provamel'],['France'],"['matières grasses: huiles et graisses végétales ', 'soja* 38%', 'palme*', 'eau', 'émulsifiant ', 'lécithines de soja', 'sel marin ', '0,6%', 'jus de citron*', 'arômes naturels', 'vitamines ', 'A', 'D2', ' Teneur totale en matière grasse: 70%', "" * = issus de l'agriculture biologique"", ' Sans lactose']",['Huile de palme'],4,?,630,2636 kj(630 kcal),70,23,0,0,0,"0,58","0,232",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",['E322i - Lécithine'],['Soja'],70 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.58 g,en quantité modérée,,+23%,+24%,+24%,+42%,-100%,-100%,-100%,+2%,+2%,13,+12%,D,+12%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"['Bio', 'Sans lactose']",,['Huile de palme'],Margarine au soja,,,,,,,
1876,Margarine allégée de cuisine - Vandemoortele NV - 500g,5410093144621,500g,['Vandemoortele NV'],['France'],[],[],,?,100,418 kj(100 kcal),60,30,"0,5","0,5","0,5","0,8","0,32",,,['Matières grasses'],,,60 g,en quantité élevée,30 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,-88%,-88%,-32%,+32%,+123%,+209%,+182%,+310%,+310%,11,-3%,D,-3%,,,,,,,,,,,,,,,,,,
1877,Vitelma - Vandemoortele,5410093146274,,['Vandemoortele'],['France'],[],[],,?,342,1431 kj(342 kcal),38,"7,1",0,0,0,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Soja à tartiner - Alpro - 500gr,5410093149510,500 gr,['Alpro'],"['Belgique', 'France']","['Eau', 'huiles et graisses végétales ', '38%', ' dont huile de soja ', '75%', ""émulsifiant: mono-et diglycérides d'acides gras"", 'stabilisant: alginate de potassium', 'sel ', '0,4%', 'acidifiant: acide critique', 'conservateur: sorbate de potassium', 'arômes', 'colorant: caroténoides mélangés', 'vitamines ', 'vitamine A', 'vitamine D']","[""Pourrait contenir de l'huile de palme""]",4,?,342,1431 kj(342 kcal),38,10,0,0,0,"0,508","0,203",C,['Boîte en plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E402 - Alginate de potassium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",,38 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0.508 g,en quantité modérée,,-27%,-26%,-26%,-32%,-100%,-100%,-100%,-12%,-12%,9,-18%,C,-18%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,['Colruyt'],,Matière grasse végétale à tartiner au soja,http://www.alpro.com,,,,,,
1879,Fama,5410093153487,,,['France'],[],[],,?,900,3766 kj(900 kcal),100,46,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Vegexcel - Vandemoortele,5410093157515,,['Vandemoortele'],['France'],[],[],,?,260,1088 kj(260 kcal),"27,1","26,8","3,74","0,6","1,13","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Mini vinaigrette ciboulette - Vandemoortele,5410093164834,,['Vandemoortele'],['France'],[],[],,?,240,1004 kj(240 kcal),22,"1,9","9,6","5,7","0,7","2,4","0,96",D,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,22 g,en quantité élevée,1.9 g,en quantité modérée,5.7 g,en quantité modérée,2.4 g,en quantité élevée,,-34%,-33%,-40%,-50%,+102%,+73%,+19%,+25%,+25%,14,-6%,D,-6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,
1882,Blanc de bœuf,5410093902092,,,['France'],[],[],,?,900,3766 kj(900 kcal),100,49,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Original Long Grain Rice - Bosto,5410106010004,,['Bosto'],['France'],[],[],,?,352,1473 kj(352 kcal),"0,6","0,2","79,5","0,2","6,7",0,0,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,0.6 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,,+5%,+4%,-43%,-16%,+8%,-31%,-8%,-100%,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
1884,Riz thaï jasmin 8 x 125gr - Thai Jasmin Rice Bosto - 1kg,5410106010219,1 kg,['Thai Jasmin Rice Bosto'],"['Belgique', 'France']",['riz Thai'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,345,1443 kj(345 kcal),1,"0,2",76,"0,5","7,4","0,01","0,004",C,['Paquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,,1 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,,+3%,+2%,-17%,-26%,+5%,+44%,+2%,-66%,-66%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['en:gluten-free'],['Colruyt'],,,,,,,,,
1885,Riz a poeler aromatisé - Bosto,5410106018802,,['Bosto'],"['Belgique', 'France']","['Riz long grain 98%', 'huile de tournesol', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,380,1590 kj(380 kcal),"2,4","0,5",81,"0,5","7,9","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Quinoa Bio - Bosto - 275g e,5410106070008,275 g e,['Bosto'],"['Belgique', 'France']",['Quinoa biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,354,1481 kj(354 kcal),"6,1","0,7","57,2","4,9","14,1","0,03","0,012",B,"['Carton', 'boîte']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",,,6.1 g,en quantité modérée,0.7 g,en faible quantité,4.9 g,en faible quantité,0.03 g,en faible quantité,,+8%,+7%,+13%,+7%,+4%,+94%,+19%,-82%,-82%,-5,,A,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,"['Bio', 'Bio européen', 'NL-BIO-01', 'Agriculture non UE']",,,,,,,,,,
1887,Quinoa rouge - Bosto - 4x75grammes,5410106070145,4x75 grammes,['Bosto'],"['Belgique', 'France']",['Quinoa rouge Sans gluten'],[],,?,354,1481 kj(354 kcal),"6,1","0,7","57,2","4,9","14,1","0,03","0,012",C,['Paquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa', 'Quinoa rouge']",,,6.1 g,en quantité modérée,0.7 g,en faible quantité,4.9 g,en faible quantité,0.03 g,en faible quantité,,-2%,-2%,+5%,+2%,-4%,+123%,+7%,-38%,-38%,-5,,A,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,['en:gluten-free'],['Colruyt'],,,,,,,,,
1888,Rice & corn chips fromage - Bosto,5410106095728,,['Bosto'],['France'],[],[],,?,401,1678 kj(401 kcal),11,"2,1","67,2","3,6",7,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Marsepino - Lotus,5410126000986,,['Lotus'],['France'],[],[],,?,449,1879 kj(449 kcal),"19,5","10,1","64,1","54,1","3,9","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Dinosaurus Biscuits fourrés au véritable chocolat - Lotus - 261g,5410126004052,261 g,['Lotus'],['France'],"['Céréales 45% ', 'farine de blé', 'farine de seigle', 'farine de blé complet', 'chocolat 25% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'lait', 'graisse butyrique ', 'lait', 'émulsifiant ', 'lécithine de soja et E476', 'huiles végétales ', 'huile de palme issue de plantations durables et certifiées', 'huile de colza', 'sucre', 'sirop de glucose-fructose', 'oeufs de poules élevées au sol', 'amidon de blé', 'poudre de lait écrémé', 'amidon de maïs', 'sel', 'poudre à lever ', 'carbonate acide de sodium', 'levure en poudre', 'arôme naturel']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2059,491,2059 kj(491 kcal),"22,3","11,6","65,7","28,8","5,8","0,54","0,216",D,"['Carton', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait', 'Soja']",22.3 g,en quantité élevée,11.6 g,en quantité élevée,28.8 g,en quantité élevée,0.54 g,en quantité modérée,+4%,+4%,+5%,+16%,+36%,-2%,-13%,-0%,-3%,-3%,22,+11%,E,+11%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Huile de palme durable', 'RSPO']",,['Huile de palme'],Biscuits fourrés au véritable chocolat belge,,,,,,,
1891,Dinosaurus - Lotus - 261g,5410126004151,261 g,['Lotus'],['France'],"['Céréales 45% ', 'farine de blé', 'farine de seigle', 'farine de blé complet', 'chocolat au lait 25% ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de lait entier', 'lactosérum en poudre ', 'lait', 'graisse butyrique ', 'lait', 'émulsifiant ', 'lécithine de soja et E476', 'arôme vanille naturel', 'huiles végétales ', 'huile de palme issue de plantations durables et certifiées', 'huile de colza', 'sucre', 'sirop de glucose-fructose', 'oeufs de poules élevées au sol', 'amidon de blé', 'poudre de lait écrémé', 'amidon de maïs', 'sel', 'poudre à lever ', 'carbonate acide de sodium', 'levure en poudre', 'arôme naturel']","['Huile de palme', 'Non végétalien']",4,2056,490,2056 kj(490 kcal),"21,5","11,1","67,1","30,4","6,1","0,56","0,224",D,"['Carton', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait', 'Soja']",21.5 g,en quantité élevée,11.1 g,en quantité élevée,30.4 g,en quantité élevée,0.56 g,en quantité modérée,+4%,+4%,+4%,+12%,+31%,+0%,-8%,+5%,+1%,+1%,23,+16%,E,+16%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Huile de palme durable', 'RSPO']",['Cora'],['Huile de palme'],Biscuits fourrés au véritable chocolat au lait belge,,,,,,,
1892,Original Speculoos (Break) - Lotus - 10x 25g,5410126006148,10 x 25 g,['Lotus'],['France'],"['Farine de blé', 'sucre', 'huiles végétales ', 'palme', 'colza', 'sirop de sucre candi', 'poudre à lever ', 'carbonate acide de sodium', 'farine de soja', 'sel', 'cannelle']",['Huile de palme'],3,2033,485,2033 kj(485 kcal),19,"8,8","72,7","38,1","4,9","0,92","0,368",D,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",['E500ii - Carbonate acide de sodium'],"['Gluten', 'Soja']",19 g,en quantité modérée,8.8 g,en quantité élevée,38.1 g,en quantité élevée,0.92 g,en quantité modérée,+1%,+2%,+2%,+1%,-2%,+5%,+14%,-13%,+29%,+29%,25,+11%,E,+11%,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,['Sans colorants'],,['Huile de palme'],,,['Belgique'],,,,,
1893,Biscuits Lotus Speculoos 400 Unités,5410126006193,,['Lotus'],['France'],[],[],,?,484,2025 kj(484 kcal),19,8,"72,6","38,1","4,9","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Lotus Original Speculoos - 150g,5410126006209,150 g,['Lotus'],['France'],"['Farine de blé', 'sucre', 'huile et graisse végétales', 'sirop de sucre candi', 'poudre à lever ', 'carbonate acide de sodium', 'farine de soja', 'sel', 'cannelle']","[""Pourrait contenir de l'huile de palme""]",3,?,484,2025 kj(484 kcal),19,"8,8","72,7","38,1","4,9","0,92","0,368",D,"['Plastique', 'Boite']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Spéculoos']",['E500ii - Carbonate acide de sodium'],"['Gluten', 'Soja']",19 g,en quantité modérée,8.8 g,en quantité élevée,38.1 g,en quantité élevée,0.92 g,en quantité modérée,,+2%,+2%,+1%,-2%,+5%,+14%,-13%,+29%,+29%,26,+16%,E,+16%,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,['Auchan'],,Miettes de Biscuits à la cannelle,,,,,,,
1895,Zebra Double Chocolate - Lotus,5410126010787,,['Lotus'],['France'],"['Sucre', 'huiles végétales ', 'huile de palme issue de plantations durables et certifiées', 'huile de colza', 'œufs de poules élevées au sol', 'farine de blé', 'fourrage à l’orange 14% ', 'sucre', 'sirop de glucose-fructose', 'dextrose', ""concentré de jus d'orange 3%"", 'acidifiant ', 'acide citrique', 'gélifiant ', 'pectine', 'concentré de fruits et de plantes ', 'citron', 'carthame', 'carotte', 'arôme naturel', 'chocolat 11% ', 'pâte de cacao', 'sucre', 'graisse butyrique ', 'lait', 'cacao dégraissé en poudre', 'émulsifiant ', 'lécithine de soja', 'arôme vanille naturel', 'amidon de blé', 'poudre de cacao', 'malt ', 'seigle', 'sel', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sirop de glucose-fructose', 'émulsifiant ', 'lécithine de soja', 'poudre de lait écrémé']","['Huile de palme', 'Non végétalien']",4,?,455,1904 kj(455 kcal),"25,4","10,5","50,5","34,7","5,1","0,38","0,152",,,,"['E330 - Acide citrique', 'E440 - Pectines', 'E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,,,,,,
