,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,labels,traceability_code,markets,allergens,nova_score,additives,eco_score,packaging,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,origin_detail,producer_info
1688,Pain d’épice pur miel - La maison du pain d’épice - 120g,3760056950229,['France'],[],[],1348,322,1348 kj(322 kcal),"2,6","1,4","68,2","41,3","5,3","0,02","0,008",120g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']",2.6 g,en faible quantité,1.4 g,en faible quantité,41.3 g,en quantité élevée,0.02 g,en faible quantité,-14%,-15%,-15%,-64%,+74%,+13%,+1752%,-55%,-67%,-67%,14,,D,,['La maison du pain d’épice'],,,,,,,,,,,,,,,,,,,,,,
1689,Miel d'Acacia - 500g,3436530000253,['France'],[],[],?,?,,?,,?,,?,,,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels liquides']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
1690,Ginseng gelée royale vitamine C,3700914601764,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,3336068000292,3336068000292,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,3337446160003,3337446160003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,
1693,Sardines In Olive Oil (can),8003375000103,['France'],[],[],?,223.6,936 kj(223 kcal),"15,2","2,7","0,3",0,"21,4","1,35","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Mini Elisen,4035472793101,['France'],[],[],?,435,1820 kj(435 kcal),"21,2","6,5","47,5","31,3","10,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Jambon sec,2006050022199,['France'],[],[],?,195,816 kj(195 kcal),9,"3,5","0,5","0,5",28,"5,4","2,16",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",9 g,en quantité modérée,3.5 g,en quantité modérée,0.5 g,en faible quantité,5.4 g,en quantité élevée,,-17%,-17%,-30%,-28%,-15%,+33%,-3%,+8%,+8%,15,-10%,D,-10%,,,,,,,,E,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
1696,baguette saveur rustiguette,2011000019174,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Foie gras caractère,3033610031888,['France'],[],[],?,534,2234 kj(534 kcal),55,23,"2,4","1,9","7,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Pain d’épices à la figue,3393190035172,['France'],[],[],?,336,1406 kj(336 kcal),"5,7","0,6",66,"33,5","3,2","0,198","0,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Thé noir bio,3700324434594,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
1700,Edmark Cafe,9555027600531,['France'],[],[],?,444.4444,1860 kj(444 kcal),"11,111",0,"83,333",0,"2,222",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Red bubble tea,9555027601217,['France'],[],[],?,448.125,1875 kj(448 kcal),0,0,"76,875","56,25",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,côtes du rhône Enclave des Prélats,3193661255333,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Organic black olives cream,0000005017,['France'],[],[],?,388,1623 kj(388 kcal),"41,7","3,3","0,6","0,6","1,2","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Pure butter shortbread - Walkers - 250g,0039047015142,['France'],[],[],?,529,2213 kj(529 kcal),30,"18,7","58,2","16,5","5,6","0,68","0,272",250g,['Biscuits pur beurre'],30 g,en quantité élevée,18.7 g,en quantité élevée,16.5 g,en quantité élevée,0.68 g,en quantité modérée,,+9%,+8%,+27%,+21%,-5%,-36%,-6%,+5%,+5%,22,-4%,E,-4%,['Walkers'],,,,,,,,['boîte métallique'],,,,,,,,,,,,,,
1705,032919465030,032919465030,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Le pain des fleurs,3380380080524,['France'],[],[],?,372,1556 kj(372 kcal),"2,6","0,6","74,8","0,8","9,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Biscoito. mil Folhas Dancake,5601069000298,['France'],[],[],?,520,2176 kj(520 kcal),30,0,10,6,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Jus de pomme fermier bio,3760040500300,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
1709,Vegane Nuggets,4260055822996,['France'],[],[],?,243,1017 kj(243 kcal),"8,7","1,1",28,"2,5",12,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Pain de mie 350G Tranche - Leclerc - 350,0209912007873,['France'],[],[],?,248,1038 kj(248 kcal),"4,7","2,6",43,"4,4","7,4",0,0,350,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,
1711,Rooibos du Hammam - PALAIS DES THES,3700256701733,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['PALAIS DES THES'],,,,,,,,,,,,,,,,,,,,,,
1712,gran pasticcera DACASTO - 750g,21214851,['France'],[],[],?,?,,?,,?,,?,,,750 g,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,,,,,,,,,,,,,,,,,,,['DACASTO'],,,,,,,C,['Papier'],81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,
1713,Foie gras d'oie entier - Maison Montfort,3104544075450,['France'],[],[],?,397,1661 kj(397 kcal),39,16,"1,5","0,5","9,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,['Maison Montfort'],,,,,,,,,,,,,,,,,,,,,,
1714,Pro 80 Proteine Inkospor Noisette,4260057661500,['France'],[],[],?,368,1540 kj(368 kcal),"1,5","0,63",11,"2,1",80,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Miel de poitou Charentes,3520059917946,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Tomates-cerises marinées,4030011500073,['France'],[],[],?,38,159 kj(38 kcal),"0,2","0,1","6,9","5,3","0,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,imlek - 100g,8601500120179,['France'],[],[],?,?,,?,,?,,?,,,100g,"['Produits laitiers', 'Laits']",,,,,,,,,,,,,,,,,,,,,,,['Imlek'],['Non'],,,,,,D,['Cartoon'],78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
1718,Latte parzialmente scremato piemontese,8054395001717,['France'],[],[],?,47,197 kj(47 kcal),"1,6","1,1",5,5,"3,2","0,1","0,04",,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",1.6 g,en faible quantité,1.1 g,en faible quantité,5 g,en quantité modérée,0.1 g,en faible quantité,,0%,+1%,+2%,+9%,+4%,+4%,-2%,-9%,-9%,1,,B,,,,,,,,,D,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
1719,Calamars,3586410422894,['France'],[],[],?,49,205 kj(49 kcal),"0,5","0,5","0,6","0,5","11,8","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Saumon Atlantique Fumé - CORRUE & DESEILLE - 259g,3394270004644,['France'],"['SAUMON', 'sei', ' Pour 100g: Eiergie 169Kca! /0UKJ', 'tes p oméga3 2,82g', 'glucides Og dont sucies ng', 'pioknes 21 8p', 'sel 3,1g a', 'ses 9,11g dont acidt geas salun és 2,45g ef']","['Non végétalien', 'Non végétarien']",708,169,708 kj(169 kcal),"9,11","2,45",0,0,"21,8","3,1","1,24",259g,['Fumè au feu de bois et salé au sel sec marin'],9.11 g,en quantité modérée,2.45 g,en quantité modérée,0 g,en faible quantité,3.1 g,en quantité élevée,,,,,,,,,,,14,,D,,['CORRUE & DESEILLE'],"['Sans conservateurs', 'Saveurs en Or']","['FR 62.160.109 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",['Auchan'],['Poisson'],,,,['Plastique'],,,,,,,,['Norvège'],['Boulogne-sur-Mer'],,,,,
1721,gressins au romarin. la petite épicerie par picard - 125g,01803297,['France'],[],[],?,?,,?,,?,,?,,,125g,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,,,,,,,,,,,,,,,,,,,,,,['Picard'],,"['EMB', '80088']",['Picard'],,,,A,['Carton'],60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['France'],['France'],,Résultats Webhttps://www.picard.fr/gressins-romarin-00000000000...,,,
1722,04347901,04347901,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,3029334010889,3029334010889,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Chateau Chalon,3570590109379,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', 'Château-Chalon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,,,,,
1725,8 mini paris brest salés,4056489278009,['France'],[],[],?,389,1628 kj(389 kcal),"34,3","18,9","11,9","4,5",7,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Kati Eau minérale naturelle,9500500123564,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Petits sables cantal,8794122967434,['France'],[],[],?,509,2130 kj(509 kcal),28,19,52,"3,5","9,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Biscuits salés - Top budget - 350g,3410280088877,['France'],"['Voleurs mhrife Worden voor 100g/DecdereốM bwrge/Enerpic:207 k 150 kel sử 29% be', ' MP"" 259% de DMMatieres gros ehe WOOTwon werzodigde vetr Wioratos de cortonc 67 g tont sucres worver Volewrs mutrifiounelles moyemes par Woedingswaarden voor 1 pertie van 30/ Dnderaia wtricond - vokres muoides gras sotures weervon veczedigde vetzoren ds quais saurados: 3,6 g - ois qricares:26g-Protëines/Eviten/Proteines: 15g-Se/ Zout/Sat', ' 0,6 g', ' hthai 8 von de R-8% leten/ Lipides: 7,5 g dont Gucides Koolhydraten/ Hidrates de cordone: 185g donf sIcres,/ warvan suikars/ dos ver een gemiogelde volwassene ', '8400 2000 kc/Dese de referéncia pare um DOuto medio ', '8400 kl/ 2000 kral', ' enbologem contem 11 o12 porçpes B3 à jeter e hets a dos embologens Donto', ' 02823']",[],?,?,,?,,?,,?,,,350g,,,,,,,,,,,,,,,,,,,,,,,,['Top budget'],,,,,,,,,,,,,,,,,,,,,,
1729,boule de noël - daco bello - 340g,3270720020078,['France'],"['Daco France SAS Z', 'I', ' rue Luigi Galvani 92160 Antony Réf: 1051B BOULE DE NOËL Assortiment de fruits séchés et de fruits séchés sucrés Ingrédients ', 'en proportions variables', ' : abricots secs dénoyautés ', 'abricots', 'conservateur: ANHYDRIDE SULFUREUX', ""pruneaux d'Agen avec noyau "", 'pruneaux', 'eau', 'conservateurs: E200-E202', 'kiwi séché ', 'kiwi', 'sucre', 'acidifiant E330', 'conservateur : METABISULFITE DE SODIUM', 'figues séchées ', 'figues', 'conservateur : ANHYDRIDE SULFUREUX', 'prunes rouges dénoyautées séchées ', 'prunes', 'conservateur : ANHYDRIDE SULFUREUX', 'poires séchées ', 'poires', 'conservateur : ANHYDRIDE SULFUREUX', 'noix de coco séchée ', 'noix de coco', 'sucre', 'conservateur : METABISULFITE DE SODIUM', "" Traces possibles d'arachides"", 'de fruits à coque', 'de sésame', 'de soja', 'de gluten', ""de lait et d'euf""]",[],1096,262,1096 kj(262 kcal),"1,1","0,4",60,47,"2,8","0,1","0,04",340g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",1.1 g,en faible quantité,0.4 g,en faible quantité,47 g,en quantité élevée,0.1 g,en faible quantité,-27%,-22%,-22%,-84%,-82%,+3%,+9%,-32%,+14%,+14%,2,-58%,B,-58%,['daco bello'],,['3270720020078'],['Intermarché'],['Anhydride sulfureux et sulfites'],3,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,"['Plastique', 'Carton']",,,,,,,,,,,,,,
1730,chips saveur barbecue,3263853105460,['France'],[],[],?,532,2226 kj(532 kcal),33,"2,7",50,"3,5",6,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Nappage goût mangue passion,5414972125435,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Haché pur boeuf halal,3039050338792,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Maison Montfort,3104544074095,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison Montfort'],,,,,,,,"['Bocal en verre', 'Capsule en métal']",,,,,,,,,,,,,,
1734,8710716004484,8710716004484,['France'],[],[],?,740,3096 kj(740 kcal),80,"6,8","1,3","1,2","1,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Mortadelle con pistacchio,8004225018859,['France'],[],[],?,303,1268 kj(303 kcal),27,10,0,0,15,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Ijsstronk bûche glacée - Boni Selection,5400141506143,['France'],[],[],?,142,594 kj(142 kcal),"4,9","2,9",22,20,"2,2","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,['Boni Selection'],['Nutriscore'],,,,,,,,,,,,,,,,,,,,,
1737,Eiskonfekt,4002603082274,['France'],[],[],?,566,2368 kj(566 kcal),37,35,54,53,"3,1","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Tabac Belgique,5410446013987,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Miel de France,3226730010059,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,POM'POTES BIO SSA Pomme 48x90g Format Familial - 4320g,3021762448425,['France'],"['Pomme* 99,9 %', 'jus de citron concentré* ', ""si nécessaire pour réguler l'acidité"", ""antioxydant : acide ascorbique *issu de l'agriculture biologique""]",[],256,61,256 kj(61 kcal),"0,6","0,2",12,11,"0,5","0,01","0,004",4320 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",0.6 g,en faible quantité,0.2 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,-4%,-5%,-4%,+103%,+192%,-15%,-17%,+70%,+51%,+51%,-4,,A,,"[""POM'POTES"", 'Materne', 'Bio']","['Bio', 'Bio européen', 'Agriculture UE', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A']",,,,1,['E300 - Acide ascorbique'],B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,Purée de pomme sans sucres ajoutés (contient des sucres naturellement présents),,,,
1741,Lucques du languedoc,3312345608108,['France'],[],[],?,146,611 kj(146 kcal),14,"2,4","1,3","0,5","1,5","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Cuneesi misti liquori,8015987001096,['France'],[],[],?,561,2347 kj(561 kcal),34,22,57,45,"6,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Mini Canes Accroche Sapin,3395503110309,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,brioche chocolat - 1,,['France'],"['L T OU BRIOCHE CHOCOL NATURE rediemes fariwe de troment', 'beurrel LAIT', '12 4 LAIT twitianes E471', 'E47te EX22', 'ieuai de bia shysr té deacivd pep *** carvcer dacidieaE30', ' alceal eshyt swisiant E4IS iere', 'DEr', 'eau Pous contenir de races: pepise de chmets Freis ceque', ' iupin', 'enja PRINIT ULIND M 1/389 PRIN A PRVER ENTRABEI', 'O I 16', '12', '2020 19', '12', '20:0 XIMUNO 0', '394kg']",[],?,?,,?,,?,,?,,,1,['Paier'],,,,,,,,,,,,,,,,,,,,,,,['Brioche'],,,['Superu'],['Lait'],,,,['Papier'],,,,,,,,,,,,,,
1745,Le bio saumon fume - Labeyrie,3033610084631,['France'],[],[],?,198,828 kj(198 kcal),12,"2,5","0,6",0,22,"2,9","1,16",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,2.9 g,en quantité élevée,,+7%,+7%,+14%,+21%,+21%,-100%,-0%,+3%,+3%,14,+7%,D,+7%,['Labeyrie'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fumé en France']","['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,,,,D,"['Frais', 'Sous vide']",96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['France'],,,,,
1746,Préparation aux fraises,3174061037620,['France'],[],[],?,199,833 kj(199 kcal),"0,5","0,1",48,"45,8","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Chocolatine,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Confiture prune,0835175000315,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Landvika truite fumée au bois de hêtre,3392780004215,['France'],[],[],?,160,669 kj(160 kcal),"7,6","1,3","0,5","0,5",22,"2,8","1,12",,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",7.6 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,2.8 g,en quantité élevée,,-2%,-2%,-3%,-20%,+20%,+70%,-3%,+2%,+2%,12,+2%,D,+2%,,,,,,,,E,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,
1750,Oeufs de truite des pyrenees,3456700083855,['France'],[],[],?,203,849 kj(203 kcal),"9,9","2,1","2,7","0,5",26,"2,8","1,12",,"['Oeufs de truite', 'Oeufs de truite des Pyrénées']",9.9 g,en quantité modérée,2.1 g,en quantité modérée,0.5 g,en faible quantité,2.8 g,en quantité élevée,,+10%,+10%,+25%,+59%,+18%,+56%,-3%,+3%,+3%,14,+10%,D,+10%,,,,,,,,,,,,,,,,,,,,,,,
1751,8428607061675,8428607061675,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Moules cuites au naturel - Casino,3222477639485,['France'],[],[],?,35,146 kj(35 kcal),1,"0,3",0,0,"6,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,"['Casino', 'Casino Bio']",['Nutriscore'],,['Casino'],,,,,,,,,,,,,,,,,,,
1753,Vivi bene cracke con riso soffiato - Selex,8003100902429,['France'],[],[],?,423,1770 kj(423 kcal),"8,2",0,76,"2,2",10,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,,,,,,,,,,,
1754,Oeufs Bio Kerhoas,3301630149105,['France'],[],[],?,140,586 kj(140 kcal),"9,8","2,6","0,3","0,3",13,"0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,
1755,Tomme de brebis - Monta - 135g,2622324023022,['France'],"['Lait DE BREBIS Pasteurisé,SEL', 'LACTOSE']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1761,425,1761 kj(425 kcal),35,22,"1,8","< 0,1",26,"1,5","0,6",135 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Produits de montagne', 'Fromages de montagne', 'Fromages pasteurisés', 'Fromages de brebis', 'Tommes']",35 g,en quantité élevée,22 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,+18%,+18%,+17%,+19%,+9%,+53%,-67%,+15%,-7%,-7%,16,+3%,D,+3%,"['Monta', 'SAS Alta Cima 2B']","['Fabriqué en UE', 'Lait origine UE']",['FR 2B.207.001 CE'],['Leclerc'],['Lait'],4,,C,"['Film', 'Plastique', 'sous vide']",84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1756,Kremowy,5900512983950,['France'],[],[],?,71,297 kj(71 kcal),21,14,"3,7","3,5","6,7","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Chips vitelote,3439495206272,['France'],[],[],?,547,2289 kj(547 kcal),"34,4","3,4","51,7","1,4","4,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Saumon fumé Ecossais,3462180001104,['France'],[],[],?,294,1230 kj(294 kcal),"23,86",4,"0,1",0,"1,85","1,85","0,74",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",23.9 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,1.85 g,en quantité élevée,,+59%,+59%,+127%,+94%,-80%,-100%,-92%,-34%,-34%,14,+7%,D,+7%,,,,,,,,E,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1759,3222474247225,3222474247225,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sachet en plastique', 'Etui en carton']",,,,,,,,,,,,,,
1760,Paccheri trafilati al bronzo n,8076810792017,['France'],[],[],?,359,1502 kj(359 kcal),2,"0,4","69,7","3,5",14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
