,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,labels,markets,traceability_code,additives,nova_score,ingredients_origins,generic_name,allergens,brand_owner,palm_ingredients,link,manufacturing
1760,Melange Sportif,2609943035957,['France'],[],[],?,484,30,31,17,2025 kj(484 kcal),"2,2",30,"0,04","0,016",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",30 g,en quantité élevée,2.2 g,en quantité modérée,30 g,en quantité élevée,0.04 g,en faible quantité,,+10%,+10%,+44%,-57%,-38%,-24%,+85%,-67%,-67%,4,-48%,C,-48%,,,,,,,,,,,,,,,,,,,,,,
1761,Filet de poulet,0211993042445,['France'],[],[],?,?,?,?,?,,,,,,C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
1762,Classic Apple Cider,5012136053305,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Prép vinaigre balsamique arôme truffe,2010085205250,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,
1764,Chouquette,0211422016405,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Chateau la Sablière Fongrave AOC vin de Bordeaux 2016,3354901412491,['France'],[],[],?,?,?,?,?,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['AOC'],,,,,['France'],,,,,,
1766,Edition 1919,0204306006241,['France'],[],[],?,92,"3,5","11,9","3,3",385 kj(92 kcal),"2,2","11,9","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Creme de caramel,3452231030061,['France'],[],[],?,413,"15,6",67,"0,9",1728 kj(413 kcal),"10,8",51,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Virginie Delpy,3245678667316,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,
1769,Pop Rocks Tropical Punch Popping Candy,0721874004009,['France'],[],[],?,358,0,100,0,1498 kj(358 kcal),0,"84,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Rote Wurst 4 x 100g - 400g,4006552114253,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,['Stück'],,,,,,,,,,,,,
1771,Meringuette,2020000648536,['France'],[],[],?,307,0,73,"3,8",1284 kj(307 kcal),0,73,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Quiche lorraine,3236560334188,['France'],[],[],?,260,"15,4","21,4",9,1088 kj(260 kcal),"7,1","2,7","1,37","0,548",D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",15.4 g,en quantité modérée,7.1 g,en quantité élevée,2.7 g,en faible quantité,1.37 g,en quantité modérée,,-2%,-1%,-6%,-18%,+11%,+17%,-3%,+32%,+32%,16,+13%,D,+13%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,,,,,,,,,,,,,
1773,Aiguille de pin,3760178791441,['France'],[],['Sans huile de palme'],?,458,25,52,"5,8",1916 kj(458 kcal),13,28,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,
1774,Lot de 6 kiwis,3000078045542,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Nems porc - Belle France - 300g,3258563470342,['France'],[],[],761,182,"8,4",19,"6,6",761 kj(182 kcal),2,"2,4","1,1","0,44",C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",8.4 g,en quantité modérée,2 g,en quantité modérée,2.4 g,en faible quantité,1.1 g,en quantité modérée,-15%,-18%,-18%,-26%,-25%,-12%,-25%,-7%,-20%,-20%,2,-72%,B,-72%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,300 g,,['Belle France'],,,"['EMB 44072', 'Herbignac (Loire-Atlantique, France)', 'FR 44.072.002 CE', 'Herbignac (Loire-Atlantique, France)']",,,,,,,,,
1776,Crêpes fraiche,0260586018046,['France'],[],[],?,216,"8,5","28,2","5,6",904 kj(216 kcal),5,"14,2","1,04","0,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Ryz Grüne Erbsen - 500g,4061458052986,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,['Beutel'],,,,,,,,,,,,,
1778,galette de maïs,3229721769141,['France'],[],[],?,483,21,66,"6,5",2021 kj(483 kcal),13,33,"0,1","0,04",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",21 g,en quantité élevée,13 g,en quantité élevée,33 g,en quantité élevée,0.1 g,en faible quantité,,+22%,+22%,+419%,+1521%,-17%,+1808%,-16%,-77%,-77%,23,+1444%,E,+1444%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,['en:gluten-free'],,,,,,,,,,,
1779,2859760022436,2859760022436,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 80.799.001 CE', 'Villers-Bretonneux (Somme, France)']",,,,,,,,,
1780,Saucisson sec des Pyrénées,03050333,['France'],[],[],?,373,"26,8","1,9","31,1",1561 kj(373 kcal),"11,1","1,2","5,14","2,056",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs des Pyrénées']",26.8 g,en quantité élevée,11.1 g,en quantité élevée,1.2 g,en faible quantité,5.14 g,en quantité élevée,,-7%,-8%,-15%,-10%,-15%,-12%,+13%,+10%,+10%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,,
1781,Studentenfutter,7008738154449,['France'],[],[],?,507,33,36,13,2121 kj(507 kcal),"3,7",32,"7,2","2,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Miel de fleurs,3770004400263,['France'],[],[],?,?,?,?,?,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
1783,Cordon bleu,0205998037063,['France'],[],[],?,?,?,?,?,,,,,,D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,,,,,,,,,,,,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,,,,
1784,Fromage frais,3760210220205,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Pain de mie aux céréales,0206260005889,['France'],[],[],?,283,"6,5",46,"8,2",1184 kj(283 kcal),"0,9","2,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Snackium,8410998004690,['France'],[],[],?,522,31,46,12,2184 kj(522 kcal),"3,8","2,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,
1787,Huile d'olive extra vierge biologique,5430000541145,['France'],[],[],?,?,?,?,?,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,['Bio'],,,,,,,,,,,
1788,Mont des cats,0203842064029,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,La Milanese,2839129011585,['France'],[],[],?,225,13,12,15,941 kj(225 kcal),"2,2","0,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Mini-brochettes de filet de poulet assaisonné cumin paprika,2208805040605,['France'],[],[],?,116,"2,7","1,9",20,485 kj(116 kcal),"0,9",0,"1,1","0,44",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2.7 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,1.1 g,en quantité modérée,,-11%,-11%,-6%,+21%,+297%,-100%,-12%,+47%,+47%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
1791,Boudin noir a l ancienne,2247727023297,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 36.241.001 CE', 'Villedieu-sur-Indre (Indre, France)']",,,,,,,,,
1792,Olivade Verte,3700359216158,['France'],[],[],?,685,"15,2","4,5","2,1",2866 kj(685 kcal),"2,5","0,9","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Crema di pistacchi di sicilia,8001060031456,['France'],[],[],?,601,38,52,9,2515 kj(601 kcal),6,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Terrine de volaille à la châtaigne,3760164970096,['France'],[],[],?,173,11,"7,7",15,724 kj(173 kcal),"2,4","0,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1795,Piment,8697412875641,['France'],[],[],?,24,0,0,"0,69",100 kj(24 kcal),0,0,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Ginger royals shortbread x 12 - Walkers,0039047046412,['France'],[],[],?,523,28,"60,7","4,5",2188 kj(523 kcal),"17,9","42,8","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Walkers'],,,,,,,,,,,,
1797,Bean boozled - Jelly Belly,0071567990530,['France'],[],[],?,364,0,91,0,1523 kj(364 kcal),0,62,"0,12","0,048",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",0 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0.12 g,en faible quantité,,+4%,+4%,-100%,-100%,+6%,+0%,-100%,+45%,+45%,14,+1%,D,+1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Jelly Belly'],,,,,,,,,,,,
1798,Melange mexicain,2600299028990,['France'],[],[],?,524,"32,2","37,5","17,2",2192 kj(524 kcal),"6,4","2,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Alain Martin lot de 3 terrines.,3267613451941,['France'],[],[],?,283,31,"1,7",11,1184 kj(283 kcal),11,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Zartwaffeln,9000331607450,['France'],[],[],?,489,24,63,"4,2",2046 kj(489 kcal),15,35,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Muffin Vanille choco,0202378023616,['France'],[],[],?,426,23,50,"3,3",1782 kj(426 kcal),"4,6",35,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Cake au poulet et curry - Auchan,3254560387140,['France'],[],[],?,264,16,15,14,1105 kj(264 kcal),"3,5","3,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,['Auchan'],,,,,,,,,,
1803,Filet de poulet blanc,2410721036475,['France'],[],[],?,?,?,?,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
1804,Emmental,0262107024017,['France'],[],[],?,380,30,5,27,1590 kj(380 kcal),21,"0,5","0,65","0,26",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.65 g,en quantité modérée,,+1%,+1%,+3%,+7%,+649%,+21%,-2%,-0%,-0%,11,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
1805,Girolle - Supersec,5425033150815,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Girolles'],['Supersec'],['Sans additifs'],,,,,,,,,,,
1806,Aneth - Spigol,3102870044386,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spigol'],,,,,,,,,,,,
1807,Filetes de caballa,8436015207417,['France'],[],[],?,238,14,0,27,996 kj(238 kcal),"1,7",0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Stelle,8005720507084,['France'],[],[],?,350,"1,2",71,12,1464 kj(350 kcal),"0,3","3,2","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Minestron,0230869090908,['France'],[],[],?,452,"0,9","16,3","5,5",1891 kj(452 kcal),"0,2","1,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Pain aux olives,0205125006566,['France'],[],[],?,238,"2,6",46,"7,5",996 kj(238 kcal),"0,6","1,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Framboise Myrtille,3546942200087,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Filet de bacon fumé,3517736020815,['France'],[],[],?,123,"3,4","0,7",23,515 kj(123 kcal),"1,6","0,6","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Cassoulet supérieur,3338600006069,['France'],[],[],?,136,"6,76","8,39","8,58",569 kj(136 kcal),"2,27","1,18","0,968","0,387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,
1814,Fourme montbrison,0200009022632,['France'],[],[],?,?,?,?,?,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', 'Fourme de Montbrison']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['AOP'],,,,,,,,,,,
1815,Noix du bresil decortiquées crues,2600134037910,['France'],[],[],?,719,"66,4","12,3","14,3",3008 kj(719 kcal),"15,1","2,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Jambon cuit superieur,0206937030831,['France'],[],[],?,175,"10,5","0,6",20,732 kj(175 kcal),4,"0,5","1,8","0,72",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",10.5 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,+33%,+34%,+119%,+117%,-10%,-16%,-5%,-4%,-4%,12,+70%,D,+70%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,['Qualité supérieure'],,,,,,,,,,,
1817,Chipolatas ferme de l'enclave,2486002029528,['France'],[],[],?,?,?,?,?,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,"['FR 65.185.001 CE', 'Gardères (Hautes-Pyrénées, France)']",,,,,,,,,
1818,Chocolate Protein Brownie - Coop,5000128762991,['France'],[],[],?,341,"9,9",36,26,1427 kj(341 kcal),2,12,"0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Coop'],,,,,,,,,,,,
1819,Nouilles instantanées saveur boeuf,6936099201117,['France'],[],[],?,492,"26,4","54,8","10,1",2059 kj(492 kcal),"10,7",2,"5,5","2,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,+65%,+63%,+128%,+103%,+35%,-17%,+59%,+111%,+111%,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Riz sauté au crevettes,3760228712990,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,3145070260088,3145070260088,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Poulet à la Provencal et son riz - D'Aucy - 300g,3017800243763,['France'],"['Riz préparé 38 % ', 'riz précuit,huile de colza', 'sel', 'viande de poulet traitée salaison et précuite 25% ', 'viande de poulet équivalent crue 23,5% [origine: UE]', 'eau', 'amidon de pois', 'sel', 'eau', 'poivrons rouges et verts', 'oignons,courgettes', 'concentré de tomates,vin blanc', 'plantes aromatiques', ""huile d'olive vierge extra"", 'amidon transfor - mé de mais', 'sucre', 'sel', 'arômes naturels', 'gélifiants: gomme guar et gomme xanthane', 'épices']",[],?,114,"2,6",16,"6,1",477 kj(114 kcal),"0,6","1,6","0,85","0,34",D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet']",2.6 g,en faible quantité,0.6 g,en faible quantité,1.6 g,en faible quantité,0.85 g,en quantité modérée,,-26%,-25%,-43%,-61%,-16%,+8%,-6%,+7%,+7%,1,-42%,B,-42%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,300 g,,"[""D'Aucy""]",['Sans colorants'],,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,,,,,,,
1823,Celtiane,3283322512087,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,"Expert Club, Riesling, vin blanc, la bouteille de 75",3250391584123,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Expert Club'],,,,,,,,,,,,
1825,Makdous,6210431041303,['France'],[],[],?,148,8,16,3,619 kj(148 kcal),2,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Saumon fumé biologique,2469435066841,['France'],[],[],?,169,"9,11",0,"21,8",707 kj(169 kcal),"2,33",0,"3,24","1,296",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",9.11 g,en quantité modérée,2.33 g,en quantité modérée,0 g,en faible quantité,3.24 g,en quantité élevée,,-9%,-9%,-13%,+13%,-100%,-100%,-1%,+15%,+15%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,['Bio'],,"['FR 73.179.008 CE', 'Motte-Servolex (Savoie, France)', 'EMB 73179', 'Motte-Servolex (Savoie, France)']",,,,,,,,,
1827,Eclair cafe x2,2012801748270,['France'],[],[],?,233,"7,4","37,8","4,1",975 kj(233 kcal),"4,4",28,"0,3","0,12",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",7.4 g,en quantité modérée,4.4 g,en quantité modérée,28 g,en quantité élevée,0.3 g,en quantité modérée,,-6%,-6%,-33%,-23%,+18%,+41%,+0%,-22%,-22%,13,+2%,D,+2%,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,,,,,,,,,
1828,Infusion,3398984506197,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Rillettes de Canard,3461950021168,['France'],[],[],?,?,?,?,?,,,,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,
1830,Risotto au parmesan,3760285221534,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Magret de canard,2205793004312,['France'],[],[],?,366,33,"0,6",16,1531 kj(366 kcal),9,"0,6","0,1","0,04",E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",33 g,en quantité élevée,9 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,,+8%,+8%,+13%,-10%,-52%,-10%,-11%,-94%,-94%,12,-35%,D,-35%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,
1832,Rôti de veau farci,0247551051697,['France'],[],[],?,221,"16,4","3,2","14,9",925 kj(221 kcal),"6,5","0,2","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Ail aux Herbes de Provence,2600201016404,['France'],[],[],?,57,"2,5","5,6","3,1",238 kj(57 kcal),"0,2","0,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,
1834,Jambon boisé a l'ancienne,2602659023164,['France'],[],[],?,123,"3,3","0,5",23,515 kj(123 kcal),"1,7","0,5","2,1","0,84",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,-19%,-19%,-46%,-29%,+1%,+3%,+3%,+8%,+8%,11,+13%,D,+13%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,,
1835,Salsiccia,2613860002084,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,
1836,Jambon coeur de couenne,0211697014304,['France'],[],[],?,138,"6,4","0,7","19,3",577 kj(138 kcal),"2,2","0,7","1,98","0,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,
1837,Cafe moulu bresil,3429730317375,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,0637913788666,0637913788666,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Ratatouille niçoise,3443547271002,['France'],[],[],?,66,"3,76",7,1,276 kj(66 kcal),"0,45","4,19","0,85","0,34",B,"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",3.76 g,en quantité modérée,0.45 g,en faible quantité,4.19 g,en faible quantité,0.85 g,en quantité modérée,,-3%,-1%,+0%,-17%,+36%,+8%,-15%,+19%,+19%,3,+207%,C,+207%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,,,,,,,,,,
1840,rillettes de canard - perigordine de salaisons - 0.150,3283867914643,['France'],"['Viande de canard 80%', 'viande de porc', 'bouillon ', 'eau', 'arôme naturel', 'sel', 'oignons', 'arôme naturel de poivre', 'épices', 'dextrose', 'Antioxydant E316', 'Conservateur E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1321,?,28,"1,4",15,1321 kj(316 kcal),"9,8","0,5","1,4","0,56",D,"['Epicerie', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",28 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,-17%,,-21%,-24%,-22%,+142%,+99%,-7%,+2%,+2%,18,-7%,D,-7%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,0.150,['barquette plastique'],['perigordine de salaisons'],,,"['FR 24.053.004 CE', 'Boulazac (Dordogne, France)']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,
1841,La belle Escalope - Le Gaulois,0217638024272,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Gaulois'],,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,
1842,Poulet cuit fumée au bois de hêtre,2209620004902,['France'],[],[],?,191,12,"0,7",20,799 kj(191 kcal),"3,4","0,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
