,name,bar_code,brand,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,nova_score,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,packaging,palm_ingredients,ingredients_origins,traceability_code,markets,manufacturing,link,producer_info
1686,Olive de Provence,3368411000499,,,['France'],[],,[],?,321,1343 kj(321 kcal),"30,9","5,3","8,4","0,4","2,4","3,21","1,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Sel de camargue au citron et fenouil sauvage,3368411004794,,,['France'],[],,[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Sel de Camargue aux épices,3368411004817,,,['France'],[],,[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Veloute de moule,3368590300137,,,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Mangue -,3368640000246,,['Sans conservateurs'],['France'],[],,[],?,64,268 kj(64 kcal),"0,5","0,1",13,13,"0,7","0,05","0,02",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Mangues']",,0.1 g,en faible quantité,13 g,en quantité élevée,0.05 g,en faible quantité,,0%,+1%,+40%,+136%,-9%,+6%,+14%,+279%,+279%,15.0%,0.0%,0.0%,83.7%,1.0%,0.3%,25,0.5 g,en faible quantité,-3,,A,,,,,,,,,,,
1691,Ananas morceaux,3368641000115,,['Sans conservateurs'],['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Fraîche'papilles - 350g,3368641000139,,['Sans conservateurs'],['France'],[],,[],?,44,184 kj(44 kcal),"0,5","0,1","7,7","6,9","0,6",0,0,350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Ananas en morceaux,3368641000153,,['Sans conservateurs'],['France'],[],,[],?,53,222 kj(53 kcal),"0,5","0,1",11,"9,2","0,5","0,007","0,003",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,0.1 g,en faible quantité,9.2 g,en quantité modérée,0.0072 g,en faible quantité,,-45%,-43%,+252%,+312%,-44%,-47%,+21%,-91%,-91%,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,0.5 g,en faible quantité,-3,,A,,,,,,,,,,,
1694,Fraich'papilles - Sud Primeurs Toulouse,3368641008319,['Sud Primeurs Toulouse'],['Sans conservateurs'],['France'],"[""1 OWo naturel - Sanz conservateur A co Peut conte 'r des traces de céleri Lot: M""]",,[],?,48,201 kj(48 kcal),"0,4","0,1","10,2",3,"3,2","0,172","0,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Potiron en tranche - Fraich'papilles,3368643000793,"[""Fraich'papilles""]",['Sans conservateurs'],['France'],['Potiron tranche Potiron 100% naturel sans conservateur'],,[],?,14,59 kj(14 kcal),"0,5","0,1","1,9","0,6","0,6","0,023","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Fraich papilles - Carrefour,3368643000960,['Carrefour'],['Sans conservateurs'],['France'],"['fraichlpa Mélange crudités estival Carotte', 'Chou rouge', 'concombre', 'tomate cerise IOWO naturel - Sans consewateur Peut cgteKl es traces de céleri']",,[],?,20,84 kj(20 kcal),"0,5","0,1","2,9","2,9","0,7","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,
1697,Fraich'papilles,3368643005279,,['Sans conservateurs'],['France'],[],,[],?,27,113 kj(27 kcal),"0,5","0,1",5,5,12,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Baton cacao pays - 220g,3368750001591,,,['France'],[],,[],?,?,,?,,?,,?,,,220 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,
1699,Sel antillais,3368750002048,,,['France'],[],,[],?,51,213 kj(51 kcal),0,0,"12,1",12,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Miel de Thym,3368800002219,,,['France'],[],,[],?,327,1368 kj(327 kcal),0,0,81,80,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Paté à la myrtille - Pigoustou,3368822000606,['Pigoustou'],,['France'],"['InqrüEnts rrFflüEÇ1%', 'ar&re ', 'blé', ' de Fram Traces éverttueiL— de à Se Ertà Pavaitif ou en : à tartirEr du pain grillé', ' Aptés owerture', 'a au fras rnaxirrwm 48h']",['Gluten'],[],?,358,1498 kj(358 kcal),37,18,"2,2","0,7",14,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Terrine à l'ail rose,3368822000620,,,['France'],[],,[],?,408,1707 kj(408 kcal),38,13,2,0,13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Tripoux - Le Père Jean - 4,3368822000934,['Le Père Jean'],,['France'],[],,[],?,?,,?,,?,,?,,,4,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au mouton', 'Tripoux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Terrine De Jambon De Pays Des Montagnes - La Mere Quinton,3368822008633,['La Mere Quinton'],,['France'],[],,[],?,189,791 kj(189 kcal),"15,9","6,1","1,9","0,3","11,7","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Mijoté de canard et sa piperade au piment d espelette - So Délice - 300g,3368822008923,['So Délice'],,['France'],"['manchon de canard', ' poivron', ' tomate et jus de tomate', ' oignon', ' huile de colza', ' ail', ' purée de tomates', ' basilic', ' persil', ' sucre', ' sel', ' sarriette', ' gomme xanthane', ' farine de graines de guar', ' poivre', ' piment d espelette', ' paprika']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,124,519 kj(124 kcal),"8,2","0,3","3,5","2,5","8,6","0,5","0,2",300 g,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,,,,,,,,
1706,Mijoté de canard - So Delice,3368822008930,['So Delice'],,['France'],"['huile de co±a', 'purée de pcxil', 'sucre', ' épaiss€sarï€» : gorrmc farine de grainœ de gtz', 'pirrmt op4%', 'Traces de : moutarde,']",,[],?,115,481 kj(115 kcal),"7,8","0,4","3,9","2,9","6,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Velouté Fruix - Danone,3368850000586,['Danone'],,['France'],[],,[],?,118,494 kj(118 kcal),"2,8","1,7",19,19,"4,3","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Yaourt nature sucré - Danone,3368850001194,['Danone'],,['France'],[],,[],?,101,423 kj(101 kcal),3,"1,9",14,14,"4,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Danao,3368850003624,['Danao'],,['France'],"['Eau', 'jus et purée de fruits à base de concentrés : 22,2% ', 'Orange 8,3%', 'Banane 7,8%', 'Fraise 6,1%', 'tait écrémé reconstitué', 'sucre', 'stabilisant : pectine de fruit', 'acidifiant : acide citrique', 'colorant : beta-carotène', 'arômes', 'vitamine C', ' Contient : lait']",['Lait'],"[""Pourrait contenir de l'huile de palme""]",?,48,201 kj(48 kcal),0,0,"11,4","11,1","0,7",0,0,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Produits laitiers', 'Boissons à base de végétaux', 'Boissons lactées', 'Boissons aux fruits', 'Boissons au lait et au jus de fruits', 'Boissons avec sucre ajouté']",4,0 g,en faible quantité,11.1 g,en quantité élevée,0 g,en faible quantité,,+12%,+9%,-100%,-100%,+15%,+19%,+9%,-100%,-100%,56.0%,3.7%,13.8%,19.1%,5.7%,1.6%,49,0 g,en faible quantité,15,+21%,E,+21%,"['E440 - Pectines', 'E330 - Acide citrique', 'E160ai - Bêta-carotène']",,,,,,,,,
1710,Danao - 50cl,3368850003709,['Danao'],,"['France', 'La Réunion']",[],,[],?,48,201 kj(48 kcal),0,0,"11,4","11,1","0,7",0,0,50 cl,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Produits laitiers', 'Boissons à base de végétaux', 'Boissons lactées', 'Boissons aux fruits', 'Boissons au lait et au jus de fruits']",,0 g,en faible quantité,11.1 g,en quantité élevée,0 g,en faible quantité,,+12%,+9%,-100%,-100%,+15%,+19%,+9%,-100%,-100%,56.0%,3.7%,13.8%,19.1%,5.7%,1.6%,49,0 g,en faible quantité,15,+21%,E,+21%,,,,,,,,,,
1711,Activia pêche - Danone - 6,3368850004775,"['Danone', 'Activia']",,['France'],[],,[],?,?,,?,,?,,?,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,"Activia Fruits : Fraise - Mangue - Pêche - Ananas - Danone - 1,5kg (12 * 125g)",3368850004782,"['Danone', 'Activia']","['Fabriqué en France', 'en:lait-francais-french-milk']","['France', 'La Réunion']","['Fraise : Lait entier reconstitué', 'lait entier', 'fraise ', '8 %', 'sucre ', '7,5 %', 'lait', 'écrémé en poudre', 'épaississants ', 'amidon modifié de maïs', 'pectine', 'ferments lactiques dont Bifidobacterium ', 'bifidlus', 'arôme', 'colorant ', 'carmin de cochenille', 'conservateur ', 'sorbate de potassium', ""correcteur d'acidité "", 'acide citrique', '/\r Mangue : Lait entier reconstitué', 'lait entier', 'mangue ', '8,3 %', 'sucre ', '7,2 %', 'lait', ' écrémé en poudre', 'épaississants ', 'amidon modifié de maïs', 'pectine', 'arômes', 'ferments lactiques dont Bifidobacterium ', 'bifidus', 'conservateur ', 'sorbate de potassium', ""correcteur d'acidité "", 'citrate de sodium', 'colorant ', 'extrait de paprika', ""correcteur d'acidité "", 'acide citrique', '\r Ananas : Lai entier reconstitué', 'lait entier', 'ananas ', '8 %', 'sucre ', '6,8 %', 'lait écrémé en poudre', 'sirop de glucose-fructose', 'épaississants ', 'amidon modifié de maïs', 'pectine', 'gomme quar', 'ferments lactiques dont Bifidobacterium ', 'bifidus', 'arôme', 'colorants ', 'concentré de carotte/ citrouille', 'jus concentré de citron', ""correcteur d'acidité "", 'acide citrique', 'conservateur ', 'sorbate de potassium', ""correcteur d'acidité "", 'citrate de sodium', '\r Pêche : Lait entier reconstitué', 'lait entier', 'sucre ', '7,9 %', 'pêche ', '5,1 %', 'lait', 'écrémé en poudre', 'épaississants ', 'amidon modifié de maïs', 'carraghénane', 'ferments lactiques dont Bifidobacterium ', 'bifidus', 'arôme', 'conservateur sorbate de potassium', ""correcteur d'acidité "", 'acide citrique', 'colorant ', 'béta-carotène', ""correcteur d'acidité "", 'citrate de sodium']","['Lait', 'Lai']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,110,460 kj(110 kcal),"2,9","1,6","16,6","16,4","3,7",0,0,"1,5 kg (12 * 125 g)",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts aromatisés', 'Yaourts brassés', 'Yaourts au bifidus aromatisés', 'Yaourts brassés aux fruits', 'Produits introuvables en Métropole (pour la France)']",4,1.6 g,en quantité modérée,16.4 g,en quantité élevée,0 g,en faible quantité,,+21%,+19%,-3%,-18%,+31%,+31%,+3%,-100%,-100%,56.7%,18.0%,11.6%,7.6%,4.8%,1.3%,91,2.9 g,en faible quantité,3,+35%,C,+35%,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E120 - Acide carminique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E160c - Extrait de paprika', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",Activia Fruits : Fraise - Mangue - Pêche - Ananas,"['Frais', 'Carton', 'Plastique']",,['France'],,,"['France', 'La Réunion']",,
1713,Airlux Airlux Domino Vitroceramique 2 Foyers Tdv43H - Danone,3368850004867,['Danone'],,['France'],[],,[],?,100,418 kj(100 kcal),?,"1,9",?,"13,4","3,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Yaourts - Activia,3368850004874,['Activia'],,['France'],[],,[],?,101,423 kj(101 kcal),3,2,14,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Danup - Danone,3368850004997,['Danone'],,['France'],"[""Yaourt à boire sucré à la pulpe d'ananas"", 'au lait de coco et aromatisé', ' - Ingrédients : Lait partiellement écrémé reconstitué enrichi en extrait sec', 'lait entier', 'sucre ', '10,1%', 'ananas ', '1,4%', 'sirop de glucose-fructose', 'lait de coco réhydraté', 'arômes', 'ferments lactiques du yaourt épaississant ', 'pectine', 'acide citrique', 'conservateur de fruit ', 'sorbate de potassium', ' et phosphate de calcium', ' Contient : lait', 'saccharose']",['Lait'],['Non végétalien'],?,71,297 kj(71 kcal),1,"0,6","13,6","13,5","2,1",0,0,,,"['Boissons', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",4,0.6 g,en faible quantité,13.5 g,en quantité élevée,0 g,en faible quantité,,+61%,+51%,+199%,+533%,+57%,+99%,+322%,-100%,-100%,,,,,,,,1 g,en faible quantité,19,+245%,E,+245%,"['E440 - Pectines', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,
