,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,generic_name,quantity,packaging,brand,categories,ingredients_origins,manufacturing,traceability_code,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,labels,producer_info,brand_owner,palm_ingredients,link,origin_detail
1618,Madeleines Amande - Biscuiterie Jeannette - 200g,3701005300085,['France'],"['Beurre Isigny AOP ', '24%', 'œufs frais de poules élevées en plein air ', '24%', 'farine de blé ', 'gluten', 'sucre', 'sucre inverti', 'stabilisant : sorbitol', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'farine de blé', ' sel', 'glucose', 'lactose', 'maltodextrine', 'amandes en poudre', 'arômes naturels']",['Non végétalien'],1933,455,1933 kj(455 kcal),25,17,51,25,"6,7",B,Madelines pur beurre d'Isigny A.O.P. aux oeufs de poules élevées en plein air,200 g,"['Sachet', 'Plastique', 'Etui', 'Carton']",['Biscuiterie Jeannette'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,"['Normandie', 'France']",,['Leclerc'],"['Œufs', 'Gluten', 'Lait']",4,25 g,en quantité élevée,17 g,en quantité élevée,25 g,en quantité élevée,1.3 g,en quantité modérée,+3%,+3%,+5%,+10%,+145%,-3%,-9%,+18%,"1,3",+60%,"0,52",+60%,25,+36%,E,+36%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,,,,http://www.jeannette1850.com/fr/jeannette-tradition/8-tante-amandine.html,
1619,Mes 6 œufs biologiques de poules élevées en plein air - Naturéo,3701091700158,['France'],['6 œufs de poules élevées en plein air biologiques de catégorie A'],[],?,155,649 kj(155 kcal),11,"3,3","1,1","1,1",13,B,,,['Cellulose'],['Naturéo'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'Œufs frais']",['France'],['France'],,,,,11 g,en quantité modérée,3.3 g,en quantité modérée,1.1 g,en faible quantité,0.03 g,en faible quantité,,+12%,+11%,+22%,+53%,+71%,+152%,+6%,"0,03",-87%,"0,012",-87%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,
1620,Babas au limoncello et aux citrons - Les Babas de Saint-Malo,3701138800025,['France'],"['Baba : farine ', 'gluten', 'œufs', 'beurre ', 'lait', 'lait', 'sucre', 'levure', 'sel Sirop ', '14', '4%vol alc', ' : Limoncello ', '26', '770', ' eau', 'sucre', 'sirop de glucose', 'alcool', 'citron ', '0', '22%']",['Non végétalien'],?,268,1121 kj(268 kcal),"3,7","2,2","50,8","39,2","1,5",,,,,['Les Babas de Saint-Malo'],,,,,,"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,
1621,6 Galettes de ble noir LE GALLOUDEC - Crep Inov,3760006391003,['France'],"['Farine de blé noir', 'gros sel', 'eau', "" Peut contenir des traces d'oeufs"", 'de lait et de gluten']",[],?,155,649 kj(155 kcal),"1,7","0,2",30,"0,6","5,6",B,,,,['Crep Inov'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,,"['EMB 56123B', 'Malansac (Morbihan, France)']",,,1,1.7 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,1.9 g,en quantité élevée,,-12%,-12%,-56%,-87%,+10%,-16%,-18%,"1,9",+44%,"0,76",+44%,6,+17%,C,+17%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,"['en:gluten-free', 'Sans conservateurs']",,,,,
1622,Sauce trappeur - Bon Et Bio,3760006560089,['France'],[],[],?,52,218 kj(52 kcal),"0,5","0,1",12,12,"0,5",D,,,,['Bon Et Bio'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Epicerie', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Sauces', 'Nectars de mangue']",,,"['EMB 47157', 'Marmande (Lot-et-Garonne, France)']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,,0%,+0%,+184%,+333%,-3%,+3%,+85%,0,-100%,0,-100%,16,+3%,E,+3%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Bio'],,,,,
1623,Mini pain bio,3760007140044,['France'],[],[],?,268,1121 kj(268 kcal),"0,9","0,2","55,8","0,4","7,5",,,,['Sachet en plastique'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,0.9 g,en faible quantité,0.2 g,en faible quantité,0.4 g,en faible quantité,1.2 g,en quantité modérée,,-18%,-19%,-85%,-83%,+2%,-90%,-21%,"1,2",-6%,"0,48",-6%,4,-22%,C,-22%,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,
1624,Noir côte d'Ivoire 85% - Ile de Ré Chocolats,3760008564818,['France'],[],[],?,559,2339 kj(559 kcal),43,26,28,24,"8,4",E,,,,['Ile de Ré Chocolats'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,,,43 g,en quantité élevée,26 g,en quantité élevée,24 g,en quantité élevée,0.02 g,en faible quantité,,+1%,+1%,+9%,+13%,-27%,-24%,+10%,"0,02",-57%,"0,008",-57%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,
1625,Miel de lavande de provence - Les Ruchers du Luberon - 340g,3760009390102,"['France', 'Italie']",['100% miel de Lavande de Provence'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,A,,340 g,"['Pot en verre', 'product']",['Les Ruchers du Luberon'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de lavande', 'Miels de Provence']","['France', 'Provence']","['PROVENCE', 'FRANCE']",,,['Aucun'],2,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,"['IGP', 'Label Rouge']",,,,,
1626,Preparation de chataigne - Place des Tartines - 300g,3760010231135,['France'],"['purée de châtaigne 60 % ', 'châtaigne entière 60 %', 'eau 40 %', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,218,912 kj(218 kcal),"0,7","0,1",51,41,1,,,300 g,"['Bocal', 'Verre']",['Place des Tartines'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés']",['France'],,,,,3,0.7 g,en faible quantité,0.1 g,en faible quantité,41 g,en quantité élevée,0.03 g,en faible quantité,,-22%,-21%,-84%,-90%,-9%,-21%,-20%,"0,03",-39%,"0,012",-39%,11,-4%,D,-4%,,,,,,,,,,,,,,
1627,Casbah Thé vert menthe - La route des comptoirs - 100g,3760011131540,['France'],"['Thé vert de Chine*', 'menthe*', ""\r*produit issu de l'agriculture biologique/Ingrédients conformes aux standards du commerce équitable Fairtrade / Max Havelaar : 100% du poids total""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,A,Thé vert bio à la menthe,100 g,"['Sachet', 'Papier']",['La route des comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés à la menthe', 'Thés verts chinois', 'Thés verts à la menthe', 'Boissons sans sucre ajouté']",['Chine'],['France'],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE/Non UE', 'Fairtrade International', 'FR-BIO-01', 'Fabriqué en France', 'Max Havelaar', 'Max-havelaar-france']",,,,http://www.laroutedescomptoirs.com/fr/thes-verts/58-casbah.html,
1628,Crème glacée à la violette,3760012140367,['France'],[],[],?,175,732 kj(175 kcal),"7,8","5,2","22,7","19,7","3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1629,Fromage affiné au lait de brebis biologique - La Lémance,3760013200077,['France'],"['LAIT de brebis pasteurisé* ', 'sel', 'ferments lactiques', 'présure animale', "" Issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,255,1067 kj(255 kcal),20,15,3,"1,2",15,C,,,,['La Lémance'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages de brebis', 'Pérail']",,,"['FR 47.185.035 CE', 'Montayral (Lot-et-Garonne, France)']",,['Lait'],3,20 g,en quantité modérée,15 g,en quantité élevée,1.2 g,en faible quantité,1.2 g,en quantité modérée,,-15%,-15%,-21%,-14%,+288%,+356%,-12%,"1,2",-12%,"0,48",-12%,13,-5%,D,-5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,
1630,Gaperon d'Auvergne,3760014990410,['France'],[],[],?,310,1297 kj(310 kcal),26,19,"0,5","0,5",19,,,,,,,,,"['FR 03.094.002 CE', 'Creuzier-le-Vieux (Allier, France)']",,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
1631,Salade de chou rouge et raisins - Carte Nature - 160gr,3760018883428,['France'],"['Chou* rouge 66%', 'vinaigrette* ', 'huile de tournesol*', 'eau', ""vinaigre d'alcool*"", 'MOUTARDE* ', ""vinaigre d'alcool*"", 'graines de MOUTARDE*', 'eau', 'sel', 'sel', 'épaississants : gomme xanthane - gomme guar*', 'raisins* secs 11%', 'graines de tournesol*', 'persil* 1,9%', 'vinaigre balsamique* de Modène IGP 1,6% ', 'vinaigre de vin*', 'moût de raisin* cuit', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,163,682 kj(163 kcal),10,"1,2",14,"9,5","2,3",,,160 gr,['Plastique'],['Carte Nature'],"['Plats préparés', 'Salades', 'Salades composées', 'Salades de légumes']",,['France'],,,['Moutarde'],4,10 g,en quantité modérée,1.2 g,en faible quantité,9.5 g,en quantité modérée,0.52 g,en quantité modérée,,+22%,+24%,+52%,+20%,+53%,+322%,-68%,"0,52",-34%,"0,208",-34%,2,,B,,,,,,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'IGP', 'AB Agriculture Biologique']",,,,http://www.carte-nature.fr,
1632,La diavola - La Gastronomia Di Angelo,3760019717630,['France'],"['LA DIRVOLA BLE ZARELIA', 'IAII lactiques', ""correcteur d'acidité: acide citrique"", ' ', 'BLE DE KÊHUT piquant de porc', 'BLE DIJR,seljhttile d olive extra-vierge,AVOIHE', ""lin,extrait de raisin et d'olive,""]",[],?,250,1046 kj(250 kcal),"8,2",5,30,"1,4",13,C,,,['stück'],['La Gastronomia Di Angelo'],"['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizza jambon fromage', 'en:sausage pizza']",,,,['Magasins U'],['Gluten'],,8.2 g,en quantité modérée,5 g,en quantité modérée,1.4 g,en faible quantité,1.9 g,en quantité élevée,,+14%,+13%,+20%,+47%,+9%,-53%,+24%,"1,9",+35%,"0,76",+35%,12,+52%,D,+52%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,['E330 - Acide citrique'],,,,,,
1633,Sel fin de guérande,3760019770505,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,B,,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels de Guérande', 'Sels fins']",['France'],,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,0,-100%,0,-100%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,
1634,Sardines à L'huile D'olive Bio - La compagnie bretonne du poisson,3760020065508,['France'],[],[],?,220,920 kj(220 kcal),"14,5","3,6",0,0,"21,1",C,,,,['La compagnie bretonne du poisson'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,,,,,,14.5 g,en quantité modérée,3.6 g,en quantité modérée,0 g,en faible quantité,0.9 g,en quantité modérée,,-11%,-11%,-18%,-6%,-100%,-100%,-1%,"0,9",-1%,"0,36",-1%,3,-47%,C,-47%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,
1635,Soupe de poisson,3760020067045,['France'],[],[],?,197,824 kj(197 kcal),"1,9","0,3",1,"0,4","6,2",E,,,['Brique'],,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,,,1.9 g,en faible quantité,0.3 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en quantité modérée,,+310%,+314%,0%,-33%,-45%,-39%,+20%,"0,9",+2%,"0,36",+2%,2,+129%,B,+129%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,
1636,Charbon Actif - Floressance,3760020509750,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,"['Floressance', 'Léa Nature']",,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans additifs']",,,,,
1637,Fleur de sel de Camargue au piment d’Espelette AOP,3760025080988,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,B,,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,0,-100%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,
1638,Gommes Suédois à La Propolis Bio - 45 GR - Biofloral - 45g,3760029841622,['France'],"['Gomme arabique*', 'Sucre roux*', 'Sirop de glucose de blé*', 'Élixir du Suédois à la Propolis* ', '10%', 'Huile essentielle de citron*', 'Huile essentielle d@ucalyptus globuleux*', 'Menthol*', "" *Ingrédients issus de l'Agriculture biologique""]",[],?,302,1264 kj(302 kcal),"0,1","0,1","59,3","49,6","1,2",,,45g,,['Biofloral'],,,,['34 255B'],,,4,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,"[""E414 - Gomme d'acacia""]","['Bio', 'Ecocert', 'Bio européen', 'AB Agriculture Biologique']",,,,,
1639,Elixir D'Orient Curcuma Bio - 375 ML - Biofloral,3760029853656,['France'],"['Extrait hydroalcoolique de plantes à base de vin biologique sans sulfites : curcuma ', '80,1 %', '* ', 'Curcuma Longo', ""pie/ toutes fleurs issu de l'agriculture biologique"", 'poivre* ', 'Piper ligrum', 'gingembre* ', 'Zingiber officinale', 'noix de muscade* Myristica fragrans', 'cardamome* ', 'Elettaria cardamomum', 'anne//e* ', 'cinnamomum zeylanicum', 'essences spagyriques* ', 'extrait droa/coo/ique de curcuma et poivre', "" ixtraits de plantes issues de l'Agriculture Biologique pas dépasser la dose recommandée"", "" Ne se substitue pas à un régime nentaire varié et équilibré ni à un mode de vie saini Tenir hors de 'ortée des jeunes enfants"", ' Ne convient pas aux femmes ententes', ' 000 mg pour 30 ml']",[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,['Biofloral'],,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans conservateurs', 'Entrepreneurs + Engagés']",,,,,
1640,Pur cocktail pomme peche abricot - Terres De St Martin,3760034609071,['France'],"['ne foi Es 65%', 'Purée de Pêche* 25% et dAbricot• ', 'conformément à la réglementation en vigueur sur le conservateur', ' Sans sucres ajoutés', ' Contient des suc,rs']",[],?,47,197 kj(47 kcal),0,0,11,10,0,,,,,['Terres De St Martin'],['Boissons'],,,,,,,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,,-16%,-18%,-100%,-100%,-3%,+6%,-100%,0,-100%,0,-100%,13,+70%,E,+70%,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté', 'Sans conservateurs']",,,,,
1641,Amande,3760034622186,['France'],[],[],?,625,2615 kj(625 kcal),"52,6",4,"12,3","5,5","22,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,
1642,Chataigne - Jean-Paul Vicensini et Fils - 110g,3760036841011,['France'],"['Châtaigne* de Corse', 'sucre de canne roux*', "" *Issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,214,895 kj(214 kcal),1,"0,2","54,1","43,5","1,5",B,,110 g,,['Jean-Paul Vicensini et Fils'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,,,,3,1 g,en faible quantité,0.2 g,en faible quantité,43.5 g,en quantité élevée,0 g,en faible quantité,,-15%,-15%,+33%,+38%,-10%,-13%,+36%,0,-100%,0,-100%,10,-13%,C,-13%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,
1643,"Sac.5 Pitas 400G.Europita, - Mil Brick",3760042990147,['France'],[],[],?,245,1025 kj(245 kcal),1,"0,2","48,5","1,9","8,4",,,,,['Mil Brick'],,,,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
1644,Jus de pommes pétillant - Gargouil - 75cl,3760047230019,['France'],"['Jus de pommes', 'gaz carbonique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,C,,75 cl,,['Gargouil'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,['E290 - Dioxyde de carbone'],['Sans sucre ajouté'],,,,,
1645,Le Rocamadour,3760047870017,['France'],[],[],?,523,2188 kj(523 kcal),35,12,41,27,"9,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,
1646,Croquant aux noix - Biscuiterie de Rocamadour,3760047870055,['France'],[],[],?,429,1795 kj(429 kcal),16,"1,5",63,53,"7,2",,,,,['Biscuiterie de Rocamadour'],,,,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,
1647,Paella condiment avec safran - Montperal,3760048339162,['France'],"['Épices ', 'piments', 'safran ', '1%', 'etc', 'farine et fécule de maïs', 'colorant E102 ', 'tartracina', ' et sel']",[],?,?,,?,,?,,?,,,,,['Montperal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E102 - Tartrazine'],,,,,,
1648,Pommes compotées,3760048849029,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,
1649,Mûres Noires - Ubertfs - 150g,3760048990479,['France'],"['100 % Black Mulberries ', 'Morus nigra', ' séchées']",[],?,312,1305 kj(312 kcal),"1,5","0,2","62,4","28,5","8,6",,Fruits secs (mûres),150 g,['Sac'],['Ubertfs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['Turquie'],,,['Naturalia'],,,1.5 g,en faible quantité,0.2 g,en faible quantité,28.5 g,en quantité élevée,0.3 g,en quantité modérée,,-7%,-7%,-78%,-91%,+7%,-34%,+109%,"0,3",+242%,"0,12",+242%,-5,-204%,A,-204%,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,
1650,baies séchées de MULBERRIES-mures blanches Bio - UBERTI - 150g,3760048990714,['France'],['mures blanches biologiques'],[],?,312,1305 kj(312 kcal),< 2,"0,1","15,6","13,5","0,7",,,150g,['sachet papier'],['UBERTI'],['Compléments alimentaires'],['Turquie'],['France'],['03701121'],['vie claire-naturalia'],,,2 g,en faible quantité,0.1 g,en faible quantité,13.5 g,en quantité élevée,0.01 g,en faible quantité,,+7%,+8%,-68%,-96%,-18%,+90%,-98%,"0,01",-98%,"0,004",-98%,4,-39%,C,-39%,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,http://www.uberti.site,
1651,Pain de Mie Nature - La Boulangère - 1,3760049797695,['France'],"['Farine de blé 58%', 'eau', 'sucre', 'levure', 'sel', 'huile de colza', 'arôme ', 'contient alcool', 'farine de fèves', ""émulsifiants: mono - et diglycérides d'acides gras - Stearoyl-2-lactylate de sodium"", 'gluten de blé', 'conservateur: propionate de calcium', 'acidifiant: glucono delta-lactone', 'gélifiant: gomme de guar', 'agent de traitement de la farine: acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,260,1088 kj(260 kcal),"1,55","0,35","52,8","5,75","7,4",B,,1,,"['La Boulangère', 'Kg']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,['Gluten'],4,1.55 g,en faible quantité,0.35 g,en faible quantité,5.75 g,en quantité modérée,1.26 g,en quantité modérée,,-2%,-3%,-65%,-46%,+15%,+10%,-12%,"1,26",+11%,"0,504",+11%,2,+38%,B,+38%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium', 'E575 - Glucono-delta-lactone', 'E412 - Gomme de guar', 'E300 - Acide ascorbique']",['Entrepreneurs + Engagés'],,,,,
1652,Oeufs frais -,3760051340049,['France'],[],[],?,138,577 kj(138 kcal),"9,6","2,5","0,7","0,7","12,3",D,,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,,,,,,9.6 g,en quantité modérée,2.5 g,en quantité modérée,0.7 g,en faible quantité,0.3 g,en quantité modérée,,0%,-1%,-4%,+2%,+13%,+39%,-2%,"0,3",+10%,"0,12",+10%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,
1653,Epicerie / Plats Et Produits Cuisinés / Plats Préparés Bio - Karine & Jeff - 700g,3760052230264,['France'],"['sauce 83% [tomates* ', '54% du produit fini', 'oignons*', 'carottes* ', 'origine France', 'parmesan*', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', 'basilic* ', '0,3% du produit fini', 'origan*]', 'pâte 11,9% [semoule de blé dur*', 'eau]', ""farce 5,1% [caviar d'aubergine* "", 'aubergines*', 'tomates*', 'oignons*', 'sel', 'ail*', 'épices*', ' ', '2,5% du produit fini', 'chapelure*', 'huile de tournesol désodorisée*]', ""\r*ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,82,343 kj(82 kcal),"1,8","0,2","13,4","2,9","2,8",A,,700 g,"['Pot', 'Verre', 'Couvercle', 'Métal']","['Karine & Jeff', 'Le bonheur est dans le pot']","['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Pates farcies aux légumes', 'Ravioli', 'Raviolis aux légumes']",,['France'],,,"['Gluten', 'Lait', 'Chapelure']",3,1.8 g,en faible quantité,0.2 g,en faible quantité,2.9 g,en faible quantité,1 g,en quantité modérée,,-47%,-46%,-57%,-80%,-38%,+3%,-42%,1,+5%,"0,4",+5%,2,+2%,B,+2%,69.0%,12.8%,6.9%,6.1%,3.0%,2.2%,77,,"['Bio', 'Bio européen', 'Point Vert']",,,,,
1654,Cocotte Fenouil Potimarron Figue - Karine Et Jeff,3760052231803,['France'],['cocotte de fenouil potirnarmn et ligues'],[],?,59,247 kj(59 kcal),"2,8","0,3","6,6","4,2",1,,,,,['Karine Et Jeff'],,,,,,,,,,,,,,,,,,,,,,,,"0,59",,"0,236",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,
1655,Huile d'olive vierge extra Picholine - Huilerie Confiserie - 750ml,3760053000095,['France'],[],[],3388,823,3388 kj(823 kcal),92,12,0,0,0,D,,750 ml,,['Huilerie Confiserie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,92 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-4%,-5%,-4%,-14%,,,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
