,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,markets,palm_ingredients,brand_owner,producer_info,origin_detail
1256,Apimiel Miel Suisse - 500g,7610606077479,B,Miel,500 g,"['pot plastique', 'Produkt']",['Apimiel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,['Suisse'],['Suisse'],,,"['France', 'Suisse']",['Miel'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,1400,+2%,335,+16%,1400 kj(335 kcal),+15%,0,-100%,0,-100%,82,+7%,82,+18%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
1257,Swiss Cereal Drink - Soyana - 1L,7610612016004,B,Lait d’Avoine,1L,['Brique'],['Soyana'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]","['Bio', 'Bio Suisse']",,['Suisse'],,,['France'],"['Eau', 'avoine* ', '12%', 'Huile de tournesol oléique*', 'sel marin', '\r* issue de l’agriculture biologique']",['Avoine'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,2 g,en quantité modérée,0.2 g,en faible quantité,5 g,en quantité modérée,0.07 g,en faible quantité,200,+2%,?,,200 kj(48 kcal),-0%,2,+55%,"0,2",-3%,7,-11%,5,-3%,"0,8",+4%,"0,07",-26%,"0,028",-26%,1,+87%,B,+87%,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,,['Nature Essentiel'],,,,
1258,Ricola Gletscherminze o Zucker Box 50 g,7610700901151,E,,50 g,,['Ricola'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,"['France', 'Suisse']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,235,-34%,983 kj(235 kcal),-34%,0,-100%,0,-100%,98,+18%,0,-100%,0,-100%,0,-100%,0,-100%,2,-86%,B,-86%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,
1259,Maïs Doux - Naturaplan - 285g,7610807242300,A,,285 g,"['Conserve', 'Dose/Büchse', 'Dose/Büchse']",['Naturaplan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Graines', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en grains', 'Maïs', 'Céréales en conserve', 'Maïs doux', 'Maïs en conserve', 'Maïs doux en conserve']","['Bio', 'Bio européen', 'IT-BIO-007', 'Fabriqué en Italie']",['Italie'],['Italie'],,,"['France', 'Suisse']","['Mais doux bio ', 'Italie', 'eau', 'sel de cuisine']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.5 g,en faible quantité,0 g,en faible quantité,2.5 g,en faible quantité,0.5 g,en quantité modérée,424,+6%,101,+9%,424 kj(101 kcal),+9%,"1,5",-7%,0,-100%,18,+21%,"2,5",-44%,"2,5",-11%,"0,5",+19%,"0,2",+19%,-5,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,['Coop'],,,,
1260,Bâtons fourrés aux noisettes - Naturaplan - 3x 60g,7610809111086,,,3 x 60 g,"['Sachet', 'Plastique']","['Naturaplan', 'Coop', 'coop naturaplan']","['Snacks', 'Snacks sucrés']","['Bio', 'Bio européen', 'CH-BIO-006', 'Bourgeon bio']",,,,,"['France', 'Suisse']","['farine de froment ', 'blanche [Suisse', 'Europe', 'Amérique du Nord]', 'mi—blanche', 'sucre ', 'Suisse', 'Europe', 'graisse: et huiles végétales ', 'palme [Amérique du Sud]', 'tournesol [Europe]', 'noisettes 9% ', 'Europe', 'fèves de soja', 'eau', 'œuf entier', 'amidon de froment', 'levure', 'Sel de de cuisine iodé', 'lait écrémée en poudre', 'petit-lait en poudre', 'lait entier en poudre', 'écorces de citron', 'cannelle']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,22 g,en quantité élevée,7.1 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en quantité modérée,?,,448,0%,1874 kj(448 kcal),-0%,22,+8%,"7,1",-29%,53,-8%,26,-27%,"8,2",+37%,"0,5",+31%,"0,2",+31%,17,-11%,D,-11%,,,,,,,,,['Coop'],['Huile de palme'],,,
1261,Ravioli - COOP - 870g,7610818164998,,,870 g,['Büchse'],"['COOP', 'Qualité & Prix']","['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",['Contient du gluten'],,,,,"['France', 'Suisse']","['Eau', 'semoule de blé dur', 'purée de tomates 8%', 'viande de poulet 7% ', 'Suisse', 'farine de blé', ""eufs d'élevage au sol"", 'sel', 'sucre', 'huile de colza', 'arôme ', 'avec froment', 'épices ', 'avec céleri', 'levure', 'fécule de pomme de terme', 'farine de riz', 'acidifiant ', 'E 330', 'concentré de jus de citron', ""extrait d'oignon""]",['Gluten'],"['Non végétalien', 'Non végétarien']",4,10.9 g,en quantité modérée,2.2 g,en quantité modérée,15.2 g,en quantité élevée,5.7 g,en quantité élevée,?,,407,+120%,1703 kj(407 kcal),+119%,"10,9",+103%,"2,2",+7%,"56,6",+127%,"15,2",+471%,"17,4",+134%,"5,7",+475%,"2,28",+475%,20,+391%,E,+391%,,,,,,,,['E330 - Acide citrique'],,,,,
1262,"Erdnüsse Geröstet, Mit Wasabi - fine food - 350g",7610846394701,,,350 g,,"['fine food', 'Coop Fine Food']",,,,,,,"['France', 'Suisse']","['cacahuètes', 'farine de céréales ', 'froment', 'riz', 'sucre', 'wasabi 0', '5% ', 'raifort japonais', 'fècule de manioc modifie ', 'E 1404', 'fècule de pommes de terre,', 'sauce au soja ', 'avec froment', 'colorant E 150d', 'huile de riz', 'dextrose', 'maltodextrine', 'moutarde en poudre', 'colorants E 100', 'E 141']","['Gluten', 'Arachides']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,2240,,536,,2240 kj(536 kcal),,"10,2",,7,,31,,13,,24,,"0,875",,"0,35",,,,,,,,,,,,,"['E1404 - Amidon oxydé', ""E150d - Caramel au sulfite d'ammonium"", 'E100 - Curcumine', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,,,,
1263,Madeleines - Prix Garantie - 500g,7610846919225,B,Madeleines,500 g,['Sachet plastique'],"['Prix Garantie', 'Coop']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Madeleines']",,,['France'],['B092789'],,"['France', 'Suisse']","['Farine blanche ', 'froment', 'sucre', 'huile de colza', 'œuf entier ', ""œufs d'élevage au sol [Europe]"", 'sirop de glucose-fructose', 'poudres à lever ', 'E450', 'E500', 'sel de cuisine', 'arôme', 'émulsifiant ', 'E322 de soja']",['Gluten'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,21 g,en quantité élevée,2 g,en quantité modérée,30 g,en quantité élevée,0.7 g,en quantité modérée,?,,445,+1%,1862 kj(445 kcal),+1%,21,-8%,2,-71%,58,+10%,30,+9%,5,-12%,"0,7",-14%,"0,28",-14%,14,-24%,D,-24%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E322 - Lécithines']",['Coop'],,,,
1264,Thon Rosé - Coop - 155g,7610848150749,D,,155 g,,"['Coop', 'Qualité&Prix']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons au naturel']","['Pêche durable', 'Pêche durable MSC']",,,"['MSC-C-51648', 'MSC-C-50841']",,"['France', 'Suisse']","['listao ', 'Katsuwonus pelamis', ""pêche dans l'océan Indien"", 'huile de tournesol', 'eau', 'sel de cuisine']",,"['Non végétalien', 'Non végétarien']",3,13 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,0.78 g,en quantité modérée,?,,213,+85%,891 kj(213 kcal),+85%,13,+761%,1,+114%,0,-100%,0,-100%,24,-4%,"0,78",-25%,"0,312",-25%,0,-100%,B,-100%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,
1265,Confiture Framboises Bio - Naturaplan - 250g,7610849101818,B,,250 g,"['Bocal', 'Verre', 'métal', 'Acier']","['Naturaplan', 'Coop']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Fruits', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Fruits rouges', 'Confitures', 'Framboises', 'Confitures de fruits rouges', 'Confitures de framboises']","['Bio', 'Bio européen', 'CH-BIO-006']","['Bulgarie', 'Allemagne', 'Pologne', 'Serbie', 'Suisse']",['Suisse'],,,"['France', 'Suisse']","['Framboises ', 'Bulgarie', 'Pologne', 'Serbie', 'sucre ', 'Suisse', 'Allemagne', 'concentré de jus de citron', 'gélifiant ', 'E440']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0.02 g,en faible quantité,1010,+491%,242,+463%,1010 kj(242 kcal),+458%,0,-100%,0,-100%,58,+809%,58,+1018%,"0,5",-58%,"0,02",+138%,"0,008",+138%,10,,C,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,['E440 - Pectines'],['Coop'],,,,
1266,Sonnenblumenöl - Coop - 500ml,7610849322015,C,,500ml,['Bouteille'],['Coop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']","['Bio', 'Bio européen', 'CH-BIO-006']",,,,,"['France', 'Allemagne', 'Suisse']","['Huile de tournesol\r Peut contenir des traces de noix', ""d'arachide"", 'de noisettes', 'de sésame', 'de soja']",['Fruits à coque'],[],2,92 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3400,-6%,?,,3400 kj(813 kcal),-7%,92,-5%,10,-6%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,
1267,Cottage Nature Cheese - Coop - 150g,7610849561292,B,,150 g,,['Coop'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,,,,"['France', 'Suisse']","['lait écrémé ', 'pasteurisé [Suisse]', 'petit-lait ', 'pasteurisé [Suisse]', 'crème ', 'pasteurisée [Suisse]', 'sel de cuisine', 'protéines lactiques', 'sucre', 'épaississants ', 'E 412', 'E 415', 'arôme']",['Lait'],['Non végétalien'],4,3 g,en quantité modérée,3 g,en quantité modérée,2 g,en faible quantité,1.1 g,en quantité modérée,?,,79,-66%,331 kj(79 kcal),-66%,3,-86%,3,-79%,4,+19%,2,-32%,9,+8%,"1,1",-6%,"0,44",-6%,1,-92%,B,-92%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",,,,,
1268,Le Gruyère Reibkäse - Emmi,7610900115174,D,,,,['Emmi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",['Fabriqué en Suisse'],,,,,"['France', 'Suisse']",['lait cru'],['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,32 g,en quantité élevée,19 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,?,,400,0%,1674 kj(400 kcal),+0%,32,-2%,19,+5%,"0,1",-77%,"0,1",+0%,27,+0%,"1,5",+3%,"0,6",+3%,15,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
1269,High protein Milk drink 0.1% - Emmi - 1L,7610900208036,C,,1L,['Brique en carton'],['Emmi'],"['Produits laitiers', 'Laits']",['Sans lactose'],,['Suisse'],,http://www.emmi.com,"['France', 'Suisse']","['Lait écrémé', 'protéines de lait', 'eau', 'minéraux de lait']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,0.1 g,en faible quantité,0.1 g,en faible quantité,2.5 g,en faible quantité,0.08 g,en faible quantité,?,,39,-41%,163 kj(39 kcal),-41%,"0,1",-95%,"< 0,1",-92%,"2,5",-58%,"2,5",-54%,7,+97%,"0,08",-35%,"0,032",-35%,-4,-796%,A,-796%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Coop'],,,,
1270,Stocki - Knorr - 440g,7611100179898,,,440 g,['Beutel'],['Knorr'],,['Fabriqué en Suisse'],,,,,"['France', 'Suisse']","['99% pommes de terre¹ ', 'suisse', 'émulsifiant ', ""mono - et diglycerides d'acides gras"", 'lait écréme en poudre', 'antioxydants ', 'ascorbate de sodium', ""palmitate d'ascorbyle"", ""extrait d' epice"", 'stabilisant ', 'acide citrique', 'diphosphate', "" ¹pommes de terre issus de l'agriculture durable""]",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,307,,?,,307 kj(73 kcal),,"1,1",,"0,7",,13,,"1,5",,2,,"0,6",,"0,24",,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E301 - Ascorbate de sodium', ""E304i - Palmitate d'ascorbyle"", 'E330 - Acide citrique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,"[""E304 - Palmitate d'ascorbyle""]",,,
1271,risotto milanese - knorr - 250g,7611100350891,,,250 g,,['Knorr'],,"['Végétarien', 'en:gluten-free', 'Agriculture durable', 'Végétalien']",,,,,"['France', 'Suisse']","['92% riz ', 'Italie', 'sel comestible iodé', 'extrait de levure', 'oignons', 'huile de palme', '1,1% bolets ', 'bolets beurrés', 'bolets edulis', 'sucre', 'épices ', 'curcuma safran', 'poivre', 'acidifiant ', 'acide ascorbique', "" Issus de l'agriculture durable"", ' Végétalien']",,"['Huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,694,,?,,694 kj(166 kcal),,5,,3,,26,,"0,5",,"3,6",,"0,88",,"0,352",,,,,,,,,,,,,['E300 - Acide ascorbique'],,['Huile de palme'],,,
1272,Crème de Courges - Knorr - 78g / 1L,7611100439015,A,,78 g / 1 L,"['Sachet', 'Papier']",['Knorr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes de légumes', 'Soupes déshydratées']","['Fabriqué en Suisse', 'Sans exhausteur de goût', 'Sans conservateurs']",,,,,"['France', 'Suisse']","['22 % potiron', 'amidon de pomme de terre', 'farine de BLÉ', 'sel comestible iodé', 'germes de BLÉ', 'extrait de levure', 'maltodextrine', 'fructose', 'protéines de LAIT', 'huiles végétales ', 'palme', 'tournesol', 'LACTOSE', 'ciboulette', 'épaississant ', 'farine de graines de guar', 'sucre', 'curcuma,betterave rouge déshydratée', 'arôme', ' Peut contenir des traces de : œuf', 'céleri', 'moutarde']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,107,-86%,26,-81%,107 kj(26 kcal),-82%,"< 0,5",-80%,"0,1",-89%,"4,5",-79%,"1,5",-60%,1,-74%,"0,93",-70%,"0,372",-70%,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['E412 - Gomme de guar'],,['Huile de palme'],,,
1273,Perfume rice - Coop - 1kg,7611654536062,C,,1kg,,['Coop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés']","['Commerce équitable', 'Max Havelaar']",['Thaïlande'],,,,"['France', 'Allemagne', 'Suisse']",['riz'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1480,+3%,354,+6%,1480 kj(354 kcal),+5%,0,-100%,0,-100%,80,+11%,0,-100%,7,-6%,0,-100%,0,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,
1274,"Caotina Blanc Wander 500 GR, 1 Boîte - 500g",7612100055496,,,500g,,['Caotina'],,"['Agriculture durable', 'en:UTZ Certified']",,,,,"['France', 'Allemagne', 'Suisse']","['Sirop de glucose', 'sucre', '17', 'chocolat blanc ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'lait écrérné en poudre', 'émulsifiant lécithine de soja', 'aròtne vanilline', 'épaississant gomme xanthane', 'sel de cuisine', 'phosphate de calcium', 'arÔfi1cs', 'colorant bêta-carotene', 'émulsifiant lécithine de soja', 'huile de colza', 'vitamines ', 'BI', '02', 'niacine', 'B6', 'acide folique', 'BI 2', 'acide']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,1758,,416,,1758 kj(416 kcal),,"7,5",,"4,7",,"84,8",,49,,"0,8",,"1,1",,"0,44",,,,,,,,,,,,,['E322i - Lécithine'],,,,,
1275,Somersby Apple Original - 33cl,7612900900736,D,,33 cl,,,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,"['France', 'Suisse']","['eau', 'vin fruité 27 % ', 'eau', 'sirop de glucose', '33 % jus de kiwi à base de concentré', 'sucre', '7 % jus de pomme à base de concentré', 'gaz carbonique', 'acidifiant acide citrique', 'arômes naturels', 'concentré colorant de pomme', 'agent conservateur E 202']",,[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,
1276,Délices au fromage - Findus - 3pcs,7613030013341,,,3pcs,['surgelé'],['Findus'],['Crêpe au fromage surgelées'],['Fabriqué en Suisse'],,,,,"['France', 'Allemagne', 'Suisse']","['Crêpe 41% ', 'eau', 'farine de blé', 'œufs entiers [élevage en plein air]', 'huile de tournesol', 'petit-lait en poudre', 'amidon de maïs', 'sel de cuisine', 'eau', 'panure 10% ', 'farine de blé', 'sel de cuisine', 'levure', 'fromages 8', '5% ', 'Emmental [fromage à pâte dure]', 'fromage à pâte extra-dure de la suisse centrale', ' farine de blé', 'petit-lait en poudre', ""œufs entiers d'élevage en plein air"", 'huile de tournesol', 'amidon de maïs', 'beurre concentré', 'sel de cuisine iodé', 'sel de cuisine non iodé', 'jus de citron', 'poudre de paprika']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,8.6 g,en quantité modérée,2.9 g,en quantité modérée,3.9 g,en faible quantité,1.2 g,en quantité modérée,?,,202,,845 kj(202 kcal),,"8,6",,"2,9",,24,,"3,9",,"6,9",,"1,2",,"0,48",,4,,C,,,,,,,,,,['Coop'],,,,
1277,Nouilles Frites au Canard - Maggi - 119g,7613030700067,,,119g,"['Sachet', 'Plastique', 'Packung(en)']","['Maggi', 'Nestlé']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",['Point Vert'],,,,,"['France', 'Allemagne']","['85,7 % nouilles ', 'semoule de blé', 'légumes ', 'oignons', 'carottes', 'chou blanc', 'poireaux', 'poivrons', 'sel iodé', 'arômes ', 'avec orge', 'œuf', 'viande de canard', 'graisse de poulet', 'sucre', 'épices', 'huile de palme', 'protéine végétale digérée biologiquement ', 'Protéine de blé', 'sel', 'maltodextrine', 'extrait de levure', 'acide citrique', 'antioxydant ', 'butylhydroxyanisole', 'gallate de propyle', 'acide citrique', 'extrait de romarin', 'colorant ammoniaque caramel']","['Œufs', 'Gluten', 'de:Weizeneiweiß']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,5.6 g,en quantité modérée,0.8 g,en faible quantité,1.7 g,en faible quantité,1.5 g,en quantité modérée,?,,193,-35%,808 kj(193 kcal),-36%,"4,8",-59%,"0,8",-85%,"28,7",-29%,"2,2",-9%,"6,6",+4%,"1,3",-50%,"0,52",-50%,2,-74%,B,-74%,,,,,,,,"['E330 - Acide citrique', 'E320 - Butylhydroxyanisol', 'E310 - Gallate de propyle', 'E392 - Extrait de romarin', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,,,,
1278,Chocolat Lion White (42g),7613031006267,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,485,,2029 kj(485 kcal),,"22,3",,"13,1",,"65,1",,51,,"5,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,
1279,Chocolat au lait aux noisettes entières - Cailler - 400g e,7613031081240,D,Chocolat au lait aux noisettes entières,400 g e,"['Papier', 'métal', 'Aluminium']","['Cailler', 'Nestlé']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']","['Agriculture durable', 'en:UTZ Certified', 'Point Vert', 'en:utz-certified-cacao']",,,,,"['France', 'Suisse']","['Lait condensé sucré ', '51 %', 'sucre', 'beurre de cacao', 'noisettes ', '13%', 'cacao ', '5%', 'beurre fondu', 'pâte de cacao ', '1%', 'émulsifiant ', 'lécithine de tournesol', 'extrait de vanille']","['Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,36.7 g,en quantité élevée,17 g,en quantité élevée,47.9 g,en quantité élevée,0.19 g,en faible quantité,2355,+0%,565,-1%,2355 kj(565 kcal),-1%,"36,7",-3%,17,-3%,"49,6",+7%,"47,9",+9%,8,-5%,"0,19",+1%,"0,076",+1%,25,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['E322i - Lécithine'],,,,,
1280,Shredded Wheat 16s - Nestlé,7613031473090,,,,['card-box'],['Nestlé'],,,,,,,['France'],[],,[],,,,,,,,,,?,,362,,1515 kj(362 kcal),,"2,2",,"0,5",,68,,"0,7",,12,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,
1281,Dolce Gusto - Cappuccino Skinny / Light - NESCAFE - 161.6G,7613031587377,B,POLVO PARA PREPARAR BEBIDA A BASE DE CAFE Y LECHE DESCREMADA,161.6 G,"['CAJA', 'CARTON']",['NESCAFE'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Cappuccino en poudre']",,['es:INGLATERRA'],['INGLATERRA'],,,"['France', 'Mexique']","['CÁPSULA DE PREPARADO DE LECHE: LECHE DESCREMADA EN POLVO ', 'LECITINA DE SOYA', 'CONTIENE LECHE Y LECITINA DE SOYA', 'CAPSULA DE CAFE: CAFE TOSTADO Y MOLIDO 100% ARABICA']","['Lait', 'Soja']",['Non végétalien'],,,,,,,,,,1266,-7%,?,,1266 kj(303 kcal),-2%,"6,6",-11%,3,-54%,"34,1",-32%,"34,1",-17%,26,+230%,"0,808",+8%,"0,323",+8%,,,,,85.1%,5.9%,1.2%,1.3%,0.4%,6.2%,75,,['WALMART'],,,,
