,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,traceability_code,link,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,manufacturing,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,brand_owner,origin_detail,producer_info
309,Poêlée de champignons cuisinés - Picard,3270160590438,,,,['Picard'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A']",,,,['Picard'],['France'],[],[],?,,72,,"5,4",,"3,1",,"1,5",,,,,,,,,,,301 kj(72 kcal),"0,9","0,7","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,
310,Beurre - President - 500g,3155251212973,E,500 g,['Frais'],['President'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,,"['FR 50.256.001 CE', 'Isigny-le-Buat (Manche, France)', 'FR 35.239.005 CE', 'Retiers (Ille-et-Vilaine, France)']",,,['France'],[],[],?,,745,+2%,82,+1%,1,+35%,"0,7",+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,3117 kj(745 kcal),57,1,,,['France'],,82 g,en quantité élevée,57 g,en quantité élevée,1 g,en faible quantité,,,+2%,+3%,+47%,,,,,,,,,,,
311,Tiramisu au speculoos - 80g,3701002404946,E,80 g,['Opercule en métal'],,"['Biscuits et gâteaux', 'Pâtisseries', 'Tiramisu']",,,,,,['France'],[],[],?,,318,+21%,22,+85%,26,-19%,"4,3",+4%,84.5%,12.9%,0.8%,1.3%,0.4%,0.1%,11,,,1331 kj(318 kcal),11,19,"0,1","0,04",,,22 g,en quantité élevée,11 g,en quantité élevée,19 g,en quantité élevée,0.1 g,en faible quantité,+21%,+38%,-11%,-43%,-43%,17,+24%,D,+24%,,,,,
312,Feuilletés à l'emmental - Picard,3270160891818,,,,['Picard'],,"['Nutriscore', 'Nutriscore D']",,,,['Picard'],['France'],[],[],?,,292,,17,,27,,"8,2",,,,,,,,,,,1222 kj(292 kcal),12,1,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,
313,Oursons guimauve -,3173289212406,E,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Ours gélifiés']",['Fabriqué en France'],,,,,['France'],[],[],?,,394,+19%,"9,4",+2367%,73,-6%,0,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,1648 kj(394 kcal),"5,8",58,,,,,9.4 g,en quantité modérée,5.8 g,en quantité élevée,58 g,en quantité élevée,,,+17%,+4196%,+24%,,,,,,,,,,,
314,08111876,08111876,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1013887101066,1013887101066,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,3600550672091,3600550672091,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Kit kat pop choc,18000203,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Choucroute royale,3261055949813,,,,,,,,,,,['France'],[],[],?,,107,,"8,4",,"1,2",,"5,5",,,,,,,,,,,448 kj(107 kcal),"3,1","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,
319,Lardons fumés sans nitrite,3661112601843,,,"['Barquette', 'Film en plastique']",,,"['Nutriscore', 'Nutriscore E']",,,,,['France'],[],[],?,,260,,21,,"0,5",,18,,,,,,,,,,,1088 kj(260 kcal),"8,3","0,1","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,
320,8718924875896,8718924875896,,,,,,,,,,,"['France', 'Maroc']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Truite fumée au bois de hêtre,3392780004369,E,,,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,['France'],[],[],?,,155,-5%,"7,3",-7%,"0,4",-4%,22,-3%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,649 kj(155 kcal),"1,2","0,4",3,"1,2",,,7.3 g,en quantité modérée,1.2 g,en faible quantité,0.4 g,en faible quantité,3 g,en quantité élevée,-5%,-26%,+36%,+9%,+9%,12,+2%,D,+2%,,,,,
322,Tartines croustillantes au sésame -,3256228437259,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']",,,,,,['France'],"['Farine complète de seigle', 'graines de sésame 9% ', 'sel', ' Traces éventuelles de lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,357,-6%,"4,6",+1%,59,-17%,11,+11%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,3,1494 kj(357 kcal),"0,9","1,4","1,2","0,48",,['Graines de sésame'],4.6 g,en quantité modérée,0.9 g,en faible quantité,1.4 g,en faible quantité,1.2 g,en quantité modérée,-7%,-13%,-75%,+36%,+36%,4,+31%,C,+31%,,,,,
323,Mon riz au lait - Bonne Maman,3608580049036,B,,,['Bonne Maman'],"['Desserts', 'Puddings', 'Riz au lait']",,,,,,['France'],[],[],?,,139,-4%,"4,6",+23%,21,-7%,"3,2",-6%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,582 kj(139 kcal),3,12,"0,1","0,04",,,4.6 g,en quantité modérée,3 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,-3%,+32%,-11%,-22%,-22%,4,-1%,C,-1%,,,,,
324,Lanvin noir au chocolat pur beurre et cacao - Nestlé,7613038557359,,,['Boîte en carton'],['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,,,,['France'],"['Sucre', 'pâte de cacao', 'noisettes', 'beurre de cacao', 'matière grasse de lait anhydre', 'humectant ', 'sorbitol', 'sirop de glucose', 'éclats de fèves de cacao', 'amandes', 'huile de tournesol', 'lait entier en poudre', 'sel', 'émulsifiant ', 'lécithines', 'sirop de sucre caramélisé', 'stabilisant ', 'invertase', ""agent d'enrobage "", ""gomme d'acacia"", 'arôme naturel de vanille', ' Peut contenir: oeuf', 'gluten', 'autres fruits à coque']","['Sans huile de palme', 'Non végétalien']",2280,+2%,548,+4%,"35,5",+11%,"47,2",-10%,"6,2",+5%,,,,,,,,"['E420 - Sorbitol', 'E322 - Lécithines', 'E1103 - Invertase', ""E414 - Gomme d'acacia""]",4,2280 kj(548 kcal),16,"43,3",0,0,,['Fruits à coque'],35.5 g,en quantité élevée,16 g,en quantité élevée,43.3 g,en quantité élevée,0 g,en faible quantité,+3%,-8%,-9%,-100%,-100%,20,-18%,E,-18%,,,,,
325,Assortiment de chocolat Cheverny x 44 - Cémoi - 459g,3173287756209,,459 g,"['Carton', 'Feuille papier', 'Film plastique', 'Papier alvéolé', 'Boîte en carton']",['Cémoi'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']","['Huile de palme durable', 'Fabriqué en France']",['France'],,http://www.cemoi.fr,['Auchan'],['France'],[],[],2251,-0%,540,0%,33,-2%,53,+3%,"5,2",-14%,,,,,,,,,,2251 kj(540 kcal),20,50,"0,09","0,036",['France'],,33 g,en quantité élevée,20 g,en quantité élevée,50 g,en quantité élevée,0.09 g,en faible quantité,-0%,+14%,+7%,-38%,-38%,21,-16%,E,-16%,,,,,
326,Emmenthal bio et autrement bon - 180g,3123930771356,D,180 g,['Sachet'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,['France'],[],[],?,,387,+18%,31,+17%,"0,5",-59%,27,+32%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,1619 kj(387 kcal),20,"0,5","0,8","0,32",,,31 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,+18%,+12%,-33%,-38%,-38%,12,-12%,D,-12%,,,,,
327,Lanvin l'escargot,7613039527986,,,,,,,,,,,['France'],[],[],?,,563,,36,,"50,9",,"6,8",,,,,,,,,,,2356 kj(563 kcal),"14,9","46,6",,,,,,,,,,,,,,,,,,,,,,,,,,
328,Harrys brioche tranchée bio sans additifs - 400g,3228857001453,C,400 g,"['Sachet en plastique', 'Enveloppe']",['Harrys'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tranchées']","['Bio', 'Bio européen', 'Sans additifs', 'Sans huile de palme', 'Nutriscore', 'Nutriscore B', 'AB Agriculture Biologique']",,,,,['France'],"['Farine de BLÉ T80* 56,7%', 'eau', 'OEUFS frais* 10%', 'huile de tournesol*', 'sucre*', ""arômes naturels de BLÉ et d'agrumes "", 'contiennent alcool', 'gluten de BLÉ*', 'sel', 'levure', 'son de BLÉ*', ""arôme naturel d'épices"", ""extrait d'acérola*"", "" *Issu de l'Agriculture Biologique"", ' Peut contenir des traces de LAIT', 'SOJA et GRAINES DE SÉSAME']",['Non végétalien'],1425,-3%,339,-4%,"11,3",-8%,"47,6",-8%,9,+12%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,4,1425 kj(339 kcal),"1,1",9,"0,98","0,392",,"['Œufs', 'Gluten']",11.3 g,en quantité modérée,1.1 g,en faible quantité,9 g,en quantité modérée,0.98 g,en quantité modérée,-4%,-82%,-32%,-2%,-2%,0,-100%,B,-100%,Brioche tranchee bio,,,,
329,Beaujolais nouveau Pisse Dru,3040072755009,C,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Beaujolais', 'Beaujolais nouveau']",,['France'],,,,['France'],[],[],?,,?,,?,,?,,?,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,lessive hypoallergénique - Epsil perfect - 2.6l soit 40lavages,3564706534292,,2.6l soit 40 lavages,['Plastique'],['Epsil perfect'],['Lessive'],['Marque repère'],,,,,['France'],"['5% ou plus', 'mais moins de 15% : agents de surface anioniques', 'agents de surface non-ioniques', ' Moins de 5% savon', 'phosphonates', ' Egalement: azurants optiques', 'parfums', 'conservateurs ', 'phenoxyethanol', "" PRÉCAUTIONS D'EMPLOI DANGER"", ' Provoque de graves lésions des yeux', "" En cas de consultation d'un médecin"", ""garder a disposition le récipient ou l'étiquette"", ' Tenir hors de portée des enfants', "" Lire l'étiquette avant Disation"", ' Porter un équipement de protection des veux', "" EN CAS DE CONTACT AVEC LES YEUX: Nictn avec précaution à l'eau pendant plusieurs mínutes"", ' Enlever les lentilles de contact si la Victime en porte et si elles peuvent être facilement enlevées', ' Continuer à rincer', ' Appeler SOdiatement un CENTRE ANTIPOISON ', 'Nancy : 03', '83', '22', '50', '50', ' ou un médecin', ' Contient: SODIUM LAURETH SULFATE', 'C14-15 PARETH-7', ' MEA-C10-13 ALKYL BENZENESULFONATE', 'C12-18 PARETH-7', 'TRIDECETH-3', ' de TALSE pou ww', 'cleanrio DES QUESTIONS', 'DES RÉPONSES 0 800 865 286 Service & appel gratuits Fabriqué en U', 'E', ' www', 'marquerepere', 'com Scamark - C', 'S', ' 90019 94859 IVRY-SUR-SEINE CEDEX 2,6le 3 56470 653429 517']",[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,L’oreal -,3600520297118,,,,,"['Non alimentaire', 'Open Beauty Facts', 'Men expert']",,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,10168743,10168743,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,3700343900926,3700343900926,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,11185871,11185871,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Jaouda Dessert gourmand,6111242102569,,,,,,,,,,,"['France', 'Maroc']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,hand gel - jong - 100ml,8719743402171,,100 ml,['Plastique'],['Jong'],['Gel hydroalcolique'],['Vs'],,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Farina Tipo Zero,8033971740837,,,,,,,,,,,['France'],[],[],?,,354,,2,,72,,11,,,,,,,,,,,1481 kj(354 kcal),"0,4","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,
338,3282770104943,3282770104943,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Ginseng de Sibérie,3286010059178,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Hydra Aloe Vera - Léa Nature - 50ml,3517360004854,,50ml,['Plastique'],['Léa Nature'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Beurres de karité', 'Acide hyalunorique', ""Jus d'Aloe Vera bio""]",,,,,['Carrefour'],['France'],"[""Sont d'origine naturelle"", "" 20% du total des ingrédients sont issus de l'agriculture biologique"", ' ECO CERT Le du produit 1% restant sert à la bonne conservation', ' POUR TOUTE REMARQUE OU SUGGESTION: SERVICE RELATIONS CLLUENTS LEA NATURE']",[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,['La Rochelle'],,,,,,,,,,,,,,,,,,,,,,,
341,Nettoyant Vitres Apta,3250391220571,,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,['France'],[],[],?,,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,,,,,,,,,
342,Perle de lait,8379770065055,,,,,,,,,,,['France'],[],[],?,,111,,"8,9",,"3,7",,"3,2",,,,,,,,,,,464 kj(111 kcal),"5,9","2,8","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,
343,Le petit Marseillais,3574661334912,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,assouplissant concentré à l'aloé Vera - rainette écologique - 750ml,4009175119339,,750 ml,"['Plastique', 'Flacon en plastique']",['rainette écologique'],['Produit ménager'],['Écologique'],,,,['Leclerc'],['France'],"['5-15 % agents de surface cationiques', 'parfums', ' Autres composant: Aloe Vera Barbadensis']",[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,3600550752212,3600550752212,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Natessance -,3517360003192,,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,"Rainett - 1,5l",4009175952967,,"1,5l",['Plastique'],['Rainett'],['Produit'],"['Sans conservateurs', 'Entrepreneurs + Engagés', 'en:Ecolabel']",,,,,['France'],"[""D'origine animale"", ' 7', ' Une production durable et économe en énergie sur des sites dont le système de management environnemental est certifié selon les nomes écologiques EMAS', 'ISO 50001 et ALS', 'E 8', "" Une station d'épuration intégrée afin d'assurer un niveau d'hygiène élevé pour nos produits ainsi que le meilleur pré-traitement possible 9"", "" Plus de 30 ans d'expérience 30 dans le développement et la production de produits d'entretien et de soin écologiques"", ' LESSIVE LIQUIDE CONCENTRÉE ALOE VERA Préserve les peaux sensibles PROPRIÉTÉS : sur tous les textiles', 'de 20 °C à 95 °C', "" Aux extraits naturels d'Aloe Vera"", 'reconnu pour ses propriétés dermoprotectrices', ' Hypoallergénique', 'testé dermatologiquement', 'sans ajout de conservateurs', ' Sans agents de blanchiment', 'contribue à une meilleure préservation des couleurs', "" S: Formule plus concentrée pour une propreté éclatante MODE D'EMPLOI : Trier le linge "", 'par ex', ' par teintes', 'degré de salissure', 'type de fibre', "" et tenir compte des conseils d'entretien des textiles"", ' Traiter les taches tenaces en appliquant le produit directement sur celles-ci', "" OUTIL Salissure U CH to Dureté de l'eau Peu/moyennement dure: TH  25 f 65 ml 50 ml Dosage : Suivre les instructions de dosage en tenant compte du degré de salete du linge et de la dureté de l'eau"", ' Faire toujours tourner le lave-linge à pleine charge', ' Four une charge de 6-8 kg: ajouter 25 ml de lessive', "" Pour plus d'informations sur la durete de votre eau"", ""merci de contacter votre société de distribution d'eau"", ' • Astuce : Laver a ia température la plus basse possible ', '20°C', "" Respecter les indications de dosage permet de limiter la consommation d'énergie et d'eau et de réduire la pollution de l'eau"", ' INDICATIONS : • Eviter un contact prolongé avec le produit si la peau est sensible ou biesse Ee jeter que les emballages entièrement vides dans les containers spéciaux', ' Composition: - 15% agents de surface non ioniques', 'agents de surface anioniques', '<5% savon', 'enzymes ', 'voteses danyase', 'lipase', 'cellulase', 'pectate lyase', 'mannanase', 'parfums', ' Autre composant : aloe vera barbadersis ** La reduction de la dose moyenne de lavage ', 'de 66 à 50 ml', "" permet de réduire la quantité d'emballage er plastique pour le même nombre de lavages"", ' Attention : Provoque une sévère irritation des yeux', ' Tenir hors de portée des enfants', "" EN CAS DE CONTACT AVEC LES YEUX: Rincer avec précaution à l'eau pendant plusieurs minutes"", ' Enlever les lentilles de contact si la victime en porte et si elles peuvent être facilement enlevées', ' Continuer à rincer', "" Si l'irritation Oculaire persiste : consulter un médecin"", "" Éliminer le contenu/ récipient dans une installation d'élimination des déchets agréée"", ' INTEGRALEMENT - DURABLE', ""FR SERVICE CONSOMMATEUR RAINETT: Distribué par Tel 06 55 89 29 20 Email:contact@werner-mertz tr POur plus d'information www"", 'rainett', 'ir F-91940 Les Ulis Made in Germany Werner &Mertz France SASU 3 Avenue du Canada PENSEZ AU TRI ! 1,5 Le EU Ecolabel: DE/006/029 FLACON PLASTIQUE ET SON BOUCHON A RECYCLER CONSAGNE POANr ARA LOCAENT www', 'CONESDETR VALE UNIQUEENTPOUR LARANCE 200724 19:10 4 009175 952967 31616']",[],?,,?,,?,,?,,?,,,,,,,,,['E1104 - Lipases'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Semi Skimmed Milk - Sainsbury's - 4pt,00357937,D,4pt,['composite-bottle'],"[""Sainsbury's""]","['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,,,"[""Sainsbury's""]","['France', 'Royaume-Uni']",[],[],?,,50,+6%,"1,8",+15%,"4,8",-0%,"3,6",+11%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,209 kj(50 kcal),"1,1","4,8","0,11","0,044",,,1.8 g,en faible quantité,1.1 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,+7%,+9%,+0%,-0%,-0%,0,,B,,,,,,
349,All Butter Scottish Shortbread Fingers - Marks & Spencer - 210g e,00672566,C,210 g e,"['film - plastic', 'Plastic']",['Marks & Spencer'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Shortbread', 'en:Scottish shortbread']","['Végétarien', 'Point Vert', 'Pur beurre']",,,,['Marks & Spencer'],"['France', 'Royaume-Uni']","['Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' - Beurre ', 'Lait', ' ', '34 %', ' - Sucre en poudre - Sucre glace - Fécule de maïs - Farine de riz - Sel - Poudre à lever: Bicarbonate de soude']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2160,-1%,?,,28,0%,"59,3",-2%,"5,5",-1%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['E500ii - Carbonate acide de sodium'],3,2160 kj(516 kcal),"17,5",17,"0,65","0,26",['Écosse'],"['Gluten', 'Lait']",28 g,en quantité élevée,17.5 g,en quantité élevée,17 g,en quantité élevée,0.65 g,en quantité modérée,-0%,+5%,-11%,-2%,-2%,19,-10%,E,-10%,Biscuits sablés pur beurre.,,,,
350,Confiture Four Fruits - St. Dalfour,0084380957840,D,,,['St. Dalfour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges']",['Sans colorants'],,,,,['France'],[],[],?,,208,-5%,0,-100%,52,-2%,0,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,870 kj(208 kcal),0,52,0,0,,,0 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,0 g,en faible quantité,-6%,-100%,+2%,-100%,-100%,11,+22%,D,+22%,,,,,
351,Kimchi / Chou chinois - Wang - 410g,0087703011342,,410 g,['Vetro'],['Wang'],"['Plats préparés', 'Légumes préparés']",,,,,['Eurasie Bordeaux'],['France'],"['Chou chinois', 'Eau', 'Sel', 'Piment', 'Oignon vert ', 'Cébette', 'Sucre', 'Ail', 'Gingembre', 'Glutamate monosodique']",[],168,-50%,40,-56%,0,-100%,"6,7",-3%,"2,5",+21%,,,,,,,,['E330 - Acide citrique'],3,168 kj(40 kcal),0,"2,5","2,825","1,13",['Corée du Sud'],,0 g,en faible quantité,0 g,en faible quantité,2.5 g,en faible quantité,2.83 g,en quantité élevée,-55%,-100%,-21%,+289%,+289%,9,+2190%,C,+2190%,Chou chinois (pe-tsaï) lacto-fermenté et piments,,,,
352,Salsa Picante - Salsa Tamazula S.A. De C.V.,0097339000030,,,['glass-bottle'],['Salsa Tamazula S.A. De C.V.'],"['Epicerie', 'Sauces', 'Sauces chili']",,,,,,"['France', 'Espagne', 'États-Unis']","['Water', 'chili peppers', 'vinegar', 'salt', 'spices', '0', '1% sodium benzoate as preservative']",[],?,,1,-99%,0,-100%,0,-100%,0,-100%,,,,,,,,,3,4 kj(1 kcal),0,0,"0,01","0,004",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.0095 g,en faible quantité,-99%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,
353,"Hershey's Syrup, 48-ounce Container",03404700,,,,['Hershey’s'],"['Édulcorants', 'Sirops', 'Sirops simples']","['en:gluten-free', 'Contient des OGMs']",,,,,"['France', 'États-Unis']","['sirop de glucoe*', 'eau', 'poudre de cacao', 'sel', 'E202-E435 sucre* conseAateurs émulsifiant E471', 'ép Nisissani E415', 'arômes', 'produit à partir de sucre de betterave', 'de maïs et de soja génétiquement modifié', 'voir INFORMATION ', '0 ingrédients en rnajuscule', 'A consomn', 'er']","[""Pourrait contenir de l'huile de palme""]",?,,259,-10%,"0,98",+724%,61,-15%,"1,6",+1905%,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition']",4,1084 kj(259 kcal),"0,57","50,2","0,1","0,04",,,0.98 g,en faible quantité,0.57 g,en faible quantité,50.2 g,en quantité élevée,0.1 g,en faible quantité,-10%,+2793%,-22%,+71%,+71%,8,-38%,C,-38%,,,"Impulsar, Inc.",,
354,Reese's Big Cup - 39g,03416307,,39 g,,['Reese'],,,,,,,['France'],"['Nutrition Facts Sewsize: 1 package', 'Amount Per Serving: Calories cd,w', 'DY', 'Trans Y UV', 'Sodium DV', 'Total Carb', ' 22 g ', '7% DV', 'Dietary Fiber P Sl/gars 19 g', 'Protein 5 g', 'VitaminA ', '0% DY', ' z', 'vpV', 'values ', 'DII', ' are a 2,000 calorie diet', ' VD/FNTS: MILK CHOCOLATE ', 'SUGAR', ' COCOA BIJTÏEii', ' CflCC2LATE', ' NONFAT']",['Non végétalien'],?,,512,,30,,"56,4",,"12,8",,,,,,,,,,,2142 kj(512 kcal),"10,2","48,7","0,4","0,16",,['Lait'],,,,,,,,,,,,,,,,,,,,,,
355,Whole Fancy Cashews - kirkland signature - 1.13kg,0400001978757,E,1.13kg,['jarre en plastique'],['kirkland signature'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,['Costco'],['France'],"['Noix de cajou 99%', ""huile d'arachide"", 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,624,+4%,"47,8",+4%,"25,6",0%,"16,8",-10%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,3,2611 kj(624 kcal),"8,5",5,"0,08","0,032",,['Fruits à coque'],47.8 g,en quantité élevée,8.5 g,en quantité élevée,5 g,en quantité modérée,0.08 g,en faible quantité,+4%,0%,-23%,-87%,-87%,3,-60%,C,-60%,Noix de cajou,,,,
356,Green Tea zero - Arizona - 500ml,0613008734541,B,500 ml,"['Bouteille', 'Plastique']",['Arizona'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons édulcorées', 'Boissons au thé', 'Thés glacés']","['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre']","['Pays-Bas', 'Amsterdam']",,http://www.drinkarizona.com/,"['U Express', 'Delhaize']","['Belgique', 'France']","['Eau', 'miel ', '0,3%', 'extrait de thé vert ', '0,12%', 'arôme naturel', 'édulcorants : sucralose', 'acésulfame K', 'antioxydant : acide citrique', 'arôme de ginseng']",['Non végétalien'],?,,4,-80%,0,-100%,"0,8",-83%,0,-100%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"['E955 - Sucralose', 'E950 - Acésulfame K', 'E330 - Acide citrique']",4,17 kj(4 kcal),0,"0,8",0,0,,,0 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,-80%,-100%,-82%,-100%,-100%,2,-70%,C,-70%,Boisson au thé vert aromatisée au miel avec édulcorants,,,,
