,name,bar_code,eco_score,quantity,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,brand,allergens,nova_score,ingredients_origins,manufacturing,additives,markets,link,palm_ingredients,producer_info,brand_owner
1559,Saucisse blanche d'alsace - Moritz,3238850004429,,,,['Sans colorants'],,['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,23,,"8,4",,"0,7",,"0,2",,12,,"1,83",,"0,732",,,,,,,,,,,,,,,['Moritz'],,,,,,,,,,
1560,Escalope Caprese - Coop,7613379757098,,,,,,['France'],[],[],,,,,,,,,?,,261,,1092 kj(261 kcal),,17,,"3,8",,11,,"0,7",,15,,"1,6",,"0,64",,,,,,,,,,,,,,,['Coop'],,,,,,,,,,
1561,8 nems poulet,3760209681031,C,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],[],[],11 g,en quantité modérée,1 g,en faible quantité,1.8 g,en faible quantité,1.3 g,en quantité modérée,?,,219,+10%,916 kj(219 kcal),+10%,11,+39%,1,-21%,24,+5%,"1,8",-32%,"3,2",-55%,"1,3",+3%,"0,52",+3%,6,+42%,C,+42%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,,,
1562,Cranberries - Fruibon - 1kg,3270721000291,,1kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,,['France'],"['Cranberries 60%', 'sucre', 'huile de Tournesol']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.2 g,en faible quantité,65 g,en quantité élevée,0.02 g,en faible quantité,?,,343,+2%,1435 kj(343 kcal),+2%,"0,5",-29%,"0,2",-19%,"81,2",+2%,65,-2%,"0,4",+43%,"0,02",-13%,"0,008",-13%,4,-45%,C,-45%,,,,,,,,Cranberries séchées sucrées,['Sachet plastique'],"['Fruibon', 'Dacobello']",,3,['États-Unis'],,,['Métro'],http://dacobello@dacobello.com,,,
1563,Pimientos del piquillo,8426569001203,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Poivrons', 'Poivrons en conserve']",,,"['France', 'Espagne']",[],[],0.4 g,en faible quantité,0.1 g,en faible quantité,5.1 g,en quantité modérée,0.6 g,en quantité modérée,?,,151.19999694824,+229%,633 kj(151 kcal),+226%,"0,4",-66%,"0,1",-29%,"6,5",+24%,"5,1",+24%,"1,1",+10%,"0,6",-21%,"0,24",-21%,-1,,A,,67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,,,,,,,,,,,,,
1564,Pain d'épices à l'ancienne au miel,3491560005739,B,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices"", ""Pains d'épices au miel""]",,,['France'],[],[],0.9 g,en faible quantité,0.2 g,en faible quantité,40 g,en quantité élevée,0.4 g,en quantité modérée,?,,324,+1%,1356 kj(324 kcal),+0%,"0,9",-53%,"0,2",-55%,75,+5%,40,-7%,"2,8",-24%,"0,4",-16%,"0,16",-16%,13,-6%,D,-6%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,,,
1565,Chocolat au lait biscuit sable prits - terra etica - 100g,3483981900427,D,100g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Biscuits et gâteaux', 'Biscuits', 'Chocolats', 'Biscuits au chocolat', 'Chocolats au lait', 'Biscuits tablette de chocolat', 'Biscuits au chocolat au lait', 'Biscuits tablette de chocolat au lait']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-014', 'Fabriqué en Italie']",,['France'],"['sucre blond de canne*', 'lait entier en poudre°', 'beurre de cacao°*', 'pâte de cacao°* du Pérou 16,8%', 'biscuit sablé° 10% ', 'farine de blé°', 'beurre°', 'sucre de canne°', 'sucre de canne°* du Pérou', 'miel°*', 'farine de soja°', 'poudre à lever : carbonate acide de sodium', 'cannelle°*', 'noix de muscade*', 'extrait de vanille °*', ' Cacao : 42% minimum dans le chocolat', "" °issus de l'agriculture biologique "", '100%', ' *issus du commerce équitable ', '71% avec 68% SPP']",['Non végétalien'],38.5 g,en quantité élevée,23.2 g,en quantité élevée,40.1 g,en quantité élevée,0.3 g,en quantité modérée,2392,+14%,574,+14%,2392 kj(574 kcal),+14%,"38,5",+62%,"23,2",+60%,"43,6",-32%,"40,1",+8%,"9,3",+37%,"0,3",-47%,"0,12",-47%,25,+3%,E,+3%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,"['Carton', 'papier aluminium']",['terra etica'],"['Gluten', 'Lait', 'Soja']",3,,,['E500ii - Carbonate acide de sodium'],,,,,
1566,Maquereaux curry et persil plat,3770000648157,D,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,,['France'],[],[],24 g,en quantité élevée,12 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,?,,268,+21%,1121 kj(268 kcal),+22%,24,+46%,12,+225%,"1,9",+76%,"0,2",-62%,11,-33%,"1,1",-1%,"0,44",-1%,17,+173%,D,+173%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,,
1567,Réd velvet cake preparation,8718274814866,,,,,,['France'],[],[],,,,,,,,,?,,388,,1623 kj(388 kcal),,"4,1",,"1,3",,"82,3",,"41,2",,"4,5",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,
1568,300G Crackers Au Naturel - Terra Sana - 300g,8713576192025,B,300 g,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['Bio'],,['France'],[],[],12 g,en quantité modérée,2.1 g,en quantité modérée,1.5 g,en faible quantité,1.6 g,en quantité élevée,?,,434,-6%,1816 kj(434 kcal),-7%,12,-40%,"2,1",-61%,"67,2",+13%,"1,5",-62%,"11,8",+19%,"1,6",-20%,"0,64",-20%,14,-9%,D,-9%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,['Terra Sana'],,,,,,,,,,
1569,Substi 1000 - Protifast - 7sachets,3770008383135,A,7 sachets,"['Plats préparés', 'Substituts de repas', 'Substitut de repas hypocalorique', 'Substitut de repas hypocalorique milk-shake en poudre reconstitué avec lait écrémé']",['en:gluten-free'],"['FR 07.102.001 CE', 'Guilherand-Granges (Ardèche, France)']",['France'],"['Lait écrémé ', ' protéine de lait ', ' protéine de pois ', ' fructose ', ' poudre de cacao ', 'lécithine de tournesol', ' ', ' matières grasses végétales ', 'huile de soja et huile de palme', ' ', ' sirop de glucose ', ' protéine de lait ', ' stabilisant : triphosphate pentasodique ', ' anti-agglomérant : dioxyde de silicium ', ' arôme naturel', ' ', ' correcteurs d’acidité : citrate de sodium', 'chlorure de potassium ', ' arômes  ', ' polydextrose  ', ' vitamines et minéraux']","['Huile de palme', 'Non végétalien']",,,,,,,,,525,,125,,525 kj(125 kcal),,"9,7",,"2,6",,"36,1",,"27,3",,"36,8",,"1,84",,"0,736",,,,,,62.5%,17.1%,9.5%,6.2%,3.7%,1.0%,84,Préparation en poudre à reconstituer pour substitut de repas milk shake chocolat,['Etui carton'],['Protifast'],"['Lait', 'Soja']",4,['France'],['France'],"['E322i - Lécithine', 'E451i - TPP', 'E551 - Dioxyde de silicium', 'E331 - Citrates de sodium', 'E1200 - Polydextrose']",['Pharmacie'],https://www.protifast.com/sachets-hyperproteines/substitut-de-repas/substi1000-milk-shake-chocolat.html,,,
1570,Riz basmati blanc,3329480015432,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz blanc', 'Riz Basmati', 'Riz Basmati blancs']","['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],[],[],1.2 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,?,,349,+10%,1460 kj(349 kcal),+8%,"1,2",+26%,"0,3",+49%,75,+10%,"0,1",-53%,"9,5",+25%,0,-100%,0,-100%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,
1571,Bière La Bête - 75cl,3272460151005,C,75cl,"['Boissons', 'Boissons alcoolisées', 'Bières']",,"['62107', 'EMB 62107', 'Bénifontaine (Pas-de-Calais, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['75cl'],['la bête'],,,,"['Castelain', 'France']",,,272460 151005,,,
1572,Tangerine juice,8851013794491,,,,,,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,0,,0,,21,,20,,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,
1573,Colin D'alaska Sauce Crevettes 2 Portions 2 Portions - cora - 2x200g,3257980479389,,2x200g,"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés']",,"['EMB 79005A', 'Airvault (Deux-Sèvres, France)']",['France'],"[""Portion de filets de colin d'Alaska* 56,2% "", 'Theragra chalcogramma', ' - eau - crevettes décortiquées cuites 5,8% ', 'crevettes - eau - sel', ' - carottes bâtonnets 3,4% - crème fraîche légère 2,9% - vin blanc 2,4% - lactose et protéines de lait - crème concentré de tomates - huile de colza - amidon transformé - farine de blé - brandy - beurre-extrait de langoustines - jus de citron à base de concentre ', 'eau-jus de citron concentré', ' 0,2% - persil 0,2% - arôme naturel de poivre - arôme naturel de piment']","['Non végétalien', 'Non végétarien']",2.4 g,en faible quantité,0.9 g,en faible quantité,1.5 g,en faible quantité,0.71 g,en quantité modérée,?,,76,-33%,318 kj(76 kcal),-34%,"2,4",-35%,"0,9",+21%,"3,6",+51%,"1,5",+284%,"9,6",-42%,"0,71",+63%,"0,284",+63%,-2,,A,,,,,,,,,,['2x200g'],['Cora'],"['Crustacés', 'Gluten', 'Lait']",4,,,['E14XX - Amidons modifiés'],['Cora'],,,,
1574,Dessert de pomme,3591596307101,,,,,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",['France'],[],[],,,,,,,,,?,,68,,285 kj(68 kcal),,"0,48",,"0,3",,"15,6",,"12,31",,"0,34",,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,
1575,Tapenade verte -  - 110g,3700786800326,C,110 g,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,,['France'],[],[],19 g,en quantité modérée,3.7 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,186,-16%,778 kj(186 kcal),-16%,19,-12%,"3,7",+15%,0,-100%,0,-100%,"2,3",+41%,"2,5",-13%,1,-13%,15,+10%,D,+10%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,,,,,
1576,Petit salé aux lentilles beluga,3383740007285,C,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Petits salés aux lentilles']",,,['France'],[],[],10 g,en quantité modérée,3.4 g,en quantité modérée,0.2 g,en faible quantité,1.3 g,en quantité modérée,?,,176,+40%,736 kj(176 kcal),+45%,10,+109%,"3,4",+107%,"5,9",-24%,"0,2",-74%,15,+58%,"1,3",+41%,"0,52",+41%,5,,C,,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,,,,,,,,,,,,,
1577,Salsa Brava - Olivera d'Atenea,8436025851341,B,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces bravas']",,,"['France', 'Espagne']",[],[],18 g,en quantité modérée,1.9 g,en quantité modérée,10.2 g,en quantité modérée,2.8 g,en quantité élevée,?,,217,+25%,908 kj(217 kcal),+25%,18,+29%,"1,9",-2%,"10,3",+5%,"10,2",+63%,"1,2",+3%,"2,8",-3%,"1,12",-3%,15,+12%,D,+12%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,"[""Olivera d'Atenea""]",,,,,,,,,,
1578,Les P'tits Vénètes - L'authentique,3760133530030,,,,,,['France'],[],[],,,,,,,,,?,,547,,2289 kj(547 kcal),,29,,18,,64,,23,,"6,7",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,
1579,5 Croissants + 5 Pain au chocolat,0201115019356,,,,,,['France'],[],[],,,,,,,,,?,,480,,2008 kj(480 kcal),,27,,18,,50,,12,,"8,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
1580,SNACKIN' GOOD fraises séchées et sucrées,5290097007548,,,,,,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"1,5",,0,,84,,74,,"0,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1581,Rillettes de thon au poivre vert LA SABLAISE - 135g,3375160000175,D,135g,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']","['Sans colorants', 'Sans conservateurs']","['FR 85.166.011 CE', 'Olonne-sur-Mer (Vendée, France)']",['France'],[],[],1.9 g,en faible quantité,0.4 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,?,,232,+9%,971 kj(232 kcal),+8%,"1,9",-88%,"0,4",-89%,"2,4",+14%,"0,7",-27%,"19,4",+27%,0,-100%,0,-100%,-3,-148%,A,-148%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,['La sablaise'],,,,,,,,,,
1582,Tinta de sepia,8427163000104,,,"['Produits de la mer', 'Poissons']",['en:gluten-free'],,"['France', 'Espagne']",[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,8.3 g,en quantité élevée,?,,50,-74%,209 kj(50 kcal),-74%,"0,1",-99%,"0,1",-96%,"4,7",+126%,"0,1",-83%,"7,3",-60%,"8,3",+442%,"3,32",+442%,6,-13%,C,-13%,,,,,,,,,,,,,,,,,,,,
1583,I frutteti di Oswald Pesca - Zuegg,80043256,,,,,,['France'],[],[],,,,,,,,,?,,59,,247 kj(59 kcal),,0,,0,,14,,12,,"0,3",,0,,0,,,,,,,,,,,,,,,['Zuegg'],,,,,,,,,,
1584,Mallows - Delhaize,5400113573081,,,,,,"['Belgique', 'France']","['sirop de glucose-fructose', 'chocolat fantaisie 35% [sucre', 'graisse végétale ', 'noix de coco', 'palmiste', 'palme', 'tournesol', 'karité', 'colza', ' en o proportion variable', 'poudre de cacao maigre 7%', 'stabilisant ', 'tristéarate de sorbitane', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille]', 'sucre', 'eau dextrose', 'gélatine de porc', "" Chocolat d'imitation 35%"", ' I Contient: soja', ' Fabriqué dans un atelier qui utilise aussi lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,423,,1770 kj(423 kcal),,"14,4",,"13,1",,"69,4",,60,,"3,2",,"0,03",,"0,012",,,,,,,,,,,,,,,['Delhaize'],['Soja'],4,,,"['E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E428 - Gélatine']",['Delhaize'],,['Huile de palme'],,
1585,Asia noodles lemongrass & chili - Knorr - 73g,8714100804216,,73g,,,,['France'],[],[],,,,,,,,,?,,221,,925 kj(221 kcal),,11,,"5,6",,26,,"5,6",,"0,8",,"1,9",,"0,76",,,,,,,,,,,,,,,['Knorr'],,,,,,,,,,
1586,Confiture de poire Williams de France - Albert Ménès - 280g,3234750037840,B,280 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",,,['France'],"['Poires Williams', 'sucre', 'gélifiant: pectine de fruits', 'extrait de vanille', 'acidifiant: acide citrique']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,50 g,en quantité élevée,0.04 g,en faible quantité,906,,214,-3%,906 kj(214 kcal),-1%,"< 0,5",+57%,"< 0,1",+41%,53,+0%,50,-3%,"< 0,5",+49%,"0,04",+7%,"0,016",+7%,11,+20%,D,+20%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,Confiture Extra de Poire Williams de France,"['bocal en verre', 'capsule en métal']",['Albert Ménès'],,4,,,"['E440 - Pectines', 'E330 - Acide citrique']",['Monoprix'],,,,
1587,Pralines aux cerises,27039335,,,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,469,,1962 kj(469 kcal),,21,,13,,59,,50,,"3,8",,0,,0,,,,,,,,,,,,,,,,,,,,,['Aldi'],,,,
1588,Chupa Chups XXL Trio,46065780,,,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,0,,0,,91,,74,,0,,"0,01",,"0,004",,,,,,,,,,,,,,,['Chupa Chups'],,,,,,,,,,
1589,Oranges,3760112141141,,,,['Sans colorants'],,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"0,5",,"0,5",,"28,8",,"26,9",,"0,9",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1590,Huile Vierge Onagre & Bourrache 1ère Pression a Froid - Daniel Rouillard - 200capsules,3559060000125,,200 capsules,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Daniel Rouillard'],,,,,,,,,,
1591,Ciao Nocciola,8004905774365,,,,,,['France'],[],[],,,,,,,,,?,,424,,1774 kj(424 kcal),,"22,4",,"12,2",,"50,1",,"37,2",,"5,4",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,
1592,Yaourt de chèvre bio abricot - La Lémance - 125g,3701052300090,B,125 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', ""Yaourts à l'abricot"", 'Yaourts au lait de chèvre']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']","['FR 85.302.001 CE', 'Verrie (Vendée, France)']",['France'],"['Yaourt 82% ', 'Lait entier de chèvre', 'sucre de canne liquide 3%', 'ferments lactiques', ""préparation d'abricot 18% "", 'abricot 52 % ', 'sucre de canne roux 48%', 'gélifiant agar-agar', "" *Ingredient issu de l'agriculture biologique-Ingrédient issu du commerce équitable-allergène""]",['Non végétalien'],3.7 g,en quantité modérée,2.5 g,en quantité modérée,14.2 g,en quantité élevée,0.1 g,en faible quantité,?,,118,+18%,494 kj(118 kcal),+18%,"3,7",+18%,"2,5",+28%,"17,4",+24%,"14,2",+9%,"3,8",+9%,"0,1",-12%,"0,04",-12%,4,+28%,C,+28%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,['Frais'],['La Lémance'],['Lait'],4,,,['E406 - Agar-agar'],,,,,
1593,Petit beurre - Chabrior,3250392432119,,,,,,['France'],[],[],,,,,,,,,?,,443,,1854 kj(443 kcal),,"11,3",,"7,6",,"76,6",,"18,6",,"8,1",,"1,2",,"0,48",,,,,,,,,,,,,,,['Chabrior'],,,,,,,,,,
1594,Copp Breakfast Cereals Chocolate,8850424001679,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Sambal Oelek Knijpfles 280 Gram (kania) - 280g,20597375,,280 g,,,,['France'],[],[],,,,,,,,,?,,51,,213 kj(51 kcal),,"2,1",,"0,6",,"2,5",,"2,5",,"2,6",,"9,75",,"3,9",,,,,,,,,,,,,,,,,,,,,,,,,
1596,Superfruit - Poudre de Maca,3770009699211,,,,"['Bio', 'Bio européen']",,['France'],[],[],,,,,,,,,?,,0.60000002384186,,3 kj(0 kcal),,"0,4",,"0,4",,"71,3",,45,,20,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
1597,Zumo Mandarina -,8427406015131,C,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']","['Bio', 'Bio européen', 'ES-ECO-019-CT', 'Point Vert']",,"['France', 'Espagne']",[],[],0.1 g,en faible quantité,0 g,en faible quantité,11.7 g,en quantité élevée,0 g,en faible quantité,?,,50,+9%,209 kj(50 kcal),+9%,"0,1",-41%,0,-100%,12,+13%,"11,7",+21%,"0,6",+53%,0,-100%,0,-100%,5,+32%,C,+32%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
1598,milde Tyrolini - 80g,9001745062620,,80 g,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Paté de Pintade au Sauternes - Le Manoir Alexandre,3513261270084,,,,,,['France'],[],[],,,,,,,,,?,,313,,1310 kj(313 kcal),,27,,"7,8",,"2,4",,"0,5",,15,,"1,6",,"0,64",,,,,,,,,,,,,,,['Le Manoir Alexandre'],,,,,,,,,,
1600,Damyel Chocolat Fleur de Sel,3760061570320,,,,,,['France'],[],[],,,,,,,,,?,,587,,2456 kj(587 kcal),,43,,15,,35,,33,,12,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1601,Linguine - Sainsbury's,00579124,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Linguine']",,,"['France', 'Royaume-Uni']",['Durum Wheat Semolina'],[],0.7 g,en faible quantité,0.1 g,en faible quantité,1.6 g,en faible quantité,0.01 g,en faible quantité,?,,159,-54%,665 kj(159 kcal),-54%,"0,7",-59%,"< 0,1",-73%,"32,3",-52%,"1,6",-42%,"5,2",-58%,"< 0,01",-55%,"0,004",-55%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,['mixed plastic film-packet'],"[""Sainsbury's""]",,,,,,,,,,
1602,Sauce tomate arrabiata,3770002165607,B,,"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces tomate', 'Sauces Arrabiata']",['Point Vert'],,['France'],[],[],7 g,en quantité modérée,1 g,en faible quantité,7.1 g,en quantité modérée,2.3 g,en quantité élevée,?,,105,-2%,439 kj(105 kcal),+3%,7,+7%,1,+22%,"7,2",+12%,"7,1",+34%,"2,4",+50%,"2,3",+111%,"0,92",+111%,12,+205%,D,+205%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,,,,,
1603,Pain campagne noix raisins -,0202535011159,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",,,['France'],[],[],7.6 g,en quantité modérée,0.8 g,en faible quantité,13 g,en quantité élevée,1 g,en quantité modérée,?,,331,+24%,1385 kj(331 kcal),+25%,"7,6",+125%,"0,8",+67%,64,+33%,13,+553%,"9,9",+21%,1,-20%,"0,4",-20%,5,+75%,C,+75%,,,,,,,,,,,,,,,,,,,,
1604,Poulet jaune - La Nouvelle Agriculture,0213319042979,,,,,,['France'],[],[],,,,,,,,,?,,179,,749 kj(179 kcal),,11,,"2,8",,0,,0,,20,,"0,1",,"0,04",,,,,,,,,,,,,,,['La Nouvelle Agriculture'],,,,,,,,,,
1605,Zitrone,20021450,,,,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2017 de la Société Allemande d'Agriculture""]",,['France'],[],[],,,,,,,,,?,,105,,439 kj(105 kcal),,"4,1",,"2,8",,"13,2",,"12,7",,"3,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1606,Boisson à l'avoine nature - Alinor - 1L,8000215204714,A,1L,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Bio', 'Végétarien', 'Bio européen', 'Kascher', 'Végétalien', 'Agriculture UE', 'en:FSC', 'en:fsc-c014047', 'IT-BIO-009', 'Kascher pareve', 'Sans sucre ajouté', 'Sans lactose']",,"['France', 'Israël']","['water', 'oat * ', '12%', 'sunflower seed oil *', 'sea salt', ' * from organic farming']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.2 g,en faible quantité,6 g,en quantité modérée,0.1 g,en faible quantité,?,,46,-4%,192 kj(46 kcal),-4%,"1,2",-7%,"0,2",-3%,8,+2%,6,+17%,"0,5",-35%,"0,1",+6%,"0,04",+6%,1,+87%,B,+87%,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,,['Tetra-pak'],['Alinor'],"['Gluten', 'Avoine']",3,['Union européenne'],['Italy'],,,http://alinor.it/en/products/primavena/,,,
1607,Douceur sale,3700790020192,,,,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,"18,8",,"10,5",,5,,"0,66",,"8,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1608,Poudre de noisettes - 125g,27015940,,125 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés']",,,"['Belgique', 'France']",['Noisettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",69 g,en quantité élevée,4.9 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,?,,717,+28%,3000 kj(717 kcal),+28%,69,+60%,"4,9",-12%,6,-68%,5,-45%,14,-12%,0,-100%,0,-100%,1,-84%,B,-84%,,,,,,,,,['Barquette'],,['Fruits à coque'],1,,,,,,,,
1609,Master Brew Kombucha Tart cherry,3168930155461,,,,,,['France'],[],[],,,,,,,,,?,,15,,63 kj(15 kcal),,0,,0,,"3,3",,"3,3",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
