,name,bar_code,eco_score,quantity,brand,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,labels,ingredients_origins,manufacturing,nova_score,additives,palm_ingredients,allergens,generic_name,link,producer_info,origin_detail,brand_owner
1419,Landskron Premium Pilsner - 0.5l,4013791000018,C,0.5 l,['Landskron'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières allemandes']",,['France'],"['Brauwasser', 'Gerstenmalz', 'Hopfen', 'Hopfenauszüge']",[],,,,,,,,,?,,42,+20%,176 kj(42 kcal),+18%,0,-100%,0,-100%,"2,6",+2%,"0,5",+2%,"0,8",+158%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,3,,,['Gluten'],,,,,
1420,DIANE d'ARRIA,3564706587717,,,,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,"0,5",,"0,1",,"6,4",,"6,2",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,['Bouteille en verre'],,,,,,,,,,,,,
1421,Cremefine - Rama - 250ml,8719200035751,C,250ml,['Rama'],"['Produits laitiers', 'Crèmes']",,"['France', 'Allemagne', 'Suisse']","['Trinkwasser', '24% BUTTERMILCH', '15% pflanzliche Öle und Fette ', 'Raps', 'Palm', 'modifizierte Stärke', 'Stablilisatoren ', 'Methylcellulose', 'Guarkernmehl', 'Emulgator ', 'Mono - und Diglyceride von Speisefettsäuren', 'Säurungsregulatoren ', 'Natriumcitrat', 'Citronensäure', 'Laktase', 'Aroma']","['Huile de palme', 'Non végétalien']",15 g,en quantité modérée,4.9 g,en quantité modérée,1.2 g,en faible quantité,0.26 g,en faible quantité,?,,156,-41%,653 kj(156 kcal),-40%,15,-41%,"4,9",-71%,"2,8",-37%,"1,2",-68%,"2,1",-15%,"0,26",+176%,"0,104",+176%,5,-59%,C,-59%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Tetra Pak', 'produkt']",,"['en:FSC', 'FSC Mix']",,['Allemagne'],4,"['E14XX - Amidons modifiés', 'E461 - Méthylcellulose', 'E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E331 - Citrates de sodium', 'E330 - Acide citrique']",,['Lait'],,,,,
1422,Crème dessert caramel du marché - Beillevaire - 500g,3483130053752,,500 g,['Beillevaire'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel']",,['France'],"['Lait écrémé', 'caramel 12,6%', 'crème', 'sucre de canne 2%', 'épaississant : amidon modifié de mařs', 'lait écrémé en poudre', "" Lait d'origine France""]",['Non végétalien'],3 g,en quantité modérée,2.2 g,en quantité modérée,20 g,en quantité élevée,0.1 g,en faible quantité,?,,144,+7%,602 kj(144 kcal),+7%,3,-36%,"2,2",-23%,25,+30%,20,+24%,"4,2",+31%,"0,1",-47%,"0,04",-47%,5,-6%,C,-6%,,,,,,,,,,,,,4,['E14XX - Amidons modifiés'],,['Lait'],,,,,
1423,Cioccolato di modica - 100g,8026101000109,,100 g,,,,['France'],[],[],,,,,,,,,?,,482,,2017 kj(482 kcal),,26,,"16,4",,"55,2",,"50,1",,6,,0,,0,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,
1424,Pesto Basilikum Mit Pinienkernen - Rana,8001665701709,,,['Rana'],,,['France'],[],[],,,,,,,,,?,,576,,2410 kj(576 kcal),,57,,10,,10,,"9,3",,"4,7",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1425,Preparati Solubili Crastan Orzo Barattolo 200 GR +ean,8007100051231,,,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,3",,0,,"0,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Mandarine/Mango - Lichtenauer,4013256642173,C,,['Lichtenauer'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Fruits', 'Agrumes', 'Mandarines']",,"['France', 'Allemagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,?,,38,0%,159 kj(38 kcal),0%,0,-100%,0,-100%,"9,3",-12%,"9,3",+5%,0,-100%,0,-100%,0,-100%,3,,C,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,"['Bund', 'Flasche']",,,,,,,,,,,,,
1427,Lenteja pardina extra - Aliada,8433329078931,,,['Aliada'],,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,succo alla pesca -,80342380,,,,,,['France'],"['peach puree', 'water', 'Ssugar', 'glucose-fructose syrup', 'acidifying: citric acid', 'antioxidant: ascorbic acid', ' 6X125m Prodotto in Italia da Produced in Italy La Doria S', 'p Via Nazionale 3- 84012 - Angri ', 'S consumarsi preferibilmente entro fine: vedi collo/tappo della bottiglia', ' st before end: see neck/cap of the bottle', ' www', 'ladoria', 'it hiarazione Nutrizionale Valori medi per 100 ml di prodotto ritional Declaration Average values for 100 ml of product Conservare in luogo fresco e asciutto', "" Dopo l'apertura conservare in frigorifero e consumare entro 2 o 3 giorni""]",[],,,,,,,,,?,,58,,243 kj(58 kcal),,0,,0,,14,,"13,5",,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,
1429,Biactive con avena y quinoa - Eroski,8480010187373,,,['Eroski'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts allégés en matière grasse']",,"['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Paella envase 300 g - Bo de Debo,8436031601114,,,['Bo de Debo'],['es:Platos-prepardos'],,"['France', 'Espagne']",[],[],7 g,en quantité modérée,1.2 g,en faible quantité,1.7 g,en faible quantité,1.3 g,en quantité modérée,?,,165,,690 kj(165 kcal),,7,,"1,2",,"19,3",,"1,7",,"1,7",,"1,3",,"0,52",,7,,C,,,,,,,,,,,,,,,,,,,,,,
1431,Alaska Seelachs - Homann,4030800012381,,,['Homann'],,['MSC-C-50288'],"['France', 'Allemagne']",[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,33,,"2,6",,"0,5",,"0,5",,11,,"7,9",,"3,16",,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,
1432,Rhum de la Réunion,3560071191146,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Petit Saint Paulin - Carrefour Bio,3560071178291,,,['Carrefour Bio'],,"['EMB 35207D', 'Noyal-sur-Vilaine (Ille-et-Vilaine, France)']",['France'],[],[],,,,,,,,,?,,290,,1213 kj(290 kcal),,22,,15,,1,,1,,22,,"1,5",,"0,6",,,,,,,,,,,,,,['Carrefour'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,
1434,Galbani Crema Bel Paese,80069720,,,['Galbani'],,,['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,16,,11,,3,,1,,11,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Schweppes ginger ale,5690824023122,,,,,,['France'],"['500ml Drekkist kalt 50 KOLSÝRÐUR GOSDRYKKUR INNIHALD: KOLSÝRT VATN', 'SYKUR', 'SÝRUSTILLAR ', 'E330', 'E331', 'ROTVARNAREFNI ', 'E202', 'LITAREFNI ', 'E150D', 'BRAGĐEFNI', 'SALI', 'NERINCADCILDI']",[],,,,,,,,,?,,35,,146 kj(35 kcal),,0,,0,,0,,0,,0,,1,,"0,4",,,,,,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E150d - Caramel au sulfite d'ammonium""]",,,,,,,
1436,Whey french vanilla - Multipower - 450g,4006643113448,,450 g,['Multipower'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,"['France', 'Italie']",[],[],1.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.38 g,en quantité modérée,?,,115,-69%,481 kj(115 kcal),-69%,"1,3",-70%,0,-100%,"1,4",-80%,0,-100%,24,-66%,"0,38",-49%,"0,152",-49%,-3,-168%,A,-168%,,,,,,,,,,,,,,,,,,,,,
1437,Sweet sushi sauce soja - Lima,5411788042451,,,['Lima'],,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,226,,946 kj(226 kcal),,0,,0,,50,,33,,6,,"6,3",,"2,52",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,
1438,Vin de bordeaux,3245415360012,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Reaute Gianduja -,3671800000001,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,['France'],[],[],42 g,en quantité élevée,20 g,en quantité élevée,42 g,en quantité élevée,0.2 g,en faible quantité,2462,+10%,588,+11%,2462 kj(588 kcal),+11%,42,+31%,20,+15%,44,-16%,42,-12%,"7,7",+31%,"0,2",+31%,"0,08",+31%,26,+7%,E,+7%,,,,,,,,,,,,,,,,,,,,,
1440,Jambon serrano  dégraissé - Aoste - 0.3kg,3449865292484,,0.3 kg,['Aoste'],,"['EMB 38012', 'Aoste (Isère, France)']",['France'],"['Jambon de porc origine Espagne', 'sel de mer', 'Présence possible de fruits à coques et de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,1029,,246,,1029 kj(246 kcal),,"12,6",,"3,4",,"1,1",,"0,8",,32,,"4,9",,"1,96",,,,,,,,,,,,,,,['STG'],,,,,,['Lait'],"Jamón Serrano ETG, jambon cru traditionnel d'Espagne",,,,
1441,Tomate cherry pera kumato tarrina,8427603231501,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates']",,"['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,,,,,,,,,,
1442,Poivre Blanc Grains - Cigalou - 100g,3250390003366,B,100 g,['Cigalou'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Graines de poivre', 'Poivres blancs', 'Poivre blanc en grains']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,['boîte'],,,,,,,,,,,,,
1443,La berbere couscous - 500g,8032942611800,B,500 g,['la berbère'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur']",,['France'],"['Semoule de blé dur', 'peut contenir du soja']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.6 g,en faible quantité,0.2 g,en faible quantité,2 g,en faible quantité,0.01 g,en faible quantité,?,,360,+2%,1506 kj(360 kcal),+0%,"1,6",-17%,"0,2",-44%,74,+5%,2,-26%,13,+7%,"0,01",-92%,"0,004",-92%,-4,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,['Carton'],,['Fabriqué en Italie'],,,1,,,,,,,,
1444,Mermelada extra de manzana con canela natural - Las Doñas,8414606938476,,,['Las Doñas'],,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,"0,21",,"0,03",,"47,66",,45,,"0,92",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Mozzarella did bufala campana - Cilento,8021602101317,D,,['Cilento'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,['France'],[],[],23.7 g,en quantité élevée,16 g,en quantité élevée,0.9 g,en faible quantité,0.92 g,en quantité modérée,?,,270,+1%,1130 kj(270 kcal),+1%,"23,7",+3%,16,+1%,"0,9",+21%,"0,9",+47%,"13,1",-9%,"0,92",+50%,"0,368",+50%,12,+18%,D,+18%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1446,Semillas de sésamo tostadas - Special Line,8433329031592,E,,['Special Line'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sésame', 'Sésame toasté']",,"['France', 'Espagne']",[],[],61 g,en quantité élevée,9.1 g,en quantité élevée,0.5 g,en faible quantité,0.12 g,en faible quantité,?,,703,+18%,2941 kj(703 kcal),+18%,61,+19%,"9,1",+24%,12,+28%,"0,5",+11%,21,+9%,"0,12",+77%,"0,048",+77%,17,+38%,D,+38%,87.1%,0.0%,3.8%,5.0%,2.6%,1.6%,30,,,,,,,,,,,,,,
1447,Épice bacon,9353323000402,,,,"['Epicerie', 'Condiments']",,['France'],[],[],2.1 g,en faible quantité,0.5 g,en faible quantité,12.6 g,en quantité élevée,7 g,en quantité élevée,?,,306,+119%,1280 kj(306 kcal),+114%,"2,1",-65%,"0,5",-21%,"61,2",+367%,"12,6",+84%,10,+136%,7,+25%,"2,8",+25%,15,+49%,D,+49%,,,,,,,,,,,,,,,,,,,,,
1448,Wirsing-Eintopf - Sonnen Bassermann - 800g,4002473944351,,800g,['Sonnen Bassermann'],"['Conserves', 'Plats préparés', 'Plats préparés en conserve']",,"['France', 'Allemagne']",[],[],0.8 g,en faible quantité,0.2 g,en faible quantité,1.7 g,en faible quantité,0.88 g,en quantité modérée,?,,33,-69%,138 kj(33 kcal),-69%,"0,8",-83%,"0,2",-87%,"3,4",-56%,"1,7",+8%,"0,9",-85%,"0,88",-2%,"0,352",-2%,3,+165%,C,+165%,,,,,,,,"['Can', 'Dose(n)']",,,,,,,,,,,,,
1449,10 Saucisses fumées cuites au bois de hêtre,26011912,,,,,,['France'],[],[],,,,,,,,,?,,285,,1192 kj(285 kcal),,25,,10,,1,,1,,14,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Anice Tutone,8009195000064,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,Fizzy sweet,3395503045960,,,,,,['France'],[],[],,,,,,,,,?,,265,,1109 kj(265 kcal),,0,,0,,66,,56,,0,,"0,07",,"0,028",,,,,,,,,,,,,,,"['en:gluten-free', 'Fabriqué en Belgique']",,,,,,,,,,,
1452,Conchas,8410368038164,,,,,,['France'],[],[],,,,,,,,,?,,489,,2046 kj(489 kcal),,28,,12,,56,,34,,"4,4",,"0,7",,"0,28",,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,
1453,Café grains dégustation - U - 500g,3256227235160,,500 g,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,['France'],['100% café Arabica en grains torréfié'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sachet'],['Magasins U'],['Conditionné en France'],,,,,,,,,,,
1454,Riz basmati étuvé,3760204870553,,,,,,['France'],[],[],,,,,,,,,?,,337,,1410 kj(337 kcal),,1,,"0,3",,80,,0,,"7,6",,"0,01",,"0,004",,,,,,,,,,,,,['Sachet en plastique'],,,,,,,,,,,,,
1455,Süßer Hausmachersenf - Händlmaier - 100ml,41047248,B,100 ml,['Händlmaier'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes douces']",,"['France', 'Allemagne', 'Suisse']","['Wasser', 'Brauner Zucker ', 'Zucker', 'Glukosesirup', 'Zuckerrübenmelasse', 'SENFSAATEN', 'Branntweinessig', 'Gewürze']","['Végétalien', 'Végétarien']",2.8 g,en faible quantité,0.2 g,en faible quantité,38.2 g,en quantité élevée,0.1 g,en faible quantité,952,+22%,225,+45%,952 kj(225 kcal),+41%,"2,8",-69%,"0,2",-75%,"39,3",+248%,"38,2",+333%,7,+39%,"0,1",-97%,"0,04",-97%,6,-46%,C,-46%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Tube', '41 ALU']",['EDEKA'],"['Végétarien', 'Végétalien']",,['Deutschland'],4,,,['Moutarde'],,https://haendlmaier.de/produkte/suesser-senf/suesser-hausmachersenf/,,,
1456,Salad-Mix Italian - Mccormick,7610071187734,,,['Mccormick'],,,['France'],[],[],,,,,,,,,?,,283,,1184 kj(283 kcal),,"3,7",,"0,4",,41,,"9,8",,11,,"14,4",,"5,76",,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Petit croc - Chocolaterie Monbana,3474340025721,,,['Chocolaterie Monbana'],,,['France'],[],[],,,,,,,,,?,,559,,2339 kj(559 kcal),,36,,15,,47,,33,,9,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1458,noix savoie séchée nature,2309613005241,,,,,"['FR 74.104.001 CE', 'Doussard (Haute-Savoie, France)']",['France'],[],[],,,,,,,,,?,,196,,820 kj(196 kcal),,"9,1",,"3,3",,"1,8",,"0,3",,"26,6",,"6,1",,"2,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Musli amb fruites - Bonpreu,8422410029556,,,['Bonpreu'],,,['France'],[],[],,,,,,,,,?,,337,,1410 kj(337 kcal),,"3,2",,"0,6",,60,,7,,11,,"0,04",,"0,016",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-019-CT', 'Point Vert']",,,,,,,,,,,
1460,Riso integrale biologico - Conad,8003170060630,,,['Conad'],,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,"1,9",,"0,5",,77,,"1,2",,"7,5",,"0,02",,"0,008",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1461,Biscuits pour rongeurs - Carrefour - 70g,3608141636262,,70 g,['Carrefour'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,
1462,Kefir de Fruit Sureau & Hibiscus L’Atelier du Ferment,3770013080036,,,,,,['France'],[],[],,,,,,,,,?,,12,,50 kj(12 kcal),,0,,0,,3,,2,,0,,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,
1463,Mini Muffin au chocolat Milka,3040400230079,,,['Milka'],"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Fromage de chèvre frais -,3577238001002,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']",,['France'],[],[],5.7 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,193,+30%,808 kj(193 kcal),+29%,"5,7",-46%,0,-100%,"2,3",-57%,0,-100%,8,+19%,"0,1",-70%,"0,04",-70%,-2,-149%,A,-149%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1465,Gepa Grand Noir Feinherb 55% Bio,4013320066331,,,['Gepa'],,,['France'],[],[],,,,,,,,,?,,572,,2393 kj(572 kcal),,"40,2",,"25,3",,"41,7",,"38,1",,"7,1",,"0,1",,"0,04",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1466,Organisé rice cakes,3800233070910,,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,367,,1536 kj(367 kcal),,"1,4",,"0,4",,75,,"2,1",,"8,6",,"1,1",,"0,44",,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,
1467,Whey concentrée myrtille - Greenwhey,3770006664540,,,['Greenwhey'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,['France'],[],[],3.9 g,en quantité modérée,2.9 g,en quantité modérée,9.2 g,en quantité modérée,0.3 g,en quantité modérée,1343,-12%,388,+4%,1343 kj(388 kcal),-13%,"3,9",-10%,"2,9",+67%,"9,2",+31%,"9,2",+197%,"77,7",+10%,"0,3",-60%,"0,12",-60%,4,-10%,C,-10%,,,,,,,,['Plastique'],,"['Bio', 'Bio européen', 'AT-BIO-301', 'Halal']",,,,,,,,,,,
1468,8 tomates farcies provençales - Bigard,3273230393700,,,['Bigard'],,,['France'],[],[],,,,,,,,,?,,126,,527 kj(126 kcal),,"9,1",,"3,8",,"4,9",,"1,7",,"5,3",,"0,64",,"0,256",,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,
1469,Barilla Fusilli No98 X1kg,8076809512411,,,['Barilla'],,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,2,,"0,5",,"70,7",,"3,5",,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Yaourt à boire mangue fruit de la passion,3250392815578,,,,,,['France'],[],[],,,,,,,,,?,,82,,343 kj(82 kcal),,"3,1",,2,,11,,11,,"2,6",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Zaini Cacao Amaro Buste GR. 150,8004735069730,,,,,,['France'],"['cocoa powder', 'acidity regulator: potassium carbonate,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,388,,1623 kj(388 kcal),,23,,"14,5",,"9,1",,"0,4",,"19,4",,"0,04",,"0,016",,,,,,,,,,,,,,,['en:gluten-free'],,,,['E501i - Carbonate de potassium'],,,,,,,
1472,Curvers - 500g,8710438108033,B,500 g,,"['Surgelés', 'Pommes de terre préfrites surgelées']",,"['France', 'Allemagne']",[],[],6 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,163,+2%,682 kj(163 kcal),+2%,6,+2%,"0,7",-19%,"22,5",+1%,"0,5",-23%,"2,5",-3%,"0,5",-1%,"0,2",-1%,3,+244%,C,+244%,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,"['Produkt', 'Packung(en)']",,,,,,,,,,,,,
1473,Sirop rhubarbe - Solevita - 280ml,4056489038443,B,280 ml,"['Solevita', 'Lidl']","['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops-de-rhubarbe']",,['France'],[],[],,,,,,,,,?,,268,+8%,1121 kj(268 kcal),+5%,"0,5",+395%,"0,1",+295%,67,+5%,67,+10%,0,-100%,"0,1",+236%,"0,04",+236%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['Glasflasche'],,"['Bio', 'en:Bioland']",,,,,,,,,,,
1474,Gratin de cabillaud à la basquaise Duo Gourmand,3287370002620,,,,,,['France'],[],[],,,,,,,,,?,,81,,339 kj(81 kcal),,"2,59",,"0,69",,"9,83",,"2,16",,"4,2",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Filets de saumon légèrement fumés - Costa,4008467053283,E,,['Costa'],"['Produits de la mer', 'Poissons', 'Saumons']",,['France'],"['Saumon', 'sel', 'fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,179,-3%,749 kj(179 kcal),-3%,11,+5%,"1,8",-12%,"< 0,5",-3%,"< 0,5",+57%,20,-8%,"1,2",-50%,"0,48",-50%,3,-73%,C,-73%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,3,,,['Poisson'],,,,,
1476,Sauce Beurre Citronné - Gastromer,3269660004200,,,['Gastromer'],,"['FR 85.164.001 CE', 'Notre-Dame-de-Monts (Vendée, France)']",['France'],[],[],,,,,,,,,?,,141,,590 kj(141 kcal),,13,,"8,8",,"4,7",,"1,9",,"1,3",,"1,17",,"0,468",,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Endives,3760095956039,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Endives']",,['France'],[],[],0.2 g,en faible quantité,0.1 g,en faible quantité,1.7 g,en faible quantité,0 g,en faible quantité,?,,17,+6%,71 kj(17 kcal),+3%,"0,2",-43%,"0,1",+9%,"2,4",+2%,"1,7",+31%,1,-9%,0,-100%,0,-100%,-5,,A,,68.9%,0.0%,0.0%,11.3%,16.2%,3.6%,96,,,,,,,,,,,,,,
1478,Curry Geschnetzeltes - Maggi - 41g,7613036027168,,41g,['Maggi'],,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,430,,1799 kj(430 kcal),,"22,1",,"2,2",,"49,9",,"16,3",,"6,6",,14,,"5,6",,,,,,,,,,,,,"['Tüte', 'Tüte', 'tüte', 'tüte']",,,,,,,,,,,,,
1479,Maxi Tubis Reglisse Sucre - Terra Sana,8713576162028,,,['Terra Sana'],,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,1,,1,,75,,42,,5,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Bifidus aux fruits - Bauer,4002334114497,,,['Bauer'],,,['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,"2,9",,2,,"11,3",,"10,7",,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Nouilles - Wei Ming,3275760001179,,,['Wei Ming'],,,['France'],[],[],,,,,,,,,?,,471,,1971 kj(471 kcal),,20,,10,,62,,7,,"8,5",,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,,
