,name,bar_code,brand,brand_owner,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,generic_name,manufacturing,traceability_code,markets,palm_ingredients,ingredients_origins,link
1870,Apricot conserve - Marks & Spencer,00853354,['Marks & Spencer'],,,,['France'],"['confl re extra diabncot • Jus de citron INGR DENTS Sure Correcteur dtacidite: Acide citrique', 'E331', ' avec 55 100 grammes', ' Teneur totale en sucre : 6 Peut contenir des si le t seëurité sur le couvercle peut étre pressé avan avan CONSERVATION A consommer de sur le couvercle', ' Une fois ouvert,fsoemaioef,- et consommer dans le_s abrikdzen extra jam citroenzuur', '62 vacuümdeksel van het PO inste Ten m gekoeld bewaren en']","['E330 - Acide citrique', 'E331 - Citrates de sodium']",,[],,,,,,,,,,?,,239,,1000 kj(239 kcal),,"0,1",,"0,09",,"58,5",,56,,"0,4",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1871,4 fruits yogurts,00853439,,,,,['France'],[],,,[],,,,,,,,,,?,,414,,1732 kj(414 kcal),,"3,8",,"2,4",,"11,3",,"11,3",,"4,8",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,
1872,Extremely Fruity Strawberry & Raspberry Low Fat Yogurt,00853484,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts allégés en matière grasse']",,['France'],[],,,[],,1.3 g,en faible quantité,0.9 g,en faible quantité,10.7 g,en quantité modérée,0.1 g,en faible quantité,?,,73,+18%,305 kj(73 kcal),+26%,"1,3",+138%,"0,9",+194%,"11,6",+48%,"10,7",+49%,"3,8",-17%,"0,1",-32%,"0,04",-32%,0,,B,,,,,,,,,,,,,,,,,,
1873,Tandoori Style King Prawns,00856003,,,,,['France'],[],,,[],,,,,,,,,,?,,102,,427 kj(102 kcal),,"3,3",,"0,4",,"1,1",,"0,9",,"16,9",,"1,18",,"0,472",,,,,,,,,,,,,,,,,,,,,,
1874,Glace - Marks & Spencer,00859660,['Marks & Spencer'],,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,['France'],[],,,[],,16.5 g,en quantité modérée,10.8 g,en quantité élevée,21.3 g,en quantité élevée,0.3 g,en quantité modérée,?,,254,+9%,1063 kj(254 kcal),+9%,"16,5",+41%,"10,8",+42%,"23,2",-17%,"21,3",-9%,"3,2",+1%,"0,3",+100%,"0,12",+100%,18,+34%,D,+34%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,
1875,Sao Tome Chocolate Ice Cream - Marks & Spencer,00859851,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,"26,6",,17,,"23,4",,"21,5",,"4,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
1876,Extremely fruity low fat yogourt strawberry,00859868,,,,,['France'],[],,,[],,,,,,,,,,?,,76,,318 kj(76 kcal),,"1,4",,1,,"11,9",,"10,2",,4,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,
1877,Extremely Fruity - Marks & Spencer - 600g e (4 * 150g),00859912,['Marks & Spencer'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la mûre', 'Yaourts à la myrtille', 'Yaourts aux fruits avec morceaux', 'Yaourts à la pêche', 'Yaourts à la framboise']",['Point Vert'],"['France', 'Royaume-Uni']",[],,,[],,1 g,en faible quantité,1 g,en faible quantité,13.5 g,en quantité élevée,0.1 g,en faible quantité,?,,85,-17%,356 kj(85 kcal),-17%,1,-70%,1,-51%,15,+11%,"13,5",+6%,"3,8",+13%,"0,1",-7%,"0,04",-7%,1,-67%,B,-67%,B,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,600 g e (4 * 150 g),"['Carton', 'Frais']",,,,['Marks & Spencer'],,,
1878,Farmhouse Cider - Marks & Spencer - 500ml e,00861144,['Marks & Spencer'],,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres demi-secs']","['Végétarien', 'Point Vert']","['France', 'Royaume-Uni']","[""Jus de pomme - Sucre - Dioxyde de carbone - Correcteur d'acidité : Acide malique - Conservateur : E223 "", 'Sulfites', ' - Levure']","['E290 - Dioxyde de carbone', 'E296 - Acide malique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,500 ml e,"['Bouteille', 'Verre']",Cidre du Devon,['Royaume-Uni'],,['Marks & Spencer'],,,
1879,Mushroom & spinah quiche - Marks & Spencer,00862271,['Marks & Spencer'],,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches']",,['France'],[],,,[],,15.2 g,en quantité modérée,6.8 g,en quantité élevée,2.1 g,en faible quantité,0.8 g,en quantité modérée,?,,231,-9%,967 kj(231 kcal),-8%,"15,2",-1%,"6,8",-16%,"15,5",-20%,"2,1",-8%,"7,2",-12%,"0,8",-17%,"0,32",-17%,11,-14%,D,-14%,,,,,,,,,,,,,,,,,
1880,Tropical selection - Marks & Spencer,00862875,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,251,,1050 kj(251 kcal),,"0,3",,"0,1",,"57,1",,"54,5",,3,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
1881,raspberry jellies - marks and spencer,00863360,['marks and spencer'],,,,"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,62,,259 kj(62 kcal),,?,,"0,1",,?,,"13,6",,"0,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1882,"Low Fat Soy, Chilli + Coriander Dressing with Lemongrass + Thai Basil - Marks & Spencer - 275ml",00863858,['Marks & Spencer'],,"['Epicerie', 'Condiments', 'Sauces', 'Sauces salades']",['Point Vert'],"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,275 ml,,,,,['Marks & Spencer'],,,
1883,Mortadelle,00863964,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",,['France'],[],,,[],,22.8 g,en quantité élevée,8.7 g,en quantité élevée,0 g,en faible quantité,2.33 g,en quantité élevée,?,,278,-1%,1163 kj(278 kcal),+0%,"22,8",-5%,"8,7",0%,0,-100%,0,-100%,"18,2",+25%,"2,33",+2%,"0,932",+2%,21,+4%,E,+4%,E,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,,,,,,,,,
1884,Miel de lavande - 500g,00864121,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,['France'],[],,,[],,14.1 g,en quantité modérée,1 g,en faible quantité,2.6 g,en faible quantité,0 g,en faible quantité,?,,464,+89%,1941 kj(464 kcal),+88%,"14,1",+9176%,1,+1078%,"67,2",-7%,"2,6",-96%,"8,9",+2480%,0,-100%,0,-100%,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500 g,,,,,,,,
1885,BBQ Chicken - M&S,00864374,['M&S'],,"['Viandes', 'Volailles', 'Poulets', 'en:BBQ chicken', 'en:Sliced BBQ chicken']",,"['France', 'Royaume-Uni']",[],,,[],,1.6 g,en faible quantité,0.5 g,en faible quantité,2.8 g,en faible quantité,1.73 g,en quantité élevée,?,,141,-7%,590 kj(141 kcal),-6%,"1,6",-73%,"0,5",-67%,3,+50%,"2,8",+536%,"28,6",+40%,"1,73",+102%,"0,692",+102%,3,+113%,C,+113%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,['Marks & Spencer'],,,
1886,"Peach, Camomille & Green Tea - Marks & Spencer - 330ml e",00866590,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",['Point Vert'],"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,330 ml e,"['Bouteille', 'Plastique']",,['Irlande'],,['Marks & Spencer'],,,
1887,King prawn alfredo - Marks & Spencer,00866859,['Marks & Spencer'],,,,['France'],"['Pâtes ', 'linguine ', '50%', ' ', 'Semoule de blé dur ', 'contient Gluten', ' • Eau • Huile de tournesol', ' • Crème britannique ', 'Lait', ' 14% • Eau • Gambas ', 'Crustacés', ' 11 % • Fromage cheddar très affiné ', 'Lait', ' ', '3%', ' • Vin blanc • Huile de tournesol • Fromage grana padano ', 'Fromage grana padano ', 'Lait', ' • Conservateur : Lysozyme ', 'Œufs', "" • Jus de citron • Fécule de maïs • Persil • Sel • Gélatine de poisson • Purée d'ail • Poivre noir concassé • Huile de citron de Sicile • Correcteur d'acidité : Bicarbonate de soude""]","['E1105 - Lysozyme', 'E428 - Gélatine', 'E500ii - Carbonate acide de sodium']","['Crustacés', 'Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,146,,611 kj(146 kcal),,"5,8",,"3,4",,"16,6",,"0,8",,"6,5",,"0,62",,"0,248",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1888,Bone health - M&s,00867177,['M&s'],,,,"['France', 'Royaume-Uni']","['Yaourt britannique à la fraise : Yaourt britannique à faible teneur en matières grasses ', 'Lait', ' Frases ', '12%', ' Eau • Sucre Fibres de chicorée • Amidon de riz • Arômes • Gélifiant : Pectine ', 'issue de Fru\\tsò Odorant : Anthocyanes Ossus de Carottes noires', ' • Jus de citron concentré • Ferments : Lactobacil\\us acidophi\\us • Vitamine D', ' Yaourt britannique à la framboise : Yaourt britannique à faible teneur en matières grasses ', 'Lait', ' Framboises ', '12%', ' - Eau Sucre Fibres de chicorée • Fécule de maïs • Gélifiant : Pectine ', 'issue de Fruits', ' • Co', 'orarft : Anthocyanes Ossus de Carottes noires', "" • Correcteur d'acidité : E331 • Arôme Ferments : Lactobaciilus acidophilus Vitamine D"", ' allergenes', 'voir les jngredtents indiqués en gras', 'Ne convient pas aux personnes fruits a coque et aux arachides en ratson des méthodes de fabrication', ' une portion fournit 1 x 109 des cultures de Lactobacillus acidophilus', "" À déguster dans le cadre d'une via saine complétée par une alimentation variée et équilibrée"", ' CONSERVATION']","['E440 - Pectines', 'E163 - Anthocyanes', 'E331 - Citrates de sodium']",['Lait'],['Non végétalien'],4,,,,,,,,,?,,370,,1548 kj(370 kcal),,"2,1",,"1,3",,"12,7",,"11,6",,"3,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1889,Snack pot mango & passion fruit - Marks & Spencer,00867344,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,104,,435 kj(104 kcal),,"5,5",,"3,7",,"10,8",,"8,8",,"2,7",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,
1890,0% fat Greek Style yogurt strawberry,00867405,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,['France'],[],,,[],,0.2 g,en faible quantité,0.1 g,en faible quantité,6.7 g,en quantité modérée,0.18 g,en faible quantité,?,,57,-51%,238 kj(57 kcal),-52%,"0,2",-97%,"0,1",-98%,"7,5",-14%,"6,7",-16%,"6,3",+42%,"0,18",+55%,"0,072",+55%,-2,-149%,A,-149%,,,,,,,,,,,,,,,,,
1891,Mixed Roll Sélection,00867627,,,,,['France'],[],,,[],,,,,,,,,,?,,314,,1314 kj(314 kcal),,"10,2",,"1,3",,"41,9",,"2,6",,"11,3",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,
1892,British Goat's Milk - Marks&Spencer,00869225,['Marks&Spencer'],,"['Produits laitiers', 'Laits', 'Laits de chèvre']",,['France'],[],,,[],,1.8 g,en faible quantité,0.9 g,en faible quantité,4.4 g,en faible quantité,0.1 g,en faible quantité,?,,42,-25%,176 kj(42 kcal),-25%,"1,8",-35%,"0,9",-48%,"4,4",-5%,"4,4",+0%,"2,7",-15%,"0,1",-35%,"0,04",-35%,-1,,A,,D,87.0%,0.0%,6.6%,4.6%,1.8%,0.0%,37,,,,,,['Marks & Spencer'],,,
1893,Mini Choc Chip Cookie,00871099,,,,,['France'],[],,,[],,,,,,,,,,?,,497,,2079 kj(497 kcal),,"24,2",,"15,1",,63,,"36,5",,"5,3",,,,,,,,,,,,,,,,,,,,,,,,,,
1894,"Peach, camomile & green tea - Marks & Spencer",00875141,['Marks & Spencer'],,['Boissons'],,['France'],"['spring Water • Fruit Peach Juice from Concentrate ', '3', '5%', ' • Acidity Regulator: Citric Acid • Flavourings ', 'Tea', 'Peach', 'Green Tea Extract • Camomile Extract • Antioxidant: Ascorbic Acid • Vegetable and FM Concentrates ', 'Safflower', 'Sweet Potato', 'Apple', ',']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,6.4 g,en quantité élevée,0.05 g,en faible quantité,?,,30,-46%,126 kj(30 kcal),-48%,"0,1",-71%,"0,1",-15%,"7,1",-37%,"6,4",-32%,"0,1",-80%,"0,05",+20%,"0,02",+20%,10,+31%,E,+31%,,,,,,,,,,,,,,['Marks & Spencer'],,,
1895,Lemon & Green Tea - Marks And Spencer - 750ml e,00875172,['Marks And Spencer'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons sans sucre ajouté']",,['France'],[],,,[],,,,,,,,,,?,,30,+233%,126 kj(30 kcal),+241%,"0,1",+58%,0,-100%,"7,1",+306%,"6,3",+377%,"0,5",+196%,"0,05",+288%,"0,02",+288%,10,+153%,E,+153%,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,750 ml e,"['Bouteille', 'Plastique']",,,,['Marks & Spencer'],,,https://www.m-s.gr/product/lemon-green-tea-750ml/
1896,Tarama - Marks & Spencer,00876254,['Marks & Spencer'],,,,['France'],"['Huile de colza • Eau • Œufs de cabillaud ', 'Poisson', ' ', '10%', ' • Farine de blé ', 'contient Gluten', ' • Sel • Jus de citron : concentré ', '1 %', ' • Oignons • Sucre • Colorant : Rouge de betterave • Levure', ' : Pour les allergènes', 'voir les ingrédients indiqués en gras', ' CONSEILS Remuer délicatement avant de servir', ' CONSERVATION']",['E162 - Rouge de betterave'],"['Poisson', 'Gluten']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,507,,2121 kj(507 kcal),,"51,7",,"3,7",,"7,7",,"1,1",,"2,4",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1897,Apple & Blackcurrant Squash - Marks & Spencer - 750ml e,00876940,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans sucre ajouté']","['Peu ou pas de sucre', 'Point Vert', 'Sans sucre ajouté']","['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,750 ml e,"['Bouteille', 'Plastique']",,['Royaume-Uni'],,['Marks & Spencer'],,,
1898,Strawberries - Trader Joe's,00877855,"[""Trader Joe's""]",,['en:Strawberry Preserves'],"['Kascher', 'en:Orthodox Union Kosher']","['France', 'États-Unis']","['Strawberries', 'liquid sugar ', 'sugar', 'water', 'sugar', 'lemon juice concentrate', 'pectin']",['E440 - Pectines'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,?,,250,,1046 kj(250 kcal),,0,,0,,65,,60,,0,,0,,0,,13,,D,,,,,,,,,,,,,,,"[""Trader Joe's""]",,,
1899,Tikka Masala Sauce - Marks and spencer -,00879231,['Marks and spencer'],,"['Epicerie', 'Sauces', 'Sauces indiennes', 'Sauces tikka masala']",,"['France', 'Royaume-Uni']",[],,,[],,,,3.2 g,en quantité modérée,5.5 g,en quantité modérée,0.95 g,en quantité modérée,?,,214,+69%,895 kj(214 kcal),+67%,?,,"3,2",+8%,?,,"5,5",+13%,"1,2",-36%,"0,95",+22%,"0,38",+22%,,,,,B,53.8%,21.4%,9.3%,8.8%,4.0%,2.8%,86,,,,,,['Marks & Spencer'],,,
1900,Classic Sweet & Sour Sauce - Marks & Spencer - 550g e,00879255,['Marks & Spencer'],,"['Epicerie', 'Sauces', 'Sauces aigre-douces']","['Végétarien', 'Point Vert']","['France', 'Royaume-Uni']","['Tomato Purée - Sugar - Concentrated Pineapple Juice - Carrots - Onions - Green Peppers ', '5%', ' - Vinegar - Cornflour - Pineapple Pieces ', '4%', ' - Water chestnuts - Red Peppers ', '3%', ' - Ginger Purée - Garlic Purée - Salt - Acidity Regulator: Citric Acid - Colour: Paprika Extract - Chilli Powder']","['E330 - Acide citrique', 'E160c - Extrait de paprika']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.8 g,en faible quantité,0.1 g,en faible quantité,24.8 g,en quantité élevée,0.55 g,en quantité modérée,513,+16%,?,,513 kj(123 kcal),-0%,"0,8",+137%,"< 0,1",+81%,"26,4",0%,"24,8",+13%,"0,6",+20%,"0,55",-53%,"0,22",-53%,5,-50%,C,-50%,B,42.4%,22.5%,16.3%,10.1%,5.1%,3.6%,92,550 g e,"['Verre', 'Bocal']",,['Royaume-Uni'],,['Marks & Spencer'],,,https://www.m-s.gr/el/product-tag/classic-sweet-sour-sauce/
1901,Gruesome body oarts - M&S,00880527,['M&S'],,,,"['France', 'Royaume-Uni']","['Sirop de glucose Sucre • Dextrose Amidon de tapioca modifié • Fécule de pornr de terre modifiée • Acidifiant : Acide citrique', 'Acide malique', ""Acide lactique • Protéine de riz : Correcteur d'acidité : E331 "", 'E332 Sirop de sucre inverti • Arômes Gélifiant : Pectine ', 'issue de Fruits', ' : Concentrés de fruit', 'de plante et de légumes ', 'Cassis', 'Carotte', 'Hibiscus', 'Radis', "" • Agent d'enrobage Cire : ae carnauba"", ""Cire d'abeille • Colorant : Extrait de paprika Huile de noix de coco • Huile de palmiste"", ' : IMPORTANT Ne convient pas aux enfants âgés de moins de des 36 mois en raison ', ""risques d'étouffement"", ' CONSERVATION']","['E330 - Acide citrique', 'E296 - Acide malique', 'E270 - Acide lactique', 'E331 - Citrates de sodium', 'E332 - Citrates de potassium', 'E440 - Pectines', ""E901 - Cire d'abeille"", 'E160c - Extrait de paprika']",,"['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,1",,"0,7",,"86,3",,"57,4",,"0,4",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],['Huile de palme'],,
1902,Lindt Lindor Truffle,00881142,['Lindor'],,,,['France'],[],,,[],,,,,,,,,,?,,616,,2577 kj(616 kcal),,48,,34,,44,,40,,"5,6",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
1903,Prawn & Mangetout Gyoras with Ponzu dip - Marks & Spencer - 120g,00885584,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Ravioli', 'Réfrigérés', 'Plats aux fruits de mer', 'Plats préparés réfrigérés', 'Ravioli japonais', 'Plats aux crevettes', 'Gyosas aux crevettes', 'en:Raviolis aux crevettes']","['Point Vert', 'Pêche durable', 'en:Forever Fish']","['Belgique', 'France', 'Pays-Bas', 'Royaume-Uni']","['Gyoza aux crevettes et mange-tout ', '83%', ': Crevettes tigrées ', 'Crustacés', ' ', '37%', ' - Farine de blé ', 'contient Gluten', ' - Chou - Eau - Mange-tout ', '5%', ' - Oignons - Huile de tournesol - Ciboulette - Gingembre - Sel - Vin blanc - Piments rouges - Huile de sésame ', 'graines de sésame', ' - Sucre - Sauce soja claire ', 'Eau - Fèves de soja - Sel - Blé ', 'contient Gluten', ' - Sirop de fructose-glucose', ' - Poivre blanc moulu', ' Sauce ponzu ', '17%', ': Bouillon de nori ', 'Eau', 'Algues', ' - Sauce soja ', '6%', ' ', 'Eau - Fèves de soja - Farine de blé ', 'contient gluten', 'Sel', ' - Alcool de riz ', '3%', ' - Sucre - Jus de citron vert ', '1,5%', ' - Vinaigre de riz - Sel']",,"['Crustacés', 'Gluten', 'Graines de sésame', 'Soja']","['Non végétalien', 'Non végétarien']",4,3.2 g,en quantité modérée,1.2 g,en faible quantité,1.7 g,en faible quantité,1.03 g,en quantité modérée,638,,?,,638 kj(152 kcal),-7%,"3,2",-32%,"1,2",+38%,"21,3",-8%,"1,7",-38%,"8,3",+16%,"1,03",-6%,"0,412",-6%,-1,-155%,A,-155%,,,,,,,,,120 g,"['Frais', 'Plastique', 'Carton', 'Barquette']","raviolis de blé garnis de crevettes tigrées, de mange-tout et de légumes avec une sauce au soja, à l'alcool de riz et au citron vert",['Vietnam'],,['Marks & Spencer'],,['Viêt Nam'],
1904,Red Thai fishcakes with sweet chili dip,00885751,,,,,['France'],[],,,[],,,,,,,,,,?,,187,,782 kj(187 kcal),,"10,3",,2,,"6,2",,"6,2",,"16,4",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,
1905,Chicken & chorizo empenadas - Marks & Spencer,00887748,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,293,,1226 kj(293 kcal),,"15,9",,"2,5",,"26,2",,"2,9",,"10,4",,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,,,
1906,Prawn cocktail - Marks and Spencer - 220g,00887830,['Marks and Spencer'],,"['Snacks', 'Snacks salés']",,['France'],[],,,[],,8.6 g,en quantité modérée,1.6 g,en quantité modérée,4.8 g,en faible quantité,1.35 g,en quantité modérée,?,,141,-69%,590 kj(141 kcal),-69%,"8,6",-64%,"1,6",-62%,"6,5",-86%,"4,8",+47%,9,+6%,"1,35",-12%,"0,54",-12%,3,-75%,C,-75%,,,,,,,,,220 g,,,,,,,,
1907,Sliced Chargrilled Chicken - Marks & Spencer,00887854,['Marks & Spencer'],,,,['France'],"['Blanc de poulet ', '99%', ' ', ' Sel', ' Sucre roux']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,,?,,134,,561 kj(134 kcal),,"1,3",,"0,4",,"0,5",,"0,5",,"30,1",,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1908,Lamb & chicken koftas - M & S,00887861,['M & S'],,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']",,"['France', 'Royaume-Uni']","['Agneau ', '69%', ' • Oignons • Hauts de cuisses de poulet ', '24%', ' • Œufs de poules élevées en plan air pasteurisés • Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' • Huile de colza • Coriandre • Raisins de Corinthe Vostizza ', '3%', "" • Jus de citron concentré • Persil • Lait fermenté à faible teneur en matières arasses • Purée d'ail • Sel Cumin grillé moulu • Fenouil moulu • Coriandre grillée moulue • Poudre de piment • Paprika moulu • Cannelle moulue • Gingembre moulu • Poivre noir concassé • Clous de girofle moulus • Levure""]",,['Gluten'],"['Non végétalien', 'Non végétarien']",3,15.6 g,en quantité modérée,4.2 g,en quantité modérée,4.8 g,en faible quantité,0.95 g,en quantité modérée,?,,270,+69%,1130 kj(270 kcal),+71%,"15,6",+111%,"4,2",+66%,"12,7",+21%,"4,8",+206%,"18,7",+98%,"0,95",+0%,"0,38",+0%,10,+198%,C,+198%,,,,,,,,,,,,,,['Marks & Spencer'],,,
1909,Lochmuir Smoked Salmon & Soft Cheese - Marks & Spencer,00887892,['Marks & Spencer'],,"['Plats préparés', 'Plats préparés au poisson', 'Réfrigérés']",,['France'],"['Spécialité fromagère ', 'Lait', ' ', '43 %', ""Saumon d'Écosse fumé 35%"", ' ', 'Saumon ', 'Poisson', ' ', '94 %', 'Sel', 'Sucre ', 'Demerara', 'Crème britannique ', 'Lait', 'Huile de tournesol', 'Crème aigre ', 'Lait', 'Jus de citron', 'Poivre noir moulu']",,"['Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",3,19.9 g,en quantité modérée,5.6 g,en quantité élevée,1.9 g,en faible quantité,1.95 g,en quantité élevée,?,,243,+29%,1017 kj(243 kcal),+32%,"19,9",+113%,"5,6",+71%,"2,8",-81%,"1,9",-42%,"13,2",+78%,"1,95",+108%,"0,78",+108%,16,+178%,D,+178%,,,,,,,,,,"['Frais', 'Plastique', 'Carton']",Saumon fumé et fromage frais. - Lochmuir Smoked Salmon & Soft Cheese,,,['Marks & Spencer'],,['Écosse'],
1910,Mexican Style Chicken,00887915,,,,,['France'],[],,,[],,,,,,,,,,?,,128,,536 kj(128 kcal),,"1,5",,"0,3",,"3,3",,"1,3",,25,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,
1911,ONION & POTATO TORTILLA -,00888141,,,"['Plats préparés', 'Omelettes de pommes de terre']",,['France'],[],,,[],,5.5 g,en quantité modérée,1.4 g,en faible quantité,3.5 g,en faible quantité,0.5 g,en quantité modérée,?,,135,-15%,565 kj(135 kcal),-15%,"5,5",-42%,"1,4",-20%,"13,5",+14%,"3,5",+272%,"5,9",+13%,"0,5",-53%,"0,2",-53%,1,-73%,B,-73%,B,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,,,,,,,
