,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,nova_score,markets,additives,allergens,generic_name,brand_owner,palm_ingredients
1767,Fromage bio de chèvre- brique cendrée chèvre fermier,2855880023353,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 49.092.000 CE', 'Chemillé (Maine-et-Loire, France)']",,,,,,,
1768,Sirop d'agave,3662072025823,"['Bio', 'Bio européen', 'DE-ÖKO-006']",['France'],[],[],?,297,0,71,0,,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",0 g,en faible quantité,0 g,en faible quantité,69 g,en quantité élevée,0.05 g,en faible quantité,,-4%,1243 kj(297 kcal),-4%,-100%,0,-100%,-8%,69,-6%,-100%,"0,05",+2%,"0,02",+2%,13,+1%,D,+1%,,,,,,,,,,,,,,,,,,,
1769,Bûchettes - 75g,3305510066964,,['France'],[],[],?,292,23,"1,3",20,75 g,,,,,,,,,,,,,,1222 kj(292 kcal),,,17,,,"1,3",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,"['FR 24.372.001 CE', 'Saint-Astier (Dordogne, France)']",,,,,,,
1770,Lait d'amande - 200ml,5600798960712,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,31,"1,4","3,6","0,6",200 ml,,,,,,,,,,,,,,130 kj(31 kcal),,,"0,1",,,"3,4",,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1771,Pain au son tranché,2015151515905,,['France'],[],[],?,?,?,?,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Tramadol,3400935130594,,['France'],[],[],?,100,22,4,3,,,,,,,,,,,,,,,418 kj(100 kcal),,,19,,,4,,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,
1773,Dreamtime - Whittard,5022032133490,,['France'],[],[],?,389,0,97,0,,,['Whittard'],,,,,,,,,,,,1628 kj(389 kcal),,,0,,,96,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1774,La Roche des Amours - vin de Bordeaux - 75cl,3259354302002,['Argent'],['France'],['fruit rouge - tannis'],[],?,?,?,?,?,75 cl,['bouteille en verre'],['vin de Bordeaux'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['Bordeaux'],,['France'],,3,['Cora'],,,,,
1775,Quiche lorraine x 2,3325420870604,,['France'],[],[],?,282,19,18,"9,2",,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",19 g,en quantité modérée,12 g,en quantité élevée,2.5 g,en faible quantité,0.95 g,en quantité modérée,,+7%,1180 kj(282 kcal),+7%,+17%,12,+38%,-7%,"2,5",+8%,-1%,"0,95",-9%,"0,38",-9%,17,+20%,D,+20%,D,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,,,,,,,,,
1776,4006508123834,4006508123834,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Cacahuete cascara natural,8413111001187,,['France'],[],[],?,612,50,13,24,,,,,,,,,,,,,,,2561 kj(612 kcal),,,7,,,4,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1778,Cidre & Cassis - Kerisac,3260420075232,,['France'],[],[],?,?,?,?,?,,,['Kerisac'],"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,
1779,Prosecco DOC di Treviso,8006220001423,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Raviolis aux crevettes,3760195543504,['Halal'],['France'],[],[],?,?,?,?,?,,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Ravioli chinois', 'Ravioli à la crevette']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Mangue,8436587600319,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Mascarpone Zanetti 500 GR,8002710333029,,['France'],[],[],?,411,42,"4,6","3,6",,,,,,,,,,,,,,,1720 kj(411 kcal),,,30,,,"4,6",,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,
1783,3554569000539,3554569000539,,['France'],"['AY FRANCE LALLIER CHAMPAGNE 1905 DEPUIS CHAMPAGNE LALLIER À AY FRANCE BLANC DE BLANCS Gollection Bermanente BLANC DE BLANCS BRUT Depuis 1906', 'LALLIER est une manufacture de prestigieux crus de Champagne', "" Notre Blanc de Blancs est synonyme d'exception"", "" Il est issu à 100% du cépage chardonnay cultivé sur les terroirs Grands Crus d'Ay-Champagne et Avize"", 'Cramant', 'Oger dans la célèbre Côte des Blancs', ' Subtil et racé', 'avec une somptueuse effervescence', ""il guidera les initiés de l'apéritif au dessert"", ' Since 1906', 'LALLIER is a manufacture of prestigious crus de Champagne', ' Our Blanc de Blancs goes synonym of exception', ' Its grapes come from 100% of chardonnay variety grown on the Grand Crus vineyards of Ay-Champagne and Avize', 'Cramant', 'Oger on the famous Côte des Blancs', ' Subtle and sophisticated', 'with sumptuous effervescence', 'it will accompany the insiders from the aperitive to the dessert', ' www', 'champagne-lallier', 'com']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,3113934000538,3113934000538,,['France'],['CHARLES VII'],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,5060321830040,5060321830040,"[""Fabriqué dans l'UE"", 'Entrepreneurs + Engagés']",['France'],"['n9-06 2017 40535 29-12-2418 Coch BACHATA ESPECIAL Espiritu Latino Premium Lager with a touch of rum flavour GBlngredients water', 'malted baorley,glucose synup', 'hop extract', 'rum', 'flavourings,citri ad Rertberfore see eck', ' ES: Cerveza aromatizada con ron', ' Ingredientes agua,cebodo maltede abe de glucosa', 'extracto de lupula', 'ron', 'aromas', 'acido citrico', ' Consumir preferentemente antes del ver cuello de botella', ' Producido en la UE', ' FR: Biere aromatisée au rhum', ' Ingredents eau', 'malt dorge', 'sirop de glucose', 'extrait de houblon', 'rhum', 'aromatiants acie ctrique']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
1786,3302930006044,3302930006044,['Fabriqué en France'],['France'],"['CASSE CAILLOUX 2014 APPELLATION TAVEL CONTROLÉE VMV Sélection', ""1'Excellence de la Vallée du Rhône sélectionnée pour vous par The Rhône Valley Excellence selected for you by VMV VMV Casse-Cailloux évoque le terroir calcaire de Tavel"", 'cassé en cailloux sous laction du gel', 'Expressif bouquet floral et fruité', ' Un vin généreux et bien équilibré avec une dominante aromatique de petits fruits rouges', ' booken into pebles by the frost', ' Complex floral - violet - and fruity bouquet', 'Generous and well-balanced wine with a dominant flavour of red berries', ' Case-Cailloux evokes the limestone soil of the Tavel area', 'PRODUIT DE FRANCE - PRODUCT OF FRANCE MIS EN BOUTEILLE AU DOMAINE PAR LE DOMAINE CORNE LOUP Vignerons à TAVEL - france VMV à BEDOIN FRANCE Tel', ': +33', '0', '490 128 809 www', 'bedoin', 'com Selectionné par 750ML 3 302930 006044']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,8002006914574,8002006914574,,['France'],"['La Delizia', ' PROSECCO Denominazione di Origine Controllata EXTRA DRY Spumantizzato da Produced and bottled by Viticoltori Friulani La Delizia S', 'c', 'a', ' Casarsa della Delizia - Italia 11% vol 750mle PRODOTTO IN ITALIA - PRODUCT OF ITALY Prosecco spumante dal colore giallo paglierino brillante e dal perlage fine e persistente', 'Profumo intenso', 'fruttato e fragrante', 'gusto fresco e piacevole', ' Ideale aperitivo', 'è ottimo anche a tutto pasto', ' Servire fresco a 6°-8°C', ' This sparkling Prosecco is bright straw yellow in colour with a fine and persistent perloge', 'Intense', 'fruity and fragrant bouquet,it is fresh and pleasant on the palate', ' ideal served as an aperitif', 'it is excellent also throughout the whole meal', ' Serve chilld at 6°-8°C LI6334 Contiene Soffi Conain Suphites Entral Sufite Cntient ulfies Indeholder Sulite renale Sulfer,Zwere Sarzypy Capepwin CynWTS Sialtha Sulitite 8 002006 914574']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,domaine de la Baume les mariés sauvignon blanc 2014 -,3500610044588,['Contient des sulfites'],['France'],[],[],?,?,?,?,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Pays d'Oc""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,['France'],,,,,,,,
1789,3760097395782,3760097395782,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Boromir Malai Extra,5941300000800,,['France'],[],[],?,344,"1,77","78,12","7,15",,,,,,,,,,,,,,,1439 kj(344 kcal),,,"0,24",,,"0,89",,,"0,006",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,
1791,Favorina Mini Butter Stollen,20614805,,['France'],[],[],?,375,"13,8","55,6","5,3",,,,,,,,,,,,,,,1569 kj(375 kcal),,,"8,9",,,33,,,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,
1792,Pâté en croute - Picard - 180g,3270160891238,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,236,16,"9,1",14,180 g,,['Picard'],,,,,,,,,,,,987 kj(236 kcal),,,8,,,"0,8",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,['Picard'],,,,,
1793,Complexe anti-imperfections bio,3700446497163,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Le the merveilleux - Palais Des Thés,3700256730788,,['France'],[],[],?,?,?,?,?,,,['Palais Des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Malo,3278691220117,,['France'],[],[],?,?,?,?,?,,,['Malo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Collaforce Super 450G dietmed,5605481112423,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Mini viennoiseries pur beurre,0204004021652,,['France'],[],[],?,378,19,44,"6,9",,,,,,,,,,,,,,,1582 kj(378 kcal),,,13,,,13,,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1798,Saucisson - Montorsi,80536352,,['France'],[],[],?,328,22,0,32,,,['Montorsi'],,,,,,,,,,,,1372 kj(328 kcal),,,"7,1",,,0,,,"3,6",,"1,44",,,,,,,,,,,,,,,,,,,,,,,,
1799,"Spaghetti Hartweizen, Girolomoni",8032891760062,,['France'],[],[],?,358,"1,6","73,2",11,,,,,,,,,,,,,,,1498 kj(358 kcal),,,"0,4",,,3,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1800,Melange gourmand,3700956804116,,['France'],[],[],?,511,34,37,15,,,,,,,,,,,,,,,2138 kj(511 kcal),,,"4,1",,,"24,7",,,"0,012",,"0,005",,,,,,,,,,,,,,,,,,,,,,,,
1801,Kombucha Fruit Rouges,3770003933175,,['France'],[],[],?,28,"0,1",7,"0,1",,,,,,,,,,,,,,,117 kj(28 kcal),,,"0,1",,,7,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1802,Abc Sambal Extra Pedas,0711844120082,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Miel d'arbousier des landes -  - 500g,3770002620199,,['France'],[],[],?,?,?,?,?,500g,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', ""Miels d'arbousier""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Landes'],,,,,,,,
1804,Lifeforce Natural Smooth Peanut Butter (170 Grams),5098732003807,,['France'],[],[],?,649,50,22,24,,,,,,,,,,,,,,,2715 kj(649 kcal),,,"6,9",,,4,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1805,Ferrero Rocher noir noisette et caramel à la pointe de sel,3760113473821,,['France'],[],[],?,563,"37,9","48,2","5,1",,,['Ferrero'],,,,,,,,,,,,2356 kj(563 kcal),,,"22,6",,,"44,3",,,"0,178",,"0,071",,,,,,,,,,,,,,,,,,,,,,,,
1806,Abricots secs - 500g,3580281205891,,['France'],[],[],?,?,?,?,?,500 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,
1807,Miel bio de Sapin - La Ruche aux Délices,3088541004951,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,?,?,?,,,['La Ruche aux Délices'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sapin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1808,Saint-James O.P. Sri Lanka - Palais des Thés - 40g,3700256703577,,['France'],[],[],?,?,?,?,?,40 g,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,pineau des Charentes,3242890002574,,['France'],[],[],?,?,?,?,?,,['bouteille de 1L'],['pineau des Charentes'],"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,,,,,,
1810,Confiserie au miel - 150g,3376803510044,['Sans colorants'],['France'],[],[],?,?,?,?,?,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,3259866692912,3259866692912,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,boisson gazeuse,7613034088765,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,epoisses - Germain,3336660022173,,['France'],[],[],?,290,24,1,17,,,['Germain'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Époisses']",24 g,en quantité élevée,17 g,en quantité élevée,0.3 g,en faible quantité,1.8 g,en quantité élevée,,+1%,1213 kj(290 kcal),+1%,+1%,17,+1%,+27%,"0,3",+111%,0%,"1,8",-2%,"0,72",-2%,15,-1%,D,-1%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,"['FR 52.405.001 CE', 'Prauthoy (Haute-Marne, France)']",,,,,,,
1814,Glace a la vanille de madagascar avec kinder bueno - Glace de la Ferme,8718531520240,,['France'],[],[],?,300,20,"24,9","5,2",,,['Glace de la Ferme'],,,,,,,,,,,,1255 kj(300 kcal),,,"11,6",,,"21,7",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1815,Kiri,01525130,,['France'],[],[],?,305,29,2,9,,,['Kiri'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",29 g,en quantité élevée,19.4 g,en quantité élevée,2 g,en faible quantité,1.4 g,en quantité modérée,,-7%,1276 kj(305 kcal),-7%,+9%,"19,4",+9%,+65%,2,+170%,-56%,"1,4",+8%,"0,56",+8%,14,+2%,D,+2%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
1816,Suc De Canne Integral (450 GR) - Jean Hervé - 450g,3390390003154,['Bio'],['France'],[],[],?,395,0,96,0,450g,,['Jean Hervé'],,,,,,,,,,,,1653 kj(395 kcal),,,0,,,96,,,"0,009",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1817,Fondant chocolat menthe - Mamie Nova,3456770913403,,['France'],[],[],?,147,"7,8",15,"3,6",,,['Mamie Nova'],,,,,,,,,,,,615 kj(147 kcal),,,5,,,14,,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,
1818,chasselas - apifood - 500g,3700789807018,"['Bio', 'Bio européen', 'FR-BIO-16']",['France'],[],[],?,?,?,?,?,500 g,['Barquette'],['Apifood'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,A,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,,,,,,['carrefour market Ploubalay'],,,,,
1819,Pain complet,,,['France'],[],[],?,261,"1,6",53,"8,7",,,,,,,,,,,,,,,1092 kj(261 kcal),,,"0,3",,,"2,6",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
1820,Glace crunch - Nestlé,3274664137519,,['France'],[],[],?,269,15,30,"2,8",,,['Nestlé'],,,,,,,,,,,,1125 kj(269 kcal),,,"9,3",,,27,,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,
1821,3183280020795,3183280020795,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Rouelle jambon porc à rôtir,0204370052809,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 53062E', 'Château-Gontier (Mayenne, France)']",,,,,,,
1823,Glace façon rocher coco ananas - Nestlé,3274664135102,,['France'],[],[],?,241,11,33,"1,9",,,['Nestlé'],,,,,,,,,,,,1008 kj(241 kcal),,,"4,8",,,28,,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,
1824,8421352002016,8421352002016,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Capsule végétale de café - Legal,3227540503267,,['France'],[],[],?,?,?,?,?,,,['Legal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,3439495107265,3439495107265,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,3580253008628,3580253008628,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 34050A', 'Candillargues (Hérault, France)']",,,,,,,
1828,Extra Virgin olive Oil,5200132693032,,['France'],[],[],?,823,91,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,3443 kj(823 kcal),-4%,-5%,13,-7%,,0,,,0,-100%,0,-100%,6,-2%,C,-2%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1829,Chipolatas porc,3345100002712,['Sans colorants'],['France'],[],[],?,?,?,?,?,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,
1830,Refresco de limón - Aliada,8433329063197,,['France'],[],[],?,34,"0,5","8,3",0,,,['Aliada'],,,,,,,,,,,,142 kj(34 kcal),,,0,,,"7,7",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1831,Riz mexicain paprika reis-fit,4006237641920,,['France'],[],[],?,187,"4,6",32,"3,4",,,,,,,,,,,,,,,782 kj(187 kcal),,,"0,7",,,"1,4",,,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,
1832,Flapjacks - 40g,5099801002127,,['France'],[],[],?,477,27,51,"5,8",40 g,,,,,,,,,,,,,,1996 kj(477 kcal),,,12,,,22,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
1833,Beugnets,,,['France'],[],[],?,310,"9,7",49,"6,7",,,,,,,,,,,,,,,1297 kj(310 kcal),,,"1,5",,,20,,,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,,
1834,Cerneaux de noix Extra Fidafruit,5410781052504,,['France'],[],[],?,690,64,"10,6","14,7",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",64 g,en quantité élevée,6 g,en quantité élevée,3.4 g,en faible quantité,0.00425 g,en faible quantité,,+1%,2887 kj(690 kcal),+1%,-0%,6,+2%,+8%,"3,4",+6%,-2%,"0,004",-73%,"0,002",-73%,3,+16%,C,+16%,D,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,
1835,Préparation de fromage fouetté au saumon,3760105176570,,['France'],[],[],?,192,15,"2,3",12,,,,,,,,,,,,,,,803 kj(192 kcal),,,"7,6",,,"2,2",,,"1,06",,"0,424",,,,,,,,,,,,,,,,,,,,,,,,
1836,Craquantes amandes - 1000g,3571373888870,,['France'],[],[],?,450,14,71,16,1000 g,,,,,,,,,,,,,,1883 kj(450 kcal),,,"1,2",,,37,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1837,Chewing gum au charbon actif,3701063805461,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Roggenvollkornbrot mit Kürbiskernen - 500g,2009010021232,,"['France', 'Allemagne']",[],[],?,?,?,?,?,500 g,"['Kunststoff', 'Dose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Pâtée pour chat -,20809812,,['France'],[],[],?,786,36,"6,8","5,9",,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats']",36 g,en quantité élevée,36 g,en quantité élevée,0.1 g,en faible quantité,10 g,en quantité élevée,,+388%,3289 kj(786 kcal),+388%,+256%,36,+582%,+192%,"0,1",+67%,-39%,10,+675%,4,+675%,,,,,,,,,,,,,,,,,,,,,,,
1840,Clément,3107460008380,,['France'],[],[],?,?,?,?,?,,,['Clément'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Coviran,8422823080113,,['France'],[],[],?,?,?,?,?,,,['Coviran'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Nature Active Bio,4099200219691,['Bio'],['France'],[],[],?,?,?,?,?,,,['Nature Active Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,3760262770185,3760262770185,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Pic Saint Loup - Bois Saint-Jean,3760043172443,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,IPA beer Oppigårds Bryggeri,7350016991001,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Shortbreads chocolat orange - Palais Des Thés,3700256704666,,['France'],[],[],?,529,"29,6","59,7","5,1",,,['Palais Des Thés'],,,,,,,,,,,,2213 kj(529 kcal),,,"18,9",,,"24,5",,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
1847,7610029133547,7610029133547,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Noix d'Amazonie,3760205500763,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],?,705,"68,2","2,7","14,1",,,,,,,,,,,,,,,2950 kj(705 kcal),,,"16,4",,,"2,2",,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,
1849,Confiture de pêche - Maison Herbin - 230g,3355430002368,,"['France', 'Allemagne']","['SUCRE', 'PÊCHE', 'PECTINE PRÉPARÉE AVEC 54g DE FRUIT POUR 100g']",[],999,233,"0,1",56,"0,6",230g,,['Maison Herbin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",0.1 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0 g,en faible quantité,+7%,+8%,999 kj(233 kcal),+11%,-47%,0,-100%,+7%,56,+11%,+36%,0,-100%,0,-100%,11,+19%,D,+19%,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,4,['Maison Herbin'],['E440 - Pectines'],,,,
