,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,quantity,packaging,ingredients_origins,generic_name,allergens,additives,nova_score,palm_ingredients,manufacturing,link,markets,producer_info
1623,Epaule de porc fumée,2203729045859,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Weiss Baumkuchen Spitzen,4035472738508,['France'],[],[],?,468,1958 kj(468 kcal),"26,8","16,8","50,2","41,2",6,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,"Orange à jus, variété Tarocco",8034041470296,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Huile de coco,72861431,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Croissant pur beurre,2308835000010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Confiture bio,3469671255091,['France'],[],[],?,216,904 kj(216 kcal),"0,2","0,1","54,8","53,2","0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Beurre,3359053164564,['France'],[],[],?,732,3063 kj(732 kcal),80,55,1,1,"0,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.746.030 CE', 'Saint-Étienne-au-Mont (Pas-de-Calais, France)']",,,,,,,,,,,,,
1630,7917721286008,7917721286008,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Escalope de dinde à la milanaise,2255104080887,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,,,
1632,Les sablés de la mer,3770009162463,['France'],[],[],?,398,1665 kj(398 kcal),"14,3","9,1","58,52","19,9","7,02","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Parvarda Candy/bonbons/конфеты,4620005915329,['France'],[],[],?,391.5,1638 kj(391 kcal),0,0,97,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,infusion ananas-coco,3760057471600,['France'],[],[],?,50,209 kj(50 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Tadim sonnenblumenkerne,8690787901106,['France'],[],[],?,559,2339 kj(559 kcal),"39,3",6,"18,1","4,7","27,4","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Cápsulas FURORE para Nespresso,8412956010101,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Yaourt brassé,3564706578821,['France'],[],[],?,103,431 kj(103 kcal),"2,7","1,8",16,15,"3,7","0,1","0,04",,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Clif Bar Macadamia,0722252153098,['France'],[],[],?,411,1720 kj(411 kcal),11,"2,7",62,31,13,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Truite fumée élevée en mer,3760253432429,['France'],[],[],?,164,686 kj(164 kcal),8,"1,3","0,5","0,5",23,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Hache au boeuf,3263859860622,['France'],[],[],?,244,1021 kj(244 kcal),20,"8,9","3,1","1,5",13,"0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Jambon cuit supérieur aux 3 noix,2210248050516,['France'],[],[],?,161.6,676 kj(161 kcal),"9,5","1,1","0,9","0,6","18,1","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,WOK ASIATIQUE CREVETTES,0208940044010,['France'],[],[],?,103,431 kj(103 kcal),"2,7","0,8","8,2","1,3",11,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Poulet émincé mariné,2618529052547,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Brioche Nanterre 400gr,0255048016401,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Tisane Glacée buddha amacha & framboise,3760075770808,['France'],[],[],?,16,67 kj(16 kcal),0,0,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Huile d’olive,8018440000025,['France'],[],[],?,828,3464 kj(828 kcal),92,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Gnocchi a poeler,3240931545646,['France'],[],[],?,183,766 kj(183 kcal),"2,7","0,3",33,1,5,"1,1","0,44",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchis cuits', 'Gnocchi à poêler']","['Nutriscore', 'Nutriscore B']",2.7 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,1.1 g,en quantité modérée,,-10%,-10%,-34%,-78%,-1%,-44%,-15%,-17%,-17%,3,-49%,C,-49%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,,,
1648,Poelee duo de poisson,2416889043621,['France'],[],[],?,124,519 kj(124 kcal),"7,1","1,1","1,7","1,2",13,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Miel de Manuka,9421027843752,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Jambon fumé,0281460016408,['France'],[],[],?,126,527 kj(126 kcal),"4,4","4,4","0,5",0,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Thé Traditionel Coréen aux Prunes 580g,0761898737750,['France'],[],[],?,248,1038 kj(248 kcal),0,0,"61,7",58,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,ANDOUILLETTE PANNEE,2628450039340,['France'],[],[],?,224,937 kj(224 kcal),16,"6,2","1,6","0,9",18,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.043.005 CE', 'Chaponost (Rhône, France)']",,,,,,,,,,,,,
1653,Milkkan chiot,3595890242595,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Wok asiatique,2868071023094,['France'],[],[],?,17,71 kj(17 kcal),"0,3","0,01","2,9","1,3","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,2 filets de poulet fermier,2860294033911,['France'],[],[],?,20,84 kj(20 kcal),0,0,0,0,95,"0,2","0,08",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,,-85%,-85%,-100%,-100%,-100%,-100%,+317%,-73%,-73%,-5,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1656,Mélange de fruits déshydratés aromatisés en cube,2600304025846,['France'],[],[],?,344,1439 kj(344 kcal),0,0,85,72,0,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Tartare aux algues de Bretagne et olives - La belle-iloise - 100g,3660088167438,['France'],"['Algues* ', 'kombu royal', 'wakamé', ' ', '32,4%', 'olives noires ', '12%', 'tomates mi-séchées', 'oignons rouges ', '11,5%', ""huile d'olive vierge extra"", 'artichauts', 'eau', 'jus de citron jaune', 'plantes aromatiques', 'citrons confits ', 'citron', 'eau', 'sel', 'vinaigre de Xérès', 'extrait de levure ', 'contient de l’orge', ' \r* Origine : Bretagne']",[],525,127,525 kj(127 kcal),"10,5","1,5","3,9","2,1","2,2","1,2","0,48",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Produits de la mer', 'Aliments à base de plantes en conserve', 'Algues et dérivés', 'Algues en conserve', 'Algues kombu', 'Algues wakame', ""Tartares d'algues""]",,10.5 g,en quantité modérée,1.5 g,en quantité modérée,2.1 g,en faible quantité,1.2 g,en quantité modérée,,-4%,-5%,+272%,+259%,-23%,+232%,-73%,-79%,-79%,6,-18%,C,-18%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['La belle-iloise'],100 g,['Verre'],"['France', 'Bretagne']",Préparation à base d’algues de Bretagne et d’olives,['Gluten'],,3,,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/pour-l-apero-010,['La belle-iloise'],
1658,Thé Bright Day,8718537551439,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Bubble gum melon,8410525212475,['France'],[],[],?,332,1389 kj(332 kcal),0,0,83,74,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Tartare aux algues de Bretagne - La belle-iloise - 100g,3660088167445,['France'],"['Algues* ', 'kombu royal', 'wakamé', ' ', '32,4%', 'olives noires ', '12%', 'tomates mi-séchées', 'oignons rouges ', '11,5%', ""huile d'olive vierge extra"", 'artichauts', 'eau', 'jus de citron jaune', 'plantes aromatiques', 'citrons confits ', 'citron', 'eau', 'sel', 'vinaigre de Xérès', 'extrait de levure ', 'contient de l’orge', ' \r* Origine : Bretagne']",[],525,127,525 kj(127 kcal),"10,5","1,5","3,9","2,1","2,2","1,2","0,48",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Produits de la mer', 'Aliments à base de plantes en conserve', 'Algues et dérivés', 'Algues en conserve', 'Algues kombu', 'Algues wakame', ""Tartares d'algues""]",,10.5 g,en quantité modérée,1.5 g,en quantité modérée,2.1 g,en faible quantité,1.2 g,en quantité modérée,,-4%,-5%,+272%,+259%,-23%,+232%,-73%,-79%,-79%,6,-18%,C,-18%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['La belle-iloise'],100 g,['Verre'],"['France', 'Bretagne']",Préparation à base d’algues de Bretagne et d’olives,['Gluten'],,3,,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/pour-l-apero-010,['La belle-iloise'],
1661,Préparation pour brouillade de truffes,0779998860001,['France'],[],[],?,357,1494 kj(357 kcal),"35,4","24,4","6,4","0,8",3,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Risotto cremeux aux champignons,3256228581488,['France'],[],[],?,173,724 kj(173 kcal),"3,3","1,3",32,"0,5","3,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Gelee de framboise,3701164000079,['France'],[],[],?,328,1372 kj(328 kcal),"0,18","0,01","76,87","76,4","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Fruit snack,7640122994974,['France'],[],[],?,312,1305 kj(312 kcal),"0,8","0,2","72,8","67,9","0,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Chili de maquereau - La belle-iloise - 300g,3660088166899,['France'],"['Filets de maquereaux ', '25%', 'tomates ', '21,5%', 'eau', 'haricots blancs ', '11,5%', 'oignons', 'maïs doux', 'carottes', 'poivrons rouges', 'huile de colza', 'plantes aromatiques', 'fécule de pomme de terre', 'épices dont cumin ', '0,5%', 'sel']","['Non végétalien', 'Non végétarien']",614,148,614 kj(148 kcal),"8,9","1,6","7,7",2,"7,5","0,86","0,344",,"['Conserves', 'Plats préparés', 'Plats préparés au poisson', 'Plats préparés en conserve']",,8.9 g,en quantité modérée,1.6 g,en quantité modérée,2 g,en faible quantité,0.86 g,en quantité modérée,+41%,+38%,+38%,+91%,+7%,-1%,+27%,+23%,-5%,-5%,1,-12%,B,-12%,,,,,,,,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['La belle-iloise'],300 g,"['Verre', 'Bocal']",,"Recette cuisinée à base de maquereau, de tomates  et de haricots blancs",['Poisson'],,3,,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/petits-plats-0129,['La belle-iloise'],
1666,mélange exotique fruits secs - grand frais,2600129023485,['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks salés', 'Apéritif']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['grand frais'],,['sac plastique'],,,,,,,,,,
1667,Serophan,5400433250310,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Marinade MAROCAINE,3683080552651,['France'],[],[],?,20,84 kj(20 kcal),"1,5","0,2",0,0,0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Lasagne bolognaise,0207663016144,['France'],[],[],?,178,745 kj(178 kcal),"8,8","3,2",14,"3,4","9,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Petit plat Indie Veggie - La belle-iloise - 300g,3660088166943,['France'],"['Légumes ', '62%', ' ', 'Poivrons rouges', 'carottes', 'oignons', 'châtaignes d’eau', 'pois chiches ', 'pois chiches secs trempés', 'eau', 'sel', 'haricots noirs', 'haricots mungo', ' eau', 'crème de noix de coco', 'algues ', 'spaghettis de mer', ' ', '7,3%', 'huile de colza', 'plantes aromatiques', 'amidon de pomme de terre', 'épices dont curry', 'sel', 'extrait de levure ', 'contient de l’orge']",[],454,109,454 kj(109 kcal),"5,5","2,1",10,"2,4","3,3","0,73","0,292",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Plats préparés', 'Algues et dérivés', 'Algues spaghetti de mer', 'Plats préparés aux algues', 'Plats préparés aux légumes']",,5.5 g,en quantité modérée,2.1 g,en quantité modérée,2.4 g,en faible quantité,0.73 g,en quantité modérée,-34%,-43%,-43%,-21%,+121%,-16%,+107%,-67%,-63%,-63%,2,-69%,B,-69%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['La belle-iloise'],300 g,"['Bocal', 'Verre']",,Recette cuisinée à base de légumes et d’algues,['Gluten'],,3,,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/petits-plats-0129,['La belle-iloise'],
1671,Chips la legere,6356920409060,['France'],[],[],?,469,1962 kj(469 kcal),"23,9","1,6","54,2","0,7","6,8","1,52","0,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Emietté de maquereau au cœur d’Argoat - La belle-iloise - 160g,3660088165540,['France'],"['Filets de maquereaux ', '43%', 'huile de colza', 'cœurs d’artichauts ', '9%', 'topinambour', 'eau', 'graines de sarrasin grillées ', '4%', 'vinaigre d’alcool', 'tomates mi-séchées ', '2%', 'ail ', '1%', 'persil ', '0,8%', 'fécule de manioc', 'sel', 'laitue de mer', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1069,258,1069 kj(258 kcal),20,"2,9","7,1","1,4",11,"0,85","0,34",,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Maquereaux', 'Maquereaux en conserve']",,20 g,en quantité modérée,2.9 g,en quantité modérée,1.4 g,en faible quantité,0.85 g,en quantité modérée,+27%,+26%,+27%,+34%,-10%,+414%,+87%,-25%,-14%,-14%,3,-27%,C,-27%,,,,,,,,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['La belle-iloise'],160 g,['Conserve'],,Emietté de maquereau au cœur d’Argoat,['Poisson'],,3,,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/maquereau-07,['La belle-iloise'],
1673,Nuss,4008258312018,['France'],[],[],?,504,2109 kj(504 kcal),29,"3,8",43,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Emietté de maquereau au cœur d’Argoat - La belle-iloise - 160g,3660088165564,['France'],"['Filets de maquereaux ', '43%', 'huile de colza', 'cœurs d’artichauts ', '9%', 'topinambour', 'eau', 'graines de sarrasin grillées ', '4%', 'vinaigre d’alcool', 'tomates mi-séchées ', '2%', 'ail ', '1%', 'persil ', '0,8%', 'fécule de manioc', 'sel', 'laitue de mer', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1069,258,1069 kj(258 kcal),20,"2,9","7,1","1,4",11,"0,85","0,34",,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Maquereaux', 'Maquereaux en conserve']",,20 g,en quantité modérée,2.9 g,en quantité modérée,1.4 g,en faible quantité,0.85 g,en quantité modérée,+27%,+26%,+27%,+34%,-10%,+414%,+87%,-25%,-14%,-14%,3,-27%,C,-27%,,,,,,,,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['La belle-iloise'],160 g,['Conserve'],,Emietté de maquereau au cœur d’Argoat,['Poisson'],,3,,"['Quiberon', 'France']",https://www.labelleiloise.fr/fr/maquereau-07,['La belle-iloise'],
1675,Jambon traditionnel - Saint alby,2205876002273,['France'],"['97% viande de porc ', 'Origine : UE', 'sel', ""extraits d'épices"", 'épices', 'dextrose', ""vinaigre d'alcool"", 'antioxydant : ascorbate de sodium', ' conservateur : nitrite de sodium ', ' fumée de bois de hêtre', ' Conseil : pour plus de saveur', 'sortir le jambon de son embaliage 5 minutes avant de le déguster']","['Non végétalien', 'Non végétarien']",525,125,525 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore B']",4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,+4%,-5%,-4%,-6%,-18%,+49%,-16%,-5%,+2%,+2%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['DE RP-03001 EG'],['Saint alby'],,"['Plastique', 'Barquette', 'Film en plastique']",,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,
1676,Heets teak selection,7622100776062,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,"Dennree Rooibostee,1,5 GR,20 BTL Packung",4021851481431,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Feuillette comte,3451380005340,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Gaufres de liège,3770014543141,['France'],[],[],?,434,1816 kj(434 kcal),"22,4","8,8","51,9","22,4",7,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Moelleux aux figues pour beurre,3760112140694,['France'],[],[],?,458,1916 kj(458 kcal),17,10,67,35,"7,5","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Altanu,2622328048809,['France'],[],[],?,1394,5832 kj(1394 kcal),27,18,3,"0,9",20,"3,09","1,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Noisettes grillees caramelisees,2600401037650,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Poulet aux légumes,3701411000333,['France'],[],[],?,68.8,288 kj(68 kcal),"3,2","0,7","3,9",0,6,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Ceci di tipo messicano,8008703158785,['France'],[],[],?,371,1552 kj(371 kcal),"7,2","0,9","51,2",4,"20,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Rice Choc,5412860004701,['France'],[],[],?,554,2318 kj(554 kcal),36,22,57,43,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,All butter shortbread,5060028801732,['France'],[],[],?,558,2335 kj(558 kcal),"29,3","18,3","70,2","25,1","3,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Gusto alla vita arachidi jumbo,8001735006048,['France'],[],[],?,618,2586 kj(618 kcal),50,"7,1",11,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Pasta bowl,2420379030442,['France'],[],[],?,45,188 kj(45 kcal),"7,05","0,93","11,69","4,65","4,74","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,H20,5600961116397,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,La merenda dei bambinIGPera e cereali,8001040199046,['France'],[],[],?,333.79,1397 kj(333 kcal),5,"0,1","18,1","13,2","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Senatore cappelli spaghetti n°5,8009385145056,['France'],[],[],?,357,1494 kj(357 kcal),"1,7","0,3",71,"2,2",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Tartelettes poire cacao x2,3263858084616,['France'],[],[],?,300,1255 kj(300 kcal),16,"8,9",32,20,5,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Parmigiano reggiano,2200507042567,['France'],[],[],?,402,1682 kj(402 kcal),30,20,0,0,32,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Jongga Premium Kimchi - 500g,19284781,['France'],"['Chou', 'radis', 'Amidon de riz ', 'Poudre de riz', 'Eau', 'sel', 'poudre de poivron rouge', 'ail', 'sauce base de Brech ', 'extrait de varech', 'sorbitol', 'E421', 'ciboulette', 'Poireau', 'Sirop de mais riche en fructose', ""Sauce d'anchois fementé "", 'Anchois', 'sel', 'Oignon', 'Sauce de crevettes fermentées ', 'crevettes', 'sel6', 'Bactéries lactiques', 'Gingembre']","['Non végétalien', 'Non végétarien']",150,?,150 kj(36 kcal),"0,1",0,"7,2","1,5","2,1","1,8","0,72",,"['Epicerie', 'Sauces', 'Sauces aux légumes']",,0.1 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,1.8 g,en quantité élevée,-57%,,-62%,-98%,-100%,+5%,-70%,+27%,+70%,+70%,5,+160%,C,+160%,,,,,,,,,['Jongga'],500g,,,,"['Crustacés', 'Poisson']","['E420 - Sorbitol', 'E421 - Mannitol']",4,,['Korea'],,,
1695,Purée De Pommes Et Fraises Sans Sucre Ajouté,3288310842566,['France'],[],[],?,51,213 kj(51 kcal),0,0,12,1,0,"0,5","0,2",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Thon a l’huile de coco,5034210522682,['France'],[],[],?,377.4,1579 kj(377 kcal),"35,5","31,8",0,0,"14,5","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Prince Vladimir,3585810087788,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Mozzarella fiordilatte senza lattosio,8002670002966,['France'],[],[],?,214,895 kj(214 kcal),16,11,"0,5","0,5",17,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Kusmi Tea - Chocolate-Mint - 125g,3585804000502,['France'],['Thé noir de Chine aromatisé chocolat et menthe'],[],?,?,,?,,?,,?,,,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés aromatisés']",,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Kusmi Tea'],125g,['boite métallique'],,,,,,,,,,
1700,Petit pois,4056489194231,['France'],[],[],?,81,339 kj(81 kcal),"0,8","0,1","9,3","3,3","6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Jus de pomme,3760195902653,['France'],[],[],?,150,628 kj(150 kcal),"0,5","0,1",11,10,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Compote de cerise blanche,4850013280717,['France'],[],[],?,60,251 kj(60 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
