,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,manufacturing,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,markets,allergens,traceability_code,link,additives,generic_name,palm_ingredients
1139,Single malt scotch whisky,5060532807558,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Extra voglia pizza extra sottile formaggi,8014294302674,['France'],[],[],?,249,"9,5",28,11,1042 kj(249 kcal),"5,6","3,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Confiture de fraise de Carpentras - Le jardin de Claire,3700876918351,['France'],[],[],?,180,0,45,0,753 kj(180 kcal),0,45,0,0,,,['Le jardin de Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,0 g,en faible quantité,0 g,en faible quantité,45 g,en quantité élevée,0 g,en faible quantité,,-17%,-17%,-100%,-100%,-15%,-11%,-100%,-100%,-100%,10,+15%,C,+15%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
1142,Jambon cuit Ac blanc x4,2248966017122,['France'],[],[],?,126,"4,4","0,5",21,527 kj(126 kcal),"1,6",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Bonhomme pain d’épices 110g,4000379030710,['France'],[],[],?,353,"0,7",80,"6,3",1477 kj(353 kcal),"0,2",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Edel-rinderschinken,4030068012000,['France'],[],[],?,189,"3,5","0,9","38,5",791 kj(189 kcal),"1,5","0,6",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Basil seed drink with passion fruit,8855044040978,['France'],[],[],?,52,0,13,0,218 kj(52 kcal),0,"12,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Les milanaises,0217217031295,['France'],[],[],?,126,"1,3","6,6",22,527 kj(126 kcal),"0,4","6,6","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Pains aeymes,2177564300742,['France'],[],[],?,365,"0,6","77,8",10,1527 kj(365 kcal),"0,12","2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Caramel pain d'épices,3561770400188,['France'],[],[],?,418,"12,5",72,"4,3",1749 kj(418 kcal),7,"47,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,SnackKiamo,8053504210125,['France'],[],[],?,476,"21,8",59,"9,7",1992 kj(476 kcal),"2,6",6,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Abricot sec,2280087015359,['France'],[],[],?,?,?,?,?,,,,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,D,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,
1151,Uzum pekmezi,8698529310292,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Attrape-Coeur,3331480013684,['France'],[],[],?,217,10,26,"5,3",908 kj(217 kcal),"6,5",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Fleur de sel aromatisée,3544763003009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Effiloche de canrad puree de patate douce - Seazon,3701456305592,['France'],[],[],?,159,9,8,9,665 kj(159 kcal),4,2,1,"0,4",,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,P'tite danette bio,29000296,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Filet de poulet roti au four,0207960013259,['France'],[],[],?,119,"1,5","1,3",25,498 kj(119 kcal),"0,4","1,3",2,"0,8",,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,1.5 g,en faible quantité,0.4 g,en faible quantité,1.3 g,en faible quantité,2 g,en quantité élevée,,-9%,-8%,-48%,-46%,+171%,+435%,+10%,+167%,+167%,4,,C,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1157,Passata,8001440130199,['France'],[],[],?,30,"0,1","4,9","1,2",126 kj(30 kcal),"0,1","3,9","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Légumes pour potage surgelés,3700154800446,['France'],[],[],?,24,"0,5","3,1","1,3",100 kj(24 kcal),"0,1","2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Il grissino delle dolomiti con olio extra vergine di oliva,8018325002007,['France'],[],[],?,406,9,"67,5","13,8",1699 kj(406 kcal),"2,5","1,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Mostaza original sin gluten de,8410118028803,['France'],[],[],?,86,"4,7","7,6","3,3",360 kj(86 kcal),"0,3","2,8","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Mituso,4057824605900,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Minis mens poulet,3366760047257,['France'],[],[],?,194,"9,4",21,"5,5",812 kj(194 kcal),"1,2","1,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Rotelle di liquirizia,8016042037203,['France'],[],[],?,330,"0,8","75,6","4,2",1381 kj(330 kcal),"0,33","39,78","0,945","0,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Biere Emmer Bier,4027013373378,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Here comes the sun fruit tea,4260653260053,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,La Bûche de chèvre biologique,2151990010628,['France'],[],[],?,265,21,3,19,1109 kj(265 kcal),15,"0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Tofu naturale,3273227588393,['France'],[],[],?,149,9,"0,7",16,623 kj(149 kcal),"1,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Fraise d'Orgeval,06358396,['France'],[],[],?,5,5,9,8,21 kj(5 kcal),3,5,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Sfoglia bio,3392590202641,['France'],[],[],?,384,21,"39,2","5,8",1607 kj(384 kcal),"10,1","3,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Reblochon de savoie AOP,2279252024340,['France'],[],[],?,338,28,"0,6",21,1414 kj(338 kcal),22,"0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Jalbon traditionnel,2205870004013,['France'],[],[],?,125,"4,5",1,20,523 kj(125 kcal),"1,5","0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,336070475997,336070475997,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Filets de poulet,0219965043698,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1174,Confit de foie de porc à l'ancienne,2871754015224,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Cervelas obernois,2280533023099,['France'],[],[],?,332,31,"0,5",13,1389 kj(332 kcal),13,"0,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Orange Zimt,20155001,['France'],[],[],?,2,"0,1","0,3","0,2",8 kj(2 kcal),"0,1","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,marker,4007817319123,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Sauce bolognaise,6450290024431,['France'],[],[],?,75,"3,7",6,"3,6",314 kj(75 kcal),"1,7","4,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Ramicou,3422891284012,['France'],[],[],?,372,36,"0,9",11,1556 kj(372 kcal),13,"0,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Barre croustillantechocolat praliné,13639372,['France'],[],[],?,391,12,37,23,1636 kj(391 kcal),5,13,"0,206","0,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Croc de poulet,9413430067443,['France'],[],[],?,268,20,"8,3",14,1121 kj(268 kcal),"5,2","0,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Pâte d'Olive Noires,3760031990110,['France'],[],[],?,284,"27,5","3,4","1,7",1188 kj(284 kcal),"3,18","0,2","3,45","1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Comté 12 mois extra 32%MG,2601112047365,['France'],[],[],?,418,35,0,27,1749 kj(418 kcal),23,0,"0,86","0,344",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.86 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+3%,+3%,13,0%,D,0%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1184,Sel et deux poivres,3183811060344,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Psyllium bio en poudre,3701269701574,['France'],[],[],?,189,"0,6","0,1","1,5",791 kj(189 kcal),"0,1","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Pesto trapanese con mandorle di avola,8003267890645,['France'],[],[],?,193,18,"4,9","1,8",808 kj(193 kcal),"4,2","3,2","1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,The vert matcha moult fe raisin,3770007351036,['France'],[],[],?,7,0,"1,8",0,29 kj(7 kcal),0,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,POULET FERMIER BIO,0226997050310,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Donut's,,['France'],[],[],?,440,26,46,"6,4",1841 kj(440 kcal),12,17,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Aceto blasamico - Fattorie Giacobazzi - 5litres,8007178415003,['France'],[],[],?,?,?,?,?,,,,,,5 litres,['Plastique'],['Fattorie Giacobazzi'],"['Vinaigres', 'Vinaigres balsamiques']",['en:certificat géographique'],,,,,,,,,,,,,,,,,,,,,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,
1191,Pave filet de porc,2200526030170,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,roquefort,2999252013716,['France'],[],[],?,379,32,"1,8",21,1586 kj(379 kcal),20,0,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Rumsteck,2630947028409,['France'],[],[],?,115,"2,3","0,6",23,481 kj(115 kcal),"0,8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Tasse chocolat lait bio,3274647201442,['France'],[],[],?,558,37,50,"6,6",2335 kj(558 kcal),22,48,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Filet de poulet,0211120036606,['France'],[],[],?,?,?,?,?,,,,0,0,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1196,bingo,5310206001424,['France'],[],[],?,542,"30,4","63,6","3,2",2268 kj(542 kcal),"27,2","57,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Pastilles Clear Voice,7640176730450,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Riccioli,8005121001372,['France'],[],[],?,355,"1,7",72,13,1485 kj(355 kcal),"0,9","3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Cuisses de poulet roties,2227549024733,['France'],[],[],?,175,"9,8","0,7",21,732 kj(175 kcal),"2,8","0,5",15,6,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,9.8 g,en quantité modérée,2.8 g,en quantité modérée,0.5 g,en faible quantité,15 g,en quantité élevée,,-8%,-9%,-21%,-16%,+120%,+223%,+14%,+1871%,+1871%,14,+297%,D,+297%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1200,Huile d'Olive Vierge Extra,3450720000861,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),"11,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Les galettes de blé noir,3346041499739,['France'],[],[],?,657,"1,9","30,4","5,6",2749 kj(657 kcal),"0,4","0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Love bears,5060276371001,['France'],[],[],?,210,0,84,0,879 kj(210 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Purée de pommes,3770014303073,['France'],[],[],?,63,0,15,0,264 kj(63 kcal),0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Sucre,09524378,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Bonbons miel des champs,3700343901947,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Légumes d'été mélangés,4850007721271,['France'],[],[],?,32,0,6,"1,8",134 kj(32 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Coop Magnesio Potassio 20BSX4G,8001120823915,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Tartelette abricot Karelea,29008438,['France'],[],[],?,361,13,67,"5,3",1510 kj(361 kcal),"2,9",1,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Crab classic,0715166044026,['France'],[],[],?,94.1176,0,"15,294","7,059",394 kj(94 kcal),0,"4,706","1,147","0,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Beignets de Carnaval,2600251028471,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Liquorice All Stars - Sostrene grenes - 90g,5701181883127,['France'],"['Sucre', 'sirop de glucose', 'FARINE DE BLE', 'mélasse de sucre de canne', '6,1% farine de coco', 'eau', 'gelatine ', 'porcine', 'extralt de réglisse', 'AMIDON DE BLE', 'cacao en poudre', 'arômes', 'émulsifiant ', 'E471', 'concentré de safran des teinturiers', 'colorants ', 'extrait de paprika', 'colorant a la betterave', 'huile de coco', ""agent d'enrobage "", ""cire d'abeilles"", ' Peut contenir des traces de soja et de dioxyde de soufre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,356,4,77,"2,3",1490 kj(356 kcal),"3,5",61,"0,05","0,02",90 g,['Sachet plastique'],['Sostrene grenes'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,['Danemark'],4,4 g,en quantité modérée,3.5 g,en quantité modérée,61 g,en quantité élevée,0.05 g,en faible quantité,,-15%,-15%,-73%,-46%,+16%,+23%,-45%,-66%,-66%,17,-7%,D,-7%,,,,,,,,,,['Sostrene grenes'],['Gluten'],,,"['E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160c - Extrait de paprika', ""E901 - Cire d'abeille"", 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,
1212,Tiramisù Fresco In Monoporzione - Conad,8003170044142,['France'],[],[],?,234,"8,8",31,"4,5",979 kj(234 kcal),"3,1",21,"0,16","0,064",,,['Conad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Nutella,80845379,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Dogajolo Toscano IGT 750ML,8003015700530,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Purée de Piments,3263850455261,['France'],[],[],?,38,1,"3,4","1,6",159 kj(38 kcal),"0,2","3,2","18,9","7,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,"Jus de pomme , pur fruits pressé",00775833,['France'],[],[],?,45,"0,3",10,"0,5",188 kj(45 kcal),0,10,"0,1","0,04",,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,0.3 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.1 g,en faible quantité,,-2%,-2%,+83%,-100%,-8%,-3%,+135%,+817%,+817%,4,-3%,C,-3%,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,
1217,Yaourt veloute,3442310000993,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Chiffonnade de jambon,0253100034967,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Tiramisu fresco,8015510000053,['France'],[],[],?,265,"9,7",36,"4,2",1109 kj(265 kcal),"7,6",19,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Marty's cracklyn,4800194179836,['France'],[],[],?,533,30,"56,7","6,7",2230 kj(533 kcal),"16,7","6,7","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Sucre Pure Canne,3520831230102,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,5053307043497,5053307043497,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Sel De Mer Piquant,0058854431204,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Néflier rouge,4897039370442,['France'],[],[],?,402,5,0,70,1682 kj(402 kcal),"2,8",0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Scotch pancakes,5029912043528,['France'],[],[],?,280,6,"51,2","7,7",1172 kj(280 kcal),"0,7","18,4","1,06","0,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Ail poudre,6234412820145,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Thé vert saveur rose,3585810080505,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Galettes feuillues x120,3148950052506,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Pomme de terre,3613851017959,['France'],[],[],?,75.2,"0,22","15,8",2,315 kj(75 kcal),"0,03","0,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Shield,7432044935995,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,9300633514068,9300633514068,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Confiture Abricot aux mandes,3760019911434,['France'],[],[],?,256,"0,1",62,"0,5",1071 kj(256 kcal),"0,01",61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Farine de campagne,10007,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Biscotti salute tradizionali biologici,8003183000708,['France'],[],[],?,398,"5,8","75,4","9,2",1665 kj(398 kcal),"0,8","14,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Fromage Blanc,3770012071158,['France'],[],[],?,87.8,40,"4,64","7,03",367 kj(87 kcal),"2,93","3,84","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Tisane Detox - Nature & partage,3770001361659,['France'],[],[],?,?,?,?,?,,,,,,,,['Nature & partage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,5051888254448,5051888254448,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Melange Tokio,2600803026245,['France'],[],[],?,467,21,55,13,1954 kj(467 kcal),"5,7",11,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Tajine Marrakesch,4021269041616,['France'],[],[],?,306,"2,2",60,"5,48",1280 kj(306 kcal),"0,48","47,48","6,1","2,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,2303400005346,2303400005346,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Jus pressé à froid,1000000003000,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Brioche Nanterre,0202896015094,['France'],[],[],?,396,18,49,"8,8",1657 kj(396 kcal),11,13,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Pain bucheron,0205954007871,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Sel aux herbes,3760308960280,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,03415414,03415414,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Jambon cuit supérieure 4 tranches,2379920001366,['France'],[],[],?,137,"5,82","0,9","20,2",573 kj(137 kcal),"2,13","0,8","1,87","0,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
