,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,quantity,markets,additives,link,palm_ingredients
347,4 Paupiettes de Dinde - Cora - 558g,2202186040087,C,['Cora'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à la dinde', 'Paupiettes de dinde']","['FR 41.238.001 CE', 'Savigny-sur-Braye (Loir-et-Cher, France)']",['France'],"['Farce de dinde 47% ', 'viande de dinde certifiée 33% origine : France', 'gras de porc acidifiants : lactate de potassium', 'acétate de sodium - sel - fécule de pomme de terre - épices - dextrose - arômes - antioxydant : acide ascorbique - poireaux deshydratés - plantes aromatiques - arômes de fumée', ' escalope de dinde certifiée 40% ', 'origine : France', ' - barde de porc 13 %']",,"['Non végétalien', 'Non végétarien']",,22 g,en quantité élevée,8.6 g,en quantité élevée,0.6 g,en faible quantité,1 g,en quantité modérée,?,,272,+67%,1138 kj(272 kcal),+68%,22,+178%,"8,6",+264%,"0,6",-93%,"0,6",-49%,17,+57%,1,+6%,"0,4",+6%,15,+440%,D,+440%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,"['Frais', 'Plastique']","['Viande-francaise', 'Certifié par Certipaq', 'Point Vert', 'Fabriqué en France', 'Volaille-francaise']",['France'],['France'],558 g,['Cora'],"['E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E300 - Acide ascorbique']",,
348,Paupiettes de Dinde - 630g,2202186045266,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,630 g,,,,
349,Reblochon bio,2202601032673,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['France'],[],,[],,27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,?,,328,+1%,1372 kj(328 kcal),+2%,27,+1%,19,+1%,"0,4",+9%,0,-100%,20,0%,"1,3",-3%,"0,52",-3%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Bio'],,,,,,,
350,Reblochon fruitier bio,2202601037265,C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['France'],[],,[],,27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,?,,328,+1%,1372 kj(328 kcal),+2%,27,+1%,19,+1%,"0,4",+9%,0,-100%,20,0%,"1,3",-3%,"0,52",-3%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,
351,Emmental français,2202931003091,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['France'],[],,[],,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
352,Emmental français - Etoile d or - 455g,2202932003090,D,"['Etoile d or', ""Etoile d'or""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['France'],['FROMAGE À PÂTE pressée CUITE'],['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,455 g,,,,
353,Emmental français,2202933003174,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['France'],[],,[],,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
354,Emmental français - Etoile D'or,2202934003074,D,"[""Etoile D'or""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']","['FR 52.332.001 CE', 'Val-de-Meuse (Haute-Marne, France)']",['France'],"['lait pasteurisé ', 'oti0irie France', 'sel', 'ferments lactiques lait', 'coagulant Conditionné sous atmosphère pro ettriceg A conserver entre +40C et +800 Non ouvert,']",,['Non végétalien'],,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
355,Emmental français - Etoile D’or,2202934003128,C,['Etoile D’or'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']","['FR 35.184.003 CE', 'Montauban-de-Bretagne (Ille-et-Vilaine, France)']",['France'],"['lait pasteurisé ', 'origine France', 'sel', 'ferments lactiques ', 'lait', 'coagulant']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
356,Emmental - Etoile D Or,2202935003141,,['Etoile D Or'],,,['France'],"['RANÇAIS r', 'À PÂT{PRESSÉE CUITE vscédients :Ìàit pasteurisé ', 'origine rance', 'sel', 'ferments lactiques ', 'lait', 'oagulant', ' nditionné sous atmosphère protectrice', ' A conserver entre +40C et +80C', ' Non ouvert', 'consommer de préférence avant le : voir étiquette ci-dessous', ' ouverture', 'à consommer sous 5 25 Faubourg des Balmettes FR-74000 Annecy 35', '184', '003 52', '332', '001 CE CE lettre située après la date de durabilité nimale identifie le site de production', ' DÉICLARATION']",['Lait'],['Non végétalien'],,,,,,,,,,?,,369,,1544 kj(369 kcal),,29,,19,,"0,5",,"0,5",,27,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
357,Emmental français - Étoile d'Or,2202937003057,D,"[""Étoile d'Or""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['France'],[],,[],,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
358,Emmental français - Etoile D’or De Lidl,2202937003101,C,['Etoile D’or De Lidl'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['France'],"['lait pasteurisé ', 'origine France', 'sel', 'ferments lactiques ', 'lait', 'coagulant']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,29 g,en quantité élevée,19 g,en quantité élevée,0.4 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,4",-15%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,['Lidl'],,,
359,Jambon traditionnel - Saint Alby,2202938003162,,['Saint Alby'],,,['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fumée de bois de hêtre', 'Conseil : pour plus de saveur', 'sortez le jambon de son emballage 5 minutes avant de le déguster']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,147,,615 kj(147 kcal),,7,,"3,5",,1,,"0,5",,20,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,
360,Emmental français - Étoile d'Or,2202939003062,D,"[""Étoile d'Or""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['France'],[],,[],,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
361,Emmental francais - Etoile D'or,2202939003086,C,"[""Etoile D'or""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['France'],"['lait pasteurisé ', 'origine France', 'sel', 'ferments lactiques ', 'lait', 'coagulant']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
362,Emmental - Étoile D'or,2202939003130,,"[""Étoile D'or""]",,,['France'],"['Lait pasteurisé ', 'origine France', 'sel', 'ferments lactiques ', 'lait', 'coagulant']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,369,,1544 kj(369 kcal),,29,,19,,"0,5",,"0,5",,27,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
363,Pancetta Dolce,2203069003878,,,,,['France'],[],,[],,,,,,,,,,?,,348,,1456 kj(348 kcal),,"26,3",,"11,2",,"3,1",,2,,"24,6",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,
364,Quenelles de truite,2203104000008,,,,,['France'],[],,[],,,,,,,,,,?,,213,,891 kj(213 kcal),,15,,"7,9",,11,,0,,"6,6",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,
365,"Ladynath, La Gui Gui",2203261036087,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Roti fume demi sel - Clermont,2203466033980,E,['Clermont'],"['Viandes', 'Porc', 'Rôtis de porc']","['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",['France'],[],,[],,3.8 g,en quantité modérée,1.5 g,en quantité modérée,0.9 g,en faible quantité,3 g,en quantité élevée,?,,119,-17%,498 kj(119 kcal),-16%,"3,8",-24%,"1,5",-28%,"1,2",+47%,"0,9",+44%,"19,9",-11%,3,+74%,"1,2",+74%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
367,Ribs barbecue,2203478028936,,,,,['France'],[],,[],,,,,,,,,,?,,176,,736 kj(176 kcal),,"10,5",,"2,9",,"1,8",,"0,8",,"18,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
368,rôtis de porc au chorizo,2203485084291,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,13.5 g,en quantité modérée,5 g,en quantité modérée,0.2 g,en faible quantité,0.3 g,en quantité modérée,?,,200,+39%,837 kj(200 kcal),+40%,"13,5",+168%,5,+139%,"0,4",-51%,"0,2",-68%,"18,7",-17%,"0,3",-83%,"0,12",-83%,2,-72%,B,-72%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
369,Andouillette pur porc,2203590020733,,,,,['France'],[],,[],,,,,,,,,,?,,200,,837 kj(200 kcal),,"20,6",,8,,"0,9",,"0,4",,"14,9",,"1,64",,"0,656",,,,,,,,,,,,,,,,,,,,,,
370,Andouillettes pur porc,2203590021914,,,,"['FR 42.305.003 CE', 'Talaudière (Loire, France)']",['France'],[],,[],,,,,,,,,,?,,10,,42 kj(10 kcal),,"20,6",,8,,"0,9",,"0,6",,"14,9",,"1,67",,"0,668",,,,,,,,,,,,,,,,,,,,,,
371,Andouillettes,2203591066051,E,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes']","['FR 42.305.003 CE', 'Talaudière (Loire, France)']",['France'],[],,[],,20.6 g,en quantité élevée,8 g,en quantité élevée,0.4 g,en faible quantité,1.64 g,en quantité élevée,?,,249,+8%,1042 kj(249 kcal),+8%,"20,6",+19%,8,+4%,"0,9",+46%,"0,4",+10%,"14,9",-18%,"1,64",-5%,"0,656",-5%,17,+2%,D,+2%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,
372,Choucroute garnie,2203599091772,C,,"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",,['France'],[],,[],,20.6 g,en quantité élevée,8 g,en quantité élevée,0.4 g,en faible quantité,1.64 g,en quantité élevée,?,,249,+118%,1042 kj(249 kcal),+122%,"20,6",+143%,8,+150%,"0,9",-59%,"0,4",-31%,"14,9",+172%,"1,64",+24%,"0,656",+24%,17,+200%,D,+200%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,
373,Petits farcis niçois  - Perrin Raviolis - 374grammes,2203623048802,,['Perrin Raviolis'],,"['FR 06.004.049 CE', 'Antibes (Alpes-Maritimes, France)']",['France'],[],,[],,,,,,,,,,611,,?,,611 kj(146 kcal),,"8,3",,"3,9",,"7,4",,"2,6",,"11,4",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,374grammes,,,,
374,Petits farcis niçois,2203623080499,,,,,['France'],[],,[],,,,,,,,,,?,,146,,611 kj(146 kcal),,8,,4,,7,,2,,11,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
375,Croissant au jambon - Grand Frais,2203701024605,D,['Grand Frais'],"['Plats préparés', 'Feuilleté salé', 'Croissants au jambon']",,['France'],"['FARCE ', 'BECHAMEL ', 'EAU', 'CREME', 'FARINE DE BLE', 'POUDRE DE LAIT ', 'EMULSIFIANT E322 ', 'SOJA', '\rMATIERES GRASSES VEGETALES', 'MUSCADE', 'JAMBON CUIT ', '10%', ' ', 'SEL', 'DEXTROSE', 'EAU', 'AROMES', 'ANTIOXYDANT - \rE316', 'CONSERVATEUR: E250', 'EMMENTAL RAPE ', 'LAIT DE VACHE', 'FERMENTS LACTIQUE', 'COAGULANT', 'SEL', '\rCROISSANT ', 'FARINE DE BLE', 'BEURRE', 'EAU', 'SUCRE', 'LEVURE', 'GLUTEN DE BLE', 'OEUF', 'SEL', 'EMULSIFIANTS: \rE471 ET E472', 'AGENT DE TRAITEMENT DE LA FARINE: E300', 'ENZYME']","['Œufs', 'Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,15.9 g,en quantité modérée,10.3 g,en quantité élevée,3.5 g,en faible quantité,5.4 g,en quantité élevée,?,,249,-1%,1042 kj(249 kcal),-1%,"15,9",+14%,"10,3",+19%,"8,3",-61%,"3,5",+4%,"10,7",+28%,"5,4",+335%,"2,16",+335%,23,+50%,E,+50%,69.6%,13.6%,5.7%,3.0%,1.7%,6.3%,51,,,,,,,,"['E322 - Lécithines', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472 - Esters d'acides gras alimentaires"", 'E300 - Acide ascorbique']",,
376,Saucisson à l ail -,2203733020200,E,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",,['France'],[],,[],,25 g,en quantité élevée,8.9 g,en quantité élevée,0 g,en faible quantité,3.25 g,en quantité élevée,?,,286,+5%,1197 kj(286 kcal),+4%,25,+12%,"8,9",+4%,"0,7",-36%,0,-100%,"14,6",-9%,"3,25",+54%,"1,3",+54%,21,+9%,E,+9%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,,,
377,Saucisson cuit à l'ail,2203733023485,E,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",,['France'],[],,[],,10 g,en quantité modérée,8.9 g,en quantité élevée,0 g,en faible quantité,0.25 g,en faible quantité,?,,286,+5%,1197 kj(286 kcal),+4%,10,-55%,"8,9",+4%,"0,7",-36%,0,-100%,"14,6",-9%,"0,25",-88%,"0,1",-88%,12,-38%,D,-38%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,,,
378,Saucisson brioché,2203737019682,D,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Saucissons briochés']",,['France'],[],,[],,21.8 g,en quantité élevée,11 g,en quantité élevée,3.9 g,en faible quantité,0.694 g,en quantité modérée,?,,338,+8%,1414 kj(338 kcal),+11%,"21,8",+15%,11,+26%,"23,2",+7%,"3,9",+48%,"11,7",-13%,"0,694",-56%,"0,278",-56%,17,-3%,D,-3%,73.3%,15.3%,2.8%,2.3%,1.3%,5.0%,43,,,,,,,,,,
379,Saucisson pur porc - Despi,2203742030504,,['Despi'],,"['FR 42.305.003 CE', 'Talaudière (Loire, France)']",['France'],"['Épaule et bardière de porc', 'sel', 'lactose sirop de glucose', 'épices', 'dextrose', 'conservateur E252', 'plante aromatique', 'ferments', ' Enveloppe: boyau naturel de porc', ' ', 'Elaboré à partir de 114g de viande de porc pour 100g de produit fini']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,29",,"2,116",,,,,,,,,,,,,,,,,,,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,
380,Saucisson pur porc,2203742031495,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,29",,"2,116",,,,,,,,,,,,,,,,,,,,,,
381,Saucisson  pur porc,2203742032478,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,36,,13,,1,,1,,23,,5,,2,,,,,,,,,,,,,,,,,,,,,,
382,Saucisson pur porc,2203742035424,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,29",,"2,116",,,,,,,,,,,,,,,,,,,,,,
383,Saucisson pur porc,2203742037527,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,['France'],[],,[],,36.1 g,en quantité élevée,13.7 g,en quantité élevée,1.2 g,en faible quantité,5.29 g,en quantité élevée,?,,424,+3%,1774 kj(424 kcal),+3%,"36,1",+11%,"13,71",+7%,"1,2",-48%,"1,2",-22%,"23,7",-13%,"5,29",+14%,"2,116",+14%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,
384,Saucisse Sèche Pur Porc - DESPI,2203747029398,,['DESPI'],,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,?,,"13,71",,?,,"1,2",,"23,7",,"5,29",,"2,116",,,,,,,,,,,,,,,,,,,,,,
385,Saucisse sèche pur porc,2203747030240,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,29",,"2,116",,,,,,,,,,,,,,,,,,,,,,
386,Saucisson - despi - 340g,2203747032145,D,['Despi'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']","['FR 42.305.003 CE', 'Talaudière (Loire, France)']",['France'],"['Poitrine et épaule de porc', 'sel', 'lactose ', 'lait', 'sirop de glucose', 'épice', 'dextrose', 'plante aromatique', 'conservateur E252  ferment', ' Enveloppe: boyau naturel de porc', ' ', 'Elaboré à partir de 145g de viande de porc pour 100g de produit fini', ' Conditions de conservation: Produit sujet à dessiccation']",['Lait'],"['Non végétalien', 'Non végétarien']",4,36.1 g,en quantité élevée,13.7 g,en quantité élevée,1.2 g,en faible quantité,5.29 g,en quantité élevée,?,,424,+3%,1774 kj(424 kcal),+3%,"36,1",+12%,"13,71",+9%,"1,2",-46%,"1,2",-19%,"23,7",-18%,"5,29",+14%,"2,116",+14%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,"['Viande-francaise', 'Viande-porcine-francaise']",,['la Talaudière'],340 g,['Grand Frais'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,
387,Saucisse seche pur porc - Despi,2203747033982,,['Despi'],,,['France'],"[""cors' x Informations : '1757 kJ "", '424 Casses Totales : kades gras satures : 13,71} : g dont hotéines : 23,7 g', ' Sel']",,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,37",,"2,148",,,,,,,,,,,,,,,,,,,,,,
388,Saucisson,2203747034965,,,"['Viandes', 'Charcuteries', 'Saucissons']",,['France'],[],,[],,36.1 g,en quantité élevée,13.7 g,en quantité élevée,1.2 g,en faible quantité,5.29 g,en quantité élevée,?,,424,+10%,1774 kj(424 kcal),+10%,"36,1",+18%,"13,71",+15%,"1,2",-44%,"1,2",-10%,"23,7",-6%,"5,29",+26%,"2,116",+26%,25,+7%,E,+7%,,,,,,,,,,,,,,,,,
389,Saucisse sèche Pur Porc,2203747035825,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,29",,"2,116",,,,,,,,,,,,,,,,,,,,,,
390,Saucisse sèche pur porc,2203747037652,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,29",,"2,116",,,,,,,,,,,,,,,,,,,,,,
391,Feuillete au fromage de chevre -,2203750026179,,,"['Plats préparés', 'Feuilleté salé', 'Friands']",,['France'],[],,[],,17.1 g,en quantité modérée,10 g,en quantité élevée,1.6 g,en faible quantité,1.18 g,en quantité modérée,?,,263,-14%,1100 kj(263 kcal),-14%,"17,1",-8%,10,-4%,"19,9",-24%,"1,6",-34%,"6,8",-14%,"1,18",-3%,"0,472",-3%,17,+1%,D,+1%,,,,,,,,,,,,,,,,,
392,Pizza jambon fromage despi,2203755019688,,,,,['France'],[],,[],,,,,,,,,,?,,268,,1121 kj(268 kcal),,"11,4",,"3,8",,30,,"2,5",,"10,5",,"0,914",,"0,366",,,,,,,,,,,,,,,,,,,,,,
393,Pizza jambon et fromage,2203755020332,,,,,['France'],[],,[],,,,,,,,,,?,,268,,1121 kj(268 kcal),,"11,4",,"3,8",,30,,"2,5",,"10,5",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,
394,saucisson brioche,2203757054120,D,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Saucissons briochés']",,['France'],[],,[],,22 g,en quantité élevée,11 g,en quantité élevée,3 g,en faible quantité,0.75 g,en quantité modérée,?,,326,+4%,1364 kj(326 kcal),+7%,22,+16%,11,+26%,18,-17%,3,+14%,12,-11%,"0,75",-52%,"0,3",-52%,17,-3%,D,-3%,73.3%,15.3%,2.8%,2.3%,1.3%,5.0%,43,,,,,,,,,,
395,2203765036088,2203765036088,,,,"['FR 42.305.003 CE', 'Talaudière (Loire, France)']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,
396,Mini Jésus,2203793038573,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,36,,"13,71",,"1,2",,"1,2",,"23,7",,"5,2",,"2,08",,,,,,,,,,,,,,,,,,,,,,
397,mini jesus saucisson,2203793056676,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"36,1",,"13,71",,"1,2",,"1,2",,"23,7",,"5,3",,"2,12",,,,,,,,,,,,,,,,,,,,,,
398,Lammbratwürstchen - 220g,2203800005871,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,220 g,,,,
399,Choucroute garnie - Despi,2203833065538,C,['Despi'],"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']","['FR 42.305.003 CE', 'Talaudière (Loire, France)']",['France'],[],,[],,20.6 g,en quantité élevée,8 g,en quantité élevée,0.4 g,en faible quantité,1.64 g,en quantité élevée,?,,249,+118%,1042 kj(249 kcal),+122%,"20,6",+143%,8,+150%,"0,9",-59%,"0,4",-31%,"14,9",+172%,"1,64",+24%,"0,656",+24%,17,+200%,D,+200%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,
