,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,additives,eco_score,quantity,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,generic_name,markets,traceability_code,ingredients_origins,link,brand_owner,origin_detail,producer_info
1876,Rillette de Tours,3770004397075,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de Tours']",,['France'],[],[],,?,,420,+4%,1757 kj(420 kcal),+4%,"38,5",+6%,"14,25",+2%,"0,1",-71%,0,-100%,26,+31%,1,-5%,"0,4",-5%,,D,,,38.5 g,en quantité élevée,14.2 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,19,+2%,E,+2%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
1877,Clementine Juice - Tesco,5051622629303,['Tesco'],,,['France'],[],[],,?,,48,,201 kj(48 kcal),,0,,0,,11,,"10,1",,"0,8",,"0,01",,"0,004",,,,,['pet-bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Viande hachee pur boeuf - Auchan,3596710461820,['Auchan'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore B', 'AB Agriculture Biologique']",['France'],[],[],,?,,215,,900 kj(215 kcal),,15,,"6,1",,"0,5",,"0,5",,20,,"0,22",,"0,088",,,,,['Barquette'],,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,
1879,Sirup- Himbeere - 750l,8710395947140,,,,"['France', 'Suisse']",[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,750 l,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Bauli Profiteroles 750G - Un,8001720313090,['Bauli'],"['Biscuits et gâteaux', 'Pâtisseries', 'Profiteroles']",,['France'],[],[],,?,,406,+41%,1699 kj(406 kcal),+43%,18,+25%,"8,8",-2%,52,+71%,30,+55%,"6,5",+27%,"0,45",+62%,"0,18",+62%,,C,Un,,18 g,en quantité modérée,8.8 g,en quantité élevée,30 g,en quantité élevée,0.45 g,en quantité modérée,20,+38%,E,+38%,74.4%,15.8%,4.8%,2.5%,2.6%,0.0%,65,,,,,,,,,,,
1881,3257983346152,3257983346152,,,,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Sweet chili,8719274240631,,,"['en:gluten-free', 'Sans lactose']",['France'],[],[],,?,,4,,17 kj(4 kcal),,0,,0,,"1,6",,0,,"0,3",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Mogettes - Parole Gourmande,3574314020834,['Parole Gourmande'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Légumes français', 'en:White kidney beans', 'Mogette de Vendée']",,['France'],[],[],,?,,34,-78%,142 kj(34 kcal),-78%,"0,5",-53%,0,-100%,12,-35%,"0,3",-75%,"7,3",-28%,"1,01",+99%,"0,404",+99%,,,,,0.5 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,1.01 g,en quantité modérée,-5,,A,,,,,,,,,,,,,,,,,,,
1884,Marabou Daim Bites Chocolate Bag 145 G ( 5.10 Oz ),7622210741530,['Daim'],,,['France'],"['Närngsvärde /Næringsværdi / Ravintoarvot Mjölkchoklad med mandelkrokant ', '23 %', ' och corn flakes', ' Ingredienser: %* 100 g 25g Socker', 'kakaosmör', 'rostade majsflingor Energi/Energiaa 725 g 10 % ', 'majs', 'socker', 'salt', 'maltextrakt från 2134 kJ']",[],,?,,510,,2134 kj(510 kcal),,27,,15,,62,,54,,"5,3",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Myrtille,3580280775562,,,,['France'],[],[],,?,,202,,845 kj(202 kcal),,"0,1",,0,,49,,49,,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,"Jambon à l ancienne , - Tallec",2264752037914,['Tallec'],"['Viandes', 'Charcuteries', 'Jambons']",,['France'],[],[],,?,,161,-5%,674 kj(161 kcal),-4%,"7,9",+3%,"2,9",-0%,"0,5",-24%,"0,5",-6%,22,-6%,"1,9",-34%,"0,76",-34%,,,,"['Barquette', 'Film en plastique']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,12,+13%,D,+13%,,,,,,,,,,,,,"['EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,
1887,Aligot - L'Assiette d'Antoine - 1kg,3700912304322,"[""L'Assiette d'Antoine""]","['Plats préparés', 'Aligots']",,['France'],[],[],,?,,175,-12%,732 kj(175 kcal),-11%,11,-11%,"7,8",-2%,11,+2%,"0,5",-13%,"7,5",-16%,"0,9",-9%,"0,36",-9%,,C,1 kg,,11 g,en quantité modérée,7.8 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,12,-2%,D,-2%,73.0%,13.9%,4.3%,4.6%,2.4%,1.7%,67,,,,,,,,,,,
1888,Tarama au caviar,3760230862447,,,,['France'],[],[],,?,,528,,2209 kj(528 kcal),,55,,"8,4",,"2,9",,"0,8",,7,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 78.439.004 CE', 'Mulcent (Yvelines, France)']",,,,,
1889,Saucisse seche de foie,3292450000717,,,,['France'],[],[],,?,,365,,1527 kj(365 kcal),,28,,11,,"1,9",,"1,65",,27,,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 81.124.011 CE', 'Lacaune (Tarn, France)']",,,,,
1890,Cidre bouché biologique - Belle France - 75cl,3258561310503,"['Belle France', 'Le réflexe Bio']","['Boissons', 'Boissons alcoolisées', 'Cidres']","['Bio', 'Bio européen', 'Contient des sulfites', 'Agriculture UE', 'FR-BIO-10', 'AB Agriculture Biologique']",['France'],['Pas de détail des ingrédients'],[],,?,,29,,,,"0,876",,,,"4,67",,,,"0,041",,,,,,,C,75 cl,"['bouteille en verre', 'bouchon en liège', 'métal']",,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,['Anhydride sulfureux et sulfites'],['France'],,Cidre,['Coccinelle'],"['EMB 50139', 'Condé-sur-Vire (Manche, France)', 'EMB 22197', ""Pleudihen-sur-Rance (Côtes-d'Armor, France)""]",,https://magne-distribution.fr/nos-produits/le-reflexe-bio/,,,
1891,Nuts and seeds with honey - Eat Natural - 450g,5013803001049,['Eat Natural'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,['France'],[],[],,?,,461,+11%,1929 kj(461 kcal),+11%,"22,3",+70%,"5,7",+72%,"48,3",-20%,"9,9",-41%,"12,5",+27%,"0,36",+107%,"0,144",+107%,,B,450g,,22.3 g,en quantité élevée,5.7 g,en quantité élevée,9.9 g,en quantité modérée,0.36 g,en quantité modérée,13,+164%,D,+164%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,,,,,
1892,Sea salt and chardonnay selection - Coop,5000128694780,['Coop'],,,['France'],[],[],,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Enjoy - Materne,5410046001674,['Materne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",['Sans conservateurs'],"['Belgique', 'France']",[],[],,?,,167,-25%,699 kj(167 kcal),-25%,5,+1949%,1,+2122%,39,-28%,39,-25%,6,+836%,1,+3688%,"0,4",+3688%,,D,,,5 g,en quantité modérée,1 g,en faible quantité,39 g,en quantité élevée,1 g,en quantité modérée,13,+32%,D,+32%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,,,,,['Delhaize'],,,,,,
1894,Confit de canard 6 cuisses PIERRE LAGUILHON,3272931006810,['Pierre laguilhon'],"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",,['France'],[],[],,?,,376,+58%,1573 kj(376 kcal),+58%,33,+100%,13,+144%,0,-100%,0,-100%,20,-7%,"1,8",+30%,"0,72",+30%,,D,,,33 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,21,+98%,E,+98%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,
1895,Couronne briochée à la fleur d'oranger,0260475036083,,,,['France'],[],[],,?,,326,,1364 kj(326 kcal),,11,,"6,7",,46,,15,,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Yellow stripe trevally,4030957111555,,,,['France'],[],[],,?,,305,,1276 kj(305 kcal),,4,,2,,"31,2",,"6,2",,"31,1",,"10,58",,"4,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,pain sans gluten à finir de cuire 8mn - Biofournil AB - 300g,00561020,['Biofournil AB'],['Sans gluten'],"['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,300g,['Barquette'],,,,,,,,,,,,,,,,,,,,,,,,['hyper U'],['FR055001'],,http://www.biofournil.com,,,
1898,Pistaches et amandes enrobees - Mymuesli - 120g,4260188780200,['Mymuesli'],,"['Végétarien', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE']",['France'],"['Mandeln in Kokosblütenzucker lokosblütenzucker', 'Kakoobutter', 'Kakoopulver', 'gerócs deshokolode ', '40 %', ' ', 'geröstete Pistazien', 'Kakoomoss', 'ldedi dogler', 'Kakao: mindestens 70 % in der Zarbitescaktih Tpiham Anbou', ' Hinweis für Allergiker: Konn Spuen von pia Sholeafrüchten', 'Erdnüssen', 'Soja', 'Lupinen', 'Sesom und Miả etnl na lgern', ' Mindestens haltbar bis: siehe Boden', "" A M ths grilées et d'amandes enrobées de chocolat au suce a m ls emobées de sUCre de coco chocolaté "", '60 %', ' ', 'amandes', 'pë D', 'beure de cocao', 'poudre de cocoo', 'pistaches grlécs e ', '40%3', ' ', 'pistoches grillées', 'pâte de cocoo', 'sUCIe de noix de m CRCOO', ' Cocoo: 70% min dans le chocolat no', ' Qiologique', ' Remarque pour les personnes allerg enont du gluten', ""d'autres fruits à coques"", '8 esame et du lait', ' Veille à conserver dons un em prétérence avant le: voir sur le fond', ' leurs nutritionnelles Pro', 'Pour l00 2557KJ/618kal tis ggosSes 5249 eFettsäuren', 'dont acides gro5 saturés ,gucOdes 000t suCre 07 Wores oimentoires ente', '/ Valeurs nutritionneles moyennes', ' G 0K0-037 Hergestellt in Deut en Allery Acht-EU-Jenduirtuchoft Podu']","['Végétalien', 'Végétarien']",,?,,618,,2586 kj(618 kcal),,"52,4",,"18,5",,"20,7",,"14,8",,"12,9",,"0,06",,"0,024",,,,120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Le biscuiterie sablais - Le Chocolatier Sablais,3760059928898,['Le Chocolatier Sablais'],,,['France'],[],[],,?,,446,,1866 kj(446 kcal),,"22,7",,"14,6",,52,,"19,9",,"6,8",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Crispy Seaweed Thins Sweet Soy & Sea Salt Flavour 3 x,5060262483916,,,,['France'],[],[],,?,,438,,1833 kj(438 kcal),,"26,1",,"3,9",,"10,6",,"2,6",,27,,"2,68",,"1,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Coeurs d'artichauts - Bionaturae,8034063246565,['Bionaturae'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]","['Bio', 'en:gluten-free']",['France'],[],[],,?,,122,+144%,510 kj(122 kcal),+146%,11,+536%,"1,3",+444%,"1,1",-76%,"0,9",-26%,"1,7",-2%,"2,3",+168%,"0,92",+168%,,,,,11 g,en quantité modérée,1.3 g,en faible quantité,0.9 g,en faible quantité,2.3 g,en quantité élevée,6,,C,,,,,,,,,,,,,,,,,,,
1902,Honey cream - Oxfam,5400164160025,['Oxfam'],,['Bio'],['France'],[],[],,?,,320,,1339 kj(320 kcal),,"0,1",,"0,1",,"79,3",,"79,3",,"0,4",,"0,015",,"0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,"Steak haché, 15% MAT.GR. - U - VBF, 100% muscle, 1pièce, 125g",3256224621607,['U'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']","['Viande Française', 'Fabriqué en France', 'Viande-bovine-francaise']",['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,E,"VBF, 100% muscle, 1 pièce, 125 g",['Frais'],,,,,,,,,,,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,['Magasins U'],,['France'],,,,
1904,Couronne des rois maison,3591270024607,,,,['France'],[],[],,?,,270,,1130 kj(270 kcal),,"5,6",,"3,2",,47,,15,,"7,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,"Panettone Antica Ricetta, Boîte Métal Elegance",8002873019365,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],[],,?,,365,-2%,1527 kj(365 kcal),-2%,13,-13%,8,-11%,55,+7%,25,-3%,3,-56%,"0,37",-16%,"0,148",-16%,,C,,,13 g,en quantité modérée,8 g,en quantité élevée,25 g,en quantité élevée,0.37 g,en quantité modérée,17,-9%,D,-9%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
1906,Sweet et sour s cesnekem,4002359003073,,,,['France'],[],[],,?,,86,,360 kj(86 kcal),,"0,2",,0,,16,,5,,0,,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Tropi tuttifrutti rose,3760096360033,,,,['France'],[],[],,?,,46,,192 kj(46 kcal),,"0,8",,0,,"11,4",,"11,4",,"0,5",,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Epinards en branches - Delhaize - 450g,5400111270111,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés', ""Feuilles d'épinard congelées""]",,"['Belgique', 'France']",[],[],,?,,19,-50%,79 kj(19 kcal),-49%,0,-100%,0,-100%,1,-50%,0,-100%,2,-26%,"0,1",-70%,"0,04",-70%,,B,450 g,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,-6,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,['Delhaize'],,,,,,
1909,Pizzateig - Croustipate - 260g,3392590203822,['Croustipate'],['Pâtes à pizza'],,['France'],[],[],,1222,+1%,274,-2%,1222 kj(274 kcal),+4%,"8,1",+44%,"0,7",-36%,48,+2%,"0,8",-51%,2,-72%,"1,6",+4%,"0,64",+4%,,B,260 g,['Plastic'],8.1 g,en quantité modérée,0.7 g,en faible quantité,0.8 g,en faible quantité,1.6 g,en quantité élevée,7,-2%,C,-2%,36.8%,19.3%,11.5%,8.6%,5.0%,18.8%,92,,,,,,,,,,,
1910,Meganuts - 240g,9403110062738,['Meganuts'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Fruits à coques et dérivés', 'Barres', 'Barres de fruits à coques']",,['France'],"['Noix ', '39%', ' ', 'cacahuètes', 'préparation chocolatée au lait ', '33%', ' ', 'sucre', 'huile végétale', 'solides du lait', 'poudre de cacao', 'émulsifiants ', 'lécithine de soja', 'E492', 'E476', 'acide ', 'citrique', 'arôme', 'glucose ', 'conservateur ', 'E223', 'sucre', 'riz soufflé ', ""contient des extraits d'orge maltée"", 'huile de tournesol', 'cornflakes ', '2,5%', 'humectant ', 'glycérol', 'miel ', '0,5%', 'arôme', 'sucre caramélisé', 'émulsifiant ', 'lécithine de soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,530,+7%,2218 kj(530 kcal),+7%,32,+6%,"11,9",+107%,"46,3",+23%,"30,3",+22%,13,-14%,"0,7",+163%,"0,28",+163%,"['E322i - Lécithine', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol']",,240g,,32 g,en quantité élevée,11.9 g,en quantité élevée,30.3 g,en quantité élevée,0.7 g,en quantité modérée,25,+102%,E,+102%,,,,,,,,"['Fruits à coque', 'Arachides', 'Soja']",,,,,,,,,,
1911,Lactel Dessert Chocolate,3850354010029,['Lactel'],,,['France'],[],[],,?,,121,,506 kj(121 kcal),,"3,4",,"2,13",,19,,"16,1",,"3,3",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Salsiccia Napoli Piccante,8003948003203,,,,['France'],[],[],,?,,402,,1682 kj(402 kcal),,"32,5",,12,,1,,1,,"26,5",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Huel Berry,5060495111471,['Huel'],,,['France'],[],[],,?,,407,,1703 kj(407 kcal),,"13,4",,"2,4",,"37,9",,"1,3",,"30,1",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,2 crispy fillets - Quorn - 200g,5019503002119,['Quorn'],,,['France'],"['Mycoprotein ', '61%', 'Wheat Flour ', 'Wheat Flour', 'Calcium Carbonate', 'Iron', 'Niacin & Thiamine', 'Rapeseed Oil', 'Water', 'Rehydrated Free Range Egg White', 'Wheat Semolina', 'Wheat Starch', 'Maize Flour', 'Milk Proteins', 'Natural Flavouring', 'Firming Agents: Calcium Chloride', 'Calcium Acetate', ' Dextrose', 'Salt', 'Gelling Agent: Pectin', ' Allergy Advice: For allergens', 'including cereals containing gluten', 'see ingredients in bold', ' There have been rare cases of allergic reactions to Quorn® products', 'which contain mycoprotein', ' Mycoprotein is made with a member of the fungi/mould family', ' Mycoprotein is high in protein and fibre which may cause intolerance in some people']",['Non végétalien'],4,?,,174,,728 kj(174 kcal),,"7,3",,1,,13,,"0,5",,11,,"0,93",,"0,372",,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E263 - Acétate de calcium', 'E440 - Pectines']",,200 g,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,,,,,
1915,Pain viking - 300g,,,,,['France'],[],[],,?,,221,,925 kj(221 kcal),,"0,6",,"0,1",,44,,"1,2",,"8,7",,"1,1",,"0,44",,,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Manteiga de Amendoa,5600784499073,,,,['France'],[],[],,?,,673,,2816 kj(673 kcal),,"60,2",,0,,"12,1",,"1,9",,"23,6",,"0,007",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Medoc,3385021001159,,,,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,"Noix de St Jacques, Pecten Maximus - U - 250g",3256220504997,['U'],['Coquillages'],"[""Pêche d'une espèce bien gérée""]",['France'],"['Noix de coquilles saint-jacques ', 'pecten maximus', 'pêchées à la drague en océan atlantique nord-est ', 'manche et mers celtiques', ' calibre 30/45 pièces au kilo']","['Non végétalien', 'Non végétarien']",,?,,?,,,,?,,,,?,,,,?,,,,,,,,250 g,"['pêchée en Atlantique Nord Est', 'barquette', 'Frais']",,,,,,,,,,,,,,,,,,,,['Mollusques'],,,,['Magasins U'],,,,,,
1919,Tortilla Chips - Metro Chef,4337182013457,['Metro Chef'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['Produits destinés aux professionnels'],['France'],[],[],,?,,472,-2%,1975 kj(472 kcal),-2%,20,-12%,9,+207%,"64,4",+7%,"1,5",-21%,"6,6",+3%,"1,4",+20%,"0,56",+20%,,B,,,20 g,en quantité modérée,9 g,en quantité élevée,1.5 g,en faible quantité,1.4 g,en quantité modérée,19,+96%,E,+96%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,
1920,Tranche l'étudiant - Coop,7610807167856,['Coop'],,,['France'],[],[],,?,,335,,1402 kj(335 kcal),,13,,0,,49,,49,,5,,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Pistaches grillées et salées - Kalios,3770003906360,['Kalios'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées', 'Fruits à coque salés', 'Pistaches salées']",,['France'],"['PISTACHES', 'FARINE BLANCHE', 'SEL DE MER', 'JUS DE CITRON', "" PEUT CONTENIR DES TRACES D'AUTRES FRUITS À COQUE"", ""D'ARACHIDE ET DE SESAME""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,568,-6%,2377 kj(568 kcal),-6%,46,-7%,6,-14%,27,+96%,8,+17%,21,-8%,"0,4",-70%,"0,16",-70%,,D,,,46 g,en quantité élevée,6 g,en quantité élevée,8 g,en quantité modérée,0.4 g,en quantité modérée,4,-34%,C,-34%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,['Fruits à coque'],,,,,,,,,,
1922,Oeuf coque - Oreo,7622210976437,"['Oreo', 'Milka']",,,['France'],[],[],,?,,558,,2335 kj(558 kcal),,35,,17,,54,,51,,"6,7",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Mures blanches,5060238481878,,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,?,,345,,1443 kj(345 kcal),,"4,1",,"0,9",,69,,55,,"4,2",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Dessert mix sweet - 140g,8719327043394,,,,['France'],[],[],,?,,540,,2259 kj(540 kcal),,31,,"11,5",,59,,"39,2",,5,,"0,28",,"0,112",,,,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Le petit pastisson - Valette,3598960034755,['Valette'],,,['France'],[],[],,?,,356,,1490 kj(356 kcal),,"33,9",,"12,4",,"0,9",,"0,6",,"11,7",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Pavé gourmand poulet roti sauce caesar,3505340020512,,,['Halal'],['France'],[],[],,?,,226,,946 kj(226 kcal),,"5,4",,"0,8",,29,,"2,7",,14,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Ballotin de chocolats,3327370601369,,,,['France'],[],[],,?,,510,,2134 kj(510 kcal),,37,,"7,6",,"40,1",,"33,4",,"6,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Purée de pommes,3174069951058,,,['Fabriqué en France'],['France'],[],[],,?,,59,,247 kj(59 kcal),,"0,6",,"0,2",,12,,"10,2",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Baguette les 3 meuniers,0250946004925,,,,['France'],[],[],,?,,310,,1297 kj(310 kcal),,"2,2",,"0,3",,61,,0,,"9,9",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Steak haché 15%,3547448746956,,"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,['France'],[],[],,?,,215,+30%,900 kj(215 kcal),+29%,15,+47%,"7,4",+75%,0,-100%,0,-100%,20,+3%,"0,2",-2%,"0,08",-2%,,E,,,15 g,en quantité modérée,7.4 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,4,+223%,C,+223%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,,,,,
1931,Saumon fumé d’Alaska,4004689270200,,,"['Pêche durable', 'Pêche durable MSC']","['France', 'Allemagne']",[],[],,?,,123,,515 kj(123 kcal),,"3,3",,"0,8",,"0,2",,"0,1",,"20,1",,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Rahm-Gemüse - Ökoland - 350g,4031829256503,['Ökoland'],,"['Bio', 'en:EG-Öko-Verordnung']","['France', 'Allemagne']",[],[],,?,,84,,351 kj(84 kcal),,"5,2",,"3,7",,"5,8",,"3,3",,"2,1",,"0,91",,"0,364",,,,350 g,['Packungen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Raffaello - Ferrero - 80g,8000500311585,['Ferrero'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,"['Autriche', 'France', 'Italie', 'Espagne']",[],[],,2606,+17%,628,+19%,2606 kj(628 kcal),+18%,"48,6",+52%,"29,7",+71%,"38,3",-27%,"33,3",-30%,"7,2",+22%,"0,305",+99%,"0,122",+99%,,,80 g,['Stück'],48.6 g,en quantité élevée,29.7 g,en quantité élevée,33.3 g,en quantité élevée,0.305 g,en quantité modérée,25,+2%,E,+2%,,,,,,,,,,,,,,,,,,
1934,Confiture extra de potiron,5600379310141,,,,['France'],[],[],,?,,955,,3996 kj(955 kcal),,3,,"0,1",,55,,45,,"0,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
