,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,brand_owner,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,producer_info
1581,Assiette végétarienne - Comme j'aime - 300g,3700977755008,"[""Comme j'aime""]",['France'],"['Lentilles et riz précuits 36% ', 'eau', 'lentilles vertes', 'riz long', 'huile de colza', 'sel', 'oignon 15%', 'courgettes 13%', 'eau', 'pulpe de tomate 6,6%', 'tomate', 'jus de tomate', 'concentré de tomate', 'carotte 3,3%', 'pois chiche 3,3%', 'aubergines 3,3%', 'poivron verts et rouges 3,3%', ""huile d'olive extra vierge"", 'sel', 'ail', 'sucre', 'amidon de pommes de terre', 'fibre de plantain', 'thym', 'origan', 'poivre', 'persil', 'romarin']",[],403,96,403 kj(96 kcal),"2,4","0,35",13,"2,7",4,"0,7","0,28","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A']",,300 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Plats préparés à réchauffer au micro-ondes']",-34%,-41%,-62%,-17%,-35%,,,,,,,,"['Carton', 'Plastique', 'Barquette']",,"[""Comme j'aime""]",,3,2.4 g,en faible quantité,0.35 g,en faible quantité,2.7 g,en faible quantité,0.7 g,en quantité modérée,-39%,-65%,+11%,-23%,-23%,-2,-951%,A,-951%,,,,['France'],,,,
1582,Tarte génoise aux fruits,0201270040677,,['France'],[],[],?,163,682 kj(163 kcal),"1,8","0,7",34,25,"2,2","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Pâté de canard au foie - 180g,3410840010904,,['France'],[],[],?,399,1669 kj(399 kcal),38,14,"0,6","0,6",13,"1,2","0,48",,,180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Greek Style Fat Free Yogurt,5035251002355,,['France'],[],[],?,61,255 kj(61 kcal),"0,4","0,21","8,4","7,5","6,13","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Cilantro hojas - Ducros,3166298901874,['Ducros'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Duc de Hauron - Graves - 2018,3760237477576,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Barre Bio&You chocolat cerises,3770011719341,,['France'],[],[],?,373,1561 kj(373 kcal),"21,5","4,5",37,"19,2",8,"0,267","0,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Vinaigre ménager - Casino - 1litre,3222477012554,['Casino'],['France'],[],[],?,?,,?,,?,,?,,,,,1litre,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Pain de mien,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Mini Cookies Thé matcha et citron - Leaderprice - 120g,3263852938311,['Leaderprice'],['France'],[],[],?,487,2038 kj(487 kcal),23,"4,2",61,23,"7,4","0,64","0,256","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Tb Boulettes Sc VOLAILLE1 - Top Budget,3410280076478,['Top Budget'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,3600542153249,3600542153249,,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Crispy Cups,4002603085794,,['France'],[],[],?,570,2385 kj(570 kcal),37,27,54,45,"4,2","0,28","0,112","['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Whisky,5010327255064,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Chickpea Cakes,5902609001400,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Yves Rocher,3660005760711,['Yves Rocher'],['France'],[],[],?,?,,?,,?,,?,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Oeufs frais bio guadeloupe,3700780900022,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Muesli Bio - Goji Chia Coco - Honelthy - 500g,3770011826087,['Honelthy'],['France'],"[""Flocons d'avoine sans gluten bio"", 'baies de goji bio 24%', 'flocons de millet bio', 'graines de chia bio 10%', 'noix de coco bio 5%', 'graines de sarrasin bio', 'son de riz bio']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,384,1607 kj(384 kcal),10,"3,9",53,12,14,"0,14","0,056","['Peu ou pas de sel', 'Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Fabriqué en France', 'Sans sel ajouté', 'Sans sucre ajouté', 'Sans additifs', 'Nutriscore', 'Nutriscore A', 'en:palm-oil-free', 'AB Agriculture Biologique']",A,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",,-3%,-6%,-14%,+46%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,['Sachet recyclable'],,,,1,10 g,en quantité modérée,3.9 g,en quantité modérée,12 g,en quantité modérée,0.14 g,en faible quantité,-4%,+44%,-33%,-3%,-3%,-1,-129%,A,-129%,,,,['France'],,https://honelthy.com/muesli-goji-chia-coco.php,,
1599,chocolat sans lait - Jean Hervé - 250,57289021,['Jean Hervé'],['France'],"['Noisettes* 40 %', 'Suc de canne intégral"" iamche"",Poudre de cacao non dégraissé* 10 %', 'Beure deu Hhuile de noix', 'Extrait de vanille*0', 'Sel de mer', "" issu du commerce équitable *Issu de l'agmical Amalyse nutritionnelle Valeur énergétigue 2467 kJ soit""]",['Sans huile de palme'],?,595,2489 kj(595 kcal),"45,3","8,2",38,"27,5","13,1","0,08","0,032","['Bio', 'Bio européen', 'en:palm-oil-free', 'AB Agriculture Biologique']",,250,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,+14%,+41%,-24%,+111%,,,,,,,,['Bocal verre'],,['Bio'],,,45.3 g,en quantité élevée,8.2 g,en quantité élevée,27.5 g,en quantité élevée,0.08 g,en faible quantité,+14%,+1%,-37%,-56%,-56%,16,-22%,D,-22%,['Fruits à coque'],,['Commerce équitable'],['Creuse'],,,,
1600,Muesli Aronia Amande Macadamia - Honelthy - 500g,3770011826100,['Honelthy'],['France'],"[""Flocons d'avoine sans gluten bio"", ""baies d'aronia bio 20%"", 'flocons de millet bio', 'amandes bio 12%', 'noix de macadamia bio 8%', 'graines de pavot bio', 'son de riz bio']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,429,1795 kj(429 kcal),18,"2,3",49,"6,9",13,"0,02","0,008","['Peu ou pas de sel', 'Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Fabriqué en France', 'Sans sel ajouté', 'Sans sucre ajouté', 'Sans additifs', 'Nutriscore', 'Nutriscore A', 'en:palm-oil-free', 'AB Agriculture Biologique']",A,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,+3%,+37%,-19%,+32%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,['Sachet recyclable'],,,,1,18 g,en quantité modérée,2.3 g,en quantité modérée,6.9 g,en quantité modérée,0.02 g,en faible quantité,+3%,-31%,-59%,-89%,-89%,-2,-141%,A,-141%,,,,['France'],,https://honelthy.com/muesli-aronia-amande-macadamia.php,,
1601,Caprice des dieux +50g gratis - 300g,3161711000172,"['Caprice des Dieux', 'Savencia']","['France', 'Suisse']",[],[],1379,333,1379 kj(333 kcal),30,21,"0,8","< 0,1","15,3","1,4","0,56",,D,300g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France']",+2%,-1%,+10%,+3%,-30%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Frais'],,,,,30 g,en quantité élevée,21 g,en quantité élevée,0.1 g,en faible quantité,1.4 g,en quantité modérée,-2%,+14%,-77%,0%,0%,15,+5%,D,+5%,,,,,,,,
1602,"Kiwi, Variété Vert Hayward, Catégorie 1 - Zespri",94146394,['Zespri'],['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,,,,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Noix de cajou grillees et sallees - Auchan,8435177055546,['Auchan'],['France'],[],[],?,607,2540 kj(607 kcal),48,"8,5",22,"5,3",19,"0,8","0,32",,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,+1%,+4%,-14%,+2%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,['Auchan'],,,48 g,en quantité élevée,8.5 g,en quantité élevée,5.3 g,en quantité modérée,0.8 g,en quantité modérée,+2%,0%,-18%,+28%,+28%,9,+19%,C,+19%,,,,,,,,
1604,Haribo Fun Mix,4001686751824,['Haribo'],['France'],[],[],?,338,1414 kj(338 kcal),"0,5","0,1",77,46,"5,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Batido de cacao sin gluten - El Corte Ingles,8433329075817,['El Corte Ingles'],"['France', 'Espagne']",[],[],?,66,276 kj(66 kcal),1,"0,7",12,12,2,"0,13","0,052",,D,,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat']",,-10%,-41%,+9%,-38%,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,,,,,,1 g,en faible quantité,0.7 g,en faible quantité,12 g,en quantité élevée,0.13 g,en faible quantité,-11%,-37%,+15%,+2%,+2%,18,+45%,E,+45%,,,,,,,,
1606,Spaguettis Espelta con algas espirulina y fucus,8426904170298,,['France'],[],"['Végétalien', 'Végétarien']",?,347,1452 kj(347 kcal),"1,8","0,4","65,5","3,1",14,"0,19","0,076","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'ES-ECO-019-CT']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Hausmann bordeaux,3438910862543,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Mini tortilla de patata fresca con cebolla sin gluten - El Corte Inglés - 200g,8433329097765,['El Corte Inglés'],['France'],[],[],?,193,808 kj(193 kcal),13,"1,6",13,"0,8","5,5","1,3","0,52",['en:gluten-free'],B,200 g,"['Plats préparés', 'Omelettes de pommes de terre']",,+21%,+38%,+10%,+5%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,,,,13 g,en quantité modérée,1.6 g,en quantité modérée,0.8 g,en faible quantité,1.3 g,en quantité modérée,+22%,-9%,-15%,+21%,+21%,5,+33%,C,+33%,,,,,,,,
1609,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205889002574,['Saint Alby'],['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,-5%,-6%,+49%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['DE RP-03001 EG'],,,,4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,-4%,-18%,-16%,+2%,+2%,5,-29%,C,-29%,,,,,,,,
1610,Confiture extra Cassis - Léa Nature,3478824244844,['Léa Nature'],['France'],[],[],?,174,728 kj(174 kcal),"0,6","0,2","39,5","38,6","0,8","0,004","0,002",,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,-24%,+113%,-27%,+33%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,0.6 g,en faible quantité,0.2 g,en faible quantité,38.6 g,en quantité élevée,0.004 g,en faible quantité,-24%,+227%,-26%,-85%,-85%,9,-3%,C,-3%,,,,,,,,
1611,Comté Extra 6 mois,2412422036341,,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Carvalhelhos,5601405001101,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Rosé peche,3222476113511,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Bun's 3 graines,3029330070153,,['France'],[],[],?,226,946 kj(226 kcal),"3,6","0,4",40,"4,7","6,8","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Le petit moulin,3285650032022,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Chausson aux pommes - Monoprix - 180g,3350033041585,['Monoprix'],['France'],[],[],?,?,,?,,?,,?,,,,B,180 g,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,"Mini Muffins, Choco Chips",9002859037924,,['France'],[],[],?,?,,?,,?,,?,,,['Fabriqué en Espagne'],,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Gressins rubata classique,3664678099598,,['France'],[],[],?,418,1749 kj(418 kcal),10,1,71,2,10,2,"0,8",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,-1%,-7%,+6%,-12%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,10 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,2 g,en quantité élevée,-1%,-56%,-20%,+5%,+5%,13,+2%,D,+2%,,,,,,,,
1619,Pizza au thon -  - 550g,8059070742749,,['France'],[],[],?,224,937 kj(224 kcal),"9,5","5,4",23,"0,6",12,"1,3","0,52",,C,550 g,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au thon']",,-3%,-1%,-7%,+18%,66.0%,11.0%,4.2%,7.2%,2.4%,9.2%,67,,,,,,9.5 g,en quantité modérée,5.4 g,en quantité élevée,0.6 g,en faible quantité,1.3 g,en quantité modérée,-3%,+84%,-81%,+14%,+14%,12,+145%,D,+145%,,,,,,,,
1620,Limonade aromatisé a la framboise,3193840362128,,['France'],[],[],?,36,151 kj(36 kcal),0,0,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Kristyr - Dr. Oetker,5701073064139,['Dr. Oetker'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Purée de pomme sans sucres ajoutés - Franprix - 4x 100g,3263859668815,['Franprix'],['France'],[],[],?,51,213 kj(51 kcal),"0,3","0,01",11,11,"0,3","0,01","0,004","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté']",A,4 x 100 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes sans sucres']",,-14%,-21%,-15%,-35%,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['Carton'],,['Franprix'],,,0.3 g,en faible quantité,0.01 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,-13%,-88%,-5%,-48%,-48%,-3,,A,,,,['France'],,,,,
1623,Digestive bar,5201004366498,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Queso curado puro de oveja madurado graso elaborado -,8433329043830,,"['France', 'Espagne']",[],[],?,465,1946 kj(465 kcal),39,28,"2,3","0,1",27,"1,9","0,76",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis']",,+28%,+27%,+155%,+35%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,39 g,en quantité élevée,28 g,en quantité élevée,0.1 g,en faible quantité,1.9 g,en quantité élevée,+29%,+34%,-63%,-23%,-23%,18,+3%,D,+3%,,,,,,,,
1625,Noodles Zen Garden vegetables -,5060492470137,,['France'],"['Nouilles de riz ', '73%', ' ', 'sel de riz', 'sucre', 'miso blanc et rouge en poudre ', '16%', ' ', 'soja', 'riz', 'sel', 'asperges lyophilisées ', '1,7%', 'haricots verts lyophilisés ', '1,7%', 'épinards lyophilisés ', '1,7%', 'chou-fleur lyophilisé', 'germes de soja', 'gingembre lyophilisés ', '0,7%', 'extraits de levure', 'huile de tournesol']",[],?,50,209 kj(50 kcal),"0,3","0,1","9,9","1,1","1,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Soja'],,,,,,,
1626,30 oeufs frais moyen - Leader price,3263858812417,['Leader price'],['France'],[],[],?,?,,?,,?,,?,,,,,30,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Spaghetti Fior di Semola - De Cecco - 500g,8001250008435,['De Cecco'],['France'],"['Pâtes alimentaires de semoule de blé dur de qualité supérieure', ' Peut contenir des traces de soja']",['Sans huile de palme'],1493,352,1493 kj(352 kcal),"1,2","0,3",70,"3,6",14,0,0,['Fabriqué en Italie'],,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Spaghetti', 'Spaghettis de blé dur']",-0%,-1%,-30%,-1%,+15%,,,,,,,,,,,,1,1.2 g,en faible quantité,0.3 g,en faible quantité,3.6 g,en faible quantité,0 g,en faible quantité,+0%,-11%,+9%,-100%,-100%,-3,,A,,,,,,,,,
1628,Mezzi rigatoni - De Cecco - 500g,8001250008381,['De Cecco'],['France'],"['Pâtes alimentaires de semoule de blé dur de qualité supérieure', ' Peut contenir des traces de soja']",['Sans huile de palme'],1493,352,1493 kj(352 kcal),"1,2","0,3",70,"3,6",14,0,0,['Fabriqué en Italie'],,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Rigatoni']",+0%,+0%,-15%,+0%,+9%,,,,,,,,,,['Monoprix'],,1,1.2 g,en faible quantité,0.3 g,en faible quantité,3.6 g,en faible quantité,0 g,en faible quantité,+2%,+2%,+27%,-100%,-100%,-3,,A,,,,,,,,,
1629,Kraft Cheddar Cheese Block,9300650263536,,['France'],[],[],?,287,1201 kj(287 kcal),"26,8",17,"0,7","0,3",19,"1,95","0,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,pavé pur porc - Sans Marque - 100g,3333680004059,['Sans Marque'],['France'],"['viande de porc', 'sel', 'lactose', 'dextrose', 'sucre', 'poivre', 'ail', 'conservateurs : E252', 'ferments ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1489,359,1489 kj(359 kcal),"29,5","11,8","0,5","0,5","23,4","4,5","1,8",,,100 g,"['Viandes', 'Porc']",+92%,+87%,+163%,-44%,+18%,,,,,,,,,"['EMB 01336A', 'Saint-André-sur-Vieux-Jonc (Ain, France)', 'FR 01.336.001 CE', 'Saint-André-sur-Vieux-Jonc (Ain, France)']",['Carrefour'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,29.5 g,en quantité élevée,11.8 g,en quantité élevée,0.5 g,en faible quantité,4.5 g,en quantité élevée,+88%,+174%,-19%,+136%,+136%,24,+116%,E,+116%,['Lait'],,['Fance'],['Peronnas'],,,,
1631,Oeufs,3282070090052,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Double concentré de tomates - Auchan - 70g,3596710467204,['Auchan'],['France'],[],[],?,91,381 kj(91 kcal),1,"0,2",15,15,"4,8","1,6","0,64",,B,70 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",,-2%,+58%,-2%,+7%,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,,,['Auchan'],,,1 g,en faible quantité,0.2 g,en faible quantité,15 g,en quantité élevée,1.6 g,en quantité élevée,-2%,+64%,+8%,+97%,+97%,4,,C,,,,,,,,,
1633,Band.feuil.sucr.pomm 4 personne,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Smoothie de manzana y frutas del bosque - El Corte Ingles,8433329081207,['El Corte Ingles'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Mini pandoro - Bono nia - 80g,8003781373952,['Bono nia'],['France'],[],[],?,398,1665 kj(398 kcal),20,13,46,20,"8,1","0,68","0,272",,C,80g,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Briochettes']",,+13%,+53%,-8%,+1%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,20 g,en quantité modérée,13 g,en quantité élevée,20 g,en quantité élevée,0.68 g,en quantité modérée,+12%,+136%,+39%,-28%,-28%,21,+44%,E,+44%,,,,,,,,
1636,Каша овсяная клубника со вкусом сливок. Instant Haferbrei Erdbeeren mit Sahnegeschmack - Ресурс - 200g,4607016243078,"['Ресурс', 'Увелка']",['France'],"['Haferflocken 60%', 'Zucker', 'Sahneersatz [Pulver] ', 'Maissirup', 'Palmbutter', 'Emulgator: Natriumkaseinat', 'Kochsalz', 'Erdbeeren getrocknet 2%', 'Aromazubereitung ', 'Aromen', 'Maltodextrin', 'Stabilisator: Gummi arabikum', ' Enthält Gluten']",[],?,360,1506 kj(360 kcal),4,"1,25",71,25,11,"1,25","0,5",['EAC'],C,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,-10%,-54%,+6%,+18%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,4,4 g,en quantité modérée,1.25 g,en faible quantité,25 g,en quantité élevée,1.25 g,en quantité modérée,-10%,-43%,+50%,+250%,+250%,15,+178%,D,+178%,['Gluten'],,,,,,,
1637,Pindakaas Erdnussbutter - Albert Heijn,8710400003076,['Albert Heijn'],['France'],[],[],?,645,2699 kj(645 kcal),55,"9,5",14,9,20,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Lentilles et petits légumes BIO,3030210541359,,['France'],[],[],?,76,318 kj(76 kcal),"0,9","0,2","9,4","0,7",0,"0,71","0,284","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,KWAS - Steinhauer - 1.5l,4038745600007,['Steinhauer'],['France'],"['Wasser', 'Zucker', 'Gerstenmalzextrakt 2', '5% Roggenmalzextrakt 0', '8%', 'Säuerungsmittel ', 'Milchsäure', 'Citronensäure', 'Kohlensäure', 'Hefe', 'Antioxidationsmittel: Ascorbinsäure']",[],?,37,155 kj(37 kcal),0,0,"8,6","5,6","0,1",0,0,,,1.5 l,"['Boissons', 'Boissons sans alcool', 'Boissons avec sucre ajouté']",,-3%,-100%,-1%,-56%,,,,,,,,,,,"['E270 - Acide lactique', 'E330 - Acide citrique', 'E290 - Dioxyde de carbone', 'E300 - Acide ascorbique']",4,0 g,en faible quantité,0 g,en faible quantité,5.6 g,en quantité modérée,0 g,en faible quantité,-7%,-100%,-24%,-100%,-100%,10,+42%,E,+42%,['Gluten'],,,,,,,
1640,Mini burgers assortis cheddar-barbecue & bacon-moutarde,20056933,,['France'],[],[],?,253,1059 kj(253 kcal),10,"5,7",26,"5,8",14,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
