,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,markets,ingredients_origins,traceability_code,packaging,additives,allergens,nova_score,generic_name,manufacturing,brand_owner,link,palm_ingredients,producer_info
1562,Biere rouget de l'isle montbeliarde,3573470015012,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Lomo au piment doux,2204487035229,['France'],[],[],?,124,519 kj(124 kcal),"5,1",2,"1,5","0,4","18,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Salambos kirch,3567741000616,['France'],[],[],?,213,891 kj(213 kcal),"8,9",6,29,18,"3,5","0,434","0,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Pâté aux pommes,3451950631252,['France'],[],[],?,291,1218 kj(291 kcal),25,10,"4,3","1,9",11,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Filet mignon de coche fumé seché,2568691005608,['France'],[],[],?,264,1105 kj(264 kcal),"7,4","3,2","0,5","0,5",49,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Mousse de foie,0241046007480,['France'],[],[],?,381,1594 kj(381 kcal),37,14,"2,4","1,3",11,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Legumes secs gourmands - Tipiak,3690909006684,['France'],[],[],?,353,1477 kj(353 kcal),"4,1","0,6",54,"4,5",20,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tipiak'],,,,,,,,,,,,,
1569,Plateau maki,0242008045595,['France'],[],[],?,310,1297 kj(310 kcal),"2,1","0,5","6,3","0,7","9,8","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Biere Belge Fruitee Ginette Natural Fruit,5411879333321,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ekoplaza'],,,"['Fles', 'Glas']",,,,,,,,,
1571,Bière dorée artisanale,3770011647071,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Boisson de l'effort isotonic - Eric Favre,3525722021357,['France'],[],"['Végétalien', 'Végétarien']",?,360,1506 kj(360 kcal),0,0,"89,2","70,9",0,"1,5","0,6",,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Eric Favre'],,,,,,,,,,,,,
1573,Forta Ciocolato - Maina,8005190405095,['France'],[],['Sans huile de palme'],?,385,1611 kj(385 kcal),18,12,48,20,"6,5","0,45","0,18",,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maina'],,,,,,,,,,,,,
1574,Saumon en croute - Leaderprice,3263858564019,['France'],[],[],?,320,1339 kj(320 kcal),"18,8","10,6","25,7","3,1","10,3","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leaderprice'],,,,,,,,,,,,,
1575,NeufchâtelFermier,3760103040026,['France'],[],[],?,288,1205 kj(288 kcal),"23,9",20,"0,5","0,5","18,4","1,87","0,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 76.415.001 CE', 'Massy (Seine-Maritime, France)']",,,,,,,,,,
1576,Fruit Mix - Verquin - 125g,3116420030033,['France'],"['sirop de glucose', 'sucre', 'acidifiant: acide lactique', ""correcteur d'acidité: lactate de sodium"", 'aromes', ' colorants: E141', 'E160c', 'E161b', 'E163', ' Peut contenir des traces de lait et de fruits coque']",[],?,378,1582 kj(378 kcal),0,0,"93,4","52,4",0,"0,25","0,1",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,0 g,en faible quantité,0 g,en faible quantité,52.4 g,en quantité élevée,0.25 g,en faible quantité,,+6%,+5%,-100%,-100%,+12%,-10%,-100%,+107%,+107%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,125g,['Verquin'],,,,['Plastique'],"['E270 - Acide lactique', 'E325 - Lactate de sodium', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E160c - Extrait de paprika', 'E161b - Lutéine', 'E163 - Anthocyanes']",,4,,['France'],,,,
1577,Château Labat Grand vin Haut Médoc,3450460175126,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Choco cool,5907471404175,['France'],[],[],?,500,2092 kj(500 kcal),25,14,62,"0,11","6,4","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Colorizia,8013299001773,['France'],[],[],?,352,1473 kj(352 kcal),"0,08",0,"81,1","68,1","0,7","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Carpaccio parmesan - Charal,3181232560504,['France'],[],[],?,239,1000 kj(239 kcal),17,"2,3","0,8","0,5",20,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charal'],,,,,,,,,,,,,
1581,Saucisse de toulouse,2307395005244,['France'],[],[],?,167,699 kj(167 kcal),10,"4,1","2,1","0,8",16,"1,8","0,72",,,"['Sans colorants', 'Viande-francaise', 'Viande-porcine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Aglio & peperoncino,80273516,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Cha ginjinha,5600785315112,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Culatello artigianale,8007141505304,['France'],[],[],?,330,1381 kj(330 kcal),22,"7,7",0,0,33,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Bourgogne aligoté André Goichot,3443350045074,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Milchpudding Shoko-Haselnuss - Weideglück,4028900018006,['France'],[],[],?,164,686 kj(164 kcal),"8,8","5,7","17,7","14,8",0,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Weideglück'],,,,,,,,,,,,,
1587,Cranberry boisson,3580283511372,['France'],[],[],?,42,176 kj(42 kcal),0,0,10,10,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,NOISETTÉ33,3770009196352,['France'],[],[],?,596,2494 kj(596 kcal),44,22,40,39,"9,3","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Apero cèpes thym,3760263730546,['France'],[],"['Végétalien', 'Végétarien']",?,407,1703 kj(407 kcal),"26,2","3,4","35,6","0,7","5,7","0,8","0,32",,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Crostata all'albicocca,8003386730044,['France'],[],[],?,389,1628 kj(389 kcal),"13,2","8,4","61,5","39,5","4,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Colossus - Freeway,53567635,['France'],[],[],?,40,167 kj(40 kcal),"0,1","0,1","9,1","9,1","0,4","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Freeway'],,,,,,,,,,,,,
1592,Gardianne de taureau,3760025972702,['France'],[],[],?,170,711 kj(170 kcal),"7,49","0,52","2,21","0,38","11,13","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Petillant de pomme,3770000432039,['France'],[],[],?,?,,?,,?,,?,,,,,"['Sans sucre ajouté', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Filet de dinde doré au four,3250392744182,['France'],[],[],?,120,502 kj(120 kcal),"0,6","0,3","1,2","1,2","23,3","1,65","0,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,67380183,67380183,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Tomme pur brebis,2488009026302,['France'],[],[],?,400,1674 kj(400 kcal),34,25,"1,5","0,5",22,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Pate de dinde,3760009880009,['France'],[],[],?,320,1339 kj(320 kcal),28,11,"0,8","0,5",16,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.079.002 CE', 'Landreau (Loire-Atlantique, France)']",,,,,,,,,,
1598,Croûtons Auchan,2030506421885,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,,,,,,,,,,,,,,,,,,,,,,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,['Auchan'],['Auchan'],,,,,,,,,,,,
1599,Chocolat noir Poivre Timut - Maison Guinguet,3760052696947,['France'],[],[],?,566,2368 kj(566 kcal),"43,4",26,"30,4","26,2","7,53","0,019","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison Guinguet'],,,,,,,,,,,,,
1600,Chocolat noir Poivre Timut - Maison Guinguet,3760052696947,['France'],[],[],?,566,2368 kj(566 kcal),"43,4",26,"30,4","26,2","7,53","0,019","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison Guinguet'],,,,,,,,,,,,,
1601,Milk chocolate confetti letter - Hema,8718161871668,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hema'],,,,,,,,,,,,,
1602,Heering,5701005432623,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Kero laranja néctar,5605525001775,['France'],[],[],?,48,201 kj(48 kcal),"0,2",0,"10,8","10,8","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Confitura cactus,8437000336013,['France'],[],[],?,248,1038 kj(248 kcal),"0,5","0,005",62,60,1,"0,08","0,032",,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Broad Longkow Vermicelli,9310432003069,['France'],[],[],?,344,1439 kj(344 kcal),"0,4","0,1","84,8","0,1","0,2","0,011","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Lavort brebis lait cru,2480228016799,['France'],[],[],?,370,1548 kj(370 kcal),30,"21,5",1,1,24,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Casadipane,8003490045621,['France'],[],[],?,270,1130 kj(270 kcal),"2,8","0,5",51,"6,1","8,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Betmale vache,2817564031092,['France'],[],[],?,375,1569 kj(375 kcal),"31,75","23,31","0,4","0,4","23,8","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Pistache,6133674002385,['France'],[],[],?,215,900 kj(215 kcal),14,9,36,22,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Genmaicha Souan,4580219011111,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Molenaartje Haverfruitkoekjes Perzik Bio,8711812438302,['France'],[],[],?,389,1628 kj(389 kcal),11,5,65,28,"5,8","0,6","0,24",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Poulet rôti fermier,3276555728301,['France'],[],[],?,663,2774 kj(663 kcal),72,6,"1,9","1,2","1,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Pino grigio,8008863058307,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Chocolat Lait Fleur de Sel - Nature & Découvertes - 30g,3663787451792,['France'],[],[],?,569,2381 kj(569 kcal),"38,4","24,2","47,6","45,8","7,4","1,1","0,44",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats au lait salés', 'Chocolats au lait à la fleur de sel']",['Bio'],38.4 g,en quantité élevée,24.2 g,en quantité élevée,45.8 g,en quantité élevée,1.1 g,en quantité modérée,,+3%,+3%,+10%,+12%,-7%,-6%,+8%,+95%,+95%,31,+13%,E,+13%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,30 g,['Nature & Découvertes'],,,,,,,,,,,,,
1615,Fondant chocolat,3388680004561,['France'],[],[],?,440,1841 kj(440 kcal),28,17,39,29,"6,5","0,09","0,036",,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Huile basilic,8057741334149,['France'],[],[],?,899,3761 kj(899 kcal),"91,6","13,3",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Jambon fumé à l'ancienne,2677602018634,['France'],[],[],?,117,490 kj(117 kcal),"3,8","1,4","0,01","0,01",21,"2,1","0,84",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",['en:gluten-free'],3.8 g,en quantité modérée,1.4 g,en faible quantité,0.01 g,en faible quantité,2.1 g,en quantité élevée,,-23%,-23%,-38%,-42%,-98%,-98%,-6%,+8%,+8%,11,+13%,D,+13%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,"['FR 49.239.001 CE', 'Pin-en-Mauges (Maine-et-Loire, France)']",,,,,,,,,,
1618,AAA 1.2V Ladda Ikea,90303880230769,"['Belgique', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,"Soja Würfel, Textauriertes Sojaerzeugnis",4260119110090,['France'],[],[],?,332,1389 kj(332 kcal),"1,2","0,3",27,"8,6",49,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Balye,3571960006212,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Rainbow Nerds,5054710909363,['France'],[],[],?,60,251 kj(60 kcal),0,0,"93,3",14,0,0,0,,,['Sans arômes artificiels'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,mimplette tendre demi-vieille - Geant - 270g,0201952021253,['France'],"['GEANT 911oo CORBEIL TEL: 01', '64-96-46 - 53 WD MIMOLETTE TENDRE DEMI - VIEILLE23% MG LAIT pasteurise de vache', 'sel', 'enzyme coagulantemic robienne', 'ferments LACTIQUES', 'colorant : ROCOU', 'Dans la croute conservateur : E203 LOT: 101120']",[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270g,['Geant'],['o marché frais'],,['91100'],['Barquette'],"['E160b - Rocou', 'E203 - Sorbate de calcium']",['Lait'],4,,,,,,
1623,Ice Tea Lemon - Lipton,8690574801060,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,6","4,5",0,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lipton'],,,,,,,,,,,,,
1624,Olives aux herbes de Provence,2609866018693,['France'],[],[],?,191,799 kj(191 kcal),"19,8","2,8","2,2","0,5","1,2","4,7","1,88",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Tourron,8413725002181,['France'],[],[],?,527,2205 kj(527 kcal),31,"2,4",43,39,15,"0,07","0,028",,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Montmorélien Pain - AU BON PAIN MONTMORELIEN - 400g,,['France'],"['Farine de blé de tradition française 57,8%', 'Eau minérale 40,4%', 'Sel 1%', 'Levure 0,5%', 'Semoule de blé dur 0,3%']",[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400g,['AU BON PAIN MONTMORELIEN'],['AU BON PAIN MONTMORELIEN'],"['Châtellerault', 'Montmoreau']",['84839844200014'],['Frais'],,['Gluten'],3,Pain Montmorélien,['Montmoreau'],,,,
1627,Parmesan,2449185026708,['France'],[],[],?,402,1682 kj(402 kcal),30,20,0,0,32,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Danao pêche abricot,08711496,['France'],[],[],?,51,213 kj(51 kcal),0,0,"11,4","11,1","0,7",0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Produits laitiers', 'Boissons à base de végétaux', 'Boissons lactées', 'Boissons aux fruits', 'Boissons au lait et au jus de fruits']",,0 g,en faible quantité,0 g,en faible quantité,11.1 g,en quantité élevée,0 g,en faible quantité,,+19%,+15%,-100%,-100%,+15%,+19%,+9%,-100%,-100%,16,+29%,E,+29%,56.0%,3.7%,13.8%,19.1%,5.7%,1.6%,49,,['Danao'],,,,,,,,,,,,,
1629,Klevener De Heiligenstein - 750ml,3225820061506,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Vin d'Alsace""]",,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,750 ml,,,['France'],,['Bouteille'],,,,,,,,,
1630,Gabin et quentin,3647900000005,['France'],[],[],?,603,2523 kj(603 kcal),43,25,49,49,"5,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Crème fraîche authentique,5411156010112,"['Belgique', 'France']",[],[],?,323,1351 kj(323 kcal),"33,5","22,3","3,3","3,3","2,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frais'],,,,,,,,,
1632,SAUMON ATLANTIQUE FUME NORVEGE,2162434009900,['France'],[],[],?,181,757 kj(181 kcal),10,"1,7","0,5","0,5",22,3,"1,2",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,10 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,-2%,-2%,-5%,-17%,+1%,+50%,-0%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,
1633,Ecrevisses biscuit sablé grec,5200109227130,['France'],[],[],?,396,1657 kj(396 kcal),14,5,62,22,6,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Chocolat Belge,27051283,['France'],[],[],?,542,2268 kj(542 kcal),32,15,55,53,"6,2","0,17","0,068",,,"['Agriculture durable', 'Fabriqué en Belgique', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Nectar de Poire William's,3700785000802,['France'],[],[],?,69,289 kj(69 kcal),"0,1",0,"16,2",16,"0,1",0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de poire']",,0.1 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0 g,en faible quantité,,+28%,+27%,-49%,-100%,+26%,+33%,-65%,-100%,-100%,20,+32%,E,+32%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
1636,Smirnoff Vodka,5410316951340,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,['Smirnoff'],,,,,,,,,,,,,
1637,Torsades à la carbonara - Zapetti,3021690018851,['France'],[],[],?,78,326 kj(78 kcal),"3,4","1,5","7,5","1,9","3,8","0,79","0,316",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Zapetti'],,,,,,,,,,,,,
1638,Thursday plantation eucalyptus oil,9312146006015,"['France', 'Hong Kong']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Brugal - Anejo Ron Superior (rum),74620708,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Thursday plantation Lavender Oil 50 ml,9312146007562,"['France', 'Hong Kong']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Thursday plantation Tea Tree oil 50 ml,9312146006053,"['France', 'Hong Kong']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 ml,,,,,,,,,,,,,,
1642,Organic pancake mix,5707293908543,['France'],[],[],?,356,1490 kj(356 kcal),"1,4","0,2",77,20,"8,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Freedent white - Wrigley's,4009900500616,['France'],[],[],?,144,602 kj(144 kcal),0,0,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Wrigley's"", 'Freedent']",,,,,,,,,,,,,
1644,Pain aux raisins,0204060015749,['France'],[],[],?,365,1527 kj(365 kcal),13,"7,9",54,25,7,"0,62","0,248",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains aux raisins']",,13 g,en quantité modérée,7.9 g,en quantité élevée,25 g,en quantité élevée,0.62 g,en quantité modérée,,+23%,+22%,+18%,+31%,+22%,+46%,+22%,-2%,-2%,18,+30%,D,+30%,74.6%,17.9%,4.8%,2.4%,0.4%,0.0%,64,,,,,,,,,,,,,,,
1645,Thé de Chine aux fleurs de jasmin,3162900008375,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Pain nature 3 meuniers,0241020007352,['France'],[],[],?,220,920 kj(220 kcal),"1,4","0,2",42,5,"6,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Veau blanquette sans os carrefour,2299090052152,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],['Carrefour'],,,,,,,,,,,,
1648,Paris for him - Palais Des Thés,3700256720871,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Palais Des Thés'],,,,,,,,,,,,,
1649,Pain choco - Leclerc - 8,0242134027557,['France'],[],[],?,?,,?,,?,,?,,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['AOP'],,,,,,,,,,,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,8,['Leclerc'],,,,['Plastique'],,,,pains au chocolat,,,,,
1650,Brioche Saint qenix,0201298032470,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Terrine de lapin au thym,3263480199528,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,,,,,,,,,,,,,,,,,,,,,,,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,,,,,,,,,,,,,,,
1652,Cookies coco,5906395147892,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
