,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,markets,allergens,nova_score,brand_owner,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,additives,link,ingredients_origins,palm_ingredients,origin_detail,producer_info
1586,Creme Fraiche - Schrozberger Milchbauern - 250g,4017194009548,"['Bio', 'Bio-dynamie', 'Demeter']","['France', 'Allemagne']",[],[],?,317,1326 kj(317 kcal),32,24,"2,8","2,8","2,6","0,2","0,08",250 g,['Schrozberger Milchbauern'],,,,,"['Produits laitiers', 'Crèmes', 'Crèmes fraîches']",32 g,en quantité élevée,24 g,en quantité élevée,2.8 g,en faible quantité,0.2 g,en faible quantité,,+9%,+10%,+8%,+21%,-14%,-2%,+10%,+137%,+137%,13,0%,D,0%,,B,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,
1587,"Lingo N•7 forte plantation - 105,6g",3564706505094,,['France'],[],[],?,?,,?,,?,,?,,,"105,6g","['Plantation', 'Marque Repère']",['Leclerc'],,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Dolce Gusto']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carton'],,,,,,,
1588,Confiture d'orange - André Guépratte,3278930001511,,['France'],[],[],?,252,1054 kj(252 kcal),"0,5",0,62,62,"0,4",0,0,,['André Guépratte'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'orange""]",0.5 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0 g,en faible quantité,,+17%,+18%,+113%,-100%,+18%,+23%,-19%,-100%,-100%,8,-15%,C,-15%,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1589,Guekenhappen schlesische Art - King's Crown - 550g,4061458038645,,"['France', 'Allemagne']","['Gurken', 'Wasser', 'Branntweinessig', 'Zucker', 'Speisesalz', 'Zwiebeln', 'Senfkörner', 'Dill', 'Farbstoffe: Riboflavine']",[],?,37,155 kj(37 kcal),"0,5",0,"7,8","7,7","0,5",1,"0,4",550g,"[""King's Crown""]",,['Moutarde'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E101 - Riboflavine'],,,,,
1590,Chatal bifteck - Charal,0292472039828,,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,2","0,08",,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Citrosodina,8000560783001,,['France'],[],[],?,234,979 kj(234 kcal),"0,9","0,9","83,57",0,"0,1",11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Mozzarella,8002063000401,,['France'],[],[],?,234,979 kj(234 kcal),18,"12,9","1,4","1,2","16,6","0,4","0,16",,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",18 g,en quantité modérée,12.9 g,en quantité élevée,1.2 g,en faible quantité,0.4 g,en quantité modérée,,-10%,-9%,-13%,-8%,+36%,+60%,-1%,-41%,-41%,8,-22%,C,-22%,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,
1593,Kapern - Beste Ernte,42381709,,"['France', 'Allemagne']",[],[],?,31,130 kj(31 kcal),"0,3","0,1","1,2","0,1","2,4","5,4","2,16",,['Beste Ernte'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Pickles d'origine végétale"", 'Capres au vinaigre']",0.3 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,5.4 g,en quantité élevée,,-75%,-75%,-97%,-94%,-55%,-90%,+86%,+88%,+88%,9,+8%,C,+8%,,,,,,,,,,,,,,,,,,
1594,Le fresh - Sodebo - 190g,3242272944256,"['Sans additifs', 'Nutriscore', 'Nutriscore B', 'Nutriscore B']",['France'],[],[],?,187,782 kj(187 kcal),"5,5","1,6",23,"2,4",10,"1,1","0,44",190 g,['Sodebo'],,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",5.5 g,en quantité modérée,1.6 g,en quantité modérée,2.4 g,en faible quantité,1.1 g,en quantité modérée,,+42%,+43%,+15%,-13%,+3338%,+303%,-53%,-41%,-41%,2,-72%,B,-72%,,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['Barquette', 'Film en plastique']",,,,,,,
1595,Fructal Apple Nectar,3838945509060,,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,5","10,3","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Fruchtiger Haferriegel Erdbeere - Freche Freunde - 180g,4260618520574,"['Bio', 'Sans sucre ajouté']","['France', 'Allemagne']","['Vollkornhaferflocken 48%', 'Rosinen', 'Sonnenblumenöl', 'Apfelsaftkonzentrat', 'Erdbeersaftkonzentrat 2%', 'Himbeersaftkonzentrat']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,479,2004 kj(479 kcal),18,"2,4",67,30,"8,8","0,03","0,012",180g,['Freche Freunde'],,['Gluten'],3,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales aux fruits']",18 g,en quantité modérée,2.4 g,en quantité modérée,30 g,en quantité élevée,0.03 g,en faible quantité,,+23%,+22%,+86%,-12%,+2%,+12%,+42%,-91%,-91%,8,-12%,C,-12%,,C,80.5%,10.3%,4.6%,2.5%,2.1%,0.0%,56,,"['Karton', 'Kunststoff']",,,,,,,
1597,Russo,8000139923463,,['France'],[],[],?,351,1469 kj(351 kcal),1,"0,2",3,3,"12,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,"Baxters Favourites,Pea & Ham Soup 400G",5012427144002,,['France'],"['water', 'green split peas ', '13%', 'potatoes', 'peas ', '5%', 'ori smoked bacon ', '3', '5%', ' ', 'pork', 'salt', 'preservative ', 'sodium nitrite', ' antioxidant ', 'sodium ascorbate', 'carrots', 'cornflour', 'green pea our', 'flavouring', 'salt', 'white pepper', ' ""per can', ' aim for at least 5 different portions of fruit or veg a day', ' if you have any comments or require more information,please contact: baxters food group', 'fochabers', 'scotland', 'iv32 7ld', ' tel:0800 389 8389 or please visit us at www', 'baxters', 'com']","['Non végétalien', 'Non végétarien']",?,50,209 kj(50 kcal),"0,7","0,2","6,6","0,5","3,2","0,62","0,248",,['Baxters'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,,,
1599,Banon aop,2485250019619,,['France'],[],[],?,312,1305 kj(312 kcal),25,20,"0,8","0,5",21,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 04.018.001 CE', 'Banon (Alpes-de-Haute-Provence, France)']",,,,,,,,,,,,,,,,,
1600,Tartinables Betteraves herbes de provence,3770014097002,,['France'],[],[],?,103,431 kj(103 kcal),"5,2","0,6","11,7","7,6","0,69","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Pur jus pommes Pink Lady,3760033152066,,['France'],[],[],?,43,180 kj(43 kcal),"0,1","0,1","9,8","9,4","0,5",,,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",0.1 g,en faible quantité,0.1 g,en faible quantité,9.4 g,en quantité élevée,,,,-7%,-6%,-44%,+197%,-11%,-10%,+128%,,,,,,,,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,
1602,Spaetzle à poêler 700g - Stoeffler,3180950015730,,['France'],"['Farine de blé*', 'œufs* ', '30%', 'eau', 'sel*', 'huile végétale de colza*', ' Contient du lait', ' Peut contenir de la moutarde et des fruits à coque', ' * Origine FRANCE']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",708,168,708 kj(168 kcal),"3,9","0,7",27,"0,5","5,8","0,63","0,252",700g,['Stoeffler'],['Leclerc'],"['Œufs', 'Gluten', 'Lait']",3,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",3.9 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,0.63 g,en quantité modérée,-49%,-49%,-49%,+51%,+0%,-56%,-82%,-50%,+197%,+197%,1,,B,,,,,,,,,,,pâtes fraîches à poêler,['Sachet'],"[""Stoeffler Boulevard de l'Europe 67211 Obernai"", 'France']",,https://www.stoeffler.com/,['France'],,,
1603,Innocent blue break - 750ml,5038862439862,"['Végétarien', 'Végétalien']","['France', 'Suisse']","['4 et 1/2 pommes pressées ', '66%', 'eau de coco ', '18%', '15 raisins pressées', 'goyave blanche ', '5%', 'un trait de fruit de la passion', ""un peu d'extrait de spiruline "", '0,8%', 'une lichette de jus de citron vert ', '0,7%', ' et des vitamines ', 'B1', 'B2', 'B3', 'B6 & E']","['Végétalien', 'Végétarien']",?,41,172 kj(41 kcal),0,0,10,"9,3",0,0,0,750 ml,['Innocent'],,,1,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits frais', 'Smoothies']",0 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,,-11%,-10%,-100%,-100%,-5%,-1%,-100%,-100%,-100%,3,-13%,C,-13%,,C,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,['bouteille plastique'],,,,,,,
1604,Boisson sportive - Nocco,7340131601886,,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,"0,9","0,36",,['Nocco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Aiguillettes de poulet - La Nouvelle Agriculture,0213329027423,"['Viande Française', 'Volaille Française']",['France'],[],[],?,440,1841 kj(440 kcal),"1,36","0,4",0,0,23,"0,11","0,044",,['La Nouvelle Agriculture'],,,,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.36 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,+249%,+251%,-26%,-16%,-100%,-100%,+1%,-75%,-75%,0,,B,,"['FR 79.195.001 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Sous vide', 'Frais']",['France'],,,,,,
1606,Chiffonnade de Lomo - Corte del Gusto,3700656405507,,['France'],[],[],?,256,1071 kj(256 kcal),12,"4,6",1,1,36,"4,8","1,92",,['Corte del Gusto'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Mélange Pour Soupe - Carrefour,3560070539048,,['France'],[],[],?,253,1059 kj(253 kcal),"2,4","0,4",20,"1,6",20,0,0,,['Carrefour'],['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Super Pea Protein Isolate,5060343741539,,['France'],[],[],?,395,1653 kj(395 kcal),6,1,3,"0,1",80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Baguette a chaufer - 250g,4009097010066,,"['France', 'Allemagne']",[],[],?,249,1042 kj(249 kcal),"0,9","0,4",51,"1,9","1,9",1,"0,4",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,
1610,"Café Arabica Moulu Tradition Brulerie Du Menez Bre, 250g",3328043331279,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Jus de bouleau -,4779031611344,,['France'],[],[],?,20,84 kj(20 kcal),0,0,5,"4,8",0,0,0,,,,,,,['Jus de bouleau'],0 g,en faible quantité,0 g,en faible quantité,4.8 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,1,,B,,,,,,,,,,,,,,,,,,,
1612,Romadur - 100g,4101430003138,,"['France', 'Allemagne']",[],[],?,311,1301 kj(311 kcal),25,16,"0,5","0,5",21,"2,3","0,92",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papier'],,,,,,,
1613,Baguette briochée Grillée - L'atelier Bernard Marot - 100g,3760280490157,['Sans conservateurs'],['France'],[],[],?,429,1795 kj(429 kcal),"10,1",6,"72,1","6,6","10,7","1,53","0,612",100 g,"[""L'atelier Bernard Marot""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Le lapin vichy et ses oeufs pralines,3173286429906,,['France'],[],[],?,541,2264 kj(541 kcal),31,19,60,59,"4,9","0,17","0,068",,,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",31 g,en quantité élevée,19 g,en quantité élevée,59 g,en quantité élevée,0.17 g,en faible quantité,,-2%,-2%,-9%,-9%,+12%,+13%,-25%,-12%,-12%,26,-1%,E,-1%,,,,,,,,,,,,,,,,,,
1615,Milka chocolate thins - happy belly - 125g,5400606987371,"['Agriculture durable', 'en:UTZ Certified']","['France', 'Italie']","['Cioccolato al latte ', '87 %', ' ', 'zucchero', 'burro di cacao', 'latte intero in polvere', 'massa di cacao', 'aroma di vaniglia', 'emulsionante ', 'lecitine di soia', 'farina di riso', 'Zucchero', 'caramello in polvere ', '1 %', ' ', 'zucchero', 'sciroppo di glucosio', 'burro ', 'latte', 'panna ', 'latte', 'sale marino ', '05 %', ""estratto di malto d'orzo"", 'aroma naturale', 'sale', 'olio di colza', 'stabilizzante carbonato di calcio', 'emulsionante ', 'lecitine di sola', 'Il cioccolato al latte contiene cacao 35 % minimo', 'latte 20 % minimo']",[],?,535,2238 kj(535 kcal),30,18,58,49,"6,9",1,"0,4",125 g,['happy belly'],,,,,"['Snacks', 'Snacks sucrés']",30 g,en quantité élevée,18 g,en quantité élevée,49 g,en quantité élevée,1 g,en quantité modérée,,+19%,+19%,+48%,+81%,+1%,+38%,+16%,+162%,+162%,28,+47%,E,+47%,,,,,,,,,,,,,,,,,,
1616,Lapin milka - Mondelez - 45g,7622210583376,['Point Vert'],"['France', 'Allemagne']","['Sucre', 'beurre de cacao', 'lait écrémé en poude 0lactosérum en poudre ', 'de lait', 'beurre concentré', 'emulsifiants lec E476', 'pâte de noisette', 'arôme', 'Cacao: 30% minimum', 'Peutconter uts à coque et blé,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,45 g,"['Mondelez', 'Milka']",,"['Gluten', 'Lait', 'Fruits à coque']",4,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Aliments de Pâques', 'Lapins en chocolat']",,,,,,,,,,,,,,,,,,,,,,,,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Folie'],,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",,,,,
1617,Brownies x4,2030500194075,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Quart de tranche - Aoste - 0.264kg,3449865329531,['Sans conservateurs'],['France'],"['Jambon de porc origine France', 'sel', 'Présence possible de fruits à coques et de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1142,274,1142 kj(274 kcal),18,"7,4",1,1,27,"5,7","2,28",0.264 kg,"['Aoste', 'Quart']",,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jambon sec supérieur,,,,,,,,
1619,Böhme Fruchtkaramellen Sauer 300G,4250231162053,['Fabriqué en Allemagne'],['France'],[],[],?,405,1695 kj(405 kcal),"5,8","4,7",88,63,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Sucrines,8437008529219,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,"['Laitues', 'Sucrines', 'en:Laitue', 'en:Sucrines']",,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,,B,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,,,
1621,Compote de pomme,3760305600172,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Galette bio: Pomme tatin&cannelle - La Mère Poulard,3472860406976,"['Bio', 'Fabriqué en France']",['France'],[],[],?,516,2159 kj(516 kcal),"26,7","18,4","64,9","28,7","5,4","0,49","0,196",,['La Mère Poulard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Cao kido - Auchan,3245678049341,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],?,399,1669 kj(399 kcal),2,"1,5",87,79,5,"0,16","0,064",,['Auchan'],['Auchan'],,,,['en:Cacaos et chocolats en poudre'],2 g,en faible quantité,1.5 g,en quantité modérée,79 g,en quantité élevée,0.16 g,en faible quantité,,,,,,,,,,,15,,D,,,,,,,,,,,,"['Opercule en métal', 'Pot en plastique']",,,,,,,
1624,Chapelure Panko,8809365470280,,['France'],[],[],?,363,1519 kj(363 kcal),"1,6","0,5",77,5,11,"0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Escalopes milanaises Fromage Frais - Le Gaulois,2424536027290,,['France'],[],[],?,?,,?,,?,,?,,,,['Le Gaulois'],,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,
1626,Alici,80009719,,"['France', 'Italie']",[],[],?,205,858 kj(205 kcal),"10,7","1,6",0,0,28,"14,5","5,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Rote Bete Salat,4005580002341,,['France'],[],[],?,31,130 kj(31 kcal),"0,1","0,1","6,1","4,1","0,9","1,24","0,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Coca-cola ginger lime - 4x 250ml,5449000268075,,['France'],[],[],?,0.5,2 kj(0 kcal),0,0,0,0,0,"0,01","0,004",4 x 250 ml,['Coca-Cola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Vive le gingembre - Noberasco - 200g,8005120219594,,['France'],[],[],?,432,1807 kj(432 kcal),"0,01","0,01",24,24,"0,12",,,200 g,['Noberasco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Curcuma moulu - Belle France,3258561150017,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,['Belle France'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curcuma', 'Curcuma en poudre']",,,,,,,,,,-100%,-100%,,,,,,,,,,,,,B,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,,,,,,,,,
1631,Brocolis -,8719327047842,,['France'],"['beurre extra-fin ', 'lait ', 'Origine : UE']",['Non végétalien'],?,745,3117 kj(745 kcal),82,55,"0,7","0,5","0,7","0,03","0,012",,,,['Lait'],2,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",82 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,0.03 g,en faible quantité,,+2%,+2%,+1%,-0%,-6%,-26%,+2%,-51%,-51%,19,+2%,E,+2%,,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,
1632,Croquants tomate herbes de Provence,3770013887246,['Sans additifs'],['France'],[],[],?,481,2013 kj(481 kcal),27,"3,3",48,"5,2","8,4","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Saint Jacques Zestes d'Agrumes - L'atelier Bernard Marot,3760280490423,,['France'],[],[],?,189,791 kj(189 kcal),"12,2",9,"4,6","2,4","13,5","1,12","0,448",,"[""L'atelier Bernard Marot""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Olives vertes dénoyautées - Jyrela,3574980095273,['Fabriqué en Espagne'],['France'],[],[],?,146,611 kj(146 kcal),15,2,0,0,"0,9",3,"1,2",,['Jyrela'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",15 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,,-9%,-8%,-5%,-20%,-100%,-100%,-17%,-11%,-11%,12,+3%,D,+3%,,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,
1635,Reggia Ditalini Semola GR 500,8008857300559,['Fabriqué en Italie'],['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Oeuf confiseur,2600507029320,,['France'],[],[],?,0,0 kj(0 kcal),0,0,92,91,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Hartweizen Nudeln - Riesa - 500g,4013423910227,,['France'],[],[],?,358,1498 kj(358 kcal),"1,7","0,4",72,"3,6",12,,,500 g,['Riesa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Dark Milk chocolates - 100g,7862119800642,,['France'],[],[],?,4,17 kj(4 kcal),40,24,48,40,8,"0,2","0,08",100 g,,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",40 g,en quantité élevée,24 g,en quantité élevée,40 g,en quantité élevée,0.2 g,en faible quantité,,-99%,-99%,+10%,+14%,+4%,-3%,+10%,+44%,+44%,18,-23%,D,-23%,,,,,,,,,,,,,,,,,,
1639,Le cousin du lièvre - Grain de Sail,3760226261230,,['France'],[],[],?,557,2330 kj(557 kcal),37,23,47,46,9,"0,5","0,2",,['Grain de Sail'],,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat']",37 g,en quantité élevée,23 g,en quantité élevée,46 g,en quantité élevée,0.5 g,en quantité modérée,,+1%,+1%,+9%,+9%,-12%,-12%,+35%,+155%,+155%,28,+7%,E,+7%,,,,,,,,,,,,,,,,,,
1640,Colorants pour oeufs,4052400041608,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Chocolat - Grain de Sail,3760226261261,,['France'],[],[],?,562,2351 kj(562 kcal),40,25,40,38,6,"0,17","0,068",,['Grain de Sail'],,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat']",40 g,en quantité élevée,25 g,en quantité élevée,38 g,en quantité élevée,0.17 g,en faible quantité,,+2%,+2%,+17%,+18%,-25%,-27%,-10%,-13%,-13%,25,-5%,E,-5%,,,,,,,,,,,,,,,,,,
1642,Éléphant chocolat blanc bio - Le Tech - 150g,3274646202679,['Bio'],['France'],"['Chocolat blanc ', 'cacao 29% minimum', ' ', 'sucre de canne""', 'beurre de cacao""', 'poudre de LAIT entier""', 'vanille en poudre""', 'Chocolat noir"" ', 'cacao 74% minimum', ' ', 'pâte de cacao""', 'sucre""', 'beurre de cacao""', 'vanille en poudre""', 'Chocolat LAIT ', 'cacao 35% minimum', ' ', 'sucre de canne""', 'beurre de cacao""', 'poudre de LAIT entier""', 'påte de cacao*', 'émulsifiant: lécithine de SOJA""', ' ""issu de l\'agriculture biologique Traces éventuelles de GLUTEN', 'OEUFS et FRUITS A COQUE']",['Non végétalien'],?,566,2368 kj(566 kcal),36,22,53,53,"6,4","0,23","0,092",150 g,['Le Tech'],,"['Lait', 'Soja']",4,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat']",36 g,en quantité élevée,22 g,en quantité élevée,53 g,en quantité élevée,0.23 g,en faible quantité,,+2%,+3%,+6%,+4%,-1%,+2%,-4%,+17%,+17%,28,+7%,E,+7%,,,,,,,,,,,,,['E322i - Lécithine'],,,,,
1643,Prunes sucrées-salées - 70g,4711288027448,,['France'],[],[],?,212,887 kj(212 kcal),0,0,47,"7,1","0,1",9,"3,6",70 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,hal'nour,6131035001213,,['France'],[],[],?,0,0 kj(0 kcal),0,0,"26,9",0,"1,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Organic pesto alla genovese,0000005013,,['France'],[],[],?,655,2741 kj(655 kcal),"64,5","10,1","11,8",1,"5,9","2,4","0,96",,,,,,,"['Epicerie', 'Sauces', 'Sauces Pesto']",64.5 g,en quantité élevée,10.1 g,en quantité élevée,1 g,en faible quantité,2.4 g,en quantité élevée,,+54%,+56%,+57%,+68%,+78%,-68%,+33%,+3%,+3%,28,+53%,E,+53%,,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,
1646,La grande dame -,3049614127519,,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
