,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,packaging,labels,manufacturing,traceability_code,additives,nova_score,markets,generic_name,link,ingredients_origins,palm_ingredients,brand_owner,origin_detail,producer_info
1472,Chaussons aux épinards - Sofine,8718885891300,,,['Sofine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Produits panés', ""Plats préparés d'origine végétale""]",['France'],"['eau', 'chapelure ', 'farine de blé', 'sel', 'levure', 'curcuma', 'fèves de soja ', '17%', 'épinards ', '11,3%', 'huile de tournesol', 'pâte ', 'eau', 'farine de blé', 'sel', 'protéine de soja ', '5,5%', 'coagulant ', 'chlorure de calcium', 'alginate de sodium', 'fines herbes', 'épaississant végétal ', 'amidon de tapioca', 'méthylcellulose', 'arôme', 'sel de mer', 'vitamines ', 'B2 et B12', 'minéraux ', 'fer', 'zinc']","['Végétalien', 'Végétarien']",10.2 g,en quantité modérée,1.2 g,en faible quantité,1.2 g,en faible quantité,1.3 g,en quantité modérée,?,,191,+17%,799 kj(191 kcal),+20%,"10,2",+60%,"1,2",+20%,"10,1",-35%,"1,2",-51%,"12,2",+97%,"1,3",+43%,"0,52",+43%,3,+1177%,C,+1177%,,,,,,,,"['Gluten', 'Soja', 'Protéine de soja', 'Protéine de soja']",,"['Végétarien', 'Végétalien']",,,"['E401 - Alginate de sodium', 'E461 - Méthylcellulose']",4,,"Préparation de soja fourrée aux épinards, panées, précuites",,,,,,
1473,Nulla Tella,3770010291060,,,,,['France'],[],[],,,,,,,,,?,,218,,912 kj(218 kcal),,"9,3",,"4,3",,29,,25,,"4,1",,"0,14",,"0,056",,,,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,,,,,,
1474,Gourmandises de volaille pruneau entier et poitrine fumée - Maître Coq - 380g,3230890878626,C,380 g,['Maître Coq'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille']",['France'],"['Cuisse de poulet désossée 70%* ', 'origine : france', 'poitrine de porc fumée 8%* ', 'poitrine de porc ', 'origine : france', 'sel', 'acidifiants : lactate de potassium - acétates de sodium', 'dextrose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', ""pruneaux d'agen 4%* "", ""pruneaux d'agen"", 'conservateur : acide sorbique - sorbate de potassium', 'eau', 'sucre caramélisé', '* pourcentages minimums']","['Non végétalien', 'Non végétarien']",14 g,en quantité modérée,4.3 g,en quantité modérée,3.4 g,en faible quantité,0.39 g,en quantité modérée,875,+39%,?,,875 kj(209 kcal),+23%,14,+61%,"4,3",+55%,5,-51%,"3,4",+124%,16,+55%,"0,39",-58%,"0,156",-58%,2,-45%,B,-45%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,['Frais'],"['Viande Française', 'Sans arômes artificiels', 'Sans colorants', 'Volaille-francaise']",,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,ARRIVE Chavagnes
1475,Penne poulet champignons - Auchan,3596710468928,,,['Auchan'],"['Plats préparés', 'Plats à base de pâtes']",['France'],[],[],2.7 g,en faible quantité,1.2 g,en faible quantité,0.7 g,en faible quantité,0.67 g,en quantité modérée,?,,118,-34%,494 kj(118 kcal),-34%,"2,7",-57%,"1,2",-51%,"2,7",-87%,"0,7",-71%,"6,4",-13%,"0,67",-26%,"0,268",-26%,1,-73%,B,-73%,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,['Auchan'],"pâtes penne cuites dans une sauce aux champignons avec des émincés de poulet traités en salaison rôtis, surgelés",,,,,,
1476,Langues de chat caramel,3760052697555,D,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Langues de chat']",['France'],[],[],28 g,en quantité élevée,17.2 g,en quantité élevée,38.4 g,en quantité élevée,0.48 g,en quantité modérée,?,,489,+11%,2046 kj(489 kcal),+11%,28,+76%,"17,2",+104%,"53,4",-20%,"38,4",+0%,"5,21",-11%,"0,48",+2%,"0,192",+2%,26,+30%,E,+30%,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,,,,,,,,,,,,,,
1477,Chocapic Bio,71543253,C,,['Chocapic'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",['France'],"['Céréales 63,7% ', 'farine de blé complet* 32,7%', 'farine de blé*', 'semoule de maïs*', 'chocolat en poudre 29,6% ', 'sucre*', 'cacao en poudre*', 'sirop de blé*', ""extrait de malt d'orge*"", 'huile de tournesol*', 'sel', 'arômes naturels', "" *Ingrédients issus de l'agriculture biologique"", ' Peut contenir du lait', 'des arachides et des fruits à coque']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4.6 g,en quantité modérée,1.6 g,en quantité modérée,24.9 g,en quantité élevée,0.26 g,en faible quantité,?,,390,-7%,1632 kj(390 kcal),-7%,"4,6",-55%,"1,6",-50%,"74,1",+5%,"24,9",-1%,"8,9",+12%,"0,26",-49%,"0,104",-49%,11,+10%,D,+10%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Gluten'],,['Bio'],,,,4,,,,,,,,
1478,Collation de sésame et graines de lin,0628055538042,,,,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,9,,1,,19,,13,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Toasts pour saumon - Jacquet,3029330069607,,,['Jacquet'],,['France'],[],['Sans huile de palme'],,,,,,,,,?,,313,,1310 kj(313 kcal),,"7,8",,"0,8",,51,,"5,2",,"8,1",,"1,2",,"0,48",,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,
1480,Envia Mousse Fondante Framboise,20155599,,,,,['France'],[],[],,,,,,,,,?,,120,,502 kj(120 kcal),,"4,2",,"2,8",,16,,15,,"4,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,['DE BY-77727 EG'],,,,,,,,,,
1481,Boite en métal galettes Goulibeur,3481711819100,,,,,['France'],[],[],,,,,,,,,?,,518,,2167 kj(518 kcal),,27,,18,,63,,26,,6,,"0,63",,"0,252",,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1482,"Café Royal Decaffenito, 16 Capsules",7617014167389,,,['Café Royal'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Pipas peladas - bonÀrea,8413585015826,C,,['bonÀrea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Fruits à coques et dérivés', 'Fruits à coques', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol décortiquées']","['France', 'Espagne']",[],[],56.8 g,en quantité élevée,6 g,en quantité élevée,3.1 g,en faible quantité,1.1 g,en quantité modérée,?,,654,+9%,2736 kj(654 kcal),+9%,"56,8",+13%,6,+7%,"12,8",+14%,"3,1",+22%,"17,2",-22%,"1,1",+286%,"0,44",+286%,17,+88%,D,+88%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,,,,,
1484,Crème 30% fluide - Auchan,3596710468218,,,['Auchan'],,['France'],[],[],,,,,,,,,?,,293,,1226 kj(293 kcal),,30,,21,,"3,4",,"3,4",,"2,4",,"0,07",,"0,028",,,,,,,,,,,,,,['Brique'],"['Nutriscore', 'Nutriscore D']",,,,,['Auchan'],,,,,,,
1485,Birra - Heineken - 33cl,8006890627015,,33 cl,['Heineken'],"['Boissons', 'Boissons alcoolisées']",['France'],"['Acqua', ""malto d'orzo"", 'estratto di luppolo']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,176,+252%,736 kj(176 kcal),+250%,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Heineken Italia SpA Viale Edison 110 Sesto S. Giovanni'],,['Viale Edison 110 Sesto S. Giovanni'],,,3,,,http://www.heineken.com,,,,,
1486,Pur jus de pomme de Brunehaut,5414473531438,C,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,9.7 g,en quantité élevée,0.001 g,en faible quantité,?,,45,-2%,188 kj(45 kcal),-2%,"0,5",+205%,"0,1",+213%,"10,4",-5%,"9,7",-6%,"0,5",+135%,"0,001",-91%,0,-91%,4,-3%,C,-3%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1487,Menta - Carrefour,8431876264975,B,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Menthe', 'Menthe pouliot']","['France', 'Espagne']",['Menta'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,['es:Ausencia'],,,,,,1,['Carrefour'],,,,,,,
1488,Stollen - Monoprix Gourmet - 200g,3350033393011,,200 g,"['Monoprix Gourmet', 'Monoprix']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries']",['France'],"['Raisins secs 27%', 'farine de blé', 'graisse de palme', 'sucre', 'dextrose', 'sirop de glucose-fructose', ""pâte d'amandes 4%"", 'huile de colza', 'humectant : sorbitols', ""écorces d'orange 1,5%"", 'levure', 'amidon de blé', 'écorces de citron 1%', ""émulsifiants : mono-et diglycérides d'acides gras et stéaroyl-2-lactylate de sodium"", 'arôme naturel', 'sel', 'amidon de mais et/ou de pomme de terre', 'graisse de palme totalement hydrogénée']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",17 g,en quantité modérée,8 g,en quantité élevée,39 g,en quantité élevée,0.35 g,en quantité modérée,?,,402,+7%,1682 kj(402 kcal),+7%,17,+1%,8,-2%,57,+19%,39,+33%,"4,2",-22%,"0,35",-15%,"0,14",-15%,18,+5%,D,+5%,,,,,,,,"['Gluten', 'Fruits à coque']",['Plastique'],,,['ET75119'],"['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,['Monoprix'],"Pâtisserie aux raisins secs et aux écorces d'agrumes, fourrage (12 %) à la pâte d'amandes",,,['Huile de palme'],,,
1489,pain turc - Boni,5400141233292,,,['Boni'],,"['Belgique', 'France']",[],[],,,,,,,,,?,,249,,1042 kj(249 kcal),,"1,2",,"0,3",,47,,"2,8",,"9,1",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,['Colruyt'],,,,,,,
1490,Bunatati De La Bunica Mustar Fin,5941486004227,,,,,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,5,,0,,12,,7,,5,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Promess chocolate,3760128640324,,,,,['France'],[],[],,,,,,,,,?,,260,,1088 kj(260 kcal),,"1,1",,"0,8",,"9,4",,"9,3",,"3,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Lasagne alla bolognese - Rana,8001665707091,D,,['Rana'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",['France'],"['béchamel 52% ', 'lait entier frais pasteurisé', 'farine de blé tendre', 'huile de tournesol', 'eau', 'sel de cuisine', 'sauce à la bolognaise 29% ', 'sauce tomate 30%', 'viande de porc 24%', 'viande de beuf 17%', 'oignons 8%', 'carottes 7%', 'beurre', 'vin rouge', 'arôme naturel', 'crème', 'sel de cuisine', 'sucre', 'poivre noir', 'ail', 'pâtes fraiches aux eufs 16% ', 'semoule de blé dur', 'eau', 'oeufs 20%', 'fromage råpé 3%', ' Allergènes: voir ingrédients en gras']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",10 g,en quantité modérée,4.1 g,en quantité modérée,3.4 g,en faible quantité,1 g,en quantité modérée,?,,170,+27%,711 kj(170 kcal),+27%,10,+65%,"4,1",+63%,10,-20%,"3,4",+25%,9,+42%,1,+27%,"0,4",+27%,5,+116%,C,+116%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['Œufs', 'Lait']",,"['Sans conservateurs', 'en:palm-oil-free']",,['FSC-C115580'],,4,,,,,,,,
1493,Huhn süß-sauer - Wingert Foods - 375g,4044983005726,,375 g,['Wingert Foods'],['Plats préparés'],"['France', 'Allemagne']",[],[],0.7 g,en faible quantité,0.2 g,en faible quantité,6.8 g,en quantité modérée,0.65 g,en quantité modérée,?,,115,-29%,481 kj(115 kcal),-28%,"0,7",-90%,"0,2",-91%,21,+57%,"6,8",+227%,"4,8",-31%,"0,65",-31%,"0,26",-31%,2,-49%,B,-49%,,,,,,,,,"['Pappe', 'Plastik']",,,,,,['Kaufland'],,,,,,,
1494,Cuit sur place Baguette aux céréales la pièce de 250 Gr,3250390884385,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Cake Crostatini Figue Moulin D'or,6194021175602,,,"[""Moulin D'or""]",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Champagne demoiselle - Vranken - 75cl,3253950000522,,75cl,['Vranken'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Noix de cajou Vietnam - La Vie Claire - 600g,3266191013602,D,600 g,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],['Noix de cajou'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,['Fruits à coque'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture Vietnam']",,,,1,['La Vie Claire'],,,['Viêt Nam'],,,,
1498,Soffiette bio crackers de arroz y quinoa ecológicos - Quinua Real,8437012461086,,,['Quinua Real'],,['France'],[],[],,,,,,,,,?,,389,,1628 kj(389 kcal),,"3,1",,1,,80,,2,,"8,5",,"0,35",,"0,14",,,,,,,,,,,,,,,"['Bio', 'Sans gluten']",,,,,,,,,,,,
1499,Chaumes,3222110030464,B,,"['Chaumes', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France']",['France'],"['lait de vache pasteurisé', 'ferments', 'sel', ""colorant de croûte bêta carotène d'origine naturelle""]",[],24 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,288,-15%,1205 kj(288 kcal),-15%,24,-12%,17,-8%,"0,5",-35%,"0,5",+16%,18,-18%,"1,5",+7%,"0,6",+7%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['en:lait'],['Frais'],,,,,,,,,"['France', 'en:Lait origine France']",,,,
1500,Saumon Atlantique - Everyday,5400141200478,,,['Everyday'],,"['Belgique', 'France']",[],[],,,,,,,,,?,,193,,808 kj(193 kcal),,13,,"2,6",,1,,"0,5",,18,,3,,"1,2",,,,,,,,,,,,,,,,,,,,['Colruyt'],,,,,,,
1501,Café de colombie,3429730015103,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Chocolat Manatee Lait - Weiss - 100g,3595180301810,E,100 g,['Weiss'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],"['Sucre', 'beurre de cacao', 'lait en poudre', 'fèves de cacao de Trinité et Tobago', 'émulsifiant : lécithine de soja sans OGM']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",43 g,en quantité élevée,26.4 g,en quantité élevée,41.9 g,en quantité élevée,0.16 g,en faible quantité,2474,+9%,595,+8%,2474 kj(595 kcal),+7%,43,+25%,"26,4",+35%,"42,4",-18%,"41,9",-14%,"7,6",+6%,"0,16",-31%,"0,064",-31%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,['E322i - Lécithine'],4,,,,,,,,
1503,Cicioni -  - 80g,8009750920653,,80 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",['France'],"[""Noix de cajou'"", ' 38%', 'amandes* 38%', 'eau', 'sel', "" '"", ""issu de l'agriculture biologique"", ' Croûte comestible', ' Fabriqué en Italie']",[],36 g,en quantité élevée,5.1 g,en quantité élevée,0.8 g,en faible quantité,1.5 g,en quantité modérée,1766,+55%,427,+55%,1766 kj(427 kcal),+54%,36,+64%,"5,1",-69%,"6,2",-63%,"0,8",+36%,17,+549%,"1,5",-13%,"0,6",-13%,9,-51%,C,-51%,,,,,,,,['Fruits à coque'],"['Plastique', 'Carton']","['Bio', 'en:gluten-free', 'Fabriqué en Italie']",,,,3,,,,,,,,
1504,Aubier De Tilleul Bio,3760058420010,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1505,Desiccated coconut,5060135537708,,,,,['France'],[],[],,,,,,,,,?,,633,,2648 kj(633 kcal),,62,,53,,"6,4",,"6,4",,"5,6",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Soupes De Favouilles - au bec fin - 850ml,3466090010553,,850 ml,['au bec fin'],"['Plats préparés', 'Soupes', 'Soupes froides']",['France'],[],[],3.8 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en faible quantité,1.6 g,en quantité élevée,?,,70,+63%,293 kj(70 kcal),+61%,"3,8",+49%,"0,5",+20%,"1,9",-46%,"0,8",-68%,7,+753%,"1,6",+138%,"0,64",+138%,3,+148%,C,+148%,,,,,,,,,['pot en verre'],['Fabrication artisanale'],['Caroline 83331'],['83042002'],,,['Leclerc'],,,['France'],,,,
1507,Baguette céréales et graines,3515590000240,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Litchi framboise rose - Jampi - 360g,3574100075253,C,360 g,['Jampi'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets multifruits']",['France'],"['Purée de litchi 50% ', 'litchi 91%', 'sirop de sucre inverti 9%', 'purée de framboise 20% ', 'framboise 85%', 'sirop de sucre inverti 15%', 'eau purifiée par osmose', 'sucre de canne', 'glucose', 'stabılisant ', 'pectine', 'farines de caroube et de guar', 'saccharose', 'protéines de pois', 'arôme rose 0,04%']",[],0.06 g,en faible quantité,0.01 g,en faible quantité,23 g,en quantité élevée,0.004 g,en faible quantité,?,,137,+17%,573 kj(137 kcal),+16%,"0,06",-84%,"0,01",-93%,26,-4%,23,+3%,"0,4",-30%,"0,004",-85%,"0,002",-85%,4,-7%,C,-7%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,"['E440 - Pectines', 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,,,,,,,,
1509,Pepsi,4060800148834,,,['Pepsi'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']","['France', 'Allemagne']","['Wasser', 'Zucker', 'Kohlensäure', 'Farbstoff Zuckerkulör E150d', 'Säuerungsmittel Phosphorsäure', 'Aroma Koffein', 'Aroma']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,107,,448 kj(107 kcal),,0,,0,,"26,7",,"26,6",,0,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,"['E290 - Dioxyde de carbone', ""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,
1510,"Havana Club 40% Vol. Pacto Navio 1X0,70 Liter -",8501110086042,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,bijou - 600g,000035,,600 g,['Bijou'],,['France'],"['Sucre', 'farine de blé', 'œufs frais 22%', 'beurre concentré ', 'soit 22% en beurre reconstitué', 'beurre de cacao', 'lait entier en poudre', 'sirop de glucose-fructose', 'pâte de cacao', 'stabilisant : glycérol', 'lait écrémé en poudre', 'poudres à lever : carbonates de sodium - diphosphates ', 'bié', 'sel', ""émulsifiants : mono et diglycérides d'acides gras - lécithines "", 'soja', 'arômes', ' Peut contenir des traces de fruits à coque', ' respect des de notre m vous offre pour votre VALEURS NUTRITIONNELLES MOYENNES Pour 2 pâtisseries ', '30 g', ' Pour 100 g']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",['Plastique'],,,,"['E422 - Glycérol', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine']",4,,,,,,,,
1512,Walnusskerne - 200g,24229371,,200 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,704,,2946 kj(704 kcal),,"67,4",,"6,9",,"5,3",,"3,5",,"16,7",,"0,04",,"0,016",,,,,,,,,,,,,,['Beutel'],,,,,,,,,,,,,
1513,Mousseline de pommes - Hak,8720600617171,B,,['Hak'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Mousseline de pommes']",['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,14.1 g,en quantité élevée,0.01 g,en faible quantité,?,,66,+2%,276 kj(66 kcal),+1%,"0,2",-39%,0,-100%,"14,8",+3%,"14,1",+8%,"0,3",-20%,"0,01",+18%,"0,004",+18%,-2,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,,,,
1514,Ail semoule - Dia - 60g,8480017333797,B,60 g,['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Ail et dérivés', 'Légumes séchés moulus', 'Ail sec broyé']","['France', 'Espagne']",['ajo molido 100 %'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,25.9%,0.0%,39.7%,11.5%,22.9%,0.0%,95,,"['Vidrio', 'Tarro']",['Fabriqué en Allemagne'],,,,,['Dia'],,,,,,,
1515,Mini Torsades Pur Beurre - Auchan,3596710469789,C,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés']",['France'],[],[],31 g,en quantité élevée,21 g,en quantité élevée,22 g,en quantité élevée,0.7 g,en quantité modérée,?,,538,+5%,2251 kj(538 kcal),+5%,31,+16%,21,+36%,59,-1%,22,+8%,"5,5",-12%,"0,7",-33%,"0,28",-33%,23,+1%,E,+1%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"['Nutriscore', 'Nutriscore E']",,,,,['Auchan'],,,,,,,
1516,Taboulé oriental aux légumes et raisins secs - Franprix - 400g,3263858873715,B,400 g,['Franprix'],"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",['France'],"['semoule de blé dur réhydratée 47,2% ', 'eau - semoule de blé dur de qualité supérieure*', ' - tomate* 12% - concombre* 10% - huile de tournesol - oignon* 4,9% - poivrons rouges* 4,9% - jus de citron* - raisins secs* 2% ', 'dont huile de tournesol*', "" - vinaigre d'alcool* - vinaigre de cidre* - sel - sucre de canne* - persil* - menthe* - coriandre* - ail - curcuma* - mélange d'épices* "", 'cannelle - clou de girofle* - poivre* - noix de muscade*', ' - poivre*']","['Sans huile de palme', 'Végétalien', 'Végétarien']",7.8 g,en quantité modérée,0.9 g,en faible quantité,4.8 g,en faible quantité,0.58 g,en quantité modérée,?,,166,-6%,695 kj(166 kcal),-6%,"7,8",+15%,"0,9",+27%,"20,4",-13%,"4,8",+19%,3,-30%,"0,58",-39%,"0,232",-39%,4,+50%,C,+50%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,['Gluten'],"['Réfrigéré', 'Carton', 'Plastique']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,3,['Franprix'],"Salade de semoule de blé dur et légumes, issue de l'agriculture biologique",,,,,,
1517,Haeberlein metzger Nürnberger Elisen lebkuchen,4035472303300,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Biscuits et gâteaux', 'Produits de boulangerie', 'Produits de boulangerie allemands', ""Pains d'épices"", 'de:Nürnberger Lebkuchen']",['France'],[],[],25.5 g,en quantité élevée,4.4 g,en quantité modérée,33.4 g,en quantité élevée,0.52 g,en quantité modérée,?,,460,+23%,1925 kj(460 kcal),+22%,"25,5",+72%,"4,4",-11%,"45,8",-4%,"33,4",+93%,"8,9",+20%,"0,52",-43%,"0,208",-43%,18,+45%,D,+45%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,['Fabriqué en Allemagne'],,,,,,,,,,,,
