,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,traceability_code,quantity,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,additives,allergens,nova_score,manufacturing,ingredients_origins,generic_name,link,origin_detail,brand_owner,palm_ingredients
1816,Cruspies barbecue flavour - Mcennedy - 200g,20573195,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Légumes et dérivés', 'Fruits à coques', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes salées']",['France'],"['cacahuètes 46%', 'amidons ', 'mais', 'blé', 'farine de blé', 'huile de tournesol', 'sucre', 'sel', 'epíces', 'tomates en poudre', 'mélasse en poudre', 'extrait de levure', 'arôme de fumée', 'acidifiant: E330', ' extrait d´épice', 'plantes aromatiques']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",31.2 g,en quantité élevée,6.9 g,en quantité élevée,8 g,en quantité modérée,2.28 g,en quantité élevée,2108,?,2108 kj(504 kcal),"31,2","6,9","40,4",8,"13,8","2,28","0,912",13,D,,200 g,"[""Fabriqué dans l'UE""]",-15%,,-17%,-36%,-4%,+226%,+52%,-46%,+95%,+95%,+116%,+116%,D,['Mcennedy'],91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,"['Sachet plastique', '07', 'Green dot', '♹']",['Lidl'],['E330 - Acide citrique'],"['Gluten', 'Arachides']",4,,,"Cacahuètes enrobées, gout barbecue",,,,
1817,Bordeaux superieur - Granf vin de Bordeaux - 75cl,20594428,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,75 cl,,,,,,,,,,,,,,,['Granf vin de Bordeaux'],,,,,,,,,,,,,,,,,,,
1818,Cassolette de scampis a l'ail - Ocean Sea - 275g e,20612474,"['Surgelés', 'Plats préparés', 'Plats préparés surgelés', 'Crevettes préparées', 'Plats à base de crustacés']",['France'],"['73 % crevettes ', 'crevettes ', 'crustacés', 'eau', 'sel', ""correcteur d'acidité : citrates de sodium"", '23 % beurre ', 'lait', '1,4 % ail', 'persil', 'oignon', 'sel', 'citron', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",19.5 g,en quantité modérée,12.6 g,en quantité élevée,0.9 g,en faible quantité,1.16 g,en quantité modérée,?,252,1054 kj(252 kcal),"19,5","12,6","1,2","0,9","17,8","1,16","0,464",18,D,,275 g e,"['Aquaculture responsable', 'Aquaculture responsable ASC']",,+51%,+50%,+142%,+416%,-90%,-54%,+96%,+6%,+6%,+295%,+295%,,['Ocean Sea'],,,,,,,,"['Carton', 'Plastique', 'surgelé', 'boîte']",['LIDL'],['E331 - Citrates de sodium'],"['Crustacés', 'Lait']",3,,"['Équateur', 'Inde', 'Thaïlande', 'Viêt Nam']","Crevettes à l'ail, surgelées.",,,,
1819,Tropical Fruit Juice - Lidl - 1L,20623197,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']","['France', 'Pays-Bas']","['Jus de fruits concentré ', ""36% d'ananas"", ""35% d'orange"", '5% de fruit de la passion', '4% de banane', '4% de citron vert', '4% de citron', '3% de mandarine', '3% de mangue', '3% de papaye', '3% de kiwi']",[],0.1 g,en faible quantité,0 g,en faible quantité,10.8 g,en quantité élevée,0.01 g,en faible quantité,?,47.799999237061,200 kj(47 kcal),"0,1",0,"10,8","10,8","0,3","0,01","0,004",5,C,,1 L,,,+4%,+4%,-41%,-100%,+2%,+11%,-23%,+1%,+1%,+32%,+32%,D,"['Lidl', 'Solevita']",58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Carton', '84 C/PAP']",['Lidl'],,,1,['Germany'],,,,,,
1820,Crusti croc Classique - 200g,20638658,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",['France'],"['63', '8% pommes de terre', '35% huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",34.9 g,en quantité élevée,3.2 g,en quantité modérée,0.5 g,en faible quantité,1.24 g,en quantité modérée,?,551,2305 kj(551 kcal),"34,9","3,2","51,8","0,5","5,3","1,24","0,496",10,C,,200 g,"['Fabriqué en France', ""À l'huile de tournesol"", 'Pommes de terre origine France']",,+3%,+3%,+5%,+8%,+2%,-61%,-10%,-6%,-6%,-8%,-8%,B,['Crusti Croc'],62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['Sachet', 'Sachet plastique à jeter']",['Lidl'],,,3,['France'],['France'],Chips de pommes de terre nature,,,,
1821,Fromage De Normandie Rond Doosje 200 Gram (chene D'argent) - 200g,20639174,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés']",['France'],"['Lait de vache pasteurisé', 'sel', 'ferments lactique', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,348,1456 kj(348 kcal),30,21,"0,5","0,5",18,"1,3","0,52",14,D,"['FR 14.162.001 CE', 'Clécy (Calvados, France)']",200 g,,,+11%,+11%,+15%,+18%,-55%,-34%,-3%,-10%,-10%,-2%,-2%,D,"[""Chêne d'Argent""]",84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['Lait'],3,,,,,,,
1822,Spanische Mini-paprikasalami - Sol & Mar,20645069,,['France'],"['iâtonnets de LOOg de bâtonnets de chorizo ont été élaborés partir de 151g kie viande de porc', ' li', 'grédients : viande de porc', 'matière grasse de porc', '2,4% paprika', 'sel', 'boyau comestibfe de porc ', 'eau', 'gélifiant : alginate de sodium épaississants : gomme guar', 'cellulose', 'carboxyméthytcellulose ', ' acidifiant : acide lactique ', ' amidon modifié de pomme de terre', 'humectant : glycérol ', ' affermissant : chlorure de Calcium', ""correcteurs d'acidité : lactate cie potassiUm' acétate de Potassium "", ' protéines de lait', 'arômes', 'ail', 'lactose', 'dextrose', 'stabilisant triphosphate s ', ' colorant : extrait de paprika ', ' antioxydant ascorbate de sodium', ' Produit sujet à dessiccation doit est sans gluten', ' Ce pro', 'onné sous atmosphère protectrice', "" conserver à l'abri de la chaleur et de l'humidité"", ' o Cl verture,']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,412,1724 kj(412 kcal),34,18,"1,5",1,25,"3,4","1,36",,,,,['en:gluten-free'],,,,,,,,,,,,,,['Sol & Mar'],,,,,,,,,['Lidl'],"['E401 - Alginate de sodium', 'E412 - Gomme de guar', 'E460 - Cellulose', 'E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E422 - Glycérol', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika', 'E301 - Ascorbate de sodium']",['Lait'],4,,,,,,,
1823,Cote du roussillon,20656850,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Gouda belge (vieux) - Milbona,20669980,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas vieux']",['France'],[],[],31 g,en quantité élevée,19 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,?,379,1586 kj(379 kcal),31,19,1,1,25,2,"0,8",17,D,,,,,-9%,-8%,-9%,-15%,+747%,+726%,-7%,+5%,+5%,-3%,-3%,D,['Milbona'],82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1825,Vegan medaglioni - My Best Veggie - 250g,20685812,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']","['France', 'Italie']",[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",8.3 g,en quantité modérée,1.4 g,en faible quantité,3.6 g,en faible quantité,1.33 g,en quantité modérée,?,248,1038 kj(248 kcal),"8,3","1,4",35,"3,6","6,3","1,33","0,532",6,C,,250 g,"['Végétarien', 'Huile de palme durable', 'Végétalien', 'Sans lactose', 'Sans conservateurs', 'en:palm-oil-free']",,-25%,-25%,+220%,+101%,-43%,+30%,-46%,+527%,+527%,,,,['My Best Veggie'],,,,,,,,,,,,,,,,,,,
1826,Orange juice - solevita - 20ml,20689292,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans alcool', ""Jus d'orange""]",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,8.8 g,en quantité élevée,0.01 g,en faible quantité,?,42,176 kj(42 kcal),"0,5","0,1","8,8","8,8","0,7","0,01","0,004",2,C,,20ml,,,-2%,-3%,+199%,+266%,-9%,-3%,+12%,+17%,+17%,-33%,-33%,D,['Solevita'],58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Alternapak'],,,,,['lidl Nederland gmbh'],['Huizen'],,,,,
1827,Bonbons à l'ancienne - Hema,2073209599994,,['France'],[],[],,,,,,,,,?,378,1582 kj(378 kcal),"0,1","0,1","94,3","81,3",0,"0,07","0,028",,,,,,,,,,,,,,,,,,,['Hema'],,,,,,,,,['Hema'],,,,,,,,,,
1828,Pate a tartiner,2076854223887,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['France'],[],[],34.1 g,en quantité élevée,6.2 g,en quantité élevée,52 g,en quantité élevée,0.1 g,en faible quantité,?,556,2326 kj(556 kcal),"34,1","6,2",52,52,"6,5","0,1","0,04",22,E,,,,,+6%,+7%,+6%,-23%,+3%,+19%,+5%,-45%,-45%,+7%,+7%,,,,,,,,,,,,,,,,,,,,,
1829,Viande Haché - Aldi,20711511,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande hachée']",['France'],"['100% pur bœuf', ' Pourcentage de matières grasses inférieur à 20%', ' Rapport collagène sur protéines de viande inférieur à 15%', ' Bœuf né', 'élevé et abattu en France']","['Non végétalien', 'Non végétarien']",20 g,en quantité modérée,8.6 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,248,1038 kj(248 kcal),20,"8,6",0,0,17,"0,2","0,08",11,D,,,,,+13%,+14%,+24%,+36%,-100%,-100%,+12%,-83%,-83%,-5%,-5%,,['Aldi'],,,,,,,,,['Aldi'],,,,,,,,,,
1830,Dark brown soft sugar,20718534,,['France'],[],[],,,,,,,,,?,380,1590 kj(380 kcal),0,0,95,95,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Galletas de avena - Lupilu - 125g,20769925,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Allemagne', 'Espagne']",[],[],13.5 g,en quantité modérée,1.4 g,en faible quantité,13.7 g,en quantité élevée,0.03 g,en faible quantité,?,423,1770 kj(423 kcal),"13,5","1,4","63,6","13,7","8,2","0,03","0,012",4,C,,125 g,"['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-013', 'Agriculture UE', 'Agriculture UE/Non UE']",,-11%,-11%,-35%,-86%,-1%,-54%,+26%,-95%,-95%,-80%,-80%,C,['Lupilu'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Kunststoff'],['Lidl'],,['Gluten'],,['Burgdorf'],,,,,,
1832,Sucette mickey - 140g,2080030120020,,['France'],[],[],,,,,,,,,?,372,1556 kj(372 kcal),0,0,93,75,0,0,0,,,,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Gyros poulet,20806514,,['France'],[],[],,,,,,,,,?,90,377 kj(90 kcal),2,"0,5","3,2","2,7",14,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Chef To Go Select Snack Frikadellen (Lidl) - Select & Go - 200g,20813741,"['Viandes', 'Préparations de viande']","['France', 'Allemagne']",[],[],16 g,en quantité modérée,6.7 g,en quantité élevée,1.5 g,en faible quantité,2 g,en quantité élevée,?,242,1013 kj(242 kcal),16,"6,7",8,"1,5",16,2,"0,8",17,D,['DE BY-40402 EG'],200 g,,,+19%,+18%,+51%,+109%,-6%,+22%,+2%,+27%,+27%,+123%,+123%,,"['Select & Go', 'Lidl']",,,,,,,,"['Kunststoff', 'Aluminium']",['Lidl'],,,,,,,,,,
1835,Salame Felino - Italiamo - 80g,20823504,,['France'],[],[],,,,,,,,,?,445,1862 kj(445 kcal),37,"14,6",1,"0,1",27,4,"1,6",,,,80 g,,,,,,,,,,,,,,,['Italiamo'],,,,,,,,,['Lidl'],,,,,,,,,,
1836,Cheese & Jalapeno snack,20831264,,['France'],[],[],,,,,,,,,?,303,1268 kj(303 kcal),"15,4","8,5","28,5","13,5","12,1","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Strawberry smoothie - Naturis - 1l,20834494,,"['France', 'Royaume-Uni']","['Apple Juice Not From Concentrate', '32% Strawberry Purée', 'Banana Purée', 'Blackcurrant Purée']",[],,,,,,,,,?,48,201 kj(48 kcal),"0,1","0,1","11,3","11,3","0,5","0,01","0,004",,,,1l,,,,,,,,,,,,,,,['Naturis'],,,,,,,,,['Lidl'],,,,,,Smoothie,,,,
1838,Energus10 - Simply Market,2090000174977,,['France'],[],[],,,,,,,,,?,265,1109 kj(265 kcal),13,"1,9","5,9",0,25,1,"0,4",,,,,,,,,,,,,,,,,,,['Simply Market'],,,,,,,,,,,,,,,,,,,
1839,Mini donut sucré Auchan - Simply - 9,2090000190595,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],20 g,en quantité modérée,9.3 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,?,397,1661 kj(397 kcal),20,"9,3",48,16,"6,8","1,1","0,44",20,E,,9,,,-3%,-3%,-12%,-12%,+7%,-5%,+15%,+16%,+16%,+3%,+3%,B,['Simply'],65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,['Auchan'],,,,,,,,,,
1840,Magic Sipper,2099970339430,,['France'],"['DE ln Mitch Ibsbares Zuckergranulat mit Schokoladen - geschmack Azücar granulado soluble en leche', 'con sabor a chocolate suiker', 'védients: suctee ', ' ', 'cao ', ""8,20/' dextrose"", 'a!imes Zucker', 'Kakaopujver ', '8,2%', ' Glukoesimp', 'Dextrose', 'natüdiche Arome}ï azücar', 'acao n plvo jarabe de glucosat dextrosal aromas naturales', ' Netto ewicht/ Nettogewicht / Peso neto']",[],,,,,,,,,?,378,1582 kj(378 kcal),1,"0,6",90,"84,1","1,7","0,13","0,052",,,,,['en:gluten-free'],,,,,,,,,,,,,,['Magic Sipper'],,,,,,,,,,,,4,,,,,,,
1841,Orange juice - Lidl,20913472,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,8 g,en quantité élevée,0.01 g,en faible quantité,?,42,176 kj(42 kcal),"0,1","0,1",9,8,1,"0,01","0,004",2,C,,,,,-2%,-3%,-40%,+266%,-7%,-12%,+60%,+17%,+17%,-33%,-33%,D,['Lidl'],58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
1842,Maxi,20930813,,['France'],[],[],,,,,,,,,?,39,163 kj(39 kcal),"0,1",0,9,9,"0,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Doony's,2100005675451,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],21 g,en quantité élevée,9.6 g,en quantité élevée,24 g,en quantité élevée,0.92 g,en quantité modérée,?,403,1686 kj(403 kcal),21,"9,6",24,24,"5,5","0,92","0,368",23,E,,,,,-1%,-1%,-8%,-9%,-46%,+43%,-7%,-3%,-3%,+18%,+18%,B,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
1844,RILETTES PUR OIE - 170g,2100333999991,,['France'],[],[],,,,,,,,,?,404,1690 kj(404 kcal),"32,7","11,4","0,7","0,5","26,4","1,65","0,66",,,,170 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Comte marcel petite bio,2103797002504,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],23 g,en quantité élevée,1 g,en faible quantité,0 g,en faible quantité,0.76 g,en quantité modérée,?,427,1787 kj(427 kcal),23,1,1,0,27,"0,76","0,304",3,C,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,+8%,+8%,-30%,-95%,+116%,-100%,+7%,-22%,-22%,-78%,-78%,C,['Marcel Petite'],82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1846,"Blanc de dinde - coop qualité & prix - 0,115kg",2107659002800,"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']","['France', 'Suisse']","['Viande de dinde ', 'provenance : voir date', 'glace', 'sel nitrité ', 'sel de cuisine', 'conservateur [E 250]', 'maltodextrine', 'sirop de glucose', 'stabilisants ', 'E 450', 'E 451', 'antioxydant ', 'E 301', ""extraits d'épices""]","['Non végétalien', 'Non végétarien']",1.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,2.4 g,en quantité élevée,400,96,400 kj(96 kcal),"1,5","0,5","0,5","0,5",20,"2,4","0,96",11,D,,"0,115kg",,-8%,-6%,-7%,-7%,-2%,-67%,-42%,0%,+22%,+22%,+110%,+110%,D,['coop qualité & prix'],84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Barquette'],,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
1847,Andouillette de canard,2202063022960,['Andouillettes de canard'],['France'],[],[],16 g,en quantité modérée,6.2 g,en quantité élevée,0.1 g,en faible quantité,1.4 g,en quantité modérée,?,216,904 kj(216 kcal),16,"6,2","0,5","0,1",17,"1,4","0,56",14,D,,,,,-3%,-3%,-1%,+1%,-40%,+1274%,-1%,0%,0%,-2%,-2%,,,,,,,,,,,,,,,,,,,,,
1848,Saucisse sèche pur porc - Despi,2203747033067,,['France'],"['Poitrine et épaule de porc', 'sel', 'lactose ', 'lait', 'sirop de glucose', 'ét>ice', 'dextrose', 'plante aromatique', 'conservateur E252', 'Enveloppe : boyau naturel de porc', ' ', 'Elaboré à partir de 145g de viande de porc pour I Oog de produit fini', ' Conditions de conservation : Produit sujet dessiccation']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,424,1774 kj(424 kcal),"36,1","13,71","1,2","1,2","23,7","5,29","2,116",,,,,,,,,,,,,,,,,,,['Despi'],,,,,,,,,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,,,
1849,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205870002453,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fuméf de bois de hêtre', ' Conseil : pour plus de saveur', 'sortez le jambon de son emballage 5 minutes avant de le déguster']","['Non végétalien', 'Non végétarien']",4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",5,C,['DE RP-03001 EG'],,,,-5%,-4%,-6%,-18%,+49%,-16%,-5%,+2%,+2%,-29%,-29%,E,['Saint Alby'],80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
1850,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205870002774,,['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant ascor\\yate - e ois de hêtre', ' : pour plus de saveur', 'sortez le jambon de son emballage 5 le déguster', "" Conditionné sous atmosphère 'protectrice"", ' conserver ouverture', 'à consommer sous 2 ou 3 jours', ' surs']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,['DE RP-03001 EG'],,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,"['Barquette', 'Film en plastique']",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,,,,,
1851,Jambon trad - Saint Alby,2205871002308,,['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fumée de bois de hêtre', ' Conseil : pour plus de saveur', 'sortez le jambon de son emballage 5 minutes avant de le déguster']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,147,615 kj(147 kcal),7,"3,5",1,"0,5",20,"1,9","0,76",,,['DE RP-03001 EG'],,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,['Barquette'],,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
1852,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205873002115,,['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fumée de bois de hêtre', ' Conseil : pour plus de saveur', 'sortez le jambon de son emballage 5 minutes avant de le déguster']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,147,615 kj(147 kcal),7,"3,5",1,"0,5",20,"1,875","0,75",,,['DE RP-03001 EG'],,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
1853,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205873002368,,['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fumée de bois de hêtre', ' Conseil : pour plus de saveur', 'sortez le jambon de son emballage 5 minutes avant de le déguster']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,['DE RP-03 EG'],,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
1854,Jambon traditionnel - Saint Alby,2205873002870,,['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fumée de bois de hêtre', ' Conseil : pour plus de saveur', 'sortez le jambon de son emballage 5 minutes avant de le déguster,']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,['DE RP-03001 EG'],,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
1855,Jambon traditionnel - SAINT ALBY,2205874002466,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambons blancs fumés']",['France'],"['Viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fumée de bois de hêtre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",7 g,en quantité modérée,3.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,147,615 kj(147 kcal),7,"3,5",1,"0,5",20,"1,9","0,76",12,D,['DE RP 03001 EG'],,,,+8%,+9%,+32%,+71%,+18%,-24%,-2%,-4%,-4%,+50%,+50%,E,['SAINT ALBY'],80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
1856,Jambon blanc - Saint Alby,2205874003173,,['France'],[],[],,,,,,,,,?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,['DE RP-03001 EG'],,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,,,,,,,,,,
1857,Jambon traditionnel - Saint Alby,2205875002953,,['France'],[],[],,,,,,,,,?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,,,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,,,,,,,,,,
1858,Jambon traditionnel fumé au bois de hetre - Saint Alby,2205877002371,,['France'],"['viande de porc ', 'origine UE', 'sel nitrité ', 'sel', 'conservateur : nitrite de sodium', ""extraits d'épices"", 'épices', 'dextrose', 'antioxydant : ascorbate de sodium ', ' fumée de bois de hêtre', ' Conseil : pour plus de saveur', 'sortez le jambon de son emballage 5 minutes avant de le déguster', ' Conditionné sous atmosphère protectrice', ' A conserver à +40C maximum', ' Après ouverture', 'à consommer sous 2 ou 3 jours']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,,,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,4,,,,,,,
