,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,brand,categories,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,ingredients_origins,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,labels,palm_ingredients
1719,Entrecôte intensément persillée,2494558043363,['France'],[],[],?,229,958 kj(229 kcal),17,"7,8",0,0,19,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",
1720,Pâté de foie,3489350000255,['France'],[],[],?,405,1695 kj(405 kcal),"39,2","14,1","2,1","1,2","10,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Pate mamie rose,3770012773106,['France'],[],[],?,311,1301 kj(311 kcal),"23,11","7,98","12,44",12,"13,26","1,06","0,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Sel marin Poisson,3558180031897,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Carciofini grigliati,59530428,['France'],[],[],?,93,389 kj(93 kcal),"5,6","0,8","3,9","0,8","2,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Cafe,3521680203026,['France'],[],[],?,355,1485 kj(355 kcal),"0,9","0,2",79,"0,5",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Pouilly vinzelles,3490870382011,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Pains D'anis,3346988000401,['France'],[],[],?,337,1410 kj(337 kcal),2,"0,47","80,2",45,"8,8","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,All-purpose  sauce soja - Kikkoman,8715035134645,['France'],[],[],?,107,448 kj(107 kcal),0,0,"6,9","3,9","9,7","9,1","3,64",,,,['Kikkoman'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Cookies chocolat au lait et noisettes  Les Affranchis,3770006165238,['France'],[],[],?,539,2255 kj(539 kcal),34,18,52,25,"5,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,3770016206006,3770016206006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Langostino salvaje crudo,8433329001236,['France'],[],[],?,90,377 kj(90 kcal),"0,9","0,4","0,4",0,19,"0,75","0,3",,,,,"['it:Langostino', 'it:Langostino crudo']",,,,,,0.9 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.75 g,en quantité modérée,,,,,,,,,,,-1,,A,,,,,,,,,,,,,,
1731,Saucisses de poulet,3927970000090,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Pane integrale,8023797057820,['France'],[],[],?,259,1084 kj(259 kcal),"0,93","0,6",42,"4,58",9,"4,38","1,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,syrligt band,0200030215850,['France'],[],[],?,369,1544 kj(369 kcal),"2,2","1,2",82,64,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Cioko novellini - Balocco,8001100068435,['France'],[],[],?,454,1900 kj(454 kcal),16,"2,9",69,28,"6,7","0,63","0,252",,,,['Balocco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Poulet fermier,0217457028017,['France'],[],[],?,138,577 kj(138 kcal),"5,9","1,7",0,0,20,"0,15","0,06",,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,flan coco - Intermarché - 910g,0201366029524,['France'],"['LAIT ecreme', 'sucre', 'BEURRE ', 'LAIT', 'poudre a flan ', 'amidons modifies de mais', ' aôme', 'OEUFS', 'semoule de BLE dur ', 'GLUTEN', 'noix de coco 2% ', 'Pourcentade Exprime a la mise en oeuvreleau', 'farme de BLE ', 'GLUTEN', 'arôme vanille', 'sel', 'Colorant: E160a', 'E100', 'Neuschnee : dextrose', 'amidon de FROMENT', 'huile de colza-partiellement hydrogenee', 'antiagglomerant', 's', ':', 'E170', 'E470b', 'matiere grasse de paine-totalement hydrogenee', 'arôme']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,,910 g,['boite cartonnée'],['Intermarché'],"['Tartes', 'Tartes sucrées']",['Intermarché'],,['Intermarché'],"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E160a - Carotènes mélangés', 'E100 - Curcumine', 'E170 - Carbonates de calcium', ""E470b - Sels de magnésium d'acides gras""]",,
1737,Poulet - Maître Coq,3230890050374,['France'],[],[],?,844,3531 kj(844 kcal),15,"4,3",0,0,17,"0,21","0,084",,,,['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,"['Nutriscore', 'Nutriscore B']",
1738,Lomo a grillé,3760156156347,['France'],[],[],?,209,874 kj(209 kcal),"13,8","4,97","1,72","1,01","19,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 82.051.006 CE', 'Durfort-Lacapelette (Tarn-et-Garonne, France)']",,,
1739,Spaghetti sauce tomate et boulettes,5413848634118,['France'],[],[],?,147,615 kj(147 kcal),"8,7","2,6",11,"1,9","5,3","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Roll,8019730066905,['France'],[],[],?,396,1657 kj(396 kcal),"17,3","9,9","53,9","37,6","5,5","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Kinder,800500293461,['France'],[],[],?,?,,?,,?,,?,,,,,,['Kinder'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Ditali lisci,8017596005816,['France'],[],[],?,359,1502 kj(359 kcal),"1,5","0,3",73,"2,4",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Chocolate Caliente,8436553292791,['France'],[],[],?,25,105 kj(25 kcal),"0,15","0,11",7,5,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Lomo embuchado,2440207006616,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Big dors long rayé choc X2,2009007140014,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Nar eksisi,8680419596312,['France'],[],[],?,311,1301 kj(311 kcal),"0,5","0,1","72,1",71,"3,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Marmelade,8436026163696,['France'],[],[],?,197,824 kj(197 kcal),0,0,48,41,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Kat kat tat - Ülker,68506537,['France'],[],[],?,452,1891 kj(452 kcal),20,14,62,35,"2,9","0,58","0,232",,,,['Ülker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Panna acida - Meggle,3859889264518,['France'],[],[],?,153,640 kj(153 kcal),14,1,"4,1","4,1","2,9","0,13","0,052",,,,['Meggle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Hi-Chew,0873983004941,['France'],[],[],?,440,1841 kj(440 kcal),9,9,84,64,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Milia préparation pain Kebab,5415196006456,['France'],[],[],?,337,1410 kj(337 kcal),"1,2","0,3","67,5","7,7","12,5","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Tranché de volaille hallal - Fleury Michon,3302740044960,['France'],[],[],?,?,,?,,?,,?,"1,8","0,72",,,,['Fleury Michon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",
1753,Kouaoupia,5204653001017,['France'],[],[],?,476,1992 kj(476 kcal),"22,3","1,7","55,6","0,9","11,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Dinde fermiere,0217714025452,['France'],[],[],?,137,573 kj(137 kcal),"5,9","1,4",20,0,20,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Les escalopes milanaises poulet pané cru aux poivres,0227081025580,['France'],[],[],?,132,552 kj(132 kcal),"1,9","0,6",8,"1,1",20,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",
1756,Panna cotta - Meggle,8585002505699,['France'],[],[],?,165,690 kj(165 kcal),10,"5,5",15,14,"3,9","0,15","0,06",,,,['Meggle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Tagliatelle al fungo porcino,8016419012000,['France'],[],[],?,355,1485 kj(355 kcal),"1,4","0,2",72,"4,3","3,4",12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Les animaux fantastiques,5051889648192,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Tarte à l'oignon - Produits de la Cigogne,3527480042865,['France'],[],[],?,238,996 kj(238 kcal),16,"9,1",18,"3,3","5,5","0,86","0,344",,,,['Produits de la Cigogne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Beignets gourmands,2892204019685,['France'],[],[],?,356,1490 kj(356 kcal),16,"1,8",47,12,"5,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Écrasé de carottes,3493371300034,['France'],[],[],?,31,130 kj(31 kcal),"0,4","0,2","5,3","3,6","0,7","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Saucisses de porc en confit,0256066047880,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Carbrite Diet,0039442081117,['France'],[],[],?,190,795 kj(190 kcal),4,2,2,0,21,"0,525","0,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Praliné,3760063338423,['France'],[],[],?,510,2134 kj(510 kcal),"27,8","2,1","52,8",52,"9,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 37203C', 'Rochecorbon (Indre-et-Loire, France)']",,,
1765,Raffaello - Ferrero,8000500346587,['France'],[],[],?,628,2628 kj(628 kcal),"48,6","29,7","38,3","33,3","7,2","0,305","0,122",,,,['Ferrero'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Sesame pele,5400197215358,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Mont d’or,3770018240008,['France'],[],[],?,300,1255 kj(300 kcal),80,"16,5","1,2",1,"19,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Pinceau bleu,3701254713155,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Bruschettina,3700662750288,['France'],[],[],?,375,1569 kj(375 kcal),"7,3",1,"66,3","3,1","9,2","2,75","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Pain aux raisins,0203746015417,['France'],[],[],?,330,1381 kj(330 kcal),17,"7,7",48,20,"6,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Tremoço,5600362066437,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Clous de girofle,3760281370328,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Clous de girofle']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,63.8%,0.0%,18.2%,12.0%,6.0%,0.0%,79,,,,
1773,Marmelade,5606262014264,['France'],[],[],?,246,1029 kj(246 kcal),0,0,60,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Pesto (du Jardin),0773798010017,['France'],[],[],?,392.8571,1644 kj(392 kcal),"42,857","3,571","3,571",0,0,"2,054","0,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Pain complet plus a la coupe,0209127033391,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Yaourt à la grecque,2006050011810,['France'],[],[],?,143,598 kj(143 kcal),"6,7","4,3",18,18,"2,3",,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,,,,,6.7 g,en quantité modérée,4.3 g,en quantité modérée,18 g,en quantité élevée,,,,+22%,+22%,-2%,-3%,+106%,+125%,-48%,,,,,,,,,,,,,,,,,,,
1777,Chorizo,3498940012059,['France'],[],[],?,382,1598 kj(382 kcal),28,"8,2","5,6","2,1",27,4,"1,6",,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,,,,,28 g,en quantité élevée,8.2 g,en quantité élevée,2.1 g,en faible quantité,4 g,en quantité élevée,,-6%,-7%,-18%,-36%,+92%,+17%,+18%,+7%,+7%,22,-8%,E,-8%,D,,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,
1778,Pain d'épices,3770013629501,['France'],[],[],?,322,1347 kj(322 kcal),"8,2","5,26","56,7",26,"3,8","1,958","0,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Naan,9556074988634,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Mangue,3701388700373,['France'],[],[],?,139.7,585 kj(139 kcal),"3,4",2,"22,4","20,5","4,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,TARTIMOUSS,2030509001138,['France'],[],[],?,299,1251 kj(299 kcal),"9,9","0,9",41,34,"8,9","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",
1782,Miel Gingembre,6281073212307,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Sel himalaya - Suntat - 1000g,8690804349850,['France'],[],[],?,?,,?,,?,,?,,,,1000 g,,['Suntat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Saucisse fraiche de foie,0237057031354,['France'],[],[],?,0.8,3 kj(0 kcal),"27,5","11,4","3,6","0,8","27,5","5,08","2,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Jambon cuit supérieur,2210249034706,['France'],[],[],?,161.6,676 kj(161 kcal),"9,5","1,1","0,9","0,6","18,1","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Pain  complet,0260019009184,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Arthur,3760264902331,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,0%,0%,-100%,-100%,+46%,-100%,-28%,-100%,-100%,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",
1788,Le Gaulois,0217638036084,['France'],[],[],?,?,,?,,?,,?,,,,,,['Le Gaulois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Fizzy  jelly  party,3395503116684,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Convar-7 Enriched compact food,5060428433861,['France'],[],[],?,475,1987 kj(475 kcal),"19,4","8,24","67,6","20,3","7,1","0,238","0,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Pop corn,3215470507707,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Reblochon,2689137025193,['France'],[],[],?,299,1251 kj(299 kcal),25,20,"0,4","0,3",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Reglisse ovni,5707364001319,['France'],[],[],?,365,1527 kj(365 kcal),"0,02",0,"90,9","86,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,"Biscuit apéritif Rodez, tomates séchées, origan",3770008168169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Shaker fruits saison,3334320011734,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Les gourmandises de Sophie,3700345902737,['France'],[],[],?,358,1498 kj(358 kcal),4,"0,5",87,74,1,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Pruneaux d'Agen Super-Géants,3297680131040,['France'],[],[],?,241,1008 kj(241 kcal),0,0,54,35,2,0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,,,,0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,,0%,-0%,-100%,-100%,+1%,-4%,+7%,-100%,-100%,4,+83%,C,+83%,E,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,
1798,Pain au graines de sésame,0209496005258,['France'],[],[],?,282,1180 kj(282 kcal),4,"0,5",49,"1,5","9,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Garden Fruits - Creamfields,5057545877630,['France'],[],[],?,65,272 kj(65 kcal),"0,9","0,6","11,5",9,"2,5","0,1","0,04",,,,"['Creamfields', 'Tesco']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Pomme de terre origine France catégorie 1,3347762000938,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,tavuk sosis( saucisse de poulet),4040328040957,['France'],[],[],?,225,941 kj(225 kcal),17,"5,6",49,"0,8",13,"2,53","1,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Jambon de chez nous,2470527036864,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Pinot blanc,3322726833364,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,4 saucisses de Toulouse,2006050017034,['France'],[],[],?,245,1025 kj(245 kcal),20,"7,3","2,2","0,8",14,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22093C', ""Lamballe (Côtes-d'Armor, France)""]",,,
1805,8719179564894,8719179564894,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Araignee de Porc,0261526027685,['France'],[],[],?,1,4 kj(1 kcal),"24,2","8,1",11,6,"14,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Bacon,2447460049985,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Biscuit apéritif artisanal chèvre sarriette,3760272470204,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Sorbet Citron,3760275790279,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Petit Saucisson,2559071004908,['France'],[],[],?,566,2368 kj(566 kcal),50,19,2,"0,9",27,"5,1","2,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Camembert fermier bio cru,3565430000961,['France'],[],[],?,319,1335 kj(319 kcal),27,19,"0,5","0,5",18,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
1812,Tartinable d’algues,3467740039269,['France'],[],[],?,214,895 kj(214 kcal),20,"3,5","5,6","3,3","1,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Pasta italia,5000354912825,['France'],[],[],?,78,326 kj(78 kcal),"0,5","0,1","14,8",5,"2,8","0,58","0,232",,,['pp-pot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Petit pain tradition,3770013667404,['France'],[],[],?,265,1109 kj(265 kcal),"1,3","0,48","54,6","3,1",8,"1,46","0,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Graine de chanvre décortiquée,3760321243124,['France'],[],[],?,567,2372 kj(567 kcal),0,0,"6,7",2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,rosé,3531380033472,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Pizza 3 fromages,2600301038054,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Chocolat noir bio 70%,13059632,['France'],[],[],?,572,2393 kj(572 kcal),"41,6",25,"35,3",28,"8,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",
1819,3 filets canard L'extra tendre de canard,0217229085934,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,
1820,Yaourt fermier nature,3760248587813,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Pâté campagnard,3356650012113,['France'],[],[],?,310,1297 kj(310 kcal),"26,1","9,78","3,53",0,"15,2","1,54","0,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Serrano Red Piquillo Pepperes Strips With Oil & Garlic 350G,8413611804028,['France'],[],[],?,27.7,116 kj(27 kcal),0,0,"5,3","4,27","0,83","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Plateau festif,0207666120114,['France'],[],[],?,244,1021 kj(244 kcal),0,0,12,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Mélange apéritif salé,2609906046310,['France'],[],[],?,636,2661 kj(636 kcal),54,"8,8","8,4","5,9",24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Sablés Beurre Caramel,3760214072640,['France'],[],[],?,515,2155 kj(515 kcal),"21,7","14,3",73,"34,6","6,3","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Huile cierge bio de Lin,0645760089997,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de lin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,95.3%,1.2%,1.7%,0.9%,0.9%,0.0%,26,,,['Bio'],
1827,Spunti al tonno,80019558,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Menu Vital Exotiques En Sachet Fraîcheur,4008239249449,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
