,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,traceability_code,eco_score,packaging,ingredients_origins,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,generic_name,palm_ingredients,origin_detail,producer_info,brand_owner
1510,Compote bio - Hipp,4062300342842,['Bio'],"['France', 'Allemagne']",[],[],?,51,"0,1","11,1","0,3",,213 kj(51 kcal),0,10,"0,05","0,02",['Hipp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Bras de Venus crème légère - Auchan,2030000020973,,['France'],[],[],?,?,?,40,?,,,,,0,0,['Auchan'],,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Pate a tartiner,4337185467004,,['France'],[],[],?,315,19,32,"4,4",,1318 kj(315 kcal),"6,1",28,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,3273818840114,3273818840114,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,40 mini feuilletés apéritifs - Casino - 385g,3222477374621,,['France'],"['Feuilleté Poireau et Saumon 27% : eau - farine de blé - beurre 12,1%* - poireaux 7%* - saumon ', 'Salmo salar', ' 2,5%* - saumon fumé 2,5%* [saumon ', 'Salmo salar', ' - sel', ' - lactosérum - amidon modifié - chapelure ', 'farine de blé - eau - sel - levure', ' - sel - oeuf entier en poudre - huile de colza - amidon de blé - Iait entier en poudre - lait écrémé en poudre - épaississant : alginate de sodium - sirop de glucose - poivre noir - protéines de lait - arômes naturels - estragon - muscade', ' Feuilleté Fromages 26% : eau - farine de blé-beurre 12,4% - emmental râpé 5,5%* - fromages fondus en poudre 3,1% ', 'fromages en poudre 2', '9%* - sels de fonte : citrates de sodium - sel', ' - lactosérum - amidon modifié - sel - parmesan râpé 0,8%* - chapelure ', 'farine de blé - eau - sel - levure', "" - lait entier en poudre - crème de roquefort fondue 0,3%* - oeuf entier en poudre - blanc d'oeuf - épaississant: gomme xanthane - poivre noir - muscade"", ' Feuilleté façon Flammekueche 24% : eau - farine de blé - beurre 12,6%* - lardon cuit fumé 8,4%* [poitrine de porc 8%* ', 'origine France', '- sel - dextrose - acidifiant: acide citrique - conservateur: nitrite de sodium - antioxydant : érythorbate de sodium', ' - oignon 4,4%* - crème fraîche 3,4%* - lactosérum - amidon modifié - sel - oeuf entier en poudre - huile de colza - amidon de blé - épaississants : méthylcellulose-alginate de sodium - lait en poudre écrémé - sirop de glucose - protéines de lait - arômes naturels - poivre - muscade', ' Feuilleté Pizza 23% : eau - farine de blé - beurre 12,3%* - lactosérum - tomate en poudre 2,1%* - amidon modifié - graines de pavot - sel - chapelure ', ""farine de blé - eau - sel - levure] - oignon 0,6% - lait entier en poudre - oeuf entier en poudre - arôme naturel - blanc d'euf - ail - herbes de Provence 0,1%* "", 'romarin - sarriette - marjolaine - origan - basilic - thym', ' - épaississant : gomme xanthane - poivre noir - muscade', ' *Pourcentages exprimés par rapport à chaque feuilleté']","['Non végétalien', 'Non végétarien']",?,281,15,30,"5,8",385 g,1176 kj(281 kcal),"9,8","2,9","1,2","0,48",['Casino'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,-39%,-25%,-49%,-41%,"['FR 27.428.003 CE', 'Neubourg (Eure, France)', 'EMB 27428D', 'Neubourg (Eure, France)']",B,,,,,['Casino'],4,15 g,en quantité modérée,9.8 g,en quantité élevée,2.9 g,en faible quantité,1.2 g,en quantité modérée,-40%,+81%,-26%,-40%,-40%,17,+10%,D,+10%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E331 - Citrates de sodium', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E461 - Méthylcellulose']","['Œufs', 'Poisson', 'Gluten', 'Lait']",,,,,
1515,Hähnchenbrustfilet in Chili-Rinder-Aspik - Wiltmann - 50g,4001956451119,,"['France', 'Allemagne']","['61% gegarte Hähnchenbrust', 'Zucker', 'Essig aus Essigessenz', 'Speisegelatine ', 'Rind', 'Branntweinessig', 'Trinkwasser', 'jodiertes Speisesalz ', 'Speisesalz', 'Kaliumiodat', '0,7% Chili', 'Traubenzucker', 'Gewürzextrakte', 'Stabilisator: Triphosphate', 'Natriumacetate', ' Antioxidationsmittel: Natriumascorbat', ' Konservierungsstoff: Natriumnitrit']","['Non végétalien', 'Non végétarien']",683,161,1,20,"17,5",50 g,683 kj(161 kcal),"0,5",20,"2,3","0,92",['Wiltmann'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",+40%,+23%,-65%,+4075%,-23%,['DE EV-57 EG'],D,['Kunststoff'],,,https://www.wiltmann.de/produkte/aspik/haehnchenbrustfilet-in-chili-rinder-aspik-50g.html,,4,1 g,en faible quantité,0.5 g,en faible quantité,20 g,en quantité élevée,2.3 g,en quantité élevée,+26%,-33%,+8130%,+207%,+207%,16,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['E428 - Gélatine', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,Hähnchenbrust,,,,
1516,Gnocchetti sardine n° 46 - Savino - 500g,3580281186466,['Fabriqué en Italie'],['France'],[],[],?,348,"1,1",71,12,500 g,1456 kj(348 kcal),"0,1","3,5","0,01","0,004",['Savino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Flambée Ananas Rhum - Pilpa,3274664135010,,['France'],[],[],?,187,"3,7",36,"2,5",,782 kj(187 kcal),"2,7",30,"0,34","0,136",['Pilpa'],"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",,-6%,-54%,+26%,+8%,"['EMB 29181', 'Plouédern (Finistère, France)']",D,"['surgelé', 'Carton']",,['France'],,,,3.7 g,en quantité modérée,2.7 g,en quantité modérée,30 g,en quantité élevée,0.34 g,en quantité modérée,-6%,-50%,+21%,+174%,+174%,11,-3%,D,-3%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,,,,,,
1518,Pâtes basilic et filet de poulet - Monoprix,3350033692480,,['France'],[],[],?,187,"6,3",24,"8,3",,782 kj(187 kcal),"2,8","1,8","0,78","0,312",['Monoprix'],,,,,,,['BE B747 EC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Lychee,5078643001444,['Halal'],['France'],[],[],?,150,0,"37,88",0,,628 kj(150 kcal),0,"37,88",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Œufs frais 30 - Lustucru,3760150111335,"['Nutriscore', 'Nutriscore A']",['France'],[],[],?,142,"9,9","0,8","12,6",,594 kj(142 kcal),,"0,2",0,0,['Lustucru'],"[""Produits d'élevages"", 'Œufs']",,+8%,+5%,+18%,+2%,"['FR 79.201.001 CE', 'Pamproux (Deux-Sèvres, France)']",D,,,,,,,9.9 g,en quantité modérée,,,0.2 g,en faible quantité,0 g,en faible quantité,+7%,,-59%,-100%,-100%,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,
1521,Confiture de figues - André Guépratte,3278930001597,"['Bio', 'Bio européen', 'FR-BIO-09']",['France'],[],[],?,252,"0,5",62,"0,4",,1054 kj(252 kcal),0,62,"0,1","0,04",['André Guépratte'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,+9%,+9%,+12%,-46%,,C,,,,,,,0.5 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0.1 g,en faible quantité,+8%,-100%,+17%,+438%,+438%,12,+27%,D,+27%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
1522,Bitter Lemon - Schweppes,54004214,,['France'],[],[],?,?,?,?,?,,,,,,,['Schweppes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Velouté légumes du soleil Franprix,3263850569395,,['France'],[],[],?,33,"1,6","3,1","0,9",,138 kj(33 kcal),"0,2","2,1","0,5","0,2",['Franprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,-15%,+4%,-35%,+6%,,B,,,,,['Franprix'],,1.6 g,en faible quantité,0.2 g,en faible quantité,2.1 g,en faible quantité,0.5 g,en quantité modérée,-15%,-67%,+14%,-22%,-22%,2,+49%,B,+49%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,
1524,Canapés figue spécial foie gras,20298098,,['France'],[],[],?,281,"5,5",47,"8,1",,1176 kj(281 kcal),"0,6","9,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Shoyu Soyasauce - Verival,9004617650109,,['France'],[],[],?,56,"0,6",6,8,,234 kj(56 kcal),"0,1","0,4","15,5","6,2",['Verival'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Piment rouge - Exotic Food,8853662040707,,['France'],[],[],?,84,"1,7",11,"3,3",,351 kj(84 kcal),"0,6",1,"1,7","0,68",['Exotic Food'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Brie - Deluxe - 220g,4056489137870,,['France'],"['77,5% brie de Meaux au lait cru ', 'Origine: France', '18', '3% fromage double crème ', 'crème pasteurisée ', 'lait ', 'Origine : France', 'age au tait pasteurise ', 'Origine: France', 'eau', 'sel', 'épaississant: gomme xanthane', 'ures de truffe de la Saint-Jean ', 'brisures de truffes de la Saint-Jean ', 'Tuber um', 'jus de truffe de la Saint-Jean ', 'Tuber aestivum', 'sel', 'arôme truffe']",['Non végétalien'],?,298,24,15,19,220 g,1247 kj(298 kcal),16,"0,5","1,7","0,68",['Deluxe'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']",,-4%,-7%,+2046%,+1%,"['FR 45.115.001 CE', 'Courtenay (Loiret, France)']",C,,,,,,4,24 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,-4%,-12%,+32%,+7%,+7%,15,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['E415 - Gomme xanthane'],['Lait'],,,,,
1528,Chips - Frit Ravich,8410564002716,,['France'],[],[],?,552,36,50,"5,5",,2310 kj(552 kcal),"3,5","0,6","0,18","0,072",['Frit Ravich'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,+8%,+22%,-8%,-4%,,,,,,,,,36 g,en quantité élevée,3.5 g,en quantité modérée,0.6 g,en faible quantité,0.18 g,en faible quantité,+7%,+13%,-74%,-86%,-86%,6,-49%,C,-49%,,,,,,,,,,,,,,
1529,Panier feuilletés saumon & petit légumes - 340g,3576280233560,['Bio'],['France'],[],[],?,281,19,20,"6,3",340 g,1176 kj(281 kcal),"8,6","2,5",1,"0,4",,"['Plats préparés', 'Plats préparés au poisson']",,+58%,+83%,+140%,-33%,,,,,,,,,19 g,en quantité modérée,8.6 g,en quantité élevée,2.5 g,en faible quantité,1 g,en quantité modérée,+62%,+217%,+67%,-3%,-3%,15,+217%,D,+217%,,,,,,,,,,,,,,
1530,Daim x3 - 200g,7622210337726,['Rainforest Alliance'],['France'],[],[],?,536,31,60,3,200g,2243 kj(536 kcal),16,60,"0,91","0,364","['Daim', 'Mondelez']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Chocolats', 'Bonbons', 'Chocolats fourrés', 'Bonbons de chocolat au lait']",,-2%,-7%,+11%,-52%,,D,"['Sachet', 'Plastique']",,,,['Magasins U'],,31 g,en quantité élevée,16 g,en quantité élevée,60 g,en quantité élevée,0.91 g,en quantité modérée,-2%,-13%,+19%,+342%,+342%,30,+18%,E,+18%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
1531,Infusion orange canelle - Ethiquable,3760091727381,"['Bio', 'Bio européen', 'Commerce équitable', 'en:EC-BIO-141', 'Symbole des Producteurs Paysans', 'AB Agriculture Biologique']",['France'],[],[],?,2,0,0,0,,8 kj(2 kcal),0,0,0,0,['Ethiquable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,8 mini coquilles saint jacques - Tipiak,3282740071244,,['France'],[],[],?,96,"5,4","5,7","5,8",,402 kj(96 kcal),"3,9","1,7","0,9","0,36",['Tipiak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Tarama premium - La P'tite Fabrique,3700827400164,,['France'],[],[],?,503,51,"2,7","8,6",,2105 kj(503 kcal),"3,4","0,5","1,54","0,616","[""La P'tite Fabrique""]","['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Taramas']",,-2%,0%,-38%,+19%,,B,,,,,,,51 g,en quantité élevée,3.4 g,en quantité modérée,0.5 g,en faible quantité,1.54 g,en quantité élevée,-1%,-19%,-8%,-7%,-7%,15,-8%,D,-8%,66.5%,16.2%,6.9%,6.0%,3.5%,0.9%,82,,,,,,,
1534,Vandenbulcke - 9.0oz,5411333993917,,['France'],[],[],?,553,35,54,"5,6",9.0 oz,2314 kj(553 kcal),19,52,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,3600550274783,3600550274783,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,375G Sables 6 Juin 1944 Biscuiterie Du Contentin - 375g,3255651010220,,['France'],[],[],?,470,19,69,7,375 g,1966 kj(470 kcal),12,12,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Saumon Irlande - Kritsen - 200g,3321436000714,"['Bio', 'Bio européen']",['France'],[],[],?,179,10,"0,5",22,200 g,749 kj(179 kcal),2,"0,5",3,"1,2",['Kritsen'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,-6%,-10%,+1%,-0%,,D,,['Irlande'],,,,,10 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,-6%,-7%,+40%,+4%,+4%,13,-4%,D,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1538,Luxury Christmas Stollen - Hema,8718161647188,,['France'],[],[],?,329,"7,6",55,"8,5",,1377 kj(329 kcal),"1,8","26,1","0,81","0,324",['Hema'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Ail blanc - 500g,3343770153017,,['France'],[],[],?,0,?,?,?,500 g,0 kj(0 kcal),,,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail']",,-100%,,,,,B,,,,,,,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,
1540,Green Sencha & Lemongrass,8719375004989,"['Commerce équitable', 'Fairtrade International']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Saumon Irlande bio pure origine - Kritsen - 120g,3321436026462,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Décongelé']",['France'],"['Saumon*', 'POISSON', ' Atlantique ', 'Salmo salar', "" élevé en Irlande issu d'animaux nourris sans 0GM "", '<0', '9%', ' 97%', 'sel 3%', "" * issu de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",?,179,10,"0,5",22,120 g,749 kj(179 kcal),2,"0,5",3,"1,2",['Kritsen'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,-6%,-10%,+1%,-0%,,D,,['Irlande'],,,,3,10 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,-6%,-7%,+40%,+4%,+4%,13,-4%,D,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['Poisson'],,,,,
1542,Véritable saucisson à cuire de Lyon aux cèpes - Randy,3325420888234,,['France'],[],[],?,288,24,"1,3",16,,1205 kj(288 kcal),"8,6","0,8","1,9","0,76",['Randy'],,,,,,,"['FR 69.043.005 CE', 'Chaponost (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Gavottes,3535800002208,,['France'],[],[],?,550,36,47,9,,2301 kj(550 kcal),16,18,"1,8","0,72",['Gavottes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Emiette vegetal citron poivre - Nautilus,3329150390258,,['France'],[],[],?,114,"4,2",9,10,,477 kj(114 kcal),"0,7","3,2",1,"0,4",['Nautilus'],,,,,,,,,['boîte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Pop Corn sucré et salé - Alnatura,4104420214583,"['Bio', 'Bio européen', 'CZ-BIO-001']",['France'],[],[],?,454,17,62,10,,1900 kj(454 kcal),"1,3",27,"0,53","0,212",['Alnatura'],,,,,,,,,,,,,['Alnatura'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Snack souffles de pois cassés - Bean You - 50g,3770008905238,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-09']",['France'],"['Pois cassés* ', '42%', 'riz*', 'huile de tournesol*', 'tomate* ', '3%', 'paprika fort fumé* ', '1%', 'ail*', 'thym*', 'basilic*', 'oignons*', 'sel', 'piment fort*', "" *100% des ingrédients d'origine agricole ont été obtenus selon les règles de production biologique"", ' Produits fabriqués dans un atelier utilisant du gluten', 'soja et sésame']",[],?,383,10,58,"13,3",50 g,1602 kj(383 kcal),"1,3","3,7","1,7","0,68",['Bean You'],['Snack apéritif'],,,,,,,,['Sachet'],,,,"[""Les potagers de l'argoat""]",3,10 g,en quantité modérée,1.3 g,en faible quantité,3.7 g,en faible quantité,1.7 g,en quantité élevée,,,,,,8,,C,,,,,,,,,,,,,,,
1547,Saumon fumé - Petit Navire - 325g,3760253432290,,['France'],[],[],?,210,13,"0,5",22,325 g,879 kj(210 kcal),"1,9","0,5",3,"1,2",['Petit Navire'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,+14%,+24%,+1%,-0%,,E,,,,,,,13 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,+14%,-8%,+50%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1548,Chips Doré - San Carlo - 100g,8003130538650,,['France'],[],[],?,514,"29,7",54,"5,3",100 g,2151 kj(514 kcal),"13,8","4,4",2,"0,8",['San Carlo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Miel Distributeur 360G Acacia Liquide,3263623700024,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Instant Amande,3297565920042,['Fabriqué en France'],['France'],[],[],?,24,"1,1",3,"0,5",,100 kj(24 kcal),"0,1",3,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Saumon atlantique fume - Capitaine Cook - 325g,3250392845988,['Fabriqué en France'],['France'],['saumon  Atlantique'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",817,817,11,"0,5",23,325g,817 kj(817 kcal),"2,2","0,5","2,9","1,16","['Capitaine Cook', 'Intermarché']","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",+4%,+328%,-1%,+1%,+4%,,D,,['Norvège'],,,,1,11 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,2.9 g,en quantité élevée,+3%,+2%,+40%,+0%,+0%,14,+4%,D,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1552,Saucisson sec pur porc label rouge - Leaderprice,3263858674428,,['France'],[],[],?,418,34,0,28,,1749 kj(418 kcal),13,0,5,2,['Leaderprice'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,+1%,+4%,-100%,+3%,,D,,,,,,,34 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,5 g,en quantité élevée,+2%,+2%,-100%,+8%,+8%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,
1553,Le petit chambô de centenaire,3177180006478,"['Bio', 'Bio européen', 'Viande Française', 'AB Agriculture Biologique', 'Viande Porcine Française', 'Sans colorants']",['France'],[],[],?,367,27,"2,07","28,34",,1536 kj(367 kcal),"9,82","2,02","4,32","1,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,"Spécialité laitière sucrée, au citron, aromatisée - Yoplait - 1000g",3329770065444,,['France'],"['LAIT écrémé - CREME - Sucre 8', '6% - Eau - Citron 2% - Amidon transformé de riz et de maïs - Poudre de LAIT écrémé - Concentré des minéraux du LAIT - Arôme - Ferments lactiques ', 'LAIT', "" - Colorants : CurcumineLAIT d'origine France""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",533,128,"7,1","12,5","2,6",1000 g,533 kj(128 kcal),"4,8","10,9","0,1","0,04","['Yoplait', 'Perle de lait non blanc']",,,,,,,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E100 - Curcumine']",['Lait'],"Spécialité laitière sucrée, au citron, aromatisée",,,,
1555,Cake au chorizo et ses poivrons,3181580281427,,['France'],[],[],?,339,24,18,12,,1418 kj(339 kcal),"5,7","1,8","1,6","0,64",,,,,,,,"['EMB 22389B', ""Yffiniac (Côtes-d'Armor, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Pain d'épices toast,5410383010339,,['France'],[],[],?,322,10,74,"2,9",,1347 kj(322 kcal),"0,2",40,"2,9","1,16",,"['Biscuits et gâteaux', ""Pains d'épices""]",,-4%,+187%,+5%,-33%,,B,,,,,,,10 g,en quantité modérée,0.2 g,en faible quantité,40 g,en quantité élevée,2.9 g,en quantité élevée,-5%,-84%,-1%,+565%,+565%,22,+56%,E,+56%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,
1557,Gran Velo Panettone - Paluani,8002540001938,,['France'],[],[],?,398,19,48,"7,9",,1665 kj(398 kcal),12,21,"0,58","0,232",['Paluani'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Panettone']",,+6%,+27%,-7%,+16%,,C,,,,,,,19 g,en quantité modérée,12 g,en quantité élevée,21 g,en quantité élevée,0.58 g,en quantité modérée,+7%,+33%,-19%,+32%,+32%,20,+8%,E,+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,
1558,Foie gras de canard entier du sud ouest - Delpeyrat,3067163645797,,['France'],[],[],?,550,57,"2,7","7,1",,2301 kj(550 kcal),25,"1,5","0,93","0,372",['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,+4%,+5%,+13%,-6%,,B,,,,,,,57 g,en quantité élevée,25 g,en quantité élevée,1.5 g,en faible quantité,0.93 g,en quantité modérée,+4%,+8%,+14%,-22%,-22%,20,-4%,E,-4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,
1559,Chocolat noir coco caramélisé - Mascarin - 150g,3443271449791,,['France'],[],[],?,491,36,32,"6,94",150 g,2054 kj(491 kcal),20,15,"0,094","0,038",['Mascarin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Houmous de lentiles aux tomates sechees - Cruscana,3253330815067,"['Bio', 'en:gluten-free']",['France'],[],[],?,589,"7,4",10,"6,3",,2464 kj(589 kcal),"2,6","1,2","1,6","0,64",['Cruscana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,+124%,-63%,-6%,-3%,,B,,,,,,,7.4 g,en quantité modérée,2.6 g,en quantité modérée,1.2 g,en faible quantité,1.6 g,en quantité élevée,+124%,+6%,-10%,+54%,+54%,16,+221%,D,+221%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,
1561,Colorant Alimentaire D'origine Naturelle - Blanc - Scrapcooking,3700392442040,,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,0,0,['Scrapcooking'],"['Additifs alimentaires', 'Colorants alimentaires']",,-100%,,,,,,,,,,,,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,,,,,,,,,,,,,,
1562,Creme dessert,3456770993986,,['France'],[],[],?,128,"3,9",20,"2,8",,536 kj(128 kcal),"2,5",17,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Choco delicata's milk - 75g,5400265038186,,['France'],[],[],?,528,30,57,"5,9",75 g,2209 kj(528 kcal),19,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
