,name,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,allergens,link,traceability_code,palm_ingredients,bar_code,brand_owner
1619,cuisses poulet,D,,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['Fabriqué en Suisse'],,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,20695309,
1620,Cherry Liquers - Favorina - 200g,,"Bonbons de chocolat fourrés à la cerise entière et à la liqueur de cerise, enrobés de chocolat noir",200 g,['Carton'],['Favorina'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Cerises enrobées au chocolat', 'Bonbons de chocolat à la liqueur', 'Bonbons de chocolat fourrés cerise et liqueur']","[""Contient de l'alcool""]",,['Allemagne'],['LIDL'],['France'],"['Sucre', '25% liqueur de cerise', 'pâte de cacao', '16% cerises', 'sirop de glucose', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithines de tournesol']",['Non végétalien'],4,1938,+4%,?,,"23,2",+17%,"14,8",+17%,52,-0%,"47,1",-0%,"3,4",+13%,"< 0,01",+9%,"0,004",+9%,,,,,,,,23.2 g,en quantité élevée,14.8 g,en quantité élevée,47.1 g,en quantité élevée,0.01 g,en faible quantité,1938 kj(463 kcal),+4%,25,+5%,E,+5%,['E322i - Lécithine'],['Lait'],,,,20696733,
1621,Date chocolate letters and numbers - Balbake,,,,,['Balbake'],,"['Agriculture durable', 'en:UTZ Certified']",,,,['France'],[],[],,?,,596,,"43,5",,"27,4",,43,,41,,4,,"0,01",,"0,004",,,,,,,,,,,,,,,,,2494 kj(596 kcal),,,,,,,,,['FSC-C095187'],,20696955,
1622,Milk Chocolate Hearts - Belbake - 40g,,,40 g,,['Belbake'],,"['Agriculture durable', 'en:UTZ Certified']",,,['Lidl'],['France'],"['Sucre', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'beurre concentré ', 'lait', 'arôme naturel de vanille', ' Chocolat au lait : cacao : 39 % minimum ', ' matière sèche issue du lait : 14,8 % minimum', ' Traces éventuelles de soja et de fruits à coque']",['Non végétalien'],4,?,,598,,"41,6",,"25,2",,"47,6",,"45,5",,7,,"0,2",,"0,08",,,,,,,,,,,,,,,,,2502 kj(598 kcal),,,,,,,['Lait'],,,,20696962,
1623,20697998,,,,,,,,,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20697998,
1624,Svenska eko-ägg - Lidl,,,,,['Lidl'],,,,,,['France'],[],[],,?,,140,,10,,"2,9",,"0,4",,"0,4",,"12,4",,"0,4",,"0,16",,,,,,,,,,,,,,,,,586 kj(140 kcal),,,,,,,,,,,20699079,
1625,Cheese puffs - HEMA,,,,,['HEMA'],,,,,['Hema'],['France'],"['FR BISCUITS DE MAïs AU FROMAGE 3,4% Ingrédients', ' semoule de maïs 54,3%', 'huile de tournesol', 'maltodextrine', 'sel', 'LACTOSÉRUM EN POUDRE ', 'LAIT', 'LAIT', 'ferment', 'présure', 'huile de palme', 'GRAISSE DE LAIT', 'PROTÉINE DE LNT', 'extrait de levure', 'arôme naturel', 'colorants E100 E160c', 'émulsifiant E339', ' Peut contenir CLUìEN', 'BLÉ', 'ARACHIDES', 'FRUITS À COQUE', ' Valeur nutritive pour 100g: én•rgie232? kJ']","['Huile de palme', 'Non végétalien']",4,?,,559,,"37,1",,"6,1",,"49,3",,"0,4",,"6,1",,"2,3",,"0,92",,,,,,,,,,,,,,,,,2339 kj(559 kcal),,,,,,"['E100 - Curcumine', 'E160c - Extrait de paprika', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Arachides']",,,['Huile de palme'],2070467599995,
1626,Cheese snack assortiment - Hema - 140g,,,140 g,,['Hema'],,['Sans colorants'],,,,['France'],[],[],,?,,566,,"37,7",,"26,2",,43,,"1,4",,"12,7",,"2,25",,"0,9",,,,,,,,,,,,,,,,,2368 kj(566 kcal),,,,,,,,,,,2070467799999,
1627,Craquant 3 chocolats - 514g,,,514 g,,,,,,,,['France'],[],[],,?,,384,,19,,"8,3",,46,,24,,"6,1",,"0,17",,"0,068",,,,,,,,,,,,,,,,,1607 kj(384 kcal),,,,,,,,,,,2072170000003,
1628,Marshmallows hearts - Hema,,,,,['Hema'],,,,,['Hema'],['France'],[],[],,?,,330,,0,,0,,79,,71,,"3,6",,"0,02",,"0,008",,,,,,,,,,,,,,,,,1381 kj(330 kcal),,,,,,,,,,,2072632399997,
1629,Pesto alla genovese - Hema - 140g,C,,140g,,['Hema'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,,,['Hema'],['France'],[],[],,?,,505,+12%,50,+13%,"7,6",+16%,"2,1",-64%,"2,1",-8%,"8,4",+77%,"1,9",-23%,"0,76",-23%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,50 g,en quantité élevée,7.6 g,en quantité élevée,2.1 g,en faible quantité,1.9 g,en quantité élevée,2113 kj(505 kcal),+13%,21,+8%,E,+8%,,,,,,2073755599998,
1630,Saucisse aux pommes de terre traditionnelle - Charcuterie Zentz,,,,,['Charcuterie Zentz'],,,,,,['France'],"['Viande de porc', 'pommes de terre ', '43%', 'poitrine de porc ', 'eau', 'conservateur E250', 'sel', 'ascorbate de sodium', 'oignons', 'poireaux', 'conservateur E250', 'sel', 'épices et plantes aromatiques', 'boyau de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,?,,160,,"8,7",,"3,3",,"8,2",,"0,9",,12,,"1,5",,"0,6",,,,,,,,,,,,,,,,,669 kj(160 kcal),,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,,,2076126029919,
1631,Crispy belgian white chocolate - Hema,,,,,['Hema'],,,,,['Hema'],['France'],"['sucre', 'poudre de lait entier', 'beurre de cacao', 'farine de riz', 'émulsifiants lécithine de soja E322', 'dextrose', 'sel', 'arôme de vanille', ' Peut contenir: gluten', 'blé et fruits à coque', ' Valeur nutritive pour 100g: énergie']",['Non végétalien'],4,?,,563,,"29,4",,"17,6",,"60,7",,56,,"6,5",,"0,28",,"0,112",,,,,,,,,,,,,,,,,2356 kj(563 kcal),,,,,,,,,,,2078667399995,
1632,smooth belgian milk chocolate - Hema,,,,,['Hema'],,"['Agriculture durable', 'en:UTZ Certified']",,,['Hema'],['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'poudre de lait entier', 'émulsifiant lecithine de soja', 'creme de vanille', ' Peut contenir: gluten', 'blé et fruits d coque']",['Non végétalien'],,?,,523,,"30,5",,"18,3",,57,,"55,6",,"5,8",,"0,15",,"0,06",,,,,,,,,,,,,,,,,2188 kj(523 kcal),,,,,,,,,,,2078667599999,
1633,Mediterranean cheese snacks,,,,,,,,,,,['France'],[],[],,?,,553,,"35,6",,24,,"44,8",,"0,8",,"12,8",,"2,25",,"0,9",,,,,,,,,,,,,,,,,2314 kj(553 kcal),,,,,,,,,,,2079594799995,
