,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,allergens,nova_score,quantity,packaging,traceability_code,generic_name,ingredients_origins,manufacturing,link,brand_owner,palm_ingredients
1757,Boisson gazeuse énergisante zéro - Marque Repère - 6x 25cl,3564700760505,"['Marque Repère', 'X-Tense']",['Leclerc'],['France'],"['Eau gazéifiée ', ' acidifiant : acide citrique ', "" correcteur d'acidité : E331 iii "", ' arôme ', ' colorant : E150b ', ' édulcorants : aspartame', 'acésulfame-K ', ' taurine ', '0', '029%', ' ', ' caféine ', '0', '021%', ' ', ' inositol ', ' vitamines : B3 ', 'niacine', 'B5 ', 'acide pantothénique', 'B2 ', 'riboflavine', 'B6', 'B12', ' Contient une source de phénylalanine']",['Sans huile de palme'],0,?,0 kj(0 kcal),0,0,"0,5",0,"0,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Contient une source de phénylalanine'],"['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E150b - Caramel de sulfite caustique', 'E951 - Aspartame', 'E950 - Acésulfame K']",,4,6 x 25 cl,,,,,,,,
1758,Boisson gazeuse énergisante exotique - Marque Repère - 6x 25cl,3564700760543,"['Marque Repère', 'X-Tense']",['Leclerc'],['France'],"['Eau gazéifiée ', ' sucre ', ' jus de fruits à base de concentrés ', 'poire 2,3%', 'pomme 2,2%', 'mangue 0,2%', 'orange 0,2%', 'fruits de la passion 0,1%', ' ', ' acidifiant : acide citrique ', ' arôme naturel ', ' taurine ', '0,028%', ' ', ' caféine ', '0,019%', ' ', ' antioxydant : acide ascorbique ', ' vitamines : B3 ', 'niacine', 'B5 ', 'acide pantothénique', 'B6', 'B12 ', ' stabilisants : gomme arabique', 'E445 ', ' colorant : E160e']",['Sans huile de palme'],190,?,190 kj(45 kcal),0,0,11,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', ""E160e - Apocaroténal 8'""]",,4,6 x 25 cl,,,,,,,,
1759,Boisson gazeuse énergisante citron vert - Marque Repère - 6x 25cl,3564700760581,"['Marque Repère', 'X-Tense']",['Leclerc'],['France'],"['Eau gazéifiée ', ' sucre ', ' acidifiant : acide citrique ', "" correcteurs d'acidité : E331"", 'E504 ', ' taurine ', '0,028%', ' ', ' caféine ', '0,021%', ' ', ' stabilisants : gomme arabique', 'E445 ', ' vitamines : B3 ', 'niacine', 'B5 ', 'acide pantothénique', 'B6', 'B12 ', ' colorant : E133 ', ' arôme naturel ', ' antioxydants : extrait riche en tocophérols', 'E304']","[""Pourrait contenir de l'huile de palme""]",178,?,178 kj(43 kcal),"0,5","0,1",10,10,"0,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E504 - Carbonates de magnésium', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E306 - Extrait riche en tocophérols', 'E304 - Acide palmityle-6-L-ascorbique']",,4,6 x 25 cl,,,,,,,,"[""E304 - Palmitate d'ascorbyle""]"
1760,Boisson gazeuse énergisante fruits rouges - Marque Repère - 6x 25cl,3564700760628,"['Marque Repère', 'X-Tense']",['Leclerc'],['France'],"['Eau gazéifiée ', ' jus de fruits à base de concentrés ', 'pomme 14%', 'cassis 4%', 'raisin 1%', 'fraise 0,5%', 'framboise 0,5%', ' ', ' sucre ', ' concentré colorant de carotte ', ' acidifiant : acide citrique ', "" correcteur d'acidité : E331 "", ' arôme naturel ', ' taurine ', '0,028%', ' ', ' caféine ', '0,02%', 'antioxydant : acide ascorbique ', ' vitamines : B3 ', 'niacine', 'B5 ', 'acide pantothénique', 'B6', 'B12 ', ' extrait de guarana']",[],190,?,190 kj(45 kcal),0,0,11,11,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",,4,6 x 25 cl,,,,,,,,
1761,Verrine dame blanche - Marque Repère - 100g,3564700761045,"['Marque Repère', 'Délisse']",['Leclerc'],['France'],"['Préparation lactée sucrée au chocolat 50%: eau ', ' sirop de glucose ', ' huile végétale de coco ', ' cacao en poudre ', ' poudre de lait écrémé 2', '7% ', "" jaune d'oeuf "", ' sucre 2', '5% ', ' crème 2% ', ' chocolat au lait 1,5% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', ' ', ' sirop de glucose déshydraté ', ' stabilisant: sorbitols ', ' alcool ', ' fibres de citron ', ' émulsifiants: E471', 'E472b ', ' épaississants: agar-agar', 'gomme tara', 'Préparation lactée sucrée 38%: eau ', ' sirop de glucose ', ' huile végétale de coco ', ' sirop de glucose déshydraté ', ' crème 2,6% ', ' sucre 2,6% ', ' poudre de lait écrémé 1% ', ' alcool ', "" blanc d'oeuf en poudre "", ' épaississants: agar-agar', 'gomme tara ', ' lactose ', ' émulsifiants: E471', 'E472b ', ' fibres de citron ', ' protéines de lait ', ' arôme naturel ', 'dont lait', 'Lit de sauce au cacao 8%: sirop de glucose', 'eau', 'sucre', 'cacao en poudre 0,5%', 'poudre de lait écrémé', 'alcool', 'épaississant: agar-agar', 'Copeaux de chocolat 4%: sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'Traces de fruits à coque et gluten', 'Teneur en alcool: 1,3%', '% exprimés sur le produit total']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1292,?,1292 kj(309 kcal),17,"14,5",33,"19,3","3,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E406 - Agar-agar', 'E417 - Gomme tara']","['Œufs', 'Lait']",4,100 g,,,,,,,,
1762,Yaourt crémeux muffin myrtille - Marque Repère - 4x 125g,3564700761120,"['Marque Repère', 'Délisse']",['Leclerc'],['France'],"['Lait entier 66% ', ' crème 10% ', ' sucre 9% ', ' myrtille 8', '5% ', ' lactose et protéines de lait ', ' sirop de glucose fructose ', ' biscuit 0', '6% ', 'farine de blé ', ' tréhalose* ', ' beurre ', ' arôme naturel de vanille ', ' sel ', ' poudres à lever: E500', 'E503', ' ', ' amidon modifié de maïs ', ' épaississants : carraghénanes', 'gomme xanthane ', ' arôme ', ' ferments lactiques ', 'dont lait', '*Le tréhalose est une source de glucose']",['Non végétalien'],488,?,488 kj(117 kcal),"5,7","3,4","13,4","12,7","2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']","['Gluten', 'Lait']",4,4 x 125 g,,,,,,,,
1763,Yaourt façon smoothie mangue et passion - Marque Repère - 2x 150g,3564700761373,"['Marque Repère', 'Délisse']",['Leclerc'],['France'],"['Yaourt 68% ', 'lait entier', 'crème', 'ferments lactiques ', 'dont lait', 'purée de mangue 20%', 'sucre 7%', 'purée de fruit de la passion 5%', "" Traces d'œuf"", 'de gluten et de fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",526,?,526 kj(126 kcal),"6,3","3,5",15,13,"2,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,2 x 150 g,,,,,,,,
1764,Barres choco fourrées caramel - Marque Repère - 295g,3564700763025,"['Marque Repère', ""P'tit Déli""]",['Leclerc'],['France'],"['Farine de blé ', ' caramel 17% ', 'sirop de sucre inverti', 'lait concentré sucré écrémé', 'sirop de caramel ', 'sucre', 'eau', 'beurre', ' ', ' sucre ', ' chocolat au lait 12% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithines ', 'soja', 'arôme', ' ', ' sirop de glucose-fructose ', ' huile de colza ', ' stabilisant : glycérol ', ' beurre concentré ', ' gélifiant : pectines ', ' amidon de maïs ', ' émulsifiant : lécithines ', 'soja', ' ', ' sel ', ' poudres à lever : E450', 'E500 ', ' acidifiant : acide citrique ', ' arôme ', ' poudre de lait écrémé ', ' oeufs', ' Traces de fruits à coque et de sésame']","['Sans huile de palme', 'Non végétalien']",1903,?,1903 kj(455 kcal),17,6,70,40,4,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E422 - Glycérol', 'E440 - Pectines', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,295 g,,,,,,,,
1765,Merlu blanc aux légumes du soleil - barquette - Marque Repère - 300g,3564700764138,"['Marque Repère', 'Côté Table']",['Leclerc'],['France'],"['Portion de filet de merlu blanc 30% ', ' eau ', ' courgettes 8,3% ', ' tomates 8,3% ', ' tomates pelées concassées 6,6% ', 'tomates', 'jus de tomates', 'acidifiant : acide citrique', ' ', ' aubergines préfrites 6,6% ', 'aubergines', 'huile de tournesol', ' ', ' oignons 6,6% ', ' poivrons rouges et verts 6,6% ', ' double concentré de tomates 6% ', "" huile d'olive vierge extra 1,4% "", ' sucre ', ' sel ', ' fond de volaille ', 'maltodextrine', 'fécule de pomme de terre', 'arômes naturels', 'sel', 'graisse de volaille et viande de poule', 'extrait de levure', ""extraits naturels d'épices"", ' ', 'dont céleri', ' ', ' épaississants : gomme xanthane', 'gomme guar ', ' amidon de riz ', ' ail et ail déshydraté 0,2% ', ' basilic ', ' arômes naturels ', ' jus de citron concentré ', "" arôme naturel d'oignon "", ' origan ', ' thym déshydraté ', ' poivre', 'Traces de gluten', 'crustacés', 'œuf', 'lait', 'soja', 'moutarde et mollusques']","['Non végétalien', 'Non végétarien']",241,?,241 kj(58 kcal),"2,4","0,4",3,3,"5,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",,4,300 g,,,,,,,,
1766,Coffret déj chaud tortellini et ricotta épinard - Marque Repère - 400g,3564700764640,"['Marque Repère', 'Côté Snack']",['Leclerc'],['France'],"['Pâtes farcies cuisinées à la ricotta', 'aux épinards et au fromage ', '60%', ' : pâtes tortellini à la ricotta et épinards 57,5% ', 'pâtes aux œufs frais farcies à la ricotta et aux épinards', 'cuites 55,5% [pâte 27% ', 'semoule de blé dur de qualité supérieure', 'eau', 'œufs frais 2,8%', 'eau', 'farce 14% ', 'ricotta 6,5% ', 'sérum et crème de lait', 'sel', 'acidifiants : acide citrique et acide lactique', 'chapelure ', 'farine de blé', 'eau', 'sel', 'épinards 2,3%', 'huile de tournesol', 'sel', 'fromages râpés', 'persil', 'muscade', 'arôme naturel', 'émulsifiant : alginate de sodium', ']', 'huile de colza', 'roquette', 'sel', 'poivre', ' ', ' fromage 2,5% ', 'lait cru', 'sel', 'présure', 'conservateur : lysozyme ', ""protéine d'œuf"", ' Sauce à la crème et au parmesan ', '15%', ' : eau ', ' crème stérilisée UHT 4,3% ', 'dont stabilisant : carraghénanes', ' ', ' parmesan 1% ', ' huile de colza ', ' amidon modifié de maïs ', ' poudre de lait écrémé ', ' arôme ', 'dont lait', ' ', ' sel ', ' basilic 0,05% ', ' arôme naturel ', ' conservateur : E202 ', ' poivre', ' Compote de pommes allégée en sucres* ', '25%', ' : purée de pommes 23,9%', 'sucre', 'antioxydant : acide ascorbique', "" *30% de sucres en moins qu'une compote classique"", 'Pourcentages exprimés sur la recette au total', 'Traces de céleri', 'fruits à coque', 'poisson et soja']","['Non végétalien', 'Non végétarien']",657,?,657 kj(157 kcal),5,2,22,"4,3",5,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E270 - Acide lactique', 'E401 - Alginate de sodium', 'E1105 - Lysozyme', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait']",4,400 g,,,,,,,,
1767,Coffret déj chaud serpentini et jambon cru comté - Marque Repère - 400g,3564700764688,"['Marque Repère', 'Côté Snack']",['Leclerc'],['France'],"['Plat ', '60%', ' : pâtes alimentaires cuisinées 52,5% ', 'serpentini aux œufs cuites 50,3% ', 'eau', 'semoule de blé dur', 'œufs 5,5%', 'huile de colza', 'persil 0,8%', 'sel', 'poivre', 'jambon cru fumé 5% ', 'jambon de porc ', 'origine : France', ' 4,8% ', ' sel ', ' dextrose ', ' conservateurs : ascorbate de sodium', 'E250 ', "" épices et extrait d'épices "", ' ferments lactiques', 'comté 2,5%', ' Sauce aux fromages ', '15%', ' : eau', 'crème stérilisée UHT 4,5% ', 'dont stabilisant : carraghénanes', 'huile de colza', 'emmental 0,7%', 'mozzarella 0,6% ', 'lait de vache pasteurisé', 'sel', 'ferments lactiques', 'coagulant', ""correcteur d'acidité : acide citrique"", 'anti-agglomérant : amidon de pomme de terre', 'amidon modifié', 'poudre de lait écrémé', 'sel', 'arôme naturel', 'conservateur : E202', 'poivre', ' Spécialité de fruits pomme-poire ', '25%', ' : purée de pommes 17%', 'purée de poires 6,8%', 'sucre', 'arôme', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique', ' Pourcentages exprimés sur la recette au total']","['Non végétalien', 'Non végétarien']",701,?,701 kj(168 kcal),"5,6","2,3",22,"6,1","6,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","['Œufs', 'Lait']",4,400 g,,,,,,,,
1768,Coffret déj chaud riz et poulet émincé légumes - Marque Repère - 400g,3564700764725,"['Marque Repère', 'Côté Snack']",['Leclerc'],['France'],"['Plat 60% : riz long cuisiné 50% ', 'riz long cuit 35% ', 'eau', 'riz long étuvé', 'courgettes 5,6%', 'carottes 4,6%', 'oignons 2,5%', 'huile de colza', 'sel', 'poivre', 'émincé de filet de poulet traité en salaison cuit rôti 10% ', 'filet de poulet ', 'origine : hors UE', ' 9,8%', 'sel', 'amidon de tapioca', 'dextrose', "" Sauce au curry et à l'ananas 15% : eau"", 'crème stérilisée UHT 4,5% ', 'dont stabilisant : carraghénanes', 'ananas 1,2%', 'lait de noix de coco en poudre ', 'lait de noix de coco en poudre', 'maltodextrine', 'protéines de lait', 'stabilisant : E339', 'amidon modifié', 'pâte de curry jaune 0,2% ', 'piment rouge séché', 'échalote', 'ail', 'citronnelle', 'sel', 'galanga', 'curcuma', 'poudre de cumin', 'graines de coriandre', 'cannelle', 'macis', 'sel', 'ail', 'jus concentré de citron', 'coriandre', 'arôme naturel', 'oignon', 'cumin', 'conservateur : E202', 'gingembre', ' Spécialité de fruits pomme-poire 25% : purée de pommes 17%', 'purée de poires 6,8%', 'sucre', 'arôme', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique', ' Pourcentages exprimés sur la recette au total']","['Non végétalien', 'Non végétarien']",493,?,493 kj(118 kcal),"3,2","1,7",18,"3,9","3,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E330 - Acide citrique']",['Lait'],4,400 g,,,,,,,,
1769,Crème fraîche aux 3 poivres 15% Mat. Gr. - Marque Repère - 20cl,3564700766354,"['Marque Repère', 'Délisse']",['Leclerc'],['France'],"['Crème légère fraîche 90% ', ' eau ', ' amidon modifié de maïs ', ' sel ', ' mélange de poivre blanc', 'de poivre noir et de poivre vert 1% ', ' stabilisants : pectines', 'gomme xanthane ', ' acidifiant : acide citrique ', ' ferments lactiques ', 'dont lait']",['Non végétalien'],657,?,657 kj(157 kcal),14,"9,7","5,5","3,4","2,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E330 - Acide citrique']",['Lait'],4,20 cl,,,,,,,,
1770,"Cidre brut 4,5% - Marque Repère - 3x 33cl",3564700766392,"['Marque Repère', 'Les Goelleries']",['Leclerc'],['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,['Anhydride sulfureux et sulfites'],3,3 x 33 cl,,,,,,,,
1771,Dés au poivre 31% Mat. Gr. - Marque Repère - 120g,3564700766811,"['Marque Repère', 'Les Croisés']",['Leclerc'],['France'],"['Lait et crème pasteurisés', 'sel', 'poivre noir 1,3%', 'amidon modifié de tapioca', 'lactose', 'conservateur : E200', 'acidifiant : acide citrique', 'ferments lactiques ', 'dont lait', 'extrait de romarin']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1373,?,1373 kj(328 kcal),31,21,"5,7","2,3","7,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E392 - Extrait de romarin']",['Lait'],4,120 g,,,,,,,,
1772,"Salade de chou blanc, courgette et mangue - Marque Repère - 300g",3564700768693,"['Marque Repère', 'Menu Fraîcheur']",['Leclerc'],['France'],"['Choux blancs 61% ', ' courgettes 13% ', ' mangue déshydratée 11% ', 'mangue', 'sucre', 'farine de riz', 'antioxydant : E330', ' ', ' eau ', ' huile de colza ', "" huile d'olive vierge extra 0"", '7% ', "" vinaigre d'alcool "", ' sucre liquide ', ' menthe ', ' sel ', ' moutarde de Dijon ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', ' ', "" purée d'ail "", ' arômes ', ' conservateur : E202 ', ' antioxydant : E300 ', ' gingembre ', ' jus de citron concentré ', ' épaississants : E415', 'E412', ' Traces de gluten', 'lait', 'crustacés', 'mollusques', 'poisson', 'céleri', 'œuf']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",366,?,366 kj(87 kcal),2,"0,2",15,11,1,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Moutarde'],4,300 g,,,,,,,,
1773,Coffret de graines à partager - Marque Repère - 300g,3564700771020,"['Marque Repère', 'Tokapi']",['Leclerc'],['France'],"['Noix de cajou grillées et salées 25% : noix de cajou 94,7%*', 'huile de tournesol', 'sel 1%*', 'Mélange de graines grillées et salées 25% : cacahuètes 42%*', 'noix de cajou 22,2%*', 'amandes 22,1%*', 'noisettes 9%*', 'huile de tournesol', 'sel 1%*', 'Mélange de raisins secs et de graines grillées et salées 25% : raisins secs 43%* ', 'raisins', 'huile de tournesol', 'graines grillées et salées 57%* ', 'cacahuètes', 'amandes', 'noix de cajou', 'noisettes', 'huile de tournesol', 'sel 0,57%*', ' Cacahuètes grillées et salées 25% : cacahuètes 95,5%*', 'huile de tournesol', 'sel 1%*', "" Traces d'autres fruits à coque"", 'de gluten et de soja ', ""pour l'ensemble du coffret soit pour les 4 compartiments"", '*pourcentage exprimé sur le compartiment']",[],2446,?,2446 kj(585 kcal),"46,5","6,1",17,"12,1","22,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fruits à coque', 'Arachides']",,300 g,,,,,,,,
1774,Poulet fermier jaune Label Rouge - Marque Repère - 1400g,3564700773093,"['Marque Repère', 'Saint Charmin']",['Leclerc'],['France'],[],[],821,?,821 kj(196 kcal),13,"1,7",0,0,20,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,1400 g,,,,,,,,
1775,Picpoul de Pinet A.O.C. 2017 - Marque Repère - 75cl,3564700773192,"['Marque Repère', 'Prieur Barsanne']",['Leclerc'],['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,75 cl,,,,,,,,
1776,Cuisses de poulet fermier blanc Label Rouge x 2 - Marque Repère - 540g,3564700773703,"['Marque Repère', 'Saint Charmin']",['Leclerc'],['France'],[],[],918,?,918 kj(219 kcal),17,"5,4","0,5","0,5",17,"0,2","0,08",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",17 g,en quantité modérée,5.4 g,en quantité élevée,0.5 g,en faible quantité,0.2 g,en faible quantité,+13%,,+15%,+37%,+61%,+57%,+223%,-8%,-74%,-74%,2,-43%,B,-43%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,540 g,,,,,,,,
1777,Cuisses de poulet fermier jaune Label Rouge x 4 - Marque Repère - 540g,3564700773741,"['Marque Repère', 'Saint Charmin']",['Leclerc'],['France'],[],[],918,?,918 kj(219 kcal),17,"5,4","0,5","0,5",17,"0,2","0,08",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",17 g,en quantité modérée,5.4 g,en quantité élevée,0.5 g,en faible quantité,0.2 g,en faible quantité,+13%,,+15%,+37%,+61%,+57%,+223%,-8%,-74%,-74%,2,-43%,B,-43%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,540 g,,,,,,,,
1778,Cuisses poulet fermier blanc Label Rouge x 4 - Marque Repère - 1080g,3564700773789,"['Marque Repère', 'Saint Charmin']",['Leclerc'],['France'],[],[],918,?,918 kj(219 kcal),17,"5,4","0,5","0,5",17,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,1080 g,,,,,,,,
1779,Cuisses de poulet fermier jaune Label Rouge x 2 - Marque Repère - 1080g,3564700773826,"['Marque Repère', 'Saint Charmin']",['Leclerc'],['France'],[],[],918,?,918 kj(219 kcal),17,"5,4","0,5","0,5",17,"0,2","0,08",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",17 g,en quantité modérée,5.4 g,en quantité élevée,0.5 g,en faible quantité,0.2 g,en faible quantité,+13%,,+15%,+37%,+61%,+57%,+223%,-8%,-74%,-74%,2,-43%,B,-43%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,1080 g,,,,,,,,
1780,Filets de poulet fermier jaune Label Rouge x 2 - Marque Repère - 330g,3564700773901,"['Marque Repère', 'Saint Charmin']",['Leclerc'],['France'],[],[],447,?,447 kj(107 kcal),"0,6",0,0,0,25,"0,1","0,04",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,-8%,,-18%,-79%,-100%,-100%,-100%,+10%,-87%,-87%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,330 g,,,,,,,,
