,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,ingredients_origins,labels,generic_name,manufacturing,traceability_code,link,additives,palm_ingredients,origin_detail,producer_info,brand_owner
1611,Escalopes de dinde,20757441,['France'],[],[],?,109,"0,5",0,26,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,0.5 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-10%,456 kj(109 kcal),-10%,-62%,"0,2",-50%,-100%,0,-100%,+14%,"0,15",-73%,"0,06",-73%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
1612,Inde assaisonnement,4027900147129,['France'],[],[],?,244,"3,5","46,8","4,7",,,,,,,,,,,,,,,,,1021 kj(244 kcal),,,"1,2",,,42,,,"36,7",,"14,68",,,,,,,,,,,,,,,,,,,,,,,,,
1613,"Gros Sel De Guérande, Grobes Meersalz Aus Der Bretagne - Le Guérandais - 750g",3445850053023,['France'],[],[],?,?,?,?,?,B,750 g,['Le Guérandais'],"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Gros sels', 'Sels de Guérande', 'Gros sel de Guérande']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,['Guérande'],['IGP'],,['Guérande'],,,,,,,
1614,Pâté de campagne OBERTI,3349010000035,['France'],[],[],?,393,"36,8","0,4","15,3",D,,['Oberti'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,36.8 g,en quantité élevée,0.12 g,en faible quantité,0.4 g,en faible quantité,1.7 g,en quantité élevée,,+26%,1644 kj(393 kcal),+26%,+36%,"0,12",-99%,-83%,"0,4",-57%,+8%,"1,7",+2%,"0,68",+2%,11,-42%,D,-42%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
1615,Sardines au citron et l'huile d'olive - Capitaine Nat' - 80g,3522920001136,['France'],[],[],?,222,"12,9","0,5","26,4",C,80 g,"[""Capitaine Nat'"", ""Le brin d'herbe""]","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au citron""]",,,12.9 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.85 g,en quantité modérée,,-10%,929 kj(222 kcal),-9%,-25%,"3,3",-12%,+38%,"0,5",+110%,+29%,"0,85",-1%,"0,34",-1%,3,-41%,C,-41%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,['Conserve métallique'],,"['Mer méditerranée', 'Océan Atlantique centre-est']","['Bio', 'Bio européen', 'FR-BIO-10']",,['Bouches-du-Rhône'],"['FR 13.078.002 CE', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']",,,,,,
1616,Confiture extra cassis - Délices de l’atelier - 300g,3770008356092,['France'],"['Cassis 67%', 'sucre', 'gélifiant : pectine E440ii']","['Végétalien', 'Végétarien']",945,223,"0,4","49,5","0,8",D,300g,['Délices de l’atelier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,4,0.4 g,en faible quantité,0.1 g,en faible quantité,46 g,en quantité élevée,0 g,en faible quantité,+3%,-3%,945 kj(223 kcal),-2%,+42%,"0,1",+63%,-9%,46,-11%,+33%,0,-100%,0,-100%,10,+8%,C,+8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['Fabriqué en France'],,['France'],,,['E440ii - Pectine amidée'],,,,
1617,Choucroute cuisinés à la graisse d'oie et au riesling - Choucroute Claude - 480gr,3760019005003,['France'],[],[],?,34,"3,43","4,31","0,9",,480gr,['Choucroute Claude'],,,,,,,,,,,,,,142 kj(34 kcal),,,"0,92",,,"1,8",,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
1618,Paupiette de veau jardinière de légumes - Marie - 300g,0209984008679,['France'],[],[],?,?,?,?,?,D,300g,['Marie'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,,,['Sans additifs'],,,,,,,,,
1619,Emmental français,2238471026504,['France'],[],[],?,369,29,"0,5",27,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,,-3%,1544 kj(369 kcal),-2%,-2%,19,-4%,-18%,"0,5",+6%,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,"['FR 52.332.001 CE', 'Val-de-Meuse (Haute-Marne, France)']",,,,,,
1620,Confit de canard du Périgord - Les Bories,3416952626354,['France'],[],[],?,261,"17,5",0,"25,9",,,['Les Bories'],,,,,,,,,,,,,,1092 kj(261 kcal),,,"6,1",,,0,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1621,Specialita di RisoIntegrale - Rice and rice - 250g,8018699010912,"['Belgique', 'France']",[],[],?,359,"3,4","73,3","7,4",,250 g,['Rice and rice'],,,,,,,,,,,,,,1502 kj(359 kcal),,,"0,6",,,"0,7",,,"0,1",,"0,04",,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-007']",,,,,,,,,
1622,Jambon braisé à griller en tranches -,2496357022709,['France'],[],[],?,173,"8,5","0,4",24,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons braisés']",,,8.5 g,en quantité modérée,5.2 g,en quantité élevée,0.1 g,en faible quantité,1.1 g,en quantité modérée,,+18%,724 kj(173 kcal),+21%,+40%,"5,2",+165%,-36%,"0,1",-80%,+12%,"1,1",-43%,"0,44",-43%,11,+37%,D,+37%,,,,,,,,,,,,,,"['FR 50.591.001 CE', 'Teilleul (Manche, France)']",,,,,,
1623,Carcadet nui d'été - Dammann Frères - 100g,3259920063894,['France'],[],[],?,0,?,?,?,,100 g,['Dammann Frères'],,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Erdnüsse knusprig umhüllt - Pfiff - 200g,20204877,"['France', 'Allemagne']","['cacahuètes 49%', 'amidon de mais', 'farine de blé', 'huile de tournesol', 'sel', 'sucre', 'lactose', 'amidon modifié de mais', 'dextrose', 'oignon en poudre', 'paprika', 'poivre', 'ail en poudre', 'arôme ', 'contient des produits à base de lait', 'arôme de fumée', 'extrait de malt ', 'seigle', 'bie', 'extrait de levure', 'poudres à lever: diphosphates', 'carbonates de sodium', "" Attention: les jeunes enfants peuvent s'étouffer avec les cacahuètes"", ' Peut contenir des traces de fruits à coque']",['Non végétalien'],?,531,33,40,16,D,200 g,['Pfiff'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes', 'de:Umhüllte-erdnüsse']","['Gluten', 'Lait', 'Arachides']",4,33 g,en quantité élevée,8.2 g,en quantité élevée,9.2 g,en quantité modérée,2.5 g,en quantité élevée,,-11%,2222 kj(531 kcal),-10%,-29%,"8,2",+13%,+155%,"9,2",+59%,-34%,"2,5",+163%,1,+163%,20,+233%,E,+233%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,"['Kunststoff', 'Plastikbeutel', '07 O']",['Norma'],,"[""À l'huile de tournesol""]",,['D-31311'],,,"['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,
1625,Hepatique,3760265302208,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,
1626,Miel,3088543005314,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Gemüse-cremesuppe - Hipp - 200g,4062300254992,"['Autriche', 'France']","['Magermilch', 'Kartoffeln', 'Karotten', 'Tomaten', 'Sellerie', 'Brokkoli', 'Lauch', 'Sonnenblumenöl', 'Gewurze', 'Starke', 'jodiertes Speisesalz']",[],?,66,"2,6",8,2,,200 g,['Hipp'],"['Plats préparés', 'Aliments pour bébé', 'Soupes', 'Dès 8 mois']",,,,,,,,,,,,-40%,276 kj(66 kcal),-27%,+36%,"0,4",-21%,-37%,"2,7",-33%,-27%,"0,28",+148%,"0,112",+148%,,,,,,,,,,,,['Glass'],,,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'DE-ÖKO-001', 'Agriculture UE', 'Agriculture UE/Non UE', 'HU-ÖKO-01', 'Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']",,,,,,,,,
1628,Foie gras de canard entier - ID'HALAL - 180g,3295080246586,['France'],"['Ingrédients à la mise en ceuvre: foie gras de canard entier', 'sel,poivre,conservateur:nitrite de sodium', 'antioxydant:ascorbate de sodium']","['Non végétalien', 'Non végétarien']",?,509,52,"2,2","8,3",A,180 g,"[""ID'HALAL""]","['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras mi-cuits']",,3,52 g,en quantité élevée,22 g,en quantité élevée,2 g,en faible quantité,1.6 g,en quantité élevée,,-3%,2130 kj(509 kcal),-3%,-4%,22,-5%,-6%,2,+26%,+20%,"1,6",+38%,"0,64",+38%,23,+12%,E,+12%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Conserve en verre'],,['France'],"['Viande Française', 'Halal', 'Volaille-francaise']",,,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,,
1629,Grenadine - ESKI,3760098530014,['France'],"['Sucre', 'eau', 'arôme artificiel E330']",[],?,?,?,?,?,B,,['ESKI'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine']",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,
1630,Riso (pâtes) - Combino,20060794,['France'],[],[],?,360,"1,5","73,6","11,5",C,,['Combino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,,1.5 g,en faible quantité,0.3 g,en faible quantité,3.5 g,en faible quantité,0 g,en faible quantité,,+7%,1506 kj(360 kcal),+6%,+25%,"0,3",+12%,+1%,"3,5",+909%,+59%,0,-100%,0,-100%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,
1631,Menthe poivrée - Destination prémium - 30g,3700110014580,['France'],[],[],?,?,?,?,?,,30 g,['Destination prémium'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-020-CV', 'Agriculture UE']",,,,,,,,,
1632,Belgique chocolate - Häagen-Dazs,3415581113334,['France'],[],[],?,312,"12,5","25,8","2,2",B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,,12.5 g,en quantité modérée,0 g,en faible quantité,24.9 g,en quantité élevée,0.12 g,en faible quantité,,+42%,1305 kj(312 kcal),+42%,+15%,0,-100%,-2%,"24,9",+11%,-34%,"0,12",-21%,"0,048",-21%,7,-44%,C,-44%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,,,
1633,Oliver Sauce Yakisoba,4901136255509,['France'],[],[],?,122,0,"29,4","1,2",,,,,,,,,,,,,,,,,510 kj(122 kcal),,,0,,,6,,,"9,4",,"3,76",,,,,,,,,,,,,,,,,,,,,,,,,
1634,Sirop d'orange,3348630003600,['France'],[],[],?,303,"0,1","74,3","0,1",B,,,"['Boissons', 'Sirops', 'Sirops aromatisés', ""Sirops d'orange""]",,,,,,,,,,,,+32%,1268 kj(303 kcal),+27%,-22%,"0,1",+289%,+26%,"74,3",+30%,-30%,"0,3",+880%,"0,12",+880%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,
1635,Omegabiane Alkyl G - PiLeJe - 53g,3401599829152,['France'],"['valeurs moyennes par capsule  :Huile de poisson 500mg dont alkylglycerols 100mg', 'dont acide eicosapentaénoïque 3 mg', 'dont acide docosahéxaénoïque 12 mg']",[],?,?,?,?,?,,53 g,"['PiLeJe', 'micronutrition']",['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['capsules marines'],['Pharmacie'],['Huile foie poissons riche acide gras oméga 3'],['QualitySilver'],,['Italie'],['RV10'],http://www.pileje-micronutrition.fr/sites-groupe,,,,,
1636,Poitrine de dinde cuite,3268680028609,['France'],[],[],?,107,"2,7",1,"20,7",,,,,,,,,,,,,,,,,448 kj(107 kcal),,,"0,7",,,"0,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
1637,Miel de fleurs,3546940025750,['France'],[],[],?,?,?,?,?,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Flacon'],,,,,,,,,,,,
1638,Brioche tranche aux pepites de chocolat - Harrys,3228857444472,['France'],[],[],?,372,15,"49,9","7,5",C,,['Harrys'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat']",,,15 g,en quantité modérée,3.9 g,en quantité modérée,15.6 g,en quantité élevée,0.65 g,en quantité modérée,,+4%,1556 kj(372 kcal),+4%,+13%,"3,9",-33%,-1%,"15,6",-12%,-3%,"0,65",-24%,"0,26",-24%,12,-20%,D,-20%,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,,,,,,,,,,,,,
1639,Viognier - Vignerons Ardéchois - 750ml,3274440002567,['France'],[],[],?,?,?,?,?,,750ml,['Vignerons Ardéchois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Regamiel pur miel,0769995045068,['France'],[],[],?,329,"0,8",76,"2,9",,,,,,,,,,,,,,,,,1377 kj(329 kcal),,,"0,2",,,48,,,"0,43",,"0,172",,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1641,1178136405736,1178136405736,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Propolis - 3 chênes - 10ampoules,3525720001566,['France'],[],[],?,?,?,?,?,,10 ampoules,['3 chênes'],"['Produits de la ruche', 'Propolis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Boule de Dieppe,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Riz complet Bio,8847100382245,['France'],[],[],?,364,"2,6",77,"7,6",,,,,,,,,,,,,,,,,1523 kj(364 kcal),,,"0,6",,,0,,,0,,0,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1645,De jeunette pépites choco,2030506468972,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Capligne 3 En 1 Bio - 500 ML - Dietaroma,3460341500039,['France'],[],[],?,?,?,?,?,,500 mL,['Dietaroma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1647,Crepes de froment jambon emmental -,3254568693854,['France'],[],[],?,857,10,17,11,B,,,"['Plats préparés', 'Crêpes au fromage', 'Crêpes au jambon']",,,10 g,en quantité modérée,4.1 g,en quantité modérée,2.5 g,en faible quantité,1.2 g,en quantité modérée,,+401%,3586 kj(857 kcal),+406%,+47%,"4,1",+68%,-6%,"2,5",-23%,+48%,"1,2",+25%,"0,48",+25%,19,+408%,E,+408%,57.1%,15.7%,5.5%,6.6%,3.2%,11.9%,79,,,,,,,,,,,,,
1648,Compote pomme vanille,3045399083453,['France'],[],[],?,86,"0,1",20,"0,3",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes vanille']",,,0.1 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,0 g,en faible quantité,,+32%,360 kj(86 kcal),+32%,-63%,0,-100%,+34%,20,+49%,+10%,0,-100%,0,-100%,0,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,['Sans colorants'],,,,,,,,,
1649,Tresse jambon provençale - Auchan,3254560475595,['France'],[],[],?,280,16,26,"6,5",,,['Auchan'],,,,,,,,,,,,,,1172 kj(280 kcal),,,"9,6",,,"2,6",,,"1,6",,"0,64",,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
1650,Confiture D'abricots Corse 450gr,3429890000032,['France'],[],[],?,?,?,?,?,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,
1651,amande - meray - 225g,02170060,['France'],"['TEN MINSTE HOUDBAAR TOT-DA CONSUMARSI PREFERIC SIMP PREFERENTEMENTE ANTES DE-SON TÜKETİM TARA АТЕЛЬНО УПОТРЕБИТЬ до-a-y all 44 es-DATA EXP ASTA ENNEN UDBAAR TOT- ANDELKERNE GEROSTET UND GES MOND KERNELS ROASTED,AND SA 5 ANDES GRILLEES ET SALEES aten: Mandelkerne ', 'Salz', ' Ingredients: ond kernels', 'salt', "" Ingrédients: Amand Peut contir des traces d'arachides"", 'sésame', ""de soja et d'autres noix"", ' rwertangaben/Nutrition Facts/Declaration Nut /pro 100g 2607 kJ/631 kca 55,19 ergie', 'Energy', 'Energie tt', 'Fat', 'Matières grasses on geeättinte Fetteuren']",[],?,631,"55,1","5,5","22,6",,225g,['Meray'],,,,,,,,,,,,,,2640 kj(631 kcal),,,"4,7",,,"5,5",,,"1,11",,"0,444",,,,,,,,,,,,,['sachet plastique'],,,,,,,,,,,,
1652,Snackbar,7290011131319,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,
1653,Paw au porc,3359610002506,['France'],[],[],?,389,"8,44","59,29","13,23",,,,,,,,,,,,,,,,,1628 kj(389 kcal),,,"0,29",,,"11,03",,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,
1654,Dosettes individuelles compatibles avec les machines type SENSEO - Legal,3227540207806,['France'],[],[],?,?,?,?,?,,,['Legal'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,
1655,Sfogliatine glassate - 200g,8000105000280,['France'],"['Produit de confiserie cuit au fourIngrédients: Farine de blé tendre type ""O""', 'Margarine végétale [huiles et graisses végétales ', 'palme et tounesol', ']', 'eau', 'émulsionnant E471', 'sel', ""correcteur d'acdité E 330"", 'arômes', 'Glaçage 25 % ', ""sucre blanc d'oeuf"", ""Décoration a l'abricot 2%"", 'sirop de glucose fructose', 'sucre', 'puree dabricot 20% eau stabilisateur: E1422', ""gélifiant: E440 correcteur d'acidité: E330"", 'arômes', 'lait écrémé en poudre', 'sel', 'Arômes']",[],?,140,8,15,2,,200 g,,,,4,,,,,,,,,,,586 kj(140 kcal),,,4,,,5,,,"0,2",,"0,08",,,,,,,,,,,,,,,,['Fabriqué en Italie'],,['Italie'],,,"['E1422 - Adipate de diamidon acétylé', 'E440 - Pectines', 'E330 - Acide citrique']",['Huile de palme'],,,
1656,Gröna Linser,7312787710199,['France'],[],[],?,330,1,49,24,,,,,,,,,,,,,,,,,1381 kj(330 kcal),,,"0,2",,,"2,5",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1657,Concombre - Les paysans bio - 1,3760074478279,['France'],[],[],?,?,?,?,?,,1,['Les paysans bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,"['EMB 84035U', 'Cavaillon (Vaucluse, France)']",,,,,,
1658,Mild -,5998815111873,['France'],[],[],?,42,"0,5","8,9","0,5",,,,,,,,,,,,,,,,,176 kj(42 kcal),,,"0,1",,,"8,7",,,"0,01",,"0,004",,,,,,,,,,,,,,,,['en:FSC'],,,['FSC-C014047'],,,,,,
1659,Canada true -,0771098005962,['France'],"[""SIROP D'ERABLE PUR"", 'GLUCOSE', 'SUCRE']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Halter Bonbons Lemon Sugar Free,7610114002635,['France'],[],[],?,239,0,97,0,,,['Halter'],,,,,,,,,,,,,,1000 kj(239 kcal),,,0,,,97,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1661,World café - Cafés Chapuis,3487772020134,['France'],[],[],?,?,?,?,?,,,['Cafés Chapuis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",,,,,,,,,
1662,Orange a jus - Afrique du Sud calibre 6/7,3276552652982,['France'],[],[],?,?,?,?,?,,,['Afrique du Sud calibre 6/7'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Crêpe jambon -,3573400001429,['France'],[],[],?,578,"5,2",15,"6,8",,,,"['Plats préparés', 'Crêpes au jambon']",,,5.2 g,en quantité modérée,2 g,en quantité modérée,4.4 g,en faible quantité,0.6 g,en quantité modérée,,+238%,2418 kj(578 kcal),+242%,-23%,2,-18%,-17%,"4,4",+36%,-9%,"0,6",-38%,"0,24",-38%,6,+60%,C,+60%,,,,,,,,,,,,"crepes jambon , sauce béchamel et emmental râpé",,,,,,,,
1664,Dandy sucre pure canne bio - cristalco - 750,22217875,['France'],[],[],?,?,?,?,?,,750,['Cristalco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Super u'],,['Bio'],,,,,,,,,
1665,Sirop mangue-fruit de la passion - Migros - 75cl,7613312120422,"['France', 'Japon', 'Suisse']",[],[],?,44,0,11,0,,75 cl,['Migros'],,,,,,,,,,,,,,184 kj(44 kcal),,,0,,,11,,,0,,0,,,,,,,,,,,,,"['Brique', 'bouteille']",['Migros'],,,,,,,,,,,
1666,Miel de thym - Les Comtes de Provence - 250g,3324498001750,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,334,"0,1","82,9","0,2",A,250 g,['Les Comtes de Provence'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",,2,0.1 g,en faible quantité,0 g,en faible quantité,66.7 g,en quantité élevée,0 g,en faible quantité,,+8%,1397 kj(334 kcal),+7%,+47%,0,-100%,+11%,"66,7",-3%,-29%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Pot', 'Verre']",,['Espagne'],,Miel de thym,,,,,,,,
1667,Yeo Valley Raspberry Yogurt - Yeo Valley Family farm - 450g,5036589200178,"['France', 'Royaume-Uni']","['INGREDIENTS Organic whole MILK yogurt', 'organic raspberries ', '5%', 'organic sugar ', '4,9%', 'organic maize starch', 'natural flavouring', 'organic Concentrated elderberry juice', 'organic concentrated lemon juice', ' CONTAINS THE FOLLOWING LIVE CULTURES: Bifidobacterium Lactobacillus acidophilus', 'Streptococcus thermophilus']",[],?,99,4,"11,1","4,7",,450 g,['Yeo Valley Family farm'],,['Lait'],4,,,,,,,,,,,414 kj(99 kcal),,,"2,8",,,"11,1",,,"0,18",,"0,072",,,,,,,,,,,,,"['card-sleeve', 'pp-pot', 'lid', 'pet-lid', 'ldpe-lid']",,,"['Bio', 'Bio européen', 'en:gluten-free', 'GB-ORG-05']",,,,,,,,,
1668,Nu3 økologisk Spirulina - 200g,4260289446630,['France'],[],[],?,?,?,?,?,E,200g,['Nu3'],"['Compléments alimentaires', 'Spiruline']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,,,,
