,name,bar_code,brand,categories,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,generic_name,eco_score,packaging,labels,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,link,producer_info,palm_ingredients,brand_owner,origin_detail
1646,Bigard - 500g,3273230250416,['Bigard'],,,['France'],[],,,[],,,,,,,,,,?,,207,,866 kj(207 kcal),,15,,"6,2",,"0,5",,"0,5",,18,,"0,22",,"0,088",,,,,,500 g,,,,,,,,,,,,,,,,,,,
1647,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205876003638,['Saint Alby'],,,['France'],[],,,[],,,,,,,,,,?,,125,,523 kj(125 kcal),,"4,5",,"1,5",,1,,"0,5",,20,,"1,9",,"0,76",,,,,,,['DE RP-03001 EG'],,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,
1648,"Mandarine murcott, calibre 2/3 catégorie 1 - U - 1,5kg",3256223377987,['U'],,['Magasins U'],['France'],[],,,[],,,,,,,,,,191,,45,,191 kj(45 kcal),,"0,2",,0,,"9,2",,"9,2",,"0,8",,0,,0,,,,,,"1,5 kg",,,,['Filet'],['DEMARCHE FLEG METIERS'],,,,,,,,,['Espagne'],,,,,
1649,Huile d'olive vierge extra - Urzante - 750ml,8423243008695,['Urzante'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Leclerc'],['France'],"[""100% Huile d'olive vierge extra""]",,['Aucun'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,750ml,,Huile d'Olive Vierge Extra,C,['Bouteille'],"['Kascher', 'Halal']",88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Espagne'],['Espagne'],https://www.urzante.com/,,,,
1650,Melange sportif,3664641004512,,,,['France'],[],,,[],,,,,,,,,,?,,425,,1778 kj(425 kcal),,23,,15,,"6,3",,5,,"5,6",,0,,0,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-01']",,,,,,,,,,,,,,
1651,Bulgogi japchae,3760278207163,,,,['France'],[],,,[],,,,,,,,,,?,,135,,565 kj(135 kcal),,2,,0,,28,,3,,1,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1652,Filet de poulet -,2276752019296,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,,[],,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,?,,107,-18%,448 kj(107 kcal),-17%,"1,3",-55%,"0,4",-46%,0,-100%,0,-100%,23,+1%,"0,18",-76%,"0,072",-76%,-4,,A,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,D,,"['Nutriscore', 'Nutriscore A']",83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1653,Envy max - Shneider's,0838948011099,"[""Shneider's""]",,,['France'],[],,,[],,,,,,,,,,?,,162,,678 kj(162 kcal),,"0,5",,"0,5",,66,,"0,5",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Carotte orange - 160g,3073781134414,,,,"['Afghanistan', 'France']",[],,,[],,,,,,,,,,?,,153.75,,643 kj(153 kcal),,"13,438",,"6,875",,"4,375",,"2,188",,"3,125",,,,,,,,,,160 g,,,,,,,,,,,,,,,,,,,
1655,Crevettes entières cuites bio - 200g,4056489195061,,,,['France'],[],,,[],,,,,,,,,,?,,95,,397 kj(95 kcal),,"0,49",,"0,49",,"0,49",,0,,22,,"1,4",,"0,56",,,,,,200 g,,,,,"['Bio', 'Bio européen', 'Sans colorants']",,,,,,,,,,,,,,
1656,"Orange à dessert lane late, calibre 4/5 catégorie 1 - U - 2kg",3256223378038,['U'],,['Magasins U'],['France'],[],,,[],,,,,,,,,,182,,43,,182 kj(43 kcal),,"0,3",,0,,"8,3",,"8,3",,1,,0,,0,,,,,,2 kg,,,,['Girsac'],['DEMARCHE FLEG METIERS'],,,,,,,,,['Espagne'],,,,,
1657,Witlof,8719244869237,,,,"['France', 'Pays-Bas']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,['Product'],,,,,,,,,,,,,,,
1658,Merci Mamie pain de mie artisanal complet - 270g,3760255300641,,,,['France'],[],,,[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,"6,6",,4,,35,,"4,4",,"8,1",,1,,"0,4",,,,,,270 g,,,,,['Point Vert'],,,,,,,,,,,,,,
1659,Sauce méditéranienne avec truffe,8033993043572,,,,['France'],[],,,[],,,,,,,,,,?,,269,,1125 kj(269 kcal),,"26,2",,"3,7",,"1,4",,1,,"4,8",,12,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,
1660,Pondichery french indian tonic water indian classic -,3760198070601,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",,['France'],"['eau filtrée gazéifiée', 'sucre de canne*', 'arômes ', 'arines ralurels de citron* et de quinine', 'acidifiant ', 'acide citriue', "" *Ingrédients issus de l'agriculture biologique""]",,,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,6.4 g,en quantité élevée,,,?,,26,-7%,109 kj(26 kcal),-6%,"0,5",+1088%,"0,1",+826%,"6,4",-3%,"6,4",+1%,"0,5",+1071%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Seafood ramen,3760278207200,,,,['France'],[],,,[],,,,,,,,,,?,,63,,264 kj(63 kcal),,"0,1",,"0,1",,13,,"0,6",,"2,3",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1662,Rice -,5010034006935,,,,['France'],"['Seeds of Change TM Spicy Wholegrain Rice with Quinoa & a touch of Chilli VICANIC Per portion ', '120g']",,,['Végétarien'],,,,,,,,,,?,,154,,644 kj(154 kcal),,2,,"0,4",,30,,"0,6",,"3,6",,"0,43",,"0,172",,,,,,,,,,,['Végétarien'],,,,,,,,,,,,,,
1663,Farine de blé T65 10 kg,3486850000020,,,,['France'],[],,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,"1,1",,"0,2",,73,,"1,5",,11,,,,,,,,,,10 kg,,,,,,,,,,,,,,,,,,,
1664,Paprika - U - 35g,3256228100054,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Paprika']",['Magasins U'],['France'],['Paprika doux moulu Traces éventuelles de céleri et moutarde'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35 g,,,B,['format classique'],,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,
1665,Jus de tomates - Granini,3503780001047,['Granini'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",,['France'],[],,,[],,0.2 g,en faible quantité,0.1 g,en faible quantité,3 g,en quantité modérée,0.6 g,en quantité modérée,?,,17,-15%,71 kj(17 kcal),-13%,"0,2",+12%,"0,1",+248%,3,-19%,3,-7%,1,+34%,"0,6",+42%,"0,24",+42%,-3,,B,,,,,,,,,,,,,,,,,,,,,
1666,Emmental de savoie IGP - Chabert,3414170000154,['Chabert'],,,['France'],[],,,[],,,,,,,,,,?,,392.70001220703,,1643 kj(392 kcal),,31,,20,,"0,5",,"0,5",,29,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
1667,Le croustillant Hibiscus Noix de Coco -,3421557502637,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['France'],[],,,[],,18 g,en quantité modérée,5.9 g,en quantité élevée,16 g,en quantité élevée,0.05 g,en faible quantité,?,,461,+16%,1929 kj(461 kcal),+16%,18,+107%,"5,9",+168%,62,-7%,16,-4%,"8,9",-5%,"0,05",-86%,"0,02",-86%,8,+48%,C,+48%,,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
1668,Néctar de Naranja a partir de concentrado. Mínimo 50% - Don Simon,8410261651002,['Don Simon'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'orange""]",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,,,?,,184,+372%,770 kj(184 kcal),+372%,0,-100%,0,-100%,10,+10%,10,+17%,"0,3",-18%,,,,,,,,,,,,D,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1669,Farine de blé - Friessinger Mühle GmbH - 5Kg,4006363107703,['Friessinger Mühle GmbH'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",['Leclerc'],['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,5 Kg,,,B,['5 Kg'],,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,['Allemagne'],,,,,,
1670,Mélange pour Granola -,3179142057344,,,,['France'],[],,,[],,,,,,,,,,2263,,540,,2263 kj(540 kcal),,40,,4,,26,,24,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Tarte Normande aux pommes - Franprix,3263858672028,['Franprix'],,['Franprix'],['France'],[],,,[],,,,,,,,,,?,,284,,1188 kj(284 kcal),,14,,"8,4",,34,,19,,"4,6",,"0,23",,"0,092",,,,,,,"['EMB 14258C', 'Falaise (Calvados, France)']",,,"['Barquette', 'Opercule en plastique']",['Point Vert'],,,,,,,,,,,,,,
1672,Yaourt aux fruits brassés - abricot - Baskalia - 125g,3578840004122,['Baskalia'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits']",,['France'],[],,,[],,5.6 g,en quantité modérée,3.9 g,en quantité modérée,12.7 g,en quantité élevée,0.1 g,en faible quantité,?,,120.59999847412,+23%,505 kj(120 kcal),+24%,"5,6",+83%,"3,9",+100%,"12,8",-6%,"12,7",-1%,"4,6",+33%,"0,1",-12%,"0,04",-12%,4,+35%,C,+35%,125 g,,,,,,,,,,,,,,,,,,,
1673,3838945007887,3838945007887,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Mélange pour paëlla valenciana Mix - Ducros,3166296200207,['Ducros'],,,['France'],[],,,[],,,,,,,,,,?,,283,,1184 kj(283 kcal),,"4,4",,"1,1",,40,,"4,9",,11,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,
1675,Thon Listao,3329489040275,,,,['France'],[],,,[],,,,,,,,,,?,,289,,1209 kj(289 kcal),,"21,4",,"3,1",,"1,2",,0,,"22,9",,"0,9",,"0,36",,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,
1676,greensect - 100ml,9005365003377,['Greensect'],['Spray anti moustique'],['Lidl'],['France'],"['SPRAY ANTI-INSECTES pour la protection contre les piqûres de moustiques et autres insectes volants', ' Grâce à sa composition spéciale', ""l'effet dure jusqu'à huit heures"", "" La protection résiste à l'eau"", 'même après avoir beaucoup transpiré', ' Convient aux enfants et aux personnes à la peau sensible', ' Tolerance cutanée dermatologiquement confirmée', "" En cas d'effet diminuant par la transpiration ou le bain 'répétez l'application"", ' Vaporiser uniformément le spray anti-moustique sur la peau et frotter légèrement', ' Appliquer en couche fine et uniforme sur les parties découvertes de la peau ', '1ml/250 cm2 ', "" AVERTISSEMENTS ET MODE D'EMPLOI: Agiter avant utilisation"", ' Pour un usage externe uniquement', "" Tenir compte des indications sur l'emballage vaporiser directement sur le visage"", ""éviter le contour des yeux Ne pas ingérer Tenir hors de portée des enfants En cas d'irritation ou d'éruption cutanée: Consulter médecin"", ' Stocker dans un endroit frais et sec En cas de contact avec les yeux', ""Ne pas un rincer abondamment à l'eau"", "" Consulter un médecin si les symptômes persistent EN CAS D'INGESTION: appeler un CENTRE ANTIPOISON ou un médecin en cas de malaise • Contient du CITRONELLOL"", 'Eucalyptol', ' Peut déclencher une réaction allergique Conserver à une température inférieure à 30°C', "" Joindre l'emballage completement vide à la collecte des matières recyclables"", "" PRINCIPE ACTIF: 10g/100g L'huile d'eucalyptus citriodora"", 'hydratée', 'cyclisée ', 'CAS Nr', ' 1245629-80-4', ' DATE DE PEREMPTION', 'N° LOT: voir inscription Distribué par: ATT Drogerievertriebs GmbH Austrassensiedlung 35 AT-5020 Salzburg Tel: +43 662 454648 9 005365""003377 0100ml']",,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,100ml,['CAS NR 1245629-80-4'],,,['Plastique'],['Greensect'],,,,,,,,['Inconnue'],['Huile eucalyptus citriodora hydratée cyclisée'],,,,,
1677,250g,3401561088563,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,250 g,,,,"['Sachet en plastique', 'Etui en carton']",['Fabriqué en France'],,,,,,,,,,,,,,
1678,Mozzarella di bufala campana DOP tresse,8059070742657,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,['France'],[],,,[],,24 g,en quantité élevée,16 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,?,,284,+6%,1188 kj(284 kcal),+6%,24,+4%,16,+1%,1,+34%,1,+63%,16,+11%,"0,8",+31%,"0,32",+31%,11,+8%,D,+8%,,,,D,,['Fabriqué en Italie'],84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1679,Croquetas ibéricas,4056489169154,,,,['France'],[],,,[],,,,,,,,,,?,,211,,883 kj(211 kcal),,10,,"2,7",,"19,6",,"3,1",,"9,4",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
1680,Ceci Lessati - 400g,8057681772346,,,,['France'],[],,,[],,,,,,,,,,?,,115,,481 kj(115 kcal),,"2,3",,0,,"13,9",,0,,"6,7",,"0,3",,"0,12",,,,,,400 g,,,,,,,,,,,,,,,,,,,
1681,Douceur de yaourt - La Laitiere,3023290042663,['La Laitiere'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",,['France'],[],,,[],,3.6 g,en quantité modérée,2.4 g,en quantité modérée,4.5 g,en faible quantité,0.17 g,en faible quantité,?,,76,+6%,318 kj(76 kcal),+7%,"3,6",+0%,"2,4",+3%,"4,5",-8%,"4,5",+1%,"4,9",+19%,"0,17",+42%,"0,068",+42%,-1,-277%,A,-277%,,,,B,,,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,,,,
1682,1234123412346,1234123412346,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Olive nature,5413588624431,,,,['France'],[],,,[],,,,,,,,,,?,,161,,674 kj(161 kcal),,16,,"2,3",,25,,"0,4",,"1,2",,"2,5",,1,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,
1684,céréales fourrées au chocolat au lait,3250392783365,,,,['France'],[],,,[],,,,,,,,,,?,,434,,1816 kj(434 kcal),,"14,2",,"3,2",,64,,"26,7",,"9,7",,"0,52",,"0,208",,,,,,,,,,,,,,,,,,,,,,,,,
1685,"Escalope de dinde panée à la normande - U - 2pièces, barquette,200g",3256228120434,['U'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Dindes', 'Préparations au poulet', 'Préparations à la dinde', 'Poulets panés']",['Magasins U'],['France'],"['Filets de dinde reconstitués traités en salaison 58 % ', 'filets de dinde ', 'France', ' 41 %', 'eau', 'fibres de BLE', ""sel,arôme naturel d'oignon avec autres arômes naturels"", 'panure ', 'chapelure ', 'farine de BLE', 'sel', 'levure', 'épices', 'farine de BLE,sel', 'sauce normande 10 % ', 'eau', 'jambon de dinde 2,2% ', 'viande rouge de dinde ', 'origine France', 'eau', 'sel', 'dextrose', 'protéines de pois', 'arôme naturel', 'EMMENTAL', 'champignon de Paris 1 %', 'LAIT', 'gélatine de boeuf', 'amidon transformé de manioc', 'huile de colza', 'arômes naturels ', 'GLUTEN', 'LAIT', 'CREME', 'sucre', 'maltodexdrine', 'sel', 'jus concentré de champignon', 'gélifiant : carraghénanes', 'épaississant : gomme xanthane', 'conservateurs :sorbate de potassium', ""jus concentré d'oignon"", 'huile de tournesol', 'CAMEMBERT fondu 10 % ', 'CAMEMBERT 3 %', 'eau', 'BEURRE', 'FROMAGES', 'amidons transformés', 'protéines de LAIT', 'LAIT écrémé en poudre', 'LACTOSERUM', 'gélifiant : carraghénanes', "" Frit à l'huile de tournesol""]","['E428 - Gélatine', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Céleri', 'Œufs', 'Gluten', 'Lait', 'Moutarde', 'Soja']","['Non végétalien', 'Non végétarien']",4,8.7 g,en quantité modérée,2.1 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,789,-14%,188,-17%,789 kj(188 kcal),-16%,"8,7",-30%,"2,1",-33%,13,-11%,"0,5",-70%,14,+12%,"1,1",-16%,"0,44",-16%,2,-70%,B,-70%,"2 pièces, barquette,200 g",,,C,['Frais'],"['Nutriscore', 'Nutriscore B']",83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['France'],,,,,
1686,Brandade de morue - 350g,3051404073333,,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,['France'],[],,,[],,25 g,en quantité élevée,1.9 g,en quantité modérée,0.5 g,en faible quantité,0.91 g,en quantité modérée,?,,276,+25%,1155 kj(276 kcal),+25%,25,+51%,"1,9",-10%,"7,9",+1%,"0,5",-30%,"5,5",-19%,"0,91",+4%,"0,364",+4%,5,+18%,C,+18%,350 g,"['FR 30.263.002 CE', 'Saint-Hippolyte-du-Fort (Gard, France)']",,E,"['Film en plastique', 'Barquette en plastique']","['Sans colorants', 'Sans conservateurs']",90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,
1687,Antésite Hibiscus pamplemousse agrumes,3109850018931,,,,['France'],[],,,[],,,,,,,,,,?,,1193,,4992 kj(1193 kcal),,"1,1",,"0,5",,"63,7",,"2,5",,"1,2",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,
1688,02760766,02760766,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,['Film en plastique'],['Bio'],,,,,,,,,,,,,,
1689,Ratatouille à la provençale -,3271514124736,,"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",,['France'],"['Tomates ', '35%', 'aubergines ', '24%', 'courgettes ', '17%', 'poivrons rouges ', '11%', 'huile de tournesol', ""huile d'olive vierge extra"", 'sel', 'persil', 'ail', 'sucre ', '0,14%', 'thym de Provence IGP ', '0,06%', 'poivre']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,9.5 g,en quantité modérée,1.1 g,en faible quantité,3.1 g,en faible quantité,0.53 g,en quantité modérée,?,,116,+71%,485 kj(116 kcal),+74%,"9,5",+153%,"1,1",+104%,"5,2",+1%,"3,1",-20%,"1,1",-7%,"0,53",-26%,"0,212",-26%,0,-100%,B,-100%,,,,B,,"['Sans colorants', 'Sans conservateurs']",69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,,
1690,Veritable andouille de Guémené,0211197029198,,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",,['France'],[],,,[],,20.6 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,2.7 g,en quantité élevée,?,,252,+1%,1054 kj(252 kcal),+1%,"20,6",+2%,10,-1%,"1,1",+193%,"0,5",+78%,"15,4",-6%,"2,7",+13%,"1,08",+13%,22,+2%,E,+2%,,,,E,"['Barquette', 'Film en plastique']",,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,
1691,FARINE DE BLE T80 Bio - alliance Bio - 500g,3701215611254,['alliance Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T80']",,['France'],['Blé tendre'],,,[],,1 g,en faible quantité,0.2 g,en faible quantité,1.8 g,en faible quantité,0.01 g,en faible quantité,?,,0.9,-100%,4 kj(0 kcal),-100%,1,-19%,"0,2",+21%,68,+1%,"1,8",+15%,11,+7%,"0,01",+145%,"0,004",+145%,-10,,A,,500 g,"['EMB 47174A', 'Moncrabeau (Lot-et-Garonne, France)']",,A,['Papier kraft'],"['Bio', 'Bio européen', 'Cultivé en France', 'AB Agriculture Biologique']",77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,"['Moncrabeau', 'Lot et Garonne']",,,,,,"France, Sud Ouest"
1692,müesli bio - one day more - 400,8500361421206,['one day more'],,['Lidl'],['France'],"[""focons d'avoine* 44%"", ""flocons d'orge grillés* 11%"", 'abricots secs 11% de riz', 'raisins secs* 11% ', 'raisins secs 99,5%', 'huile de tournesol', 'chips de co granes de lin""', 'cerises lyophilisées* 2,3%', 'cassis lyophilisés* 1,8%', "" * Produits issus de l'agriculture biologique"", ' Peut aussi contenir: arachides', 'noix', 'graines de sésame', 'lait', 'soja', ' Ce paquet contient 5 portions', ' Une portion de 80 g de muesli ', 'environ 8 cules POUAR M POUR 100 g']",,"['Lait', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja']","['Non végétalien', 'Végétarien']",,,,,,,,,,?,,392,,1640 kj(392 kcal),,14,,"6,6",,"54,9",,"14,5",,"10,4",,"0,02",,"0,008",,,,,,400,,,,['Papier'],"['Bio', 'Végétarien', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Végétarien']",,,,,,,,['Pologne'],['Pologne'],http://www.onedaymore.net,,,,
1693,Babybio optima lait 2eme age,3288131580326,['Babybio'],"['Aliments pour bébé', 'Laits pour bébé']",,['France'],"['Lait écrémé ', ' maltodextrines de mais ', ' huiles végétales ', 'tournesol oléique', 'colza', 'tournesol', ' lactosérum déminéralisé en poudre galacto-oligosaccharides ', 'lait', ' ', '6,8%', ' ', ' lactose ', ' huile de poisson ', 'protéines de lait', ' ', ' minéraux ', 'citrate de potassium', 'chlorure de magnésium', 'chlorure de sodium', 'lactate ferreux', 'sulfate de zinc', 'sélénite de sodium', 'sulfate de cuivre', 'iodure de potassium', 'sulfate de manganèse', ' ', ' concentré de minéraux du lait ', ' huile de Mortierella alpina ', ' fructo-oligosaccharides ', '0,36%', ' ', ' vitamines ', 'L-ascorbate de sodium', 'D-pantothénate de calcium', 'acétate de rétinol', 'nicotinamide', 'cholécalciférol', 'mononitrate de thiamine', 'D-biotine', 'phytoménadione', 'chlorhydrate de pyridoxine', 'acide folique', 'acétate de D-alpha-tocophérol', 'DL-alpha-tocophérol', 'L-ascorbyl 6-palmitate', 'cyanocobalamine', 'riboflavine', ' ', ' L-tyrosine', ' L-cystine ', ' L-isoleucine', ' L-leucine: Bifidobacterium lactis ', '0,05%', ': L-tryptophane ', ' chlorhydrate de L-histidine', ' antioxydant : extrait riche en tocophérols']","['E641 - L-leucine', 'E306 - Extrait riche en tocophérols']",['Lait'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,,,,B,,['Bio'],71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,,,,,,,
1694,Breuvage,0065400147229,,,,['France'],"['carbonated water', 'glucose-fructose and/or sugar', 'natural flavours', 'citric acid', 'malic acd', 'sodium citrate', 'sodium benzoate', ' ingredients: eau gazéifiée', 'glucose - frouctose et/ou sucre', 'arômes naturels', 'cde citrique', 'acide malique', 'citrate de sodium', 'benzoate de sodium', ' conke']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,[],4,,,,,,,,,?,,40.540540540541,,170 kj(40 kcal),,0,,0,,"10,36",,"10,36",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,4061458015110,4061458015110,,,,['France'],"[""Schweinefleisch'"", 'jodiertes Nitritpökelsalz ', 'Speisesalz', 'Kalium - jodat', 'Konservierungsstoff: Natrium - nitrit', 'Pfeffer schwarz/weiß ', '1%', 'Traubenzucker', 'Gewürze ', 'Paprika', 'Petersilie', 'Lauch', 'Schalotte', 'Zwiebel', 'Stabilisator: Triphosphate', 'Antioxida - tionsmittel: Natriumascorbat,']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,452,,?,,452 kj(108 kcal),,2,,"0,8",,1,,"0,9",,21,,"2,25",,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,
1696,Jambon cru - Auchan,3254563007298,['Auchan'],,['Auchan'],['France'],[],,,[],,,,,,,,,,?,,216,,904 kj(216 kcal),,10,,"3,9",,1,,1,,30,,"5,9",,"2,36",,,,,,,"['EMB 85182G', 'Pouzauges (Vendée, France)']",,,,,,,,,,,,,,,,,,
