,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,nova_score,traceability_code,generic_name,additives,allergens,ingredients_origins,manufacturing,origin_detail,producer_info,link,palm_ingredients,brand_owner
444,Pain d'Épices de Nuremberg - Goldora,20196073,['France'],"['Sucre', 'farine de blé', 'chocolat au lait 15 % ', 'sucre', 'beurre cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant: lécithines de tournesol', 'fruits à coque 12 % ', 'noisettes', 'noix', 'amandes', 'noix de cajou', 'persipan ', ""amandes d'abricots 2 %"", 'sucre', 'sirop de sucre inverti', 'fécule de pomme de terre', 'sirop de glucose-fructose', ""zeste d'orange"", 'humectant: sorbitol', ' figues séchées', 'fécule de pomme de terre', 'protéines de blé', 'épices ', 'contiennent de la cannelle', 'farine de riz', 'sirop de sucre caramélisé', 'émulsifiant: lécithines poudres à lever: carbonate acide de sodium', 'carbonates de potassium', ' purée de pomme', 'protéines de lait', 'miel', 'amidon de maïs cireux', 'sel', 'œuf entier ', 'de poules élevées au sol', ' en poudre', 'épaississant: pectines', ' acidifiant: acide citrique']",['Non végétalien'],?,408,"14,9","58,8","8,1",B,,['Goldora'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', ""Pains d'épices""]",,,+21%,+327%,-17%,+87%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,1707 kj(408 kcal),"4,6","35,6","0,4","0,16","['Commerce équitable', 'IGP', 'Fairtrade International']",14.9 g,en quantité modérée,4.6 g,en quantité modérée,35.6 g,en quantité élevée,0.4 g,en quantité modérée,+20%,+271%,-12%,-8%,-8%,17,+21%,D,+21%,"['Sachet', 'Plastique']",4,,"Pains d'épices de Nuremberg sur oublies avec 14% de fruits à coque et d'amandes d'abricot, enrobés de chocolat au lait.","['E322i - Lécithine', 'E420 - Sorbitol', 'E322 - Lécithines', 'E500ii - Carbonate acide de sodium', 'E440 - Pectines', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,,,
445,Cafe - Carte Noire,8000070023451,['France'],[],[],?,?,?,?,?,,,['Carte Noire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"Haselnussgebäck, Haselnuss",20602734,['France'],[],[],?,501,"29,5","49,1","8,1",,,,,,,,,,,,,,,,,,2096 kj(501 kcal),"10,8","30,3","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Sauce tomate Toskana - Rapunzel,4006040291213,['France'],[],"['Végétalien', 'Végétarien']",?,33,"0,8","3,9","1,4",,,['Rapunzel'],,,,,,,,,,,,,,,138 kj(33 kcal),"0,2","3,9","0,4","0,16","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'IT-BIO-006', 'Fabriqué en Italie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Thé vert bio - Terre d'Oc,3700324428623,['France'],[],[],?,?,?,?,?,B,,"[""Terre d'Oc""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions']",,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Hahnchenwürrzsalz,4039071000226,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Tomates séchées - Dm bio - 180g,4010355513502,"['France', 'Allemagne']",[],[],?,224,18,11,"5,9",,180g,['Dm bio'],,,,,,,,,,,,,,,937 kj(224 kcal),"2,7","9,2","3,7","1,48","['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,ENERGY DISK - Pronatura,3760074478453,['France'],[],[],?,268,"3,3",62,"3,8",,,['Pronatura'],,,,,,,,,,,,,,,1121 kj(268 kcal),"3,3",54,"0,1","0,04","['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Fairy liquid,5413149980761,['France'],[],[],?,179,10,4,18,,,,,,,,,,,,,,,,,,749 kj(179 kcal),2,2,"0,5","0,2",,,,,,,,,,,,,,,,,,,"['', '', 'pet-bottle', 'pet-lid']",,,,,,,,,,,,
453,Complete Multivitamin Complex - Pack of,5060343740013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Orange cake mini,4061458028097,['France'],[],[],?,391,"12,4",65,"3,6",,,,,,,,,,,,,,,,,,1636 kj(391 kcal),"6,8","47,7","0,24","0,096","['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Bruschetta,3253330813018,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,SHORBREAD PURE  BUTTER - Walkers - 125g,0039047013599,['France'],[],[],?,529,30,"58,2","5,6",,125 g,['Walkers'],,,,,,,,,,,,,,,2213 kj(529 kcal),"18,7","16,5",68,"27,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Pata Negra - La Piara,8412500875699,"['France', 'Espagne']",[],[],?,269,24,"1,4",11,,,['La Piara'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc']",,,-13%,-10%,-41%,-23%,,,,,,,,1125 kj(269 kcal),"8,2","0,4","1,7","0,68",['Sans lactose'],24 g,en quantité élevée,8.2 g,en quantité élevée,0.4 g,en faible quantité,1.7 g,en quantité élevée,-13%,-19%,-56%,+2%,+2%,18,-5%,D,-5%,,,,,,,,,,,,,
458,Coppa - Aoste - 100g - 10tranches,3449849659975,['France'],[],[],?,269,17,1,28,,100 g - 10 tranches,['Aoste'],"['Viandes', 'Charcuteries']",,,+3%,-12%,-32%,+50%,,,,,,,,1125 kj(269 kcal),6,0,4,"1,6",['en:gluten-free'],17 g,en quantité modérée,6 g,en quantité élevée,0 g,en faible quantité,4 g,en quantité élevée,+4%,-17%,-100%,+68%,+68%,18,+12%,D,+12%,['sachet sous vide'],,"['FR 38.012.001 CE', 'Aoste (Isère, France)', 'EMB 38012', 'Aoste (Isère, France)']",,,,,,,,,,
459,VINAIGRE BALSAMIQUE AROMATISE TRUFFE,3452010002500,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Feinste Nürnberger Gold Elisen - Wicklein,4008355000764,['France'],[],[],?,424,20,"49,1","8,5",,,['Wicklein'],,,,,,,,,,,,,,,1774 kj(424 kcal),5,"39,7","0,5","0,2","['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Saucisson cuit à l'ail goût fumé,3366410027769,['France'],[],[],?,310,"28,3",2,"12,3",E,,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",,,+14%,+27%,+82%,-23%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,1297 kj(310 kcal),"10,7","1,6","2,4","0,96",,28.3 g,en quantité élevée,10.7 g,en quantité élevée,1.6 g,en faible quantité,2.4 g,en quantité élevée,+13%,+25%,+124%,+14%,+14%,23,+19%,E,+19%,,,"['EMB 14528', 'Quetteville (Calvados, France)']",,,,,,,,,,
462,Marrons glacés,20057510,['France'],[],[],?,325,"0,75","76,39","0,76",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,+3%,-16%,+3%,-25%,,,,,,,,1360 kj(325 kcal),"0,1","56,2","0,045","0,018",,0.75 g,en faible quantité,0.1 g,en faible quantité,56.2 g,en quantité élevée,0.045 g,en faible quantité,+2%,-36%,+11%,+20%,+20%,14,+19%,D,+19%,,,,,,,,,,,,,
463,La buche legere - Soignon,3523237756924,['France'],[],[],?,220,13,"1,3",24,,,['Soignon'],,,,,,,,,,,,,,,920 kj(220 kcal),"8,9","1,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Pediakid,6357648,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,0,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Madeleine pur beurre a la vanille Bio - Mistral,3171910664242,['France'],[],[],?,380,19,48,5,B,,['Mistral'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,-14%,-17%,-9%,-12%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,1590 kj(380 kcal),11,28,"0,44","0,176",,19 g,en quantité modérée,11 g,en quantité élevée,28 g,en quantité élevée,0.44 g,en quantité modérée,-14%,+59%,+2%,-46%,-46%,21,+14%,E,+14%,,,,,,,,,,,,,
466,Tchibo Barista - 1000g,4046234815979,"['Autriche', 'France', 'Allemagne', 'Suisse']",[],[],?,?,?,?,?,,1000 g,['Tchibo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Garbanzo castellan león - De nuestra tierra - 1000g,8480022330514,"['France', 'Espagne']",['100% garbanzos'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1466,348,"5,8","45,6","21,3",B,1000 g,['De nuestra tierra'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,+108%,+83%,+91%,+93%,+109%,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,1466 kj(348 kcal),"1,1","5,4","0,03","0,012",,5.8 g,en quantité modérée,1.1 g,en faible quantité,5.4 g,en quantité modérée,0.03 g,en faible quantité,+87%,+181%,+229%,-94%,-94%,-4,,A,,['Bolsa'],1,,,,['Soja'],,,,,,,
468,Karfoffelbrot - REWE Beste Wahl,4388860023633,['France'],[],[],?,235,1,"47,4","7,5",,,['REWE Beste Wahl'],,,,,,,,,,,,,,,983 kj(235 kcal),"0,2","1,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Tandoori - Leader Price,3760138824189,['France'],[],[],?,?,?,?,?,,,['Leader Price'],,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Pâte à tartiner noisette crêpe dentelle - Maison Naja,3266481502847,['France'],"['sucre de canne""', 'NOISETTE ', '28%', 'huile de tournesol*', 'poudre de LAIT*', 'brisures de crepe dentelle ', 'farine de BLE*', 'sucre""', 'BEURRE', ""poudre de LAIT extrat de malt d'ORGE"", 'sel', 'poudre de cacao ', '5%', 'vanille Bourbon*', ""émulsifiant: lécithine de tournesol* \r*Produit issu de l'Agriculture Biologique""]",['Non végétalien'],?,549,34,52,"9,1",D,,['Maison Naja'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,0%,-0%,+1%,+33%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,2297 kj(549 kcal),"4,7",48,"0,15","0,06",['Bio'],34 g,en quantité élevée,4.7 g,en quantité modérée,48 g,en quantité élevée,0.15 g,en faible quantité,-0%,-39%,+1%,+46%,+46%,20,-3%,E,-3%,,4,,,['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque']",,,,,,,
471,2 Gousses de Vanille - Tablier Blanc,3564706533387,['France'],['2 gousses de vanille non fendues'],[],?,?,?,?,?,,,"['Tablier Blanc', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Vanille', 'Gousses de vanille']",['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sachet', 'Plastique']",,,,,,,,,,,,
472,Belgian Bites,5413123010071,['France'],[],[],?,541,33,55,"4,7",,,,,,,,,,,,,,,,,,2264 kj(541 kcal),22,51,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Golden Muesli,4662364004573,['France'],[],[],?,387,"8,7",60,11,,,,,,,,,,,,,,,,,,1619 kj(387 kcal),"1,3","6,3","0,06","0,024",['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Cabillaud tomates & poivrons beurre citron basilic - Delpierre - 230g,3038687090417,['France'],"['Cabillaud salé 86,9% ', 'Cabillaud labellisé MSC - eau', 'sel [1', '3%  en moyenne]', 'conservateur : E262', 'acidifiant : acide citrique', 'beurre citron basilic 4,3 % ', 'beurre', 'basilic', 'jus de citron', 'huile de tournesol', 'poivre blanc', 'tomate mi-séchées 4,3% ', 'Tomates 93,2%', 'Huile de colza', 'Sel', 'Ail', 'Origan', 'poivron jaune 4,3%', 'persil']","['Non végétalien', 'Non végétarien']",474,113,"5,6","0,6","15,1",E,230 g,['Delpierre'],"['Produits de la mer', 'Poissons', 'Morues']",,-42%,-53%,-70%,-82%,+24%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,474 kj(113 kcal),"3,64","0,4","1,15","0,46","['Pêche durable', 'Pêche durable MSC']",5.6 g,en quantité modérée,3.64 g,en quantité modérée,0.4 g,en faible quantité,1.15 g,en quantité modérée,-51%,+35%,+24%,+35%,+35%,4,-18%,C,-18%,"['Frais', 'Barquette micro-ondes', 'Sous atmosphère protectrice']",3,"['FR 17.197.004 CE', 'Jonzac (Charente-Maritime, France)']",Portions de filets de cabillaud salé aux tomates&poivrons et beurre citron basilic,"['E262 - Acétates de sodium', 'E330 - Acide citrique']","['Poisson', 'Lait']",,['France'],,,,,
475,Saumon fumé bio,59535843,['France'],[],[],?,160,"7,7","0,5","22,6",D,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,-14%,-27%,+1%,+2%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,669 kj(160 kcal),1,"0,5","2,05","0,82","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'AB Agriculture Biologique']",7.7 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,2.05 g,en quantité élevée,-13%,-51%,+50%,-27%,-27%,5,-62%,C,-62%,,,,,,,,,,,,,
476,Jus de pomme / apple juice,20068042,['France'],[],[],?,17,"0,1","3,3","0,1",,,,,,,,,,,,,,,,,,71 kj(17 kcal),"0,1",3,"0,01","0,004",['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Belgian Seashells - Balance,5412860000604,['France'],[],[],?,498,"37,4","43,9","6,9",,,['Balance'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,-6%,+17%,-16%,+17%,,,,,,,,2084 kj(498 kcal),"19,7","7,2","0,15","0,06",['Avec édulcorants'],37.4 g,en quantité élevée,19.7 g,en quantité élevée,7.2 g,en quantité modérée,0.15 g,en faible quantité,-6%,+13%,-85%,-2%,-2%,17,-30%,D,-30%,,,,,,,,,,,,,
478,Abondance - Nos régions ont du talent,2860057023166,['France'],[],[],?,397,33,"0,5",25,D,,"['Nos régions ont du talent', 'Leclerc']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Abondance']",['Leclerc'],,-1%,0%,-22%,-0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1661 kj(397 kcal),21,"0,5","1,5","0,6",,33 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,-1%,-3%,+78%,-5%,-5%,15,-5%,D,-5%,,,,,,,,,,,,,
479,"Champagne AOP, Blanc de Blancs",3424715128038,['France'],[],[],?,?,?,?,?,D,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes']",,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Pate d'olive de Nice,3683080307145,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,59961444,59961444,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"Calendrier de l'après ""Lapins crétins"" - Lutti",3116740035107,['France'],[],[],?,436,16,67,"5,9",,,['Lutti'],"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,,-14%,-45%,+19%,-1%,,,,,,,,1824 kj(436 kcal),12,60,"0,27","0,108",,16 g,en quantité modérée,12 g,en quantité élevée,60 g,en quantité élevée,0.27 g,en faible quantité,-15%,-31%,+16%,+41%,+41%,26,+4%,E,+4%,,,,,,,,,,,,,
483,"""fromage"" Vegan en bloc - 200g",5034795001473,['France'],[],"['Végétalien', 'Végétarien']",?,298,"22,2","21,4","0,5",,200 g,,,,,,,,,,,,,,,,1247 kj(298 kcal),"18,3","0,1",2,"0,8","['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Cordiagem GC40 BIO - HerbalGem - 50mL,5425009091388,"['Belgique', 'France']","['jeunes pousses de gui* ', 'Viscum album', ""bourgeons d'aubépine "", 'Crataegus ox', 'ail des ours ', 'Allium urs', ' alcool"" ', '35% vol', 'eau', 'gycérine végétale']",[],?,?,?,?,?,,50 mL,['HerbalGem'],['Compléments alimentaires'],['La Vie Claire'],,,,,,,,,,,,,,,,0,0,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,['Flacon'],,,,,,['Belgique'],['Vielsalm'],,,,,
485,Les Babas de Stanislas au Rhum,3328560013290,['France'],[],[],?,239,"1,6",45,1,B,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Babas au rhum']",,,+10%,-60%,+18%,-50%,32.1%,36.9%,15.2%,7.8%,8.1%,0.0%,96,1000 kj(239 kcal),"1,1",0,"0,1","0,04",,1.6 g,en faible quantité,1.1 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,+10%,-49%,-100%,-55%,-55%,3,-70%,C,-70%,,,,,,,,,,,,,
486,kaki persimmon - 6,8435177035791,['France'],[],[],?,?,?,?,?,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Semoule de blé dur fine - Fantasia,3580281042458,['France'],[],[],?,343,"1,3",72,9,,,['Fantasia'],,,,,,,,,,,,,,,1435 kj(343 kcal),"0,2",2,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Fibra Flakes Cioccolato - Carrefour - 375g,3560070382378,"['France', 'Italie']",[],[],?,378,"6,4",67,10,,375 g,['Carrefour'],['it:Cereali prima colazione'],['Carrefour'],,,,,,,,,,,,,1582 kj(378 kcal),"3,5",21,1,"0,4",,6.4 g,en quantité modérée,3.5 g,en quantité modérée,21 g,en quantité élevée,1 g,en quantité modérée,,,,,,10,,C,,['Cartoncino'],,,,,['Gluten'],,,,,,,
489,jambon - piveteau - 240g,12068823,['France'],"['jambon de porc', 'sel', 'sirop de glucose', 'arômes', 'dextrose', 'conservateur E 250-E 301', 'plantes aromatiques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,131,"5,1","0,1","21,4",,240 g,['Piveteau'],,,,,,,,,,,,,,,548 kj(131 kcal),"1,8","0,1","1,8","0,72",,,,,,,,,,,,,,,,,,,['sous vide'],4,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,['France'],,,,,,
490,Lait modilac actigest 2,3572731201676,['France'],[],['Sans huile de palme'],?,491,23,"60,6","10,4",,,['Modilac'],,,,,,,,,,,,,,,2054 kj(491 kcal),"2,3","31,1","0,2","0,08","['Fabriqué en France', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Turron de Chocolate crujiente - Dor,20186494,['France'],"['azúcar', 'manteca de cacao', 'aceite de girasol', '12,01% leche entera en polvo', '12,01% leche desnatada en polvo', '11% arroz hinchado ', 'harina de arroz', 'azúcar', 'dextrosa', 'extracto de malta de cebada', 'sal', 'emulgente: lecitinas ', 'soja', 'girasol', ' aroma', ' 22% cacao en el chocolate blanco', ' Puede contener trazas de frutos de cáscara']",['Non végétalien'],?,542,"35,8","45,5","5,9",D,,"['Dor', 'Lidl']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat', 'Turrón au chocolat avec riz soufflé']",,,+5%,+28%,-21%,-2%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,2268 kj(542 kcal),"16,2","33,1","0,54","0,216","['Agriculture durable', 'en:UTZ Certified']",35.8 g,en quantité élevée,16.2 g,en quantité élevée,33.1 g,en quantité élevée,0.54 g,en quantité modérée,+5%,+18%,-28%,+178%,+178%,25,+3%,E,+3%,,4,,,['E322 - Lécithines'],['Soja'],,,,,,,
492,Pruneaux d'agen dénoyautés,3760052690037,['France'],[],[],?,234,"0,3",54,2,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,-3%,-17%,+1%,+7%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,979 kj(234 kcal),0,0,0,0,,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-3%,-100%,-100%,-100%,-100%,-4,-283%,A,-283%,,,,,,,,,,,,,
493,Nuit sereine - Cora,3257984759722,['France'],[],[],?,2,"0,5","0,5","0,5",B,,['Cora'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions Bonne Nuit', 'Thés en sachets']",['Cora'],,0%,+8893%,+150%,+350%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,8 kj(2 kcal),"0,1","0,5","0,01","0,004",,,,,,,,,,0%,,+173%,,,,,,,"['Carton', 'Sachets', 'Plastique']",,,,,,,,,,,,
494,Proteine de riz chocolat,3770006663949,['France'],[],[],?,404,"8,67","3,01","78,1",,,,,,,,,,,,,,,,,,1690 kj(404 kcal),"3,66","0,8",0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Dessert végétal au lait de coco saveur bananes vanille - Charles & Alice,3297760093350,['France'],[],[],?,103,"5,5",12,"1,1",,,['Charles & Alice'],,,,,,,,,,,,,,,431 kj(103 kcal),"4,9","8,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Civet de chevreuil - Migros,7617027797276,['France'],"['viande de chevreuil 42%', 'eau', 'vin rouge 12% ', 'avec conservateur: anhydride sulfureux', ""alcool s'evapore en grande partie lors de la préparation"", 'maltodextrine', 'amidon modifié de maïs', 'de pommes de terre et de tapioca', 'amidon modifié de blé', 'vinaigre de vin rouge', 'champignons de Paris', ""pleurotes en forme d'huître"", 'pholiotes changeantes', 'sucre', 'sel de cuisine', 'protéine de soja', 'exhausteur de goût: glutamate monosodique', 'extrait de genièvre', 'sauce caramel', 'concentré de tomate', 'épices ', 'contiennent du céleri', 'colo - rants: caramel ordinaire', 'huile de colza', 'fécule de pommes de terre']","['Non végétalien', 'Non végétarien']",?,393,"0,8",8,13,,,['Migros'],"['Produits à la viande', 'Civets', 'Civet de chevreuil']",,,+177%,-81%,+77%,+5%,,,,,,,,1644 kj(393 kcal),"0,5","1,5","1,5","0,6",,0.8 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en faible quantité,1.5 g,en quantité modérée,+187%,-72%,-24%,+58%,+58%,5,+166%,C,+166%,,4,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",['Céleri'],,,,,,,
497,Terrine de faisan aux noisettes,20928476,['France'],[],[],?,305,26,1,18,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de faisan']",,,0%,+5%,-46%,+17%,,,,,,,,1276 kj(305 kcal),"9,1",1,"1,51","0,604",,26 g,en quantité élevée,9.1 g,en quantité élevée,1 g,en faible quantité,1.51 g,en quantité élevée,+0%,+8%,+34%,+4%,+4%,18,+5%,D,+5%,,,"['FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,,,,,,,,
498,Piccalilly - Kühne,40198248,['France'],[],[],?,87,"1,5",15,"1,6",,,['Kühne'],,,,,,,,,,,,,,,364 kj(87 kcal),"0,1",11,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Tortellini ricotta / épinards Delhaize bio - 250g,5400119519434,"['Belgique', 'France']","['pâtes biologiques 55%: mélange de farine de blé tendre et de semoule de blé dur oeuf 20%', 'eau', ' Farce biologique 45%: épinards* 18%', 'fromage ricotta* 17% [lactosérum*', 'lait*', 'sel', ""correcteur d'acidité "", 'acide lactique', ']', 'fromage à pâte dur râpé* ', 'lait', 'eau', 'flocons de pommes de terre chapelure* ', 'farine de blé*', 'sel', 'levure', 'lait écrémé en poudre huile de tournesol* non hydrogénée', 'sel', "" *Issu de l'agriculture biologique""]",['Non végétalien'],?,258,"5,7",38,12,,250g,"['Delhaize Bio', 'Delhaize']",,['Delhaize'],,,,,,,,,,,,,1079 kj(258 kcal),"2,7","1,8","0,97","0,388","['Bio', 'Bio européen', 'Nutriscore', 'BE-BIO-01', 'Agriculture UE/Non UE', 'IT-BIO-005']",,,,,,,,,,,,,,,,,,,4,,,['E270 - Acide lactique'],"['Gluten', 'Lait']",,,,,,,
