,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,traceability_code,eco_score,quantity,packaging,brand,categories,manufacturing,link,markets,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,allergens,ingredients_origins,brand_owner,palm_ingredients,producer_info
1800,Mignon-Schnitten,9100000748801,['France'],[],[],?,544,2276 kj(544 kcal),32,20,57,46,5,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Pain chocolat pur beurre,3339740005912,['France'],[],[],?,409,1711 kj(409 kcal),18,12,52,13,8,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Miel et plantes bonne nuit les grands,3760232870051,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Pain,,['France'],[],[],?,297,1243 kj(297 kcal),"0,5","0,01","64,2","3,1","8,8","1,44","0,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Purée de fruits noisettes figues cacahuetes - Dardenne - 200g,3258590004114,['France'],[],[],?,546,2284 kj(546 kcal),44,"7,4",27,19,"12,5","0,16","0,064","['Bio', 'en:gluten-free']",,,200 g,,['Dardenne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Epicerie / Huiles Alimentaires Bio / Huiles D'olive Bio,3155700003862,['France'],[],[],?,828,3464 kj(828 kcal),92,"13,2",0,0,0,0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Kartoffelsalat - coop - 1kg,5701318298985,['France'],"['DK INGREDIENSER: Kogte kartofler ', 'Tyskland', ' 60%', 'vand', 'rapsolie', 'løg', 'eddike', 'sukker', 'majs - og hvedestivelse', 'salt', 'tørret purløg', 'æggeblomme', 'surhedsregulerende middel ', 'E 262', 'krydderiblan - ding ', 'salt', 'krydderier', 'krydderiekstrakter', 'gærekstrakt', 'maltodextrin', 'konserve - ringsmiddel ', 'E 202', 'E 211', 'krydderiekstrakt', 'sennep ', 'vand', 'sennepsfre', 'eddike', 'salt', 'krydderier', 'fortykningsmiddel ', 'E 412', 'E 415', 'hydrolyseret raps - og majsprotein', 'estragonekstrakt', ' OPBEVARING: Ved højst +8°C', ' Efter åbning: 3-5 dage i køleskab', ' EMBALLAGE: Skylles og sorteres som hård plast', ' FORBRUGERKONTAKT: www', 'coop', 'dk']",['Non végétalien'],?,168,703 kj(168 kcal),12,1,13,"2,9","1,4",1,"0,4",,,B,1 kg,,['Coop'],"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de pommes de terre', 'Laitues', 'Salades de pommes de terre']",,,,4,,+664%,+2961%,+610%,+40%,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,12 g,en quantité modérée,1 g,en faible quantité,2.9 g,en faible quantité,1 g,en quantité modérée,+825%,+835%,+187%,+793%,+793%,6,,C,,"['E262 - Acétates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,"['Œufs', 'Moutarde']",,,,
1807,Slim Bread,8718868684516,['France'],[],[],?,87,364 kj(87 kcal),1,"0,18","12,36","0,25","10,7","0,74","0,296",['en:gluten-free'],,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,-73%,-84%,-77%,+12%,,,,,,,,1 g,en faible quantité,0.18 g,en faible quantité,0.25 g,en faible quantité,0.74 g,en quantité modérée,-74%,-85%,-94%,-42%,-42%,-1,-120%,A,-120%,,,,,,,
1808,Vin,3198129888009,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,"Boga cidre - 1,5l",07931598,['France'],"['Eau gazéifiée', 'sucre', 'acidifiant: E330', 'antioxydant: E300', 'colorant : E150d', 'arome', 'conservateur : E202', ' Mise en bouteille ar te groupe SFBT', '5 Boulevard de la terre', 'Centre Urbain Nord - 1082 - Tunis ', 'Tunisie']",[],?,45.82,192 kj(45 kcal),?,,?,"23,92","< 0,1",,,,,,"1,5l",['Plastique'],['Boga'],"['Boissons', 'Boissons gazeuses']",['Tunisie'],,['Leclerc'],4,,+83%,,,+85%,,,,,,,,,,,,23.9 g,en quantité élevée,,,+85%,,+305%,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique', ""E150d - Caramel au sulfite d'ammonium"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,['Tunisie'],,,
1810,Désir d'orange,6194038901003,['France'],[],[],?,50,209 kj(50 kcal),0,0,5,1,1,0,0,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Whittaker's Hawkes Bay Plum and Roasted Almond Dark 100G,9403142004843,['France'],[],[],?,545,2280 kj(545 kcal),"31,6","18,5","58,3","49,6","6,4",15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Agar-agar - markal - 150g,3329487210021,"['Belgique', 'France']",['Agar-agar biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']","820,1",?,"820,1 kj(196 kcal)",0,0,"4,6","0,5","1,1","0,02","0,008","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,D,150 g,['Plastique'],['Markal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Additifs alimentaires', 'Algues et dérivés', ""Produits à base d'algues"", 'Gélifiants', 'Agar-agar', 'Gélifiants végétaux']",['France'],,['Bio-planet'],4,-3%,,-100%,-81%,-89%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,+26%,-100%,-97%,-93%,-93%,,,,,['E406 - Agar-agar'],,,,,,
1813,Sirop de pêche d'Avignon,3437340069751,['France'],[],[],?,31,130 kj(31 kcal),"0,5","0,1",78,78,"0,5",0,0,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Les sens du terroir - 375g,12369416,['France'],['miel de lavande'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,['39439 A'],A,375 g,['Verre'],['Les sens du terroir'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['Provence'],,['Gam Vert'],2,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,['France'],,,
1815,Curcuma plus,3700211193450,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Double concentré de tomates - Turini - 200g,3564700869475,['France'],"['Tomates 98 %', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,386,1615 kj(386 kcal),"< 0,5",0,16,15,"4,6",1,"0,4",,,A,200 g,"['métal', 'Bouchon en plastique']",['Turini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",,,['Leclerc'],3,,+315%,-21%,+5%,+2%,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,0.5 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,1 g,en quantité modérée,+315%,-100%,+8%,+23%,+23%,0,,B,,['E330 - Acide citrique'],,,['Inconnue'],,,
1817,Miel de montagne de France,8482090010275,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,B,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', 'Produits de montagne', 'Miels de montagne']",,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,
1818,Ginger plus bio,8016438002228,['France'],[],[],?,15,63 kj(15 kcal),"0,1",0,"1,4","0,95","1,8",0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Aliment bébé 12 mois - Auchan Baby,3596710476947,['France'],[],[],?,66,276 kj(66 kcal),"2,1","0,5",8,"0,8","2,9",,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,,,['Auchan Baby'],,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Plateau Maki - Super U,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Super U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Yaourt BIO brassé à la vanille,3760220140678,['France'],[],[],?,96,402 kj(96 kcal),"2,4","1,54","6,6",6,"3,54",0,0,['Bio'],,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés']",,,,,,+3%,-34%,-39%,-3%,,,,,,,,2.4 g,en faible quantité,1.54 g,en quantité modérée,6 g,en quantité modérée,0 g,en faible quantité,+3%,-33%,-41%,-100%,-100%,1,-60%,B,-60%,,,,,,,
1822,Ah Tortilla Wraps Meergranen,8710400561682,['France'],[],[],?,310,1297 kj(310 kcal),7,"1,5",52,"2,5","8,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Château de Padère -,3231230217747,['France'],[],[],?,?,,?,,?,,?,,,,,C,,['75 cl'],,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français']",,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,['France'],,,
1824,coquillettes - La pâte sarthoise - 500g,3770014275004,['France'],['semoule de ble dur biologique Coquilet'],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,500g,['Plastique'],['La pâte sarthoise'],,"[""yvré l'évêque""]",,['Le Ptit Potager'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Saucisses recette fermière,3466145130120,['France'],[],[],?,252,1054 kj(252 kcal),"20,5","7,3","2,3","2,3","14,5","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Datte d'algerie,3770000906295,['France'],[],[],?,329,1377 kj(329 kcal),"0,4",0,75,"63,4","2,5",,,,,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes']",,,,,,+10%,+41%,+9%,+16%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,0.4 g,en faible quantité,0 g,en faible quantité,63.4 g,en quantité élevée,,,+10%,-100%,+8%,,,,,,,,,,,,,
1827,5600317478568,5600317478568,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'PT-BIO-03']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Gelée extra groseilles,3350033263444,['France'],[],[],?,242,1013 kj(242 kcal),0,0,60,58,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Gourmet Figues et Miel,8436039433557,['France'],[],[],?,90,377 kj(90 kcal),2,"0,7","13,6","13,6","3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,White vanilla doony's - Marque blanche - 696g (12pièces de 58g environ),5413478955302,['France'],"['Pâte ', 'farine ', 'BLE', 'huiles et graisses végétales ', 'palme', ' colza', ' eau', ' dextrose', ' levure', 'sucre farine de SOJA', 'sel', 'émulsifiant ', 'E471', 'E481', ' E472e', ' poudre à lever ', 'E4501', ' E5001', 'poudre de LAIT écrémé', 'lactosérum en poudre ', 'LAIT', '\rNappage ', 'sucre', ' eau', 'sirop de glucose', 'stabilisant ', 'sorbitol', 'E518', ' huiles et graisses végétales ', 'tournesol', ' amidon ', 'BLE', ' épaississant ', 'E406', ' gomme arabique', 'farine de graines de caroube', 'colorant ', 'E171', ' arômes ', 'LAIT', ' émulsifiant ', 'E473', '\rDécoration ', 'sucre', 'huiles et graisses végétales ', 'palme', ' karité', ' poudre de cacao dégraissée', ' émulsifant ', 'lécithines', "" agent d'enrobage "", 'E904']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1653,395,1653 kj(395 kcal),20,9,50,25,"5,1","0,9","0,36",,,B,696 g (12 pièces de 58 g environ),"['Plateau carton sous film plastique', 'Surgelés']",['Marque blanche'],"['Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Gâteaux et pâtisseries surgelés']",['Belgique'],,['Noz'],4,+15%,+18%,+16%,+29%,+1%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,20 g,en quantité modérée,9 g,en quantité élevée,25 g,en quantité élevée,0.9 g,en quantité modérée,+17%,-2%,-2%,+230%,+230%,20,+27%,E,+27%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E420 - Sorbitol', 'E518 - Sulfate de magnésium', 'E406 - Agar-agar', ""E414 - Gomme d'acacia"", 'E410 - Gomme de caroube', 'E171 - Oxyde de titane', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E322 - Lécithines', 'E904 - Gomme-laque']","Pâte levée, frite, surgelée, donut avec nappage à base de sucre (22%) aromatisé & la vanille et décoré avec des flocons brun clair et brun foncé (5%), prêt à consommer.","['Gluten', 'Lait', 'Soja']",,,['Huile de palme'],
1831,Skin détox,3378872161882,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Madeleines nappées de chocolat - Sondey - 10,4056489202646,['France'],[],[],1961,470,1961 kj(470 kcal),"26,7","9,4","51,4","30,6","5,3","0,88","0,352",['Farine de blé français'],,D,10,['Sachet plastique'],['Sondey'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",,,['Lidl'],,+5%,+5%,+14%,-2%,-7%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,26.7 g,en quantité élevée,9.4 g,en quantité élevée,30.6 g,en quantité élevée,0.88 g,en quantité modérée,+5%,+41%,+8%,+16%,+16%,23,+25%,E,+25%,,,,,,,
1833,Galette pur beurre,3178530419900,['France'],[],[],?,472,1975 kj(472 kcal),16,11,74,25,7,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Offley Late Bottled Vintage Porto,5601034211506,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,['Bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Sirop de fraise,10752932,['France'],[],[],?,83,347 kj(83 kcal),0,0,21,19,0,0,0,,,B,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,,,,,-69%,-100%,-70%,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,-70%,-100%,-72%,-100%,-100%,,,,,,,,,,,
1836,Tiroler Speck IPG - 100g,20440367,['France'],[],[],?,285,1192 kj(285 kcal),19,"7,6","0,4","0,4",28,"3,5","1,4",,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Petit Saint-Paulin - 200g,26040165,['France'],[],[],?,358,1498 kj(358 kcal),30,20,"0,5","0,5",23,"1,6","0,64",,"['FR 72.264.001 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Miel de toscane - Castagno,80404170,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,['Castagno'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Milk Shake Erdbeer,7610369403911,['France'],[],[],?,100,418 kj(100 kcal),"3,4","2,05",14,14,"3,3","0,135","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Light Mayonnaise,5000184321545,['France'],[],[],?,264,1105 kj(264 kcal),26,"2,6",6,"2,3","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Snack apéro,3760300060049,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Cafe de Paris le tradition,3259235421396,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Parmigiano Reggiano AOP 30 mois - 361,2247730071025,['France'],"['lait cru', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,402,1682 kj(402 kcal),30,20,0,0,32,"1,6","0,64",,,D,361,,['Parmigiano Reggiano'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,3,,+22%,+13%,-100%,+57%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+23%,+12%,-100%,+23%,+23%,17,+24%,D,+24%,,,['Lait'],,,,
1844,filet de porc séché - l uzelaise - 80g,2869033018899,['France'],"['Filet de porc', 'sel', 'poivre', 'sucre', 'vin', 'rer conservateur: °C C salpêtre']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,"['FR 22.300.001 CE', ""Saint-Hervé (Côtes-d'Armor, France)""]",,80g,,['l uzelaise'],"['Viandes', 'Porc', 'Viandes séchées']",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Rillettes Saumon 100% agriculture Responsanle,3325815010387,['France'],[],[],?,283,1184 kj(283 kcal),26,"3,2","1,3","0,5",11,"0,92","0,368",,,E,,,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",,,,,,+29%,+51%,-41%,-19%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,26 g,en quantité élevée,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.92 g,en quantité modérée,+28%,-34%,-45%,-19%,-19%,5,-43%,C,-43%,,,,,,,
1846,10 oeufs frais,3760139470934,['France'],[],[],?,?,,?,,?,,?,,,,,D,,,,"[""Produits d'élevages"", 'Œufs']",,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,,,,
1847,Petits pois carottes minute - Auchan - 750g,3596710470099,['France'],[],[],221,52,221 kj(52 kcal),"< 0,5","< 0,1","7,9","4,8",3,"0,09","0,036","['Nutriscore', 'Nutriscore A']",,B,750 g,"['Sachet', 'Plastique', 'Surgelé']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Petits pois et carottes surgelés', 'Petits pois et carottes surgelés cuits']",,,['Auchan'],,,-4%,+20%,+14%,-14%,38.0%,20.3%,12.6%,10.7%,10.1%,8.4%,94,0.5 g,en faible quantité,0.1 g,en faible quantité,4.8 g,en faible quantité,0.09 g,en faible quantité,+1%,+20%,+31%,+34%,+34%,-9,,A,,,,,,,,
1848,Diamir Octopus In Vegetable Oil 110G - 111g,8436007951694,['France'],[],[],?,337,1410 kj(337 kcal),29,"3,3",0,0,19,"0,55","0,22",['Fabriqué en Espagne'],,,111 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Château des places,3760061751866,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Saint agur,0285520024990,['France'],[],[],?,361,1510 kj(361 kcal),33,23,"0,5","0,5",16,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Beurre de Bretagne doux - 500g,3271820003909,['France'],[],[],?,742,3105 kj(742 kcal),82,57,"0,5","0,5","0,6","0,5","0,2",,"['FR 35.051.001 CE', 'Cesson-Sévigné (Ille-et-Vilaine, France)']",E,500 g,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,,,,,+2%,+1%,-33%,-12%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,82 g,en quantité élevée,57 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,+2%,+3%,-26%,+710%,+710%,21,+12%,E,+12%,,,,,,,
1852,Pâte de Fruits - Le Comptoir de Mathilde,3700961305776,['France'],[],[],?,?,,?,,?,,?,,,,,C,,,['Le Comptoir de Mathilde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,,,,,,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,,,,,,,,,,,,
1853,Houmous - Naturalia,3700036906969,['France'],[],[],?,259,1084 kj(259 kcal),18,"2,2",16,"2,8","5,8","0,74","0,296","['Bio', 'Bio européen', 'FR-BIO-01']",,B,,,['Naturalia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,,,-2%,-11%,+51%,-11%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,18 g,en quantité modérée,2.2 g,en quantité modérée,2.8 g,en faible quantité,0.74 g,en quantité modérée,-1%,-11%,+109%,-29%,-29%,5,+0%,C,+0%,,,,,,,
1854,Dessert pomme passion mangue - Jean d'Audignac,3700238321188,['France'],[],[],?,79,331 kj(79 kcal),"0,5","0,1",17,17,"0,9",,,,,,,,"[""Jean d'Audignac""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Protéine whey fusion Chocolat - Prozis,5600380896887,['France'],[],[],?,390,1632 kj(390 kcal),"6,2","3,6","5,6","3,6",78,"0,28","0,112",,,,,,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,"Jus D'orange Pur Et Naturel à 100%,",0048500009147,['France'],[],[],?,44,184 kj(44 kcal),0,0,"10,8","9,2","0,8",0,0,,,D,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,,+2%,-100%,+11%,+27%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,0 g,en faible quantité,0 g,en faible quantité,9.2 g,en quantité élevée,0 g,en faible quantité,+1%,-100%,+1%,-100%,-100%,4,+34%,C,+34%,,,,,,,
1857,Trencito,7613036533249,['France'],[],[],?,548,2293 kj(548 kcal),"30,5",19,60,"52,3","8,3","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Tomates - Prince de Bretagne,3370569800944,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Prince de Bretagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,160g,4751001585589,['France'],[],[],?,?,,?,,?,,?,,,,,,160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,3175520019492,3175520019492,['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,['IGP'],,B,,['Bouteille en verre'],,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Pays d'Oc""]",,,,3,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],['France'],,,
1861,Mulino Bianco Baiocchi Nocciola 6PZ - Barilla - 28g,80417934,['France'],[],['Sans huile de palme'],2136,511,2136 kj(511 kcal),26,"7,5",60,"21,5","7,5","0,75","0,3",['en:palm-oil-free'],,C,28 g,,"['Barilla', 'Parma', 'Mulino Bianco']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,+7%,+8%,+25%,-6%,+15%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,26 g,en quantité élevée,7.5 g,en quantité élevée,21.5 g,en quantité élevée,0.75 g,en quantité modérée,+7%,-26%,-27%,+27%,+27%,17,-14%,D,-14%,,,,,,,
1862,Trimm tropic,20236717,['France'],[],[],212,50,212 kj(50 kcal),"0,1",0,"10,8","10,8","0,5",0,0,,,,,,['Trimm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Acérola évolution,3700790021960,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Frucktsmoothie,7318690110842,['France'],[],[],?,60,251 kj(60 kcal),5,5,13,12,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Loué,0217247045002,['France'],[],[],?,?,,?,,?,,?,,,['Nutriscore'],,,,"['Barquette', 'Film en plastique']",['Loué'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
