,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,additives,packaging,manufacturing,generic_name,link,palm_ingredients
407,Compote rhubarbe - Planet bio,3301594000757,B,,['Planet bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de rhubarbe', 'Compote-de-rhubarbe-sucree']",,,['France'],"['rhubarbe bio ', '76%', 'sucre roux bio ', '24%', ' Voedingswaarde voor 100 g/']",,[],3,0 g,en faible quantité,0 g,en faible quantité,25.7 g,en quantité élevée,0 g,en faible quantité,?,,128,+23%,536 kj(128 kcal),+24%,0,-100%,0,-100%,"31,3",+30%,"25,7",+16%,"0,6",+4%,0,-100%,0,-100%,-1,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['Bio'],,,,,,,
408,Epicerie / Epicerie Sucrée / Compotes Et Purées De Fruits -,3301594001136,,,,,,,['France'],[],,[],,,,,,,,,,974,,234,,974 kj(234 kcal),,"15,2",,"1,4",,"22,4",,"18,8",,"3,7",,0,,0,,,,,,,,,,,,,['Bio'],,,,,,,
409,Compotée Gourmande Poires au Chocolat - Côteaux Nantais - 200g,3301594001150,,200 g,['Côteaux Nantais'],,,,['France'],[],,[],,,,,,,,,,?,,165,,690 kj(165 kcal),,"6,3",,4,,"27,5",,23,,"1,7",,,,,,,,,,,,,,,,,['Bio'],,,,,,,
410,Pommes au caramel - Coteaux nantais - 200g,3301594001167,,200 g,['Coteaux nantais'],,,,['France'],[],,[],,,,,,,,,,?,,152,,636 kj(152 kcal),,"2,8",,"1,8",,"32,1",,"30,5",,0,,"0,25",,"0,1",,,,,,,,,,,,,['Bio'],,,,,,,
411,Compotée Gourmande Poires au Caramel - Coteaux Nantais - 200g,3301594001174,,200 g,['Coteaux Nantais'],,,,['France'],"['poires* ', '75%', 'caramel* ', '24%', ' ', 'eau', 'sucre roux*', ""gélifiant : agar-agar* * Ingrédient issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,132,,552 kj(132 kcal),,"0,01",,"0,01",,"33,1",,"29,8",,"0,01",,0,,0,,,,,,,,,,,,,['Bio'],,['E406 - Agar-agar'],,,,,
412,Compote pommes - Retour Des Vergers - 830g,3301594001259,B,830 g,['Retour Des Vergers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",,,['France'],"['pommes bio ', '90%', 'sucre roux bio ', '10%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.9 g,en faible quantité,0 g,en faible quantité,19.9 g,en quantité élevée,0.02 g,en faible quantité,?,,108,+69%,452 kj(108 kcal),+69%,"0,9",+204%,0,-100%,24,+69%,"19,9",+50%,0,-100%,"0,02",+201%,"0,008",+201%,-2,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['Bio'],,,,,,,
413,COMPOTE DE FRAISES - Coteaux nantais,3301594001280,B,,['Coteaux nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de fraise']",,,['France'],"['fraise* ', '90%', ' sucre roux* ', '10%', "" * Ingrédient issu de llagriculture biologique Conseil d'utilisation :""]",,[],3,0 g,en faible quantité,0 g,en faible quantité,21.4 g,en quantité élevée,0 g,en faible quantité,?,,105,+3%,439 kj(105 kcal),+4%,0,-100%,0,-100%,"23,6",+1%,"21,4",-2%,"0,7",+21%,0,-100%,0,-100%,-1,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['Bio'],,,,,,,
414,Epicerie / Epicerie Sucrée / Confitures Bio - Coteaux Nantais,3301595000848,,,['Coteaux Nantais'],,,,['France'],[],,[],,,,,,,,,,?,,140,,586 kj(140 kcal),,0,,0,,"32,7",,"17,7",,0,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
415,Confiture figues extra - Côteaux Nantais - 600g,3301595001098,C,600 g,['Côteaux Nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,60.4 g,en quantité élevée,,,?,,270,+16%,1130 kj(270 kcal),+16%,0,-100%,0,-100%,"65,6",+19%,"60,4",+14%,"0,6",-18%,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
416,Confiture Myrtille extra - Retour des Vergers,3301595001159,D,,['Retour des Vergers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,['France'],"['myrtilles bio', 'sucre roux bio Preparée avec 65 g de fruits pour 100 g', ' Teneur totale en sucre:60 g pour 100 g']",,[],,0 g,en faible quantité,0 g,en faible quantité,57.1 g,en quantité élevée,0.02 g,en faible quantité,?,,250,+14%,1046 kj(250 kcal),+14%,0,-100%,0,-100%,"60,5",+13%,"57,1",+12%,"1,6",+310%,"0,02",+20%,"0,008",+20%,9,-2%,C,-2%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
417,Confiture cerise extra - Retour Des Vergers,3301595001166,D,,['Retour Des Vergers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",,,['France'],"['cerises bio', 'sucre roux bio', 'gélifiant : pectines', 'jus de citrons concentré bio', ' Préparée avec 65 g de fruits pour 100 g', ' Teneur totale en sucre : 60 g pour 100 g']",,[],4,0 g,en faible quantité,0 g,en faible quantité,59.1 g,en quantité élevée,0.05 g,en faible quantité,?,,273,+23%,1142 kj(273 kcal),+23%,0,-100%,0,-100%,"66,7",+24%,"59,1",+14%,"0,8",+25%,"0,05",+89%,"0,02",+89%,10,+1%,C,+1%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,['Bio'],,['E440 - Pectines'],,,,,
418,Confiture framboise extra bio - Retour Des Vergers,3301595001173,C,,['Retour Des Vergers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,['France'],"['framboises bio', 'sucre roux bio', 'jus de citroi6 concentré bio', ' Préparée avec 65 g de fruits g', ' Teneur totale en sucre : 60 g g']",,[],,0.01 g,en faible quantité,0.01 g,en faible quantité,50.8 g,en quantité élevée,0.03 g,en faible quantité,?,,246,+10%,1029 kj(246 kcal),+10%,"0,01",-96%,"0,01",-78%,"58,6",+10%,"50,8",-1%,"0,01",-99%,"0,03",+41%,"0,012",+41%,10,+13%,C,+13%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,['Bio'],,,,,,,
419,Confiture Abricots extra - Retour des Vergers,3301595001180,B,,['Retour des Vergers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,['France'],"['abricots bio', 'sucre roux bio', ' Préparée avec 65 g de fruits pour 100 g', ' Teneur totale en sucre : 60 g pour 100 g', ' Fabriquée à partir de fruits entiers ', ' peut contenir des brisures de noyaux']",,[],,0 g,en faible quantité,0 g,en faible quantité,59.1 g,en quantité élevée,0 g,en faible quantité,?,,246,+12%,1029 kj(246 kcal),+12%,0,-100%,0,-100%,"60,3",+13%,"59,1",+17%,"0,7",+39%,0,-100%,0,-100%,10,+11%,C,+11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['Bio'],,,,,,,
420,Confiture de fraise - Retour Des Vergers,3301595001197,D,,['Retour Des Vergers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,63.4 g,en quantité élevée,0.04 g,en faible quantité,?,,276,+27%,1155 kj(276 kcal),+27%,0,-100%,0,-100%,"67,6",+27%,"63,4",+25%,"0,6",+35%,"0,04",+76%,"0,016",+76%,10,+15%,C,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
421,Gelée Coings extra - Côteaux Nantais - 235g,3301596000304,C,235 g,['Côteaux Nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de coings']",,"['la louve', 'Biocoop']",['France'],"['Coings*', 'sucre roux* issu du commerce équitable', 'pectines', "" *Ingrédient issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,67.2 g,en quantité élevée,0 g,en faible quantité,?,,296,+21%,1238 kj(296 kcal),+20%,0,-100%,0,-100%,"72,4",+20%,"67,2",+16%,0,-100%,0,-100%,0,-100%,10,-15%,C,-15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Point Vert']",,['E440 - Pectines'],"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,http://www.coteaux-nantais.com/fr/epicerie/confitures-gelees/gelee-coings,
422,Gelée cranberry extra - Côteaux Nantais - 235g,3301596000335,D,235 g,['Côteaux Nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de canneberges']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,?,,261,+7%,1092 kj(261 kcal),+6%,0,-100%,0,-100%,64,+7%,58,+1%,0,-100%,0,-100%,0,-100%,11,-5%,D,-5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
423,Gelée coings Extra - Planet Bio,3301596000359,A,,"['Planet Bio', 'Les côteaux nantais']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de coings']",,,['France'],"['coings bio', 'sucre roux bio', ' Teneur totale en sucre : 60g pour 100g Préparée avec 65g de fruits pour 100g Après ouverture', 'conserver au réfrigérateur']",,[],3,0 g,en faible quantité,0 g,en faible quantité,67.2 g,en quantité élevée,0 g,en faible quantité,?,,292,+32%,1222 kj(292 kcal),+31%,0,-100%,0,-100%,"72,4",+34%,"67,2",+30%,0,-100%,0,-100%,0,-100%,11,+9%,D,+9%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'en:produced-in-bretagne']",,,['Pot en verre'],,,,
424,Gelée groseille - Planet Bio,3301596444603,D,,['Planet Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de groseilles']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,58.4 g,en quantité élevée,,,?,,261,+6%,1092 kj(261 kcal),+6%,0,-100%,0,-100%,"64,4",+6%,"58,4",+2%,0,-100%,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Bio'],,,,,,,
425,Gelée groseilles extra,3301596444658,,,,,,,['France'],[],,[],,,,,,,,,,?,,261,,1092 kj(261 kcal),,0,,0,,"64,4",,"58,4",,0,,0,,0,,,,,,,,,,,,,,,,,,,,
426,Puree pommes poires fraises - Coteaux nantais,3301597000754,B,,['Coteaux nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité modérée,,,?,,45,-33%,188 kj(45 kcal),-33%,0,-100%,0,-100%,"10,84",-26%,"8,6",-35%,0,-100%,,,,,,,,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['Sans sucre ajouté'],,,,,purée multifruits pomme poire fraise,,
427,Purées pommes poires bananes - Coteaux nantais,3301597000778,B,,['Coteaux nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",,,['France'],"['pommes', '40%', ' poires ', '40%', '  bananes ', '20%', "" Ingrédient issu de l'agriculture biologique es conformément à la""]",,[],1,0 g,en faible quantité,0 g,en faible quantité,12.4 g,en quantité modérée,0 g,en faible quantité,?,,58,-13%,243 kj(58 kcal),-13%,0,-100%,0,-100%,"13,7",-6%,"12,4",-7%,0,-100%,0,-100%,0,-100%,-5,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,"['Bio', 'Sans sucre ajouté']",,,,,purée multifruits pomme poire banane,,
428,Epicerie / Epicerie Sucrée / Compotes Et Purées De Fruits - Coteaux nantais,3301597001317,,,['Coteaux nantais'],,,,['France'],"['reine claude* ', '100%', "" * Ingrédient issu de l'agriculture biologique Sans sucres ajoutés conformément à la réglementation en vigueur Contient des sucres naturellement présents Fabriquée à partir de fruits entiers "", ' peut contenir des brisures de noyaux']",,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,0,,0,,15,,"10,7",,"0,6",,0,,0,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,
429,Purée Pomme Banane - Côteaux Nantais,3301597001324,B,,['Côteaux Nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes banane']",,,['France'],"['pommes bio ', '70%', '  bananes bio ', '30%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,,,11.5 g,en quantité modérée,,,254,-6%,59,-11%,254 kj(59 kcal),-8%,"0,1",-68%,,,"14,1",-3%,"11,5",-11%,"0,6",+29%,,,,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,
430,Planet Bio Purée De Pommes 340 G,3301597001485,,,['Planet Bio'],,,['Magasins U'],['France'],[],,[],,,,,,,,,,228,,53,,228 kj(53 kcal),,0,,0,,"12,9",,"10,6",,0,,0,,0,,,,,,,,,,,,,['Bio'],,,,,,,
431,Purée pommes myrtilles - Planet Bio,3301597001492,,,['Planet Bio'],,,,['France'],"['pommes bio ', '80%', 'myrtilles bio ', '20%', ' *Conformément à la réglementation en vigueur', ' tontient des sucres naturellement présents']",,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,0,,0,,"11,5",,"9,1",,0,,0,,0,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,
432,Purée pomme rhubarbe - Planet Bio,3301597001515,B,,['Planet Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes rhubarbe']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,10.3 g,en quantité modérée,,,?,,51,-26%,213 kj(51 kcal),-25%,0,-100%,0,-100%,"11,9",-18%,"10,3",-25%,"0,7",+50%,,,,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté']",,,,,,,
433,Purée pommes mangues - Planet Bio,3301597001560,,,['Planet Bio'],,,,['France'],[],,[],,,,,,,,,,?,,58,,243 kj(58 kcal),,0,,0,,"13,9",,"9,6",,0,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté']",,,,,,,
434,Compote pomme poire bio - Planet Bio,3301597001652,B,,['Planet Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']",,,['France'],"['pommes bio ', '503', 'poires bio ', '50%', ' *Conformément à la réglementation en vigueur', ' *Contient des sucres naturellement présents']",,[],,0 g,en faible quantité,0 g,en faible quantité,11.1 g,en quantité modérée,0 g,en faible quantité,?,,51,-18%,213 kj(51 kcal),-18%,0,-100%,0,-100%,"12,1",-12%,"11,1",-10%,0,-100%,0,-100%,0,-100%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté', 'en:produced-in-bretagne']",,,,,,,
435,Epicerie / Epicerie Sucrée / Compotes Et Purées De Fruits - Coteaux nantais,3301597001768,,,['Coteaux nantais'],,,,['France'],"['? pommes* ', '70%', '? cranberries* ', 'canneberges', ' ', '30%', "" * Ingrédient issu de l'agriculture biologique Sans sucres ajoutés conformément à la réglementation en vigueur Contient des sucres naturellement présents""]",,[],,,,,,,,,,?,,53,,222 kj(53 kcal),,0,,0,,"11,7",,"8,9",,0,,"0,02",,"0,008",,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,
436,Puree De Pomme Et Poire -,3301597001850,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']",,,['France'],[],,[],,0.2 g,en faible quantité,0 g,en faible quantité,11.1 g,en quantité modérée,0.005 g,en faible quantité,?,,51,-18%,213 kj(51 kcal),-18%,"0,2",-39%,0,-100%,"12,1",-12%,"11,1",-10%,"0,5",+42%,"0,005",-40%,"0,002",-40%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Peu ou pas de sel', 'Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans sel ajouté', 'Sans sucre ajouté']",,,,,,,
437,Puree Pommes Pruneaux 360G - Coteaux nantais,3301597002031,,,['Coteaux nantais'],,,,['France'],"['pommes* ', '70%', 'pruneaux* ', '30%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,80,,335 kj(80 kcal),,0,,0,,"17,5",,"17,5",,0,,0,,0,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,
438,Puree pommes mangues,3301597002345,,,,,,,['France'],[],,[],,,,,,,,,,?,,58,,243 kj(58 kcal),,0,,0,,"13,9",,"9,6",,0,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
439,Purée Pêches Cerises - Planet Bio - 340g,3301597002437,A,340 g,"['Planet Bio', 'Les Côteaux Nantais']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes sans sucres']",['France'],['Intermarché'],['France'],"['Pêches bio ', '70%', 'cerises bio ', '30%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,9.8 g,en quantité modérée,0.02 g,en faible quantité,251,+10%,?,,251 kj(60 kcal),+2%,0,-100%,0,-100%,"12,9",0%,"9,8",-16%,"0,6",+30%,"< 0,02",+5%,"0,008",+5%,-4,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,['Pot en verre'],['France'],Purée Pêches Cerises,http://www.planetbio.com,
440,Puree mirabelle pomme - Côteaux Nantais,3301597002680,,,['Côteaux Nantais'],,,,['France'],[],,[],,,,,,,,,,?,,75,,314 kj(75 kcal),,0,,0,,"17,3",,"15,6",,0,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
441,Purée Mangues Pommes - Côteaux nantais - 630g,3301597444947,A,630 g,['Côteaux nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes mangue']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,9.6 g,en quantité modérée,,,?,,58,-5%,243 kj(58 kcal),-7%,0,-100%,0,-100%,"13,9",+2%,"9,6",-22%,0,-100%,,,,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,['Bocal en verre'],,,,
442,Clairette de Die Tradition - Gaec Carod  Frères - 750ml,3301607026514,B,750 ml,['Gaec Carod  Frères'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Clairette de Die']","['France', 'Drôme', 'Vercheny']",,['France'],['Clairette de Die'],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['AOC', 'Méthode Dioise traditionnelle', 'Product of France']",,,"['Bouteille', 'Verre']",['France'],Vin effervescent,,
443,Jus irouleguy - Arrola,3301800573099,,,['Arrola'],['Boissons'],,,['France'],[],,[],,0.5 g,en faible quantité,0.5 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,?,,50,-11%,209 kj(50 kcal),-13%,"0,5",+44%,"0,5",+324%,6,-47%,2,-79%,1,+102%,0,-100%,0,-100%,7,-9%,D,-9%,,,,,,,,,,,,,,,
444,Boudins de saumon - 200g,3302100004207,,200 g,,,,,['France'],[],,[],,,,,,,,,,?,,225,,941 kj(225 kcal),,17,,"2,4",,"3,2",,"0,2",,"12,2",,"1,49",,"0,596",,,,,,,,,,,,,,,,,,,,
445,Rillettes de cabillaud,3302100004979,D,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de cabillaud', 'en:preparations-made-from-fish-meat']",,,['France'],[],,[],,23.6 g,en quantité élevée,2.33 g,en quantité modérée,0.2 g,en faible quantité,1.1 g,en quantité modérée,?,,263,+45%,1100 kj(263 kcal),+46%,"23,6",+69%,"2,33",-67%,2,+9%,"0,2",-81%,"10,7",-3%,"1,1",+2%,"0,44",+2%,4,-65%,C,-65%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,
446,Terrine de saumon doree au four - 360g,3302100005907,,360 g,,"['Terrines', 'Terrines de poisson', 'Terrines de saumon']",,,['France'],[],,[],,17.1 g,en quantité modérée,3.7 g,en quantité modérée,1.2 g,en faible quantité,0.41 g,en quantité modérée,?,,205,0%,858 kj(205 kcal),+0%,"17,1",+11%,"3,7",+6%,2,-53%,"1,2",-14%,"11,5",+4%,"0,41",-64%,"0,164",-64%,1,-84%,B,-84%,,,,,,,,,"['FR 62.894.102 CE', 'Wimille (Pas-de-Calais, France)']",,,,,,
