,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,packaging,categories,ingredients_origins,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,allergens,nova_score,labels,producer_info,traceability_code,additives,link,generic_name,palm_ingredients,origin_detail,brand_owner
1843,Chips Sourcream & Onion,4750024202374,,['France'],[],[],?,551,2305 kj(551 kcal),32,13,55,"2,7","6,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Miel Gélée Royale 20% - 250 G - Abbaye De Sept-fons,3264950130195,,['France'],[],[],1229,289,1229 kj(289 kcal),0,0,69,66,"3,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Milka,7622210858016,['Milka'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Jambon traditionnel - Saint Alby - 294g,2205871003381,['Saint Alby'],"['France', 'Allemagne']","[""Viande de porcSel nutritéExtrait d'épices Épices Dextrose Antioxydants""]",[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",294 g,,['Sous atmosphère protectrice'],"['Viandes', 'Charcuteries']",['Union européenne'],['Allemagne'],4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-52%,-52%,-77%,-79%,-32%,-37%,+7%,-20%,-20%,5,-69%,C,-69%,,,,,,,,['Lidl'],,,['Fumé au bois de hêtre'],,['DE RP 03001 EG'],,,,,,
1847,Les petites tranches piment - Saint Agaûne - 1x 30g,3450160001992,['Saint Agaûne'],['France'],[],[],?,294,1230 kj(294 kcal),"13,2","4,7","3,4","2,1","40,3","4,7","1,88",1 x 30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Steaks hachés charolais - Leaderprice,3263858565610,['Leaderprice'],['France'],[],[],?,213,891 kj(213 kcal),15,"6,8","0,5","0,5","19,1","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,
1849,8934717025020,8934717025020,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Mister choc caramel,20814946,['Mister Choc'],['France'],[],[],?,507,2121 kj(507 kcal),31,18,51,38,"4,4","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Thon entier à l'huile de Tournesol - Connétable,3263670426106,['Connétable'],['France'],[],[],?,253,1059 kj(253 kcal),17,"1,5",0,0,25,1,"0,4",,E,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",,,17 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,+16%,+17%,+22%,-16%,-100%,-100%,+11%,-8%,-8%,3,-3%,C,-3%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,,,
1852,Confiture de framboise bio - Leader Price,3263851929716,"['Leader Price', 'Leaderprice']",['France'],[],[],?,238,996 kj(238 kcal),"0,2",0,57,57,"0,6",0,0,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,0.2 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,,+6%,+6%,-26%,-100%,+7%,+11%,-11%,-100%,-100%,7,-21%,C,-21%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,['Leader Price'],,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,
1853,Goudse Jonge Kaas 48+ vvp 400 Gram - Albert Heijn,8710400336808,['Albert Heijn'],['France'],"['zout', 'zuursel', 'stremsel', 'melk']",[],?,360,1506 kj(360 kcal),30,20,0,0,23,"1,8","0,72",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages en tranches']",,,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,+6%,+6%,+12%,+10%,-100%,-100%,-0%,+5%,+5%,16,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Albert Heijn'],,,,,,,,,,,
1854,Zero choco candy - Prozis,5600499522172,['Prozis'],"['France', 'Espagne']",[],[],?,431,1803 kj(431 kcal),25,13,60,"5,4","8,2","0,1","0,04",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,,25 g,en quantité élevée,13 g,en quantité élevée,5.4 g,en quantité modérée,0.1 g,en faible quantité,,-17%,-17%,-18%,-21%,+12%,-89%,+34%,-49%,-49%,16,-34%,D,-34%,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
1855,Blédina Mini lactés 6x55g Mangue dès 6 mois - 330g,3041091397430,"['Blédina', 'Les mini lactes']","['France', 'Monaco']","['LAIT écrémé et petit-lait fermentés réhydratés 68,0 % ', 'LAIT', ' - Purée de mangue 10,0 % - Crème ', 'LAIT', ' - Eau - Sucre - Amidon transformé de maïs - Arômes naturels - Épaississant : Farine de graines de caroube - Acidifiant : Acide citrique - Émulsifiant : Monodiglycérides de colza - Vitamine C']",['Non végétalien'],364,87,364 kj(87 kcal),"3,3",2,"11,2","7,9","2,6","0,08","0,032",330 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,,,,"['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E330 - Acide citrique']",,"Dessert lacté à la mangue, aromatisé, adapté à bébé.",,,
1856,Crackers bio sans gluten Pop & Love,3760278560077,['Pop & Love'],['France'],[],[],?,316,1322 kj(316 kcal),9,"1,4",47,"3,2",8,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,,,,,,
1857,Crème glacée café - Auchan - 380g,3596710471911,['Auchan'],['France'],"['Lait écrémé réhydraté 37,4% ', 'origine France', 'crème fraîche 33,3% ', 'lait origine France', 'sucre 15,6%', 'lait écrémé en poudre 6,4% ', 'origine France', 'jaune d’œufs 5,4%', 'café en poudre arabica 1,8%', ' Traces éventuelles de fruits à coque']",['Non végétalien'],?,210,879 kj(210 kcal),11,"7,5",23,21,"4,8","0,13","0,052",380 g,B,"['Plastique', 'Surgelé']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au café']",,,11 g,en quantité modérée,7.5 g,en quantité élevée,21 g,en quantité élevée,0.13 g,en faible quantité,,+3%,+2%,+19%,+18%,-15%,-10%,+61%,+7%,+7%,13,+8%,D,+8%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Auchan'],"['Œufs', 'Lait']",3,"['Nutriscore', 'Fabriqué en France', 'Nutriscore D']",,"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']",,,,,,
1858,50199761,50199761,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Sablés au thé vert menthe Nanah - St Michel,3178530416121,['St Michel'],['France'],[],[],?,486,2033 kj(486 kcal),21,11,63,33,"8,9","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Plein air', 'Œufs de poules élevées en plein air']",,,,,,,,
1860,Protein,5053827189071,,['France'],[],[],?,426,1782 kj(426 kcal),15,"2,5",56,19,14,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Bio Village,07922139,['Bio Village'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1862,Pretzels Sour Cream & Chive - Penn State - 175g,5032439100179,['Penn State'],['France'],"['fr', ' neuds de bretzel au blé à la pomme de terre et crème fraîche', 'ciboulette', ' ingré - dients : farine ', 'farine de blé', 'calcium', 'fer', 'niacine', 'thiamine', 'pomme de terre séchée', 'húlle de colza', 'arôme de crème fraiche et de ciboulette ', 'sel', 'sucre', ' lactosérum séché ', 'lait', 'all séché', 'olgnon séché', 'extrait de levure', 'yaourt séché ', 'lait', 'crème fraîché séchée ', 'contient des protéines de lait', 'crème fratche ', 'lait', 'beurre ', 'lait', 'arðme', 'tomate séchée', ""régulateur d'acidité: dlacétate de sodlum"", 'arômes', 'acide citrique', 'persil séché', 'aclde lactique', 'colorant: extralt de papřika', 'dextrose', 'amidon de maïs', ""régu - lateur d'acidité: hýdroxyde de sodlum"", ' allergènes et gluten en gras', ' conserver au frais et au sec']",[],?,127,531 kj(127 kcal),"3,3","0,3",21,"1,9","2,8","0,51","0,204",175g,,"['Bag', 'foil-packet', 'mixed plastic film-packet']",['Snacks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,
1863,Yaourt brassé aux fruits,3760093420068,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Galette St Michel,3178530418101,['St Michel'],['France'],[],[],?,472,1975 kj(472 kcal),16,11,71,25,7,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France']",,,,,,,,
1865,Limoncello - Auchan,3596710403158,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,"['Produit en braille', 'Fabriqué en Italie']",,,,,,,,
1866,3770000254464,3770000254464,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.213.100 CE', 'Espelette (Pyrénées-Atlantiques, France)']",,,,,,
1867,CHARITY CHAI TEA - Fitvia,4260515890282,['Fitvia'],['France'],[],[],?,2,8 kj(2 kcal),"0,5","0,1","0,5","0,5","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Soja sauce - Inproba,8710518732677,['Inproba'],"['France', 'Allemagne']",[],[],?,44,184 kj(44 kcal),"0,2","0,1","4,6",1,"6,1",17,"6,8",,A,['Flasche'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,,0.2 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,17 g,en quantité élevée,,-60%,-60%,+63%,+327%,-74%,-92%,-5%,+42%,+42%,7,-38%,C,-38%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,,,,,,
1869,Bocafrit - Frit Ravich,8410564034205,['Frit Ravich'],"['France', 'Espagne']",[],[],?,488,2042 kj(488 kcal),23,"3,1",62,1,"6,8","3,1","1,24",,,,"['Snacks', 'Snacks salés']",,,23 g,en quantité élevée,3.1 g,en quantité modérée,1 g,en faible quantité,3.1 g,en quantité élevée,,+6%,+6%,-5%,-27%,+30%,-69%,-20%,+101%,+101%,19,+56%,E,+56%,,,,,,,,,,,,,,,,,,,
1870,Salchchón de vic,3664335002657,,['France'],[],[],?,392,1640 kj(392 kcal),28,11,"0,5","0,5",35,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Tapenade -,3770010667025,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,,,,,,,,,,,,,,,,,,,,,,,,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,
1872,Kirsebaersauce -,5707446035072,,['France'],[],[],?,22,92 kj(22 kcal),"0,1",0,25,22,"0,1","0,004","0,002",,,['Restaffald'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Creme de thon,3183811009770,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Galleta de desayuno Chiquilin - Artiach,8436048490572,['Artiach'],"['France', 'Espagne']",[],[],?,487,2038 kj(487 kcal),17,"5,6",75,21,7,"0,28","0,112",,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,17 g,en quantité modérée,5.6 g,en quantité élevée,21 g,en quantité élevée,0.28 g,en faible quantité,,+3%,+2%,-18%,-45%,+17%,-29%,+8%,-52%,-52%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,
1875,"Perles de Céramique "" Pour Carafes""",1520171142266,,['France'],[],[],?,348,1456 kj(348 kcal),"0,5","0,1",87,85,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Chocolat - Villars,7610036018332,['Villars'],['France'],[],[],?,560,2343 kj(560 kcal),38,20,48,44,7,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,
1877,Cafe premium d'arôme,8003410349211,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Light Iced tea sabor limón - San Benedetto,3560071015541,['San Benedetto'],['France'],"['Agua', 'acidulante: ácido cítrico', 'extractos de té ', '0,1%', 'zumo de limón a partir de concentrado ', '0,1%', 'corrector de acidez: citratos de sodio', 'antioxidante: ácido ascórbico', 'edulcorantes: acesulfamo-K y sucralosa', 'aroma natural de limón con otros aromas naturales']",[],?,1,4 kj(1 kcal),0,0,"0,5","0,5",0,"0,02","0,008",,,,"['Boissons', 'Boissons sans alcool', 'Thés glacés']",,,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,,-95%,-96%,-100%,-100%,-91%,-90%,-100%,-29%,-29%,2,-73%,C,-73%,,,,,,,,,,4,,,,['E950 - Acésulfame K'],,,,,
1879,chardonnay - Roche Mazet - 75cl,3175529636539,['Roche Mazet'],['France'],[],[],?,?,,?,,?,,?,,,75 cl,,['bouteille en verre'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Vins mousseux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Vrap de Blé,3564709719092,,['France'],[],[],?,331,1385 kj(331 kcal),8,"0,9",54,"1,3","9,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Geles dulces - Miguelañez,8411823507393,['Miguelañez'],"['France', 'Espagne']",[],[],?,354,1481 kj(354 kcal),4,"3,6",76,45,"3,5","0,133","0,053",,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,4 g,en quantité modérée,3.6 g,en quantité modérée,45 g,en quantité élevée,0.133 g,en faible quantité,,-1%,-1%,+115%,+240%,-9%,-22%,+65%,+10%,+10%,16,+11%,D,+11%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
1882,Salsifis - Gustadéa,3580282213130,['Gustadéa'],['France'],"['salsifis', 'eau', 'sel', 'acidifiant: ạcide citrique', 'antioxydant : acide ascorbique']",[],117,28,117 kj(28 kcal),"< 0,5",0,"4,1","1,4","1,1","0,65","0,26",,,"['Bocal', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Salsifis']",,,0.5 g,en faible quantité,0 g,en faible quantité,1.4 g,en faible quantité,0.65 g,en quantité modérée,+5%,-24%,-26%,+3%,-100%,-7%,-14%,-11%,+43%,+43%,-3,,A,,,,,,,,,,,3,,,,['E300 - Acide ascorbique'],,,,,
1883,Confiture de framboise - Leader Price - 450g,3263851926814,['Leader Price'],['France'],[],[],?,250,1046 kj(250 kcal),0,0,"60,3","60,3","0,7",0,0,450 g,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,0 g,en faible quantité,0 g,en faible quantité,60.3 g,en quantité élevée,0 g,en faible quantité,,+12%,+11%,-100%,-100%,+13%,+17%,+4%,-100%,-100%,12,+36%,D,+36%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,['Leader Price'],,,,,,,,,,,
1884,Protéine de chanvre,3701182300403,,['France'],[],[],?,350,1464 kj(350 kcal),11,"1,4","8,8","4,2",45,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
1885,Maggi noodles,8901058856446,['Maggi'],['France'],[],[],?,427,1787 kj(427 kcal),"15,7","6,8","63,5","1,2",8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Authentique Thé Marocain - Sultan - 32g,6111069003087,['Sultan'],['France'],"['Thé vert', 'menthe']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,32 g,B,"['Sachets', 'Plastique', 'Carton']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés à la menthe', 'Thés verts à la menthe']",,['Maroc'],,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,1,,,,,,,,,
1887,Lyophilisé semoule aux legumes - decathlon - 125g,3583788048046,['Decathlon'],['France'],"['Semoule* 58,2% ', 'gluten', 'protéines de soja aromatisées 14,9% ', 'soja*', 'arômes naturels', 'tomates', 'oignons*', 'sel', 'ail*', 'persil', 'romarin*', 'huile de tournesol*', 'légumes* 9,6% ', 'tomates 3,4%', 'carottes* 3,2%', 'oignons 3,0%', 'graines de courge 8,0%', 'protéines de tournesol*', 'raisins* 1,6%', 'sel', 'cumin* 0,5%', 'persil 0,4%']",[],?,368,1540 kj(368 kcal),"7,5","1,2",52,"5,4",19,"1,7","0,68",125 g,,,"['Produits déshydratés', 'Produits lyophilisés à reconstituer']",,,,,,,,,,,,+55%,+52%,+21%,-56%,+46%,-13%,+209%,-73%,-73%,,,,,,,,,,,,,"['Gluten', 'Soja']",4,"['Bio', 'Fabriqué en France', 'Sans conservateurs']",,,,,,,,
1888,Ribs original barbecue,3263858853915,,['France'],[],[],?,236,987 kj(236 kcal),16,"5,9","1,9","1,6",21,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 20095', 'Corscia (Corse, France)']",,,,,,
1889,Al Wadi Al Akhdar Chick Peas - 400g,5281117000748,,['France'],[],[],?,120,502 kj(120 kcal),3,0,15,0,6,1,"0,4",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Oreo - Nabisco,3780205402300,['Nabisco'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Biscuits et gâteaux', 'Gâteaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Power balls - wild & real - 144g,4260475290542,['wild & real'],"['France', 'Allemagne']",['dattes\rnoisettes \rnoix de coco'],"['Végétalien', 'Végétarien']",?,352,1473 kj(352 kcal),"8,2","1,1",61,"60,7","2,1","0,6","0,24",144g,,['Sachet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['Allemagne'],['Allemagne'],8.2 g,en quantité modérée,1.1 g,en faible quantité,60.7 g,en quantité élevée,0.6 g,en quantité modérée,,-16%,-16%,-44%,-83%,-8%,+22%,-50%,+308%,+308%,12,-34%,D,-34%,,,,,,,,['Dm'],,,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'en:TR-BIO-154']",,,,http://www.sdafood.com,,,,
1892,Macédoine de légumes - Franprix,3263851868817,['Franprix'],['France'],[],[],?,38,159 kj(38 kcal),"0,3","0,1",5,"1,1","2,1","0,7","0,28",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'en:canned-drained-diced-mixed-vegetables']",,,0.3 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.7 g,en quantité modérée,,-10%,-9%,-21%,-15%,-12%,-13%,-7%,+8%,+8%,-3,,A,,,,,,,,,['Franprix'],,,,,,,,,,,
1893,Tartinable franprix petit pois et menthe - 160g,3263858814015,['Franprix'],['France'],[],[],?,57,238 kj(57 kcal),"0,5","0,1","5,8","0,4","4,3","0,95","0,38",160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,,,,,,,
1894,Pomme SSA bio - Pommette,3250392745479,['Pommette'],['France'],"['purée de pommes* ', '99,9%', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,51,213 kj(51 kcal),"0,5","0,1",11,11,"0,5","0,01","0,004",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,,+9%,+12%,+70%,+25%,+4%,+35%,+38%,-75%,-75%,-3,,A,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,1,"['Bio', 'Bio européen', 'en:gluten-free', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,['E300 - Acide ascorbique'],,,,,
1895,Bio Mandel Drink Ungesüsst - Mona Naturprodukte - 1l,4337185509957,['Mona Naturprodukte'],"['France', 'Allemagne']",[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,1l,,,['Boissons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,
1896,Aubergines braisées - Maayane,3700029206779,['Maayane'],['France'],[],[],?,135,565 kj(135 kcal),14,5,2,"1,5",1,"0,562","0,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,2 quiches provençales - Alice & Bio - 2x 125g,20190520,['Alice & Bio'],['France'],"['Pâte brisée 34% ', 'farine de blé""', 'beurre 9%', 'eau', 'sel', 'sauce crème ', 'crème ', 'crème* stabilisant carraghénanes', 'eau', 'oeuf', 'poudre de lait écrémé""', 'sel', 'muscade*', 'poivre*', 'sauce provencale 31% ', 'purée de tomate', 'courgettes 3%', 'poivrons 3%', 'oignons 2%', 'tomates 2%', 'concentré de tomate*', 'ail 0', '5%', 'sel', 'thym 0', '03%', 'poivre *', 'tomates* 2%', 'courgettes 1%', 'herbes de Provence ""Ingrédients issus de l\'agriculture biologique', ' Les informations en gras sont destinées aux personnes intolérantes ou Produits élaborés dans un atelier qui utilise : du gluten', 'des oeufs', 'du poisson', 'du lait et produits à base de lait', 'des crustacés', 'des produits à base de soja', 'des produits à base de sulfites', 'des graines de sésame allergiques']",['Non végétalien'],?,240,1004 kj(240 kcal),15,10,19,3,6,"1,4","0,56",2 x 125 g,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches']",,,15 g,en quantité modérée,10 g,en quantité élevée,3 g,en faible quantité,1.4 g,en quantité modérée,,-6%,-4%,-2%,+23%,-2%,+32%,-27%,+46%,+46%,17,+33%,D,+33%,,,,,,,,['Monoprix'],"['Œufs', 'Gluten', 'Lait']",4,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,
1898,Gaspacho légumes verts - Giraudet,3100080050036,['Giraudet'],['France'],[],[],?,43,180 kj(43 kcal),"2,2","0,3",4,"0,8",2,"0,7","0,28",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",,,2.2 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en faible quantité,0.7 g,en quantité modérée,,+5%,+4%,-10%,-22%,+19%,-69%,+154%,+5%,+5%,2,+68%,B,+68%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,
1899,Boisson concentrée - bigallet - 1litre,3336770060447,['Bigallet'],['France'],"['eau', 'jus de citron pulpeux bio', 'gomme', 'arôme naturel citron doux et pulpeux', 'acide citrique']",[],?,20,84 kj(20 kcal),?,,"0,6","0,3",?,,,1 litre,,['Bouteille'],['Sirops'],,['38730 Val de Virieu'],,,,,0.3 g,en faible quantité,,,,-92%,-92%,,,-99%,-100%,,,,,,,,,,,,,,,['Gamm Vert'],,,['Sans colorants'],,['L19129'],['E330 - Acide citrique'],,,,,
