,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,ingredients_origins,manufacturing,link,allergens,nova_score,generic_name,origin_detail,brand_owner,palm_ingredients,producer_info
1849,Foie Gras de canard entier au coteaux du Laton et a la fleur de sel - Saveur Des Mauges,3340584109223,['France'],"['foie gras de canard origine France', 'coteaux du Layon', 'fleur de sel', 'poivre blanc']","['Non végétalien', 'Non végétarien']",?,511,2138 kj(511 kcal),51,40,2,0,18,"1,4","0,56",['Saveur Des Mauges'],['Sans nitrite de sodium'],B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",51 g,en quantité élevée,40 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,-0%,-0%,-4%,+78%,-14%,-100%,+159%,+16%,+16%,22,+7%,E,+7%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,3,,,,,
1850,Terrine Porc Recette Fermiere 180G Garibotte - Les Garibotes - 180g,3340950203012,['France'],"['Gorge de porc*', 'foie de porc*', 'sel', ""arôme naturel d'ail"", 'poivre', 'assaisonnement ', 'épices', 'moutarde poudre', 'dextrose', 'poudre de jus de citron', 'arôme naturel', 'thym ', '0,05%', '\r*Porc origine France']","['Non végétalien', 'Non végétarien']",?,316,1322 kj(316 kcal),27,10,"0,5","0,5",17,"1,7","0,68",['Les Garibotes'],"['Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs']",,180 g,['Terrines'],27 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,+5%,+6%,+5%,+5%,-77%,-36%,+21%,+11%,+11%,19,+7%,E,+7%,,,,,,,,['Verre'],"['FR 12.056.001 CE', 'Baraqueville (Aveyron, France)']",,,"['France', 'Porc origine France']",,,['Moutarde'],4,,,,,
1851,Terrine Aux Cepes 180G Les Garibotes - 180g,3340950203128,['France'],[],[],?,325,1360 kj(325 kcal),28,10,13,"0,5",17,"1,7","0,68",['Les Garibotes'],"['Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs']",,180 g,['Terrines'],28 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,+8%,+9%,+9%,+5%,+499%,-36%,+21%,+11%,+11%,20,+13%,E,+13%,,,,,,,,,"['FR 12.056.001 CE', 'Baraqueville (Aveyron, France)']",,,,,,,,,,,,
1852,4 Endives Spéciales Salades - 100g,3344090000142,['France'],[],[],?,15,63 kj(15 kcal),0,0,"2,4",0,1,0,0,,,B,100 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Endives']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-6%,-9%,-100%,-100%,+2%,-100%,-9%,-100%,-100%,-5,,A,,68.9%,0.0%,0.0%,11.3%,16.2%,3.6%,96,,,,,,,,,,,,,,
1853,Farine de ble noir - Le Moulin D’orion,3344680000019,['France'],"[""100% Farine de sarrasin Le Moulin d'Orion Minoterie Dubois Rioux 13 rue Charlotte Corday 61200 ARGENTAN""]",[],?,348,1456 kj(348 kcal),"2,2","0,3","68,4",0,"11,5",0,0,['Le Moulin D’orion'],,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de sarrasin']",2.2 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-0%,-1%,-20%,-44%,+2%,-100%,-1%,-100%,-100%,-5,,A,,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,,,,,,,,,,,,,,
1854,Bacon salaisons de bourbon,3345100002484,['France'],[],[],?,231,967 kj(231 kcal),18,"6,9","2,27","0,56","14,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Préparation De Fruits Abricot Du Languedoc-roussillon - La Grande Epicerie de Paris,3346041395314,['France'],[],[],?,198,828 kj(198 kcal),0,0,48,47,"0,6",0,0,['La Grande Epicerie de Paris'],"['Point Vert', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 78015', 'Andrésy (Yvelines, France)']",,,,,,,,,,,,
1856,Tarama Premium Aux oeufs De Cabillaud - Le Bon Marché,3346041401206,['France'],"['de 5496', ' œufs de abllaud fumés et salés 42 % ', 'œufs de % [farine de blé ', 'farines de blé et de blé malté', 'de blé', 'agent ascorbique', 'eau', 'huile de tournesol', 'levure boulangère', 'ut en poudre eu', 'àntmàbasedejusdecitron concentré ', 'eau', 'jus de citron à base de concentré uservateur : mate de potassium', 'antioxydant : acide ascorbique', 'épaississart ruk,eÛòltsnaturels de citron', 'conservateur', ' benzoate de sodium', ' Traces éventue16 utarde', 'sésame', 'céleri', 'œuf', 'soja']",['Non végétalien'],?,559,2339 kj(559 kcal),56,4,"8,5","0,5","4,7","2,3","0,92",['Le Bon Marché'],,B,,"['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Taramas']",56 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,2.3 g,en quantité élevée,,+9%,+10%,+10%,-5%,+96%,-8%,-35%,+39%,+39%,19,+17%,E,+17%,66.5%,16.2%,6.9%,6.0%,3.5%,0.9%,82,,,,"['E300 - Acide ascorbique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,"['Œufs', 'Gluten']",3,,,,,
1857,Le petit cake aux fruits - La grande épicerie de Paris,3346041446979,['France'],[],[],?,?,,?,,?,,?,,,['La grande épicerie de Paris'],,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",,,,,,,,,,,,,,,,,,,,,,,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,,,,,,,,,,,,,,
1858,Pâté de tête persillé GAILLARD - Brient,3346650210626,['France'],[],[],?,180,753 kj(180 kcal),14,"4,7","0,2","0,2","13,4","1,52","0,608",['Brient'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Museau de porc - Brient - 500grs,3346650213054,['France'],['viande de tête'],[],?,228,954 kj(228 kcal),"21,5","4,9","0,3",0,"8,3",2,"0,8",['Brient'],"['Viande Française', 'Viande Porcine Française']",B,500grs,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Museau de porc vinaigrette']",21.5 g,en quantité élevée,4.9 g,en quantité modérée,0 g,en faible quantité,2 g,en quantité élevée,,+13%,+16%,+24%,+24%,-69%,-100%,+1%,+32%,+32%,14,+20%,D,+20%,65.0%,9.9%,6.0%,4.9%,3.0%,11.2%,76,['Barquette'],"['FR 35.106.001 CE', 'Ercé-en-Lamée (Ille-et-Vilaine, France)', 'FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)', 'FR 35.004.002 CE', 'Antrain (Ille-et-Vilaine, France)']",['Casino'],,,,,,,,,,,
1860,Saumon fumé,3346890000476,['France'],[],[],?,198,828 kj(198 kcal),"12,9","3,5",0,0,"21,8",0,0,,,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12.9 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,+7%,+7%,+23%,+70%,-100%,-100%,-1%,-100%,-100%,0,-100%,B,-100%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,"['FR 59.508.003 CE', 'Roncq (Nord, France)']",,,,,,,,,,,,
1861,Fleur de sel de l'ile de Ré - Les sauniers de l'île de Re - 125gr,3346902012558,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,"[""Les sauniers de l'île de Re""]",['Sans additifs'],B,125gr,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,"['EMB 17019', 'Ars-en-Ré (Charente-Maritime, France)']",['Magasins U'],,,,,,,,,,,
1862,Sauniers de l'ile de ré Coulis de caramel au beurre et à la fleur de sel de ... La bouteille de 350 gr - Les Sauniers de l'île De Ré,3346902035083,['France'],"['Sucre', 'sirop de glucose', 'crème', 'lait entier', ' beurre frais AOP Poitou-Charentes ', '53%', 'dextrose', 'flye alimentaire', ""fleur de sel de l'Ile de Ré "", ' ', '0,4%', 'sel de Ré ', '0', '4%', 'émulsifiant : !ecithine de soja', ' bicarbonate de solde', 'vanille naturelle', ' Traces éventuelles de fruits à coques nutritionneUes ? matritbrrteaes Ener le ', 'kJ', ' Enegie ', 'kcal', ' Matieres grasses ', 'g', ' dont acides gras saturés ', 'g']",['Non végétalien'],?,345,1443 kj(345 kcal),"9,8","6,7",61,4,1,"0,95","0,38","[""Les Sauniers de l'île De Ré""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,,,,,
1863,Stollen aux fruits secs - Biscuiterie De Saint Julien Sarl Nondier - 450g,3346980000010,['France'],[],[],?,414,1732 kj(414 kcal),"20,1","5,2","47,3","22,9","8,7","0,6","0,24",['Biscuiterie De Saint Julien Sarl Nondier'],,,450 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Gâteaux', 'Stollens']",20.1 g,en quantité élevée,5.2 g,en quantité élevée,22.9 g,en quantité élevée,0.6 g,en quantité modérée,,+5%,+4%,+18%,-26%,-13%,-26%,+75%,+62%,+62%,17,-2%,D,-2%,,,,,,,,"['Sachet', 'Plastique']",,,,,,,,,,,,,
1864,Épautre décortiqué - Naturaline,3347430006255,['France'],[],[],?,332,1389 kj(332 kcal),"2,55","0,34",54,"0,8","14,2","0,01","0,004",['Naturaline'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains']",2.55 g,en faible quantité,0.34 g,en faible quantité,0.8 g,en faible quantité,0.01 g,en faible quantité,,-2%,-2%,-49%,-50%,-6%,-18%,+51%,-88%,-88%,-1,,A,,,,,,,,,,,,,,,,,,,,,,
1865,Pure pate de cacao - Moulin des Moines - 100g,3347430019101,['France'],['Pâte de cacao'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,609,2548 kj(609 kcal),"52,2",31,"12,6","0,4","12,6","< 0,01","0,004",['Moulin des Moines'],"['Bio', 'Bio européen', 'FR-BIO-01']",D,100 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",52.2 g,en quantité élevée,31 g,en quantité élevée,0.4 g,en faible quantité,0.01 g,en faible quantité,,+10%,+10%,+32%,+34%,-67%,-99%,+64%,-79%,-79%,12,-43%,D,-43%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,3,,,,,
1866,Farine de seigle foncée - Naturaline,3347431370713,['France'],[],[],?,308,1289 kj(308 kcal),"2,2","0,3","44,8","2,3","15,2",0,0,['Naturaline'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Agriculture France']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle', 'Farines de seigle T150']",2.2 g,en faible quantité,0.3 g,en faible quantité,2.3 g,en faible quantité,0 g,en faible quantité,,-6%,-7%,+49%,+37%,-30%,+12%,+70%,-100%,-100%,-7,,A,,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,,,,,['France'],,,,,,,,,
1867,Flocons de Petit Épeautre -,3347431901313,['France'],[],[],?,349,1460 kj(349 kcal),"2,6","0,2",64,1,"13,3","0,1","0,04",,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', 'Flocons de blé', ""Flocons d'épeautre""]",2.6 g,en faible quantité,0.2 g,en faible quantité,1 g,en faible quantité,0.1 g,en faible quantité,,+5%,+6%,+24%,-47%,+5%,-41%,+2%,+452%,+452%,-1,,A,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,,,,
1868,Mélange de Fruits Secs Bio 200 g Lot de 5 - Moulin des moines,3347433008331,['France'],"['MÉLANGE DE FRUITS SECS jnarédients : abrlcots*l raisins secs*t amandes*l noisettes*l pommes*t nolx*t huile de coco*J sucre de canne*', ""miel'"", 'Excellent à llapéritifl au degsettl pour le g00terl petit déjeuner', 'en accompagnement de muesli et de Aalt']",['Non végétalien'],?,488,2042 kj(488 kcal),"24,11","5,71","50,79","36,8","7,48","0,03","0,012",['Moulin des moines'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Confiturette de fraise - Moulin Des Moines,3347437000171,['France'],"['Fraises* ', '50%', ""sirop d'agave*"", '40%', 'gélifiant : pectine de fruits', 'acidifiant : jus de citron*', "" *Produits issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,146,611 kj(146 kcal),"0,1",0,35,34,"0,6",0,0,['Moulin Des Moines'],"['Bio', 'Sans colorants', 'Sans conservateurs']",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.1 g,en faible quantité,0 g,en faible quantité,34 g,en quantité élevée,0 g,en faible quantité,,-33%,-33%,-59%,-100%,-34%,-33%,+35%,-100%,-100%,2,-77%,B,-77%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['E440 - Pectines'],,,,,4,,,,,
1870,Jus d’orange - Moulin Des Moines,3347438012319,['France'],"['IncrédienisJ : Jus ', ""Yorange issu ae l'agriculture biologique e léoer dépôt pouvant se former au fond de la bouteille est une garantie de qualité Agiter avant emploi""]",[],?,47,197 kj(47 kcal),"0,2","0,1","10,7","8,1","0,8",0,0,['Moulin Des Moines'],['Bio'],,,['Boissons'],0.2 g,en faible quantité,0.1 g,en faible quantité,8.1 g,en quantité élevée,0 g,en faible quantité,,-16%,-18%,-42%,-15%,-5%,-14%,+61%,-100%,-100%,13,+70%,E,+70%,,,,,,,,,,,,,,,,,,,,,
1871,Cocktail jus de légumes - Moulin des moines,3347438016317,['France'],[],[],?,19,79 kj(19 kcal),"0,1","0,1","3,8","0,9","0,93","0,32","0,128",['Moulin des moines'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Biscottes epeautre chataigne - Moulin des moines,3347439517523,['France'],[],[],?,354,1481 kj(354 kcal),"3,8","0,2","63,3","4,4","14,4","1,1","0,44",['Moulin des moines'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",3.8 g,en quantité modérée,0.2 g,en faible quantité,4.4 g,en faible quantité,1.1 g,en quantité modérée,,-10%,-10%,-43%,-89%,-7%,-25%,+22%,-5%,-5%,3,-52%,C,-52%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,"['EMB 67156', 'Geudertheim (Bas-Rhin, France)']",,,,,,,,,,,,
1873,Gomasio - Moulin Des Moines,3347439950245,['France'],"['sésame complet*', 'sel marin', "" *Produit issu de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,612,2561 kj(612 kcal),"53,6","7,2","8,8","0,4","19,9",5,2,['Moulin Des Moines'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 67249', 'Krautwiller (Bas-Rhin, France)']",,,,,,['Graines de sésame'],,,,,,
1874,Vinaigre De Vin Blanc - Moulin des moines,3347439950511,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,['Moulin des moines'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",B,,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-94%,-94%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,
1875,Banane cavendish -  - 5,3347761000786,['France'],[],[],?,89,372 kj(89 kcal),"0,1","0,1",23,12,"1,5","0,1","0,04",,,B,5,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",0.1 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,0.1 g,en faible quantité,,-9%,-9%,-53%,+14%,+6%,-19%,+25%,+492%,+492%,-2,,A,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,['Sachet Plastique'],,['Casino'],,['Antilles Françaises'],['Antilles Françaises'],,,,,,,,
1876,Les p'tites portions vapeur ou rissolées - Les Nouveaux Producteurs De Nos Régions,3347762000761,['France'],"['228 ruo du 59193 POMME DE CONSOMMATION A CHAIR FERME JAZZY CAT:I 2017 UOT:Ì05$6 d emballage 1', '21 ENTIO']",[],?,75,314 kj(75 kcal),"0,22","0,03","15,8","0,51",2,"0,1","0,04",['Les Nouveaux Producteurs De Nos Régions'],,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre', 'en:Pommes de terre Jazzy']",0.22 g,en faible quantité,0.03 g,en faible quantité,0.51 g,en faible quantité,0.1 g,en faible quantité,,-23%,-24%,-89%,-91%,-10%,-7%,-1%,-54%,-54%,-6,,A,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,,,
1877,Sprite Zéro - Coca-Cola,3348630008117,['France'],"['EAU GAZÉIFIÉE', 'ACIDIFIANTS ARÔME', 'ÉDULCORANTS ', 'E951', 'E950', 'CONSERVATEUR CONTIENT DE LA PHÉNYLALANINE', ' MIS EN BOUTEILLE PAR LA SOCIÉTÉ LE FROID 7 FRÈRES CHARPENTIER', 'MONTRAVEL', 'BP NOUMÉA', 'NOUVELLE-CALÉDONIE', ""RC AVEC L'AUTORISATION DE THE COCA-COLA PROPRIÉTAIRE DES MARQUES DÉPOSÉES À CONSOMMER DE PRÉFÉRENCE SUR LA BOUTEILLE"", "" STOCKER À L'ABRI DE LA CHALEUR ET DE LA LUMIÈRE""]",[],?,1,4 kj(1 kcal),0,0,"0,1",0,"0,05","0,013","0,005",['Coca-Cola'],,,,"['Boissons', 'Boissons édulcorées']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.0134 g,en faible quantité,,-93%,-93%,-100%,-100%,-96%,-100%,-61%,-62%,-62%,1,-77%,B,-77%,,,,,,,,,,,"['E951 - Aspartame', 'E950 - Acésulfame K']",,,,,4,,,,,
1878,Finuchietti - Tamburini,3348718140081,['France'],"['Farine de blé ', 'gluto', 'sucre', ""huile d'arachide"", 'oeufs', 'eau', 'anis 2%', 'sel', 'levure:']",['Non végétalien'],?,411,1720 kj(411 kcal),"8,5","1,5",73,14,"8,7","0,82","0,328",['Tamburini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",,,,,,
1879,Bloc de foie gras de canard 2 tranches - Monoprix - 80g,3350030201029,['France'],['Foie gras de canard - eau - sel - Armagnac - sucre - épices - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2003,486,2003 kj(486 kcal),50,21,"2,3","1,4","6,3","1,175","0,47",['Monoprix'],,B,80 g,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",50 g,en quantité élevée,21 g,en quantité élevée,1.4 g,en faible quantité,1.18 g,en quantité modérée,-1%,-1%,-2%,-1%,-2%,+8%,+5%,+3%,-4%,-4%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['Carton', 'Plastique', 'Frais']","['FR 24.520.002 CE', 'Sarlat-la-Canéda (Dordogne, France)']",['Monoprix'],"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['France'],['France'],,,3,,,,,
1880,Noix du Périgord - Monoprix,3350030223755,['France'],['Noix de Grenoble sèches 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,716,2996 kj(716 kcal),65,"6,13",7,"2,61","15,23",0,0,['Monoprix'],['AOP'],D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Noix françaises', 'Noix de Grenoble']",65 g,en quantité élevée,6.13 g,en quantité élevée,2.61 g,en faible quantité,0 g,en faible quantité,,+3%,+4%,-1%,+2%,-6%,-32%,+2%,-100%,-100%,-1,-526%,A,-526%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,['Monoprix'],,,,,['Fruits à coque'],1,,,,,
1881,Confiture d'abricot au sucre de canne - Monoprix - 270g,3350031516337,['France'],"[""Sucre de cannes 56% abricots correcteur d'acidité : acide critique - orctibe de fruits acide ascorbique""]",[],?,240,1004 kj(240 kcal),0,0,60,60,0,0,0,['Monoprix'],"['Bio', 'Bio européen', 'BE-BIO-01', 'AB Agriculture Biologique']",A,270 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,,+10%,+9%,-100%,-100%,+13%,+19%,-100%,-100%,-100%,11,+22%,D,+22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,"['bocal verre', 'Bocal en verre']",['BE BIO 01'],['Monoprix'],,['Union européenne'],['Belgique'],,,,Confiture extra d'abricots issu de l'agriculture biologique,,,,
1882,COLAS - Monoprix - 200g,3350031650260,['France'],"['Sirop de glucose - sucre - eau - gélatine de porc - acidifiants : acide citrique', 'acide lactique - amidon transformé de pomme de terre - arôme - colorant : caramel ordinaire - amidon de blé']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1421,334,1421 kj(334 kcal),0,0,79,66,"4,6","0,02","0,008",['Monoprix'],,E,200 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",0 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.02 g,en faible quantité,-8%,-6%,-5%,-100%,-100%,-5%,+14%,+117%,-83%,-83%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Monoprix'],"['E428 - Gélatine', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E150a - Caramel E150a']",,,,,4,Confiserie gélifiée aromatisée,,,,
1883,Rillettes pure oie - Monoprix Gourmet,3350031813856,['France'],[],[],?,399,1669 kj(399 kcal),35,11,0,0,21,"1,6","0,64","['Monoprix Gourmet', 'Monoprix']",,D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",35 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-0%,-0%,-5%,-8%,-100%,-100%,+32%,+23%,+23%,21,+8%,E,+8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,"['EMB 46042', 'Cahors (Lot, France)']",['Monoprix'],,,,,,,,,,,
1884,Thon entier à l'huile de tournesol - Monoprix,3350031839870,['France'],[],[],?,237,992 kj(237 kcal),15,2,"0,5",0,25,1,"0,4",['Monoprix'],,E,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",15 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,+9%,+9%,+8%,+12%,+65%,-100%,+11%,-8%,-8%,2,-35%,B,-35%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,"['EMB 92026O', 'Courbevoie (Hauts-de-Seine, France)']",['Monoprix'],,,,,,,,,,,
