,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,ingredients_origins,brand_owner,palm_ingredients,origin_detail,producer_info
1656,Pain d'épice fourrage chocolat - Mulot & Petitjean - 33g,3760129929794,B,,33 g,,['Mulot & Petitjean'],"['Biscuits et gâteaux', ""Pains d'épices""]",,,,,['France'],[],,[],,?,,0,-100%,"3,4",-3%,"73,2",+3%,"5,4",+24%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,3.4 g,en quantité modérée,1.2 g,en faible quantité,40.2 g,en quantité élevée,0.46 g,en quantité modérée,0 kj(0 kcal),-100%,"1,2",-3%,"40,2",-1%,"0,46",+6%,"0,184",+6%,12,-15%,D,-15%,,,,,,
1657,Guimauves artisanales,3770010770299,,,,,,,,,,,['France'],[],,[],,?,,318,,"0,2",,81,,"0,6",,,,,,,,,,,,,,,,,,1331 kj(318 kcal),,0,,58,,0,,0,,,,,,,,,,,
1658,Les confituriers du vieux chérier,3760010232774,B,,,,['Les Confituriers du Vieux Chérier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,['France'],[],,[],,?,,77,-65%,0,-100%,17,-68%,"0,6",+20%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,0 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.03 g,en faible quantité,322 kj(77 kcal),-65%,0,-100%,16,-68%,"0,03",+36%,"0,012",+36%,1,-89%,B,-89%,,,,,,
1659,Rice flour bot gao,8728200404146,,,,,,,,,,,['France'],[],,[],,?,,344,,0,,78,,8,,,,,,,,,,,,,,,,,,1439 kj(344 kcal),,0,,0,,"0,02",,"0,008",,,,,,,,,,,
1660,Pomme poire chocolat - Potpotam - 100g,30178588,A,,100g,['Verre'],['Potpotam'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']","['Bio', 'Sans sucre ajouté']",,,['marché u'],['France'],"['Energie', ' Pomme* 63% Matières grasses', ' ', 'dont acides Poire* 34,85% entre A conserver \\au frais/ et 4°C Chocolat* 2% ', 'masse de cacao*', 'sucre de canne*', 'émulsifiant: lécithine de SOJA*', 'extrait de vanille""', ' ', 'dont suces gras saturés Glucides', ' Protéines', ' Fibres Sel', "" Une goutte de citron* *Ingrédients issus de l'agriculture biologique le sucre provient uniquement des fruits et du chocolat""]",['Soja'],[],4,?,,58.9,-12%,1,+206%,"11,1",-24%,"0,5",+20%,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,1 g,en faible quantité,0.5 g,en faible quantité,10.6 g,en quantité modérée,0.0254 g,en faible quantité,246 kj(58 kcal),-12%,"0,5",+489%,"10,6",-20%,"0,025",+156%,"0,01",+156%,-4,,A,,['E322i - Lécithine'],,,,,
1661,Mosters hindbaer,5704982000519,,,,,['Mosters'],,,,,,['France'],[],,[],,?,,48,,0,,12,,0,,,,,,,,,,,,,,,,,,201 kj(48 kcal),,0,,12,,0,,0,,,,,,,,,,,
1662,Axoa de Veau au piment d'espelette -  - 390g,3482970010338,D,,390 g,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Axoa de veau']",,,,,['France'],[],,[],,?,,367,+180%,"4,4",-9%,1,-59%,"18,9",+26%,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,4.4 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1.19 g,en quantité modérée,1536 kj(367 kcal),+180%,2,-8%,0,-100%,"1,19",+22%,"0,476",+22%,5,+187%,C,+187%,,,,,,
1663,Farine de blé type 45 - Moulin des moines - 1kg,3347430019934,B,,1 kg,['Sachet'],['Moulin des moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],[],,[],,?,,359,+4%,"1,7",+27%,"76,7",+10%,"9,3",-15%,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,1.7 g,en faible quantité,0.27 g,en faible quantité,1 g,en faible quantité,,,1502 kj(359 kcal),+4%,"0,27",+15%,1,-35%,,,,,,,,,,,,,,
1664,Sweet chapelure,3683080486703,,,,,,,,,,,['France'],[],,[],,?,,284,,"1,14",,"65,19",,"7,44",,,,,,,,,,,,,,,,,,1188 kj(284 kcal),,"0,01",,"0,5",,13,,"5,2",,,,,,,,,,,
1665,Schwarzwälder Schinken,4003419025318,,,,['Kunststoff'],,,,,,,"['France', 'Allemagne']",[],,[],,?,,243,,15,,1,,26,,,,,,,,,,,,,,,,,,1017 kj(243 kcal),,"6,4",,"0,5",,"5,5",,"2,2",,,,,,,,,,,
1666,Werthers Original Mini chewy caramel - Werther's Original,0072799434724,,,,,"[""Werther's Original""]",,,,,,['France'],[],,[],,?,,416.66666666667,,"3,333",,"83,333",,"3,333",,,,,,,,,,,,,,,,,,1743 kj(416 kcal),,"3,333",,"33,333",,"0,625",,"0,25",,,,,,,,,,,
1667,Magnesium Vitamine B6 - 150 Mg - Arkopharma,3578835501247,,,,,['Arkopharma'],,['Fabriqué en France'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,
1668,Riz thai,8858306005982,,,,,,,,,,,['France'],[],,[],,?,,347,,"1,3",,77,,"7,3",,,,,,,,,,,,,,,,,,1452 kj(347 kcal),,"0,9",,0,,0,,0,,,,,,,,,,,
1669,Crème lavante adoucissante - Nectar of beauty - 250ml,3560070625406,,,250 ml,,['Nectar of beauty'],['Creme lavante'],,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Yaourt à boire Fraise,3412290017687,,,,,,,,,,,['France'],[],,[],,?,,72,,"1,3",,12,,"3,1",,,,,,,,,,,,,,,,,,301 kj(72 kcal),,"0,9",,12,,"0,1",,"0,04",,,,,,,,,,,
1671,Frusion Cassis et infusion de fruit parfum kiwi,5054267009059,,,,,,,,,,,['France'],[],,[],,?,,0,,?,,?,,?,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,
1672,sauce vinaigrette - delhaize - 180gr,5410920914731,,,180 gr,,['Delhaize'],,,,,['Delhaize'],['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Chiffonnade de jambon sec VPF de montagne,2871722017656,E,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,['France'],[],,[],,?,,240,+3%,14,+9%,"0,5",-15%,29,0%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,"['EMB 11262N', 'Narbonne (Aude, France)', 'FR 11.262.047 CE', 'Narbonne (Aude, France)', 'EMB 11282N', 'Peyrefitte-du-Razès (Aude, France)']",14 g,en quantité modérée,5.3 g,en quantité élevée,0.5 g,en faible quantité,6.4 g,en quantité élevée,1004 kj(240 kcal),+2%,"5,3",+9%,"0,5",+33%,"6,4",+27%,"2,56",+27%,17,+2%,D,+2%,,,,,,
1674,Barre De Chocolat (ecuador),0037466083049,,,,,,,,,,,['France'],[],,[],,?,,533.33333333333,,40,,"43,333",,10,,,,,,,,,,,,,,,,,,2231 kj(533 kcal),,"23,333",,"23,333",,"83,333",,"33,333",,,,,,,,,,,
1675,Good grow grape juice -,0883990681202,,Flavored Juice Beverage,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",['Arômes naturels'],,,,"['France', 'États-Unis']","['Water', 'organic apple juice concentrate', 'natural flavors', 'citric acid', 'natural grape flavor', 'organic reb a ', 'stevia extract']",,[],4,?,,88.235294117647,+121%,0,-100%,"23,529",+180%,0,-100%,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,17.6 g,en quantité élevée,0.0735 g,en faible quantité,369 kj(88 kcal),+120%,0,-100%,"17,647",+138%,"0,074",+201%,"0,029",+201%,20,+238%,E,+238%,['E330 - Acide citrique'],,"Good2Grow, Inc.",,,
1676,Viande Hachée Race Charolaise - Label Rouge,4056489136989,,,,,['Label Rouge'],"['Viandes', 'Bœuf']",['Label Rouge'],,,,['France'],[],,[],,?,,133,-26%,5,-49%,0,-100%,22,+9%,,,,,,,,,5 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.1 g,en faible quantité,556 kj(133 kcal),-26%,"1,6",-60%,0,-100%,"0,1",-91%,"0,04",-91%,-3,-157%,A,-157%,,,,,,
1677,Honey Roasted Almonds,5057621672449,,,,,,,,,,,['France'],[],,[],,?,,564,,"41,3",,"23,2",,"21,1",,,,,,,,,,,,,,,,,,2360 kj(564 kcal),,"3,6",,"21,2",,"0,96",,"0,384",,,,,,,,,,,
1678,"Café Pur Arabica, Corsé, Dosettes Souples,",3257981665279,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']",,,,,['France'],[],,[],,?,,1,-75%,0,-100%,"0,3",-71%,"0,2",-19%,,,,,,,,,,,,,,,,,4 kj(1 kcal),-80%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,
1679,Gelatine - Belbake,20871222,,,,,['Belbake'],"['Desserts', 'Desserts gélifiés']",,,,,['France'],[],,[],,?,,348,+569%,0,-100%,25,+140%,62,+5154%,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,4.9 g,en quantité élevée,1456 kj(348 kcal),+559%,0,-100%,0,-100%,"4,9",+3351%,"1,96",+3351%,14,+1221%,D,+1221%,,,,,,
1680,Terrine aux noix de St Jacques,3302100005846,,,,,,['Terrines'],,,,,['France'],[],,[],,?,,172,-43%,"12,2",-53%,"5,5",+153%,"9,4",-33%,,,,,,,,"['FR 62.894.102 CE', 'Wimille (Pas-de-Calais, France)']",12.2 g,en quantité modérée,2.71 g,en quantité modérée,1.8 g,en faible quantité,1.2 g,en quantité modérée,720 kj(172 kcal),-42%,"2,71",-71%,"1,8",+130%,"1,2",-22%,"0,48",-22%,4,-77%,C,-77%,,,,,,
1681,Boisson-repas legumes,3665069004023,,,,,,,,,,,['France'],[],,[],,?,,420,,"17,2",,"47,5",,"14,6",,,,,,,,,,,,,,,,,,1757 kj(420 kcal),,"1,7",,"2,4",,"1,7",,"0,68",,,,,,,,,,,
1682,Cys-control,3401563131601,,,,,,,,,,,['France'],[],,[],,?,,1,,14,,13,,1,,,,,,,,,,,,,,,,,,4 kj(1 kcal),,13,,13,,1,,"0,4",,,,,,,,,,,
1683,couche - auchan - douceur,3596710475148,,,douceur,,['Auchan'],['Bebe'],,,,['Auchan'],['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Miche au poivre - 70g,3268750008722,,,70 g,,,,,,,,['France'],[],,[],,?,,312,,"22,6",,"2,5",,"24,5",,,,,,,,,"['FR 42.165.006 CE', 'Panissières (Loire, France)']",,,,,,,,,1305 kj(312 kcal),,"7,4",,"2,5",,"3,4",,"1,36",,,,,,,,,,,
1685,Queso de oveja madurado - 1kg,8437000465515,,,1 kg,['Blister'],,,['Fabriqué en Espagne'],,,,['France'],[],,[],,?,,457,,39,,0,,24,,,,,,,,,,,,,,,,,,1912 kj(457 kcal),,29,,0,,"1,5",,"0,6",,,,,,,,,,,
1686,Haricots blancs -,3396400002162,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,,,,['France'],"['Haricots blancs ', '70%', 'eau', 'sel', 'séquestrant E-385 et conservateur E-223', ' Contient sulfites']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,,82,-43%,"0,4",-61%,"11,5",-34%,"5,5",-39%,,,,,,,,,0.4 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.4 g,en quantité modérée,343 kj(82 kcal),-42%,"0,1",-59%,"0,7",-41%,"0,4",-34%,"0,16",-34%,-1,,A,,"['E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,
1687,Moule à la corde,3504951012008,,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,
1688,Salt & pepper cracker,5051882238628,,,,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,['France'],[],,[],,?,,360,,"0,8",,"74,1",,"11,8",,,,,,,,,,,,,,,,,,1506 kj(360 kcal),,"0,2",,"1,3",,2,,"0,8",,,,,,,,,,,
1689,Lapin,3277820078206,D,,,,,"['Viandes', 'Viande de lapin']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Haricots blancs - 600g,3397132803140,,,600 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",['Bio'],,,,['France'],[],,[],,?,,52,-64%,"0,3",-71%,"8,2",-53%,"4,3",-52%,,,,,,,,,0.3 g,en faible quantité,0 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,218 kj(52 kcal),-63%,0,-100%,"0,7",-41%,"0,8",+33%,"0,32",+33%,1,,B,,,,,,,
1691,Burger sauce - Heinz - 0.3l,8715700208640,D,,0.3 l,['Produkt'],['Heinz'],"['Epicerie', 'Sauces', 'Sauces burger']",,,,,"['France', 'Suisse']",[],,[],,?,,197,-52%,14,-64%,16,+33%,1,-16%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,14 g,en quantité modérée,1.2 g,en faible quantité,12 g,en quantité modérée,1.5 g,en quantité modérée,824 kj(197 kcal),-51%,"1,2",-64%,12,+31%,"1,5",-20%,"0,6",-20%,11,-34%,D,-34%,,,,,,
1692,Huile de sésame - Asia Green Garden,26074016,C,,,,['Asia Green Garden'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",,,,,['France'],[],,[],,?,,819,-5%,91,-5%,0,-100%,0,-100%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3427 kj(819 kcal),-5%,14,-5%,0,-100%,0,-100%,0,-100%,11,-4%,D,-4%,,,,,,
1693,Slimbel fibra - Naturhouse,8423263022169,,,,,['Naturhouse'],,,,,,['France'],[],,[],,?,,345,,9,,"49,7",,"6,5",,,,,,,,,,,,,,,,,,1443 kj(345 kcal),,"4,5",,"10,4",,"0,49",,"0,196",,,,,,,,,,,
1694,Marianne des champs,3700152891309,,,,,,,,,,,['France'],[],,[],,?,,298,,"4,3",,52,,11,,,,,,,,,,,,,,,,,,1247 kj(298 kcal),,"0,6",,"1,5",,"1,2",,"0,48",,,,,,,,,,,
1695,Cornichon au vinaigre - Casino Bio,3222477483231,,,,,['Casino Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,['Casino'],['France'],[],,[],,?,,13,-35%,"0,5",+70%,1,-49%,"1,3",+19%,,,,,,,,,0.5 g,en faible quantité,0 g,en faible quantité,0.7 g,en faible quantité,1.9 g,en quantité élevée,54 kj(13 kcal),-32%,0,-100%,"0,7",-43%,"1,9",+6%,"0,76",+6%,3,+47%,C,+47%,,,,,,
1696,Confiture de poire - Conad - 340g,80459132,B,,340 g,,['Conad'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",['en:gluten-free'],,,,['France'],[],,[],,?,,188,-15%,"0,9",+182%,44,-17%,0,-100%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,0.9 g,en faible quantité,0 g,en faible quantité,44 g,en quantité élevée,0.03 g,en faible quantité,787 kj(188 kcal),-14%,0,-100%,44,-14%,"0,03",-20%,"0,012",-20%,10,+10%,C,+10%,,,,,,
