,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,traceability_code,markets,additives,allergens,nova_score,palm_ingredients,link,producer_info
1683,"Saumon fumé Atlantique, - U Bio - 80g",3256225115617,D,80 g,"['U Bio', 'U']","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', ""Saumons d'élevage"", 'Saumons fumés']",['France'],"['SAUMON Atlantique* ', 'Salmo salar', "" 97% élevé en :voir sur l'emballage"", 'sel 3%', ""*Ingrédient issu de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",8.3 g,en quantité modérée,1.8 g,en quantité modérée,0.4 g,en faible quantité,2.9 g,en quantité élevée,705,-9%,?,,705 kj(168 kcal),-14%,"8,3",-32%,"1,8",-19%,"0,4",+19%,"0,4",+87%,"23,1",+11%,"2,9",+154%,"1,16",+154%,13,+215%,D,+215%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,"['Frais', 'Plastique', 'Carton', 'tranches']","['Bio', 'Bio européen', 'FR-BIO-10', 'Point Vert', 'Jamais congelé', 'Transformé en France', 'Agriculture Irlande', 'Elevage avec une alimentation sans OGM']",['Irlande'],,"['FR 29.105.001 CE', 'Landivisiau (Finistère, France)']","['Magasins U', 'Super U']",,['Poisson'],3,,,
1684,Mayonnaise allégée à la moutarde de Dijon - U,3256225165544,D,,['U'],"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises de Dijon', 'Mayonnaises allégées']",['France'],[],[],27 g,en quantité élevée,2.4 g,en quantité modérée,4.2 g,en faible quantité,0.3 g,en quantité modérée,?,,279,-8%,1167 kj(279 kcal),-7%,27,-7%,"2,4",-29%,"7,8",-3%,"4,2",+13%,"0,1",-90%,"0,3",-84%,"0,12",-84%,6,-56%,C,-56%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,['Tube'],"['Sans conservateurs', 'Transformé en France']",,,,,,,,,,
1685,Vin rosé AOP Côtes de Provence Cellier des Espérides - U - fontaine à vinde 3l,3256225283088,C,fontaine à vinde 3l,['U'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Provence']",['France'],['Contient des SULFITES'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Bib'],['Conditionné en France'],['France'],,,['Magasins U'],,['Anhydride sulfureux et sulfites'],3,,,
1686,Galette des rois - U,3256225342426,D,,['U'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],"['Farine de blé ', 'France', 'beurre concentré 21%', 'sucre', 'eau', ""poudre d'amande 5%"", 'œufs ', 'France', 'amidon transformé de pomme de terre', 'sel', 'lactosérum', 'arômes ', 'contient alcool', 'lait écrémé en poudre', 'conservateur : acide sorbique', 'dextrose', 'matière grasse laitière', 'poudres à lever : diphosphates et carbonates de sodium', 'épaississant : alginate de sodium', ' Traces éventuelles de soja', ' Certains ingrédients de ce produit ne proviennent pas de France']",['Non végétalien'],24 g,en quantité élevée,15 g,en quantité élevée,16 g,en quantité élevée,0.78 g,en quantité modérée,?,,424,+0%,1774 kj(424 kcal),+1%,24,-9%,15,+1%,45,+17%,16,+24%,"5,5",-13%,"0,78",+12%,"0,312",+12%,20,+4%,E,+4%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,['Certains ingrédients ne proviennent pas de France'],,,,,"['E14XX - Amidons modifiés', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E401 - Alginate de sodium']","['Œufs', 'Gluten', 'Lait']",4,,,
1687,Bols tomate courgette riz jambon 6 mois - U Tout Petits - 2x 200g,3256225424634,,2 x 200 g,"['U Tout Petits', 'U']","['Aliments pour bébé', 'Plats principaux pour bébé', 'Dès 6 mois', 'Petits pots pour bébé']",['France'],"['Purée de tomates à base de concentré 30%', 'carottes', 'courgettes 15%', 'riz cuit 15%', 'viande de porc [jambon ', 'France', '] 8,4%', 'eau de cuisson', 'oignons', 'huile de colza', 'huile de tournesol', ""huile d'olive vierge extra"", 'sel marin', 'ail en poudre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,225,-3%,?,,225 kj(54 kcal),-2%,"1,7",+18%,"0,3",-2%,"6,1",-18%,"2,4",+8%,"2,7",+39%,"0,25",+138%,"0,1",+138%,,,,,,,,,,,,,"['Carton', 'Plastique']","['Viande Française', 'en:gluten-free', 'Sans arômes artificiels', '100% naturel', 'Viande Porcine Française', 'Point Vert', 'Sans additifs', 'Transformé en France']",['France'],['France'],,"['Super U', 'Magasins U']",,,3,,,
1688,Assortiment bonbons saveurs fruits et caramels - U - 340g,3256225425631,E,340 g,['U'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"['Bonbons tendres goûts fruits : Sucre', 'sirop de glucose', 'graisse végétale de palme', 'gélatine de porc', 'acidifiant : acide citrique', 'arômes naturels', 'jus concentré de sureau', ""arôme naturel d'orange"", 'émulsifiant : lécithine de tournesol', 'colorants : extrait de paprika et curcumine', 'arôme naturel de citron avec autres arômes naturels', ' Caramels tendres au beurre demi-sel : sirop de glucose', 'sucre', 'BEURRE demi-sel 9,3%', 'LAIT écrémé en poudre', 'fleur de sel de Guérande 1%', 'dextrose', ""émulsifiant : mono et diglycérides d'acides gras"", 'colorant : caramel ordinaire', ' Bonbons fourrés goûts fruits : Sirop de glucose', 'sucre', 'gélifiants: pectine - flocons de pomme ', 'pommes', 'amidon de maïs', 'sucre', 'émulsifiant : lécithine de tournesol', 'acidifiant : acide citrique', 'arômes naturels', ' Bonbons acidulés goût tutti frutti : sirop de glucose', 'sucre', 'acidifiant : acide citrique', 'arôme naturel', 'jus concentré de carotte pourpre', 'colorant : curcumine', ' Caramels durs à la crème fraîche de Normandie : Sucre', 'sirop de glucose', 'CREME fraîche de Normandie 17,5%', 'LAIT écrémé en poudre', 'sel', 'dextrose', 'arôme naturel de vanille', ' Mélange aléatoire', ' Traces éventuelles de soja', ""de noisette et d'amande""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",6.6 g,en quantité modérée,3.8 g,en quantité modérée,70 g,en quantité élevée,0 g,en faible quantité,1686,+9%,?,,1686 kj(403 kcal),+12%,"6,6",+255%,"3,8",+258%,84,+1%,70,+21%,"0,8",-62%,0,-100%,0,-100%,18,+25%,D,+25%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Sachet'],"['Colorants naturels', 'Transformé en France']",,,,['Magasins U'],"['E428 - Gélatine', 'E330 - Acide citrique', 'E322i - Lécithine', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E150 - Caramel', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E150a - Caramel E150a', 'E440 - Pectines']",['Lait'],4,['Huile de palme'],,
1689,Bonbons tendres acides - U - 300g,3256225425679,E,300 g,['U'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"['Sucre', 'sirop de glucose', 'matière grasse de palme', 'acidifiants : acide malique et acide citrique', 'gélatine de porc', 'arômes naturels', 'colorant : caramel ordinaire - lutéine - extrait de paprika - curcumine', 'denrées alimentaires colorantes : concentrés de spiruline et carthame', ""arôme naturel d'orange"", 'jus concentré de sureau', 'émulsifiant : lécithine de tournesol', 'arôme naturel de citron avec autres arômes naturels', "" Ce produit contribue à la production de l'huile de palme certifiée durable""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",6.6 g,en quantité modérée,3.8 g,en quantité modérée,68 g,en quantité élevée,0 g,en faible quantité,1652,+7%,391,+10%,1652 kj(391 kcal),+10%,"6,6",+255%,"3,8",+258%,82,-2%,68,+17%,"0,8",-62%,0,-100%,0,-100%,17,+18%,D,+18%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Sachet'],"['Colorants naturels', 'Transformé en France']",,,,['Magasins U'],"['E296 - Acide malique', 'E330 - Acide citrique', 'E428 - Gélatine', 'E150a - Caramel E150a', 'E161b - Lutéine', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E322i - Lécithine']",,4,['Huile de palme'],,
1690,Bonbons goût tutti frutti - U - 250g,3256225425686,E,250 g,['U'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"['Sirop de glucose', 'sucre', 'acidifiant: acide citrique', 'arôme naturel', 'denrées alimentaires colorantes: concentrés de spriruline et de carthame', 'colorants: curcumine et carmins', ' Traces éventuelles de lait et de fruits à coque']","['Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,68.1 g,en quantité élevée,0.02 g,en faible quantité,1632,+5%,384,+8%,1632 kj(384 kcal),+9%,0,-100%,0,-100%,"94,3",+13%,"68,1",+17%,0,-100%,"0,02",-83%,"0,008",-83%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['Sachet', 'Plastique', 'Paquet']","['Point Vert', 'Fabriqué en France', 'Colorants naturels', 'Arômes naturels', 'Transformé en France']",,['France'],,"['Super U', 'Magasins U']","['E330 - Acide citrique', 'E100 - Curcumine', 'E120 - Acide carminique']",,4,,,
1691,Thé noir English Breakfast - U - 200g,3256225426423,A,200 g,['U'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",['France'],"['Thé noir 100%', 'Non']",[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Sachets'],"['en:FSC', 'Conditionné en France']",,,,['Magasins U'],,,1,,,
1692,Café torrifié et moulu expresso intenso - U - 106g,3256225426508,,106 g,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],"['100% café torréfié', ' Traces éventuelles de lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Capsules', 'capsules individuelles']",,,,,['Magasins U'],,,1,,,
1693,Café torréfié et moulu expresso décaffeinato - U - 106g,3256225426515,,106 g,['U'],['Boissons'],['France'],"['100% café Arabica décaféiné torréfié', ' Traces éventuelles de lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,['capsules individuelles'],,,,,['Magasins U'],,,1,,,
1694,"Cappuccino - U - 8capsules café, 166g",3256225426546,,"8 capsules café, 166 g",['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],"['Capsule café : Café torréfié 100 %', ' Traces éventuelles de lait', 'Capsule lait : LAIT entier en poudre 74,6 % ', 'France', 'sucre 25 %', 'émulsifiant : lécithine de tournesol']",['Non végétalien'],,,,,,,,,?,,435,+788%,1820 kj(435 kcal),+640%,17,+1033%,10,+1004%,43,+417%,39,+709%,19,+895%,"0,1",-30%,"0,04",-30%,,,,,,,,,,,,,['capsules lait'],,,,,['Magasins U'],['E322i - Lécithine'],['Lait'],4,,,
1695,"Cidre ""Les Aro"" pêche 2,5° - U - 75cl",3256225426829,C,75 cl,['U'],"['Boissons', 'Boissons alcoolisées', 'Cidres']",['France'],"['Cidre', 'jus de pêche à base de concentré 4,4%', 'arôme naturel', 'antioxydants : DISULFITE de potassium - acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,"['bouteille verre', 'bouteille en verre']",['Transformé en France'],,,,['Magasins U'],"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",['Anhydride sulfureux et sulfites'],4,,,
1696,Mayonnaise aux baies roses - U - 179g,3256225427000,,179 g,['U'],"['Epicerie', 'Sauces']",['France'],"['Huile de colza', 'eau', ""jaune d'OEUF de poules élevées en plein air 6 %"", 'moutarde de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', ""vinaigre d'alcool"", 'sucre', 'baies roses 1%', 'sel', 'acidifiant : acide lactique', 'arôme naturel de MOUTARDE', 'amidon transformé de pomme de terre', 'épices', 'épaississants : gomme de guar et gomme xanthane', 'colorants : lutéine et extrait de paprika', 'Certains ingrédients de ce produit proviennent de France']",['Non végétalien'],70 g,en quantité élevée,5.9 g,en quantité élevée,1.4 g,en faible quantité,1.3 g,en quantité modérée,2659,+200%,?,,2659 kj(636 kcal),+170%,70,+287%,"5,9",+173%,"2,6",-74%,"1,4",-78%,"1,3",-52%,"1,3",-46%,"0,52",-46%,17,+47%,D,+47%,,,,,,,,,['Bocal'],['Transformé en France'],,,,['Magasins U'],"['E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E161b - Lutéine']","['Œufs', 'Moutarde']",4,,,
1697,Mayonnaise à l'échalote - U - 179g,3256225427017,,179 g,['U'],"['Epicerie', 'Sauces']",['France'],"['Huile de colza', 'eau', ""jaune d'OEUF de poules élevées en plein air 6 %"", 'moutarde de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'échalote 3', '5%', ""vinaigre d'alcool"", 'sucre', 'sel', 'arôme naturel et arôme naturel de MOUTARDE', 'amidon transformé de pomme de terre', 'acidifiant : acide lactique', 'épaississants : gomme de guar et gomme xanthane', 'poivre', 'colorants : lutéine et extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",70 g,en quantité élevée,6 g,en quantité élevée,1.6 g,en faible quantité,1.5 g,en quantité modérée,2652,+200%,?,,2652 kj(634 kcal),+169%,70,+287%,6,+178%,"2,3",-77%,"1,6",-75%,"1,2",-55%,"1,5",-38%,"0,6",-38%,18,+55%,D,+55%,,,,,,,,,['Bocal'],['Transformé en France'],,,,['Magasins U'],"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E161b - Lutéine', 'E160c - Extrait de paprika']","['Œufs', 'Moutarde']",4,,,
1698,Mayonnaise piment - U - 179g,3256225427024,D,179 g,['U'],"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],"['Huile de colza', 'eau', ""jaune d'OEUF de poules élevées en plein air 6 %"", 'moutarde de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', ""vinaigre d'alcool"", 'sucre', 'sel', 'piment fort 0', '5 %', 'acidifiant : acide lactique', 'arôme naturel de MOUTARDE', 'amidon transformé de pomme de terre', 'épaississants : gomme de guar et gomme xanthane', 'colorants : lutéine et extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",70 g,en quantité élevée,5.9 g,en quantité élevée,1.4 g,en faible quantité,1.3 g,en quantité modérée,2649,+4%,?,,2649 kj(633 kcal),+3%,70,+6%,"5,9",-5%,"2,1",-22%,"1,4",-4%,"1,2",-2%,"1,3",-2%,"0,52",-2%,17,-5%,D,-5%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,['Bocal'],['Transformé en France'],,,,['Magasins U'],"['E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E161b - Lutéine', 'E160c - Extrait de paprika']","['Œufs', 'Moutarde']",4,,,
1699,Petits Biscuits Nature - U,3256225427925,,,['U'],,['France'],[],['Sans huile de palme'],,,,,,,,,?,,449,,1879 kj(449 kcal),,15,,"1,8",,28,,"5,6",,"3,6",,"0,7",,"0,28",,,,,,,,,,,,,,,"['en:gluten-free', 'en:palm-oil-free']",,,,['Magasins U'],,,,,,
1700,Sablés nappés chocolat noir - U - 150g,3256225427932,C,150 g,['U'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat noir', 'Sablés nappés de chocolat']",['France'],"['Chocolat noir 22 % ', 'cacao', 'sucre', 'beurre de cacao', 'vanille en poudre', 'farine de riz', 'amidon de maïs', 'farine de maïs', 'sirop de glucose', 'huile de tournesol', 'sucre', 'farine de sarrasin', 'miel', 'arôme', 'sel', 'fécule de pomme de terre', 'poudre à lever : carbonates de sodium', 'émulsifiant : lécithines de tournesol', 'antioxydant : extrait riche en tocophérols']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",19 g,en quantité modérée,6 g,en quantité élevée,23 g,en quantité élevée,0.57 g,en quantité modérée,2010,-4%,479,-4%,2010 kj(479 kcal),-4%,19,-20%,6,-50%,71,+13%,23,-15%,"4,4",-37%,"0,57",-24%,"0,228",-24%,14,-35%,D,-35%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,['Carton'],"['en:gluten-free', 'en:palm-oil-free']",,['France'],,['Magasins U'],"['E500 - Carbonates de sodium', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols']",,4,,,
1701,Lasagnes à la bolognaise - U - 1kg,3256225427970,D,1kg,['U'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Plats préparés surgelés', 'Lasagnes à la bolognaise']",['France'],"['Eau', 'pâtes alimentaires 18% ', 'semoule de BLE dur', 'eau', 'viande bovine ', 'France', ' 12%', 'oignon', 'tomates pelées concassées 4', '3%', 'double concentré de tomate 3', '5%', 'amidon transformé de maïs', 'huile de tournesol', 'EMMENTAL', 'carotte', 'LAIT écrémé en poudre', 'CELERI', 'sel', 'farine de BLE', 'basilic 0', '3%', 'arôme naturel ', 'LAIT', 'ail 0', '2%', 'paprika', 'poivre', 'macis 0', ""02% Traces éventuelles d'oeufs""]","['Non végétalien', 'Non végétarien']",5.8 g,en quantité modérée,1.9 g,en quantité modérée,2.1 g,en faible quantité,0.83 g,en quantité modérée,509,-5%,?,,509 kj(122 kcal),-9%,"5,8",-4%,"1,9",-25%,12,-4%,"2,1",-23%,"4,6",-27%,"0,83",+5%,"0,332",+5%,3,+30%,C,+30%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,['Surgelés'],"['Viande Française', 'Sans arômes artificiels', 'Cuisiné en France', 'Sans colorants', 'Sans conservateurs', 'Viande-bovine-francaise']",,,,['Magasins U'],['E14XX - Amidons modifiés'],"['Céleri', 'Gluten', 'Lait']",4,,,
1702,Lasagne à la bolognaise - U - 500g,3256225427987,C,500 g,['U'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Plats préparés surgelés', 'Lasagnes à la bolognaise', 'Lasagnes surgelées']",['France'],"['Eau', 'pâtes alimentaires 20% ', 'semoule de BLE dur', 'eau', 'viande bovine ', 'France', ' 12%', 'oignon', 'tomates pelées concassées 4', '3%', 'double concentré de tomate 3', '5%', 'amidon transformé de maïs', 'EMMENTAL', 'huile de tournesol', 'carotte', 'LAIT écrémé en poudre', 'CELERI', 'sel', 'farine de BLE', 'basilic 0', '3%', 'arôme naturel ', 'LAIT', 'ail 0', '2%', 'paprika', 'poivre', 'macis 0', ""02% Traces éventuelles d'oeufs""]","['Non végétalien', 'Non végétarien']",5.7 g,en quantité modérée,1.9 g,en quantité modérée,2 g,en faible quantité,0.83 g,en quantité modérée,518,0%,?,,518 kj(124 kcal),-3%,"5,7",+0%,"1,9",-25%,13,+2%,2,-20%,"4,7",-21%,"0,83",+17%,"0,332",+17%,3,+75%,C,+75%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,"['Carton', 'Plastique', 'surgelé', 'Surgelés']","['Sans arômes artificiels', 'Viande-francaise', 'Point Vert', 'Sans colorants', 'Sans conservateurs', 'Viande-bovine-francaise']",['France'],,,"['Super U', 'Magasins U']",['E14XX - Amidons modifiés'],"['Céleri', 'Gluten', 'Lait']",4,,,
1703,Pomme Citron Vert saveur Concombre - U - 1l,3256225428038,C,1 l,['U'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté']",['France'],"['Jus de fruits à base de concentrés et de purées 55 % ', 'pomme 50 %', 'citron vert 5 %', 'eau', 'sucre', 'arôme naturel de citron vert', 'arôme naturel de concombre', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']",[],0.1 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité élevée,0.03 g,en faible quantité,?,,49,-42%,205 kj(49 kcal),-45%,"< 0,1",-73%,0,-100%,"11,8",-40%,"10,6",-42%,"< 0,1",-81%,"< 0,03",-20%,"0,012",-20%,13,+9%,E,+9%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,"['Bouteille', 'Plastique']","['Point Vert', 'Triman']",,['France'],,"['Super U', '3', 'Magasins U']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,4,,,
1704,Spécialité laitière maigre à la mûre sucré aromatisé - U - 4x 100g,3256225428199,C,4 x 100 g,['U'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la mûre']",['France'],"['LAIT écrémé', 'mûre 9%', 'sucre 8%', 'amidon transformé de maïs', 'épaississants : gomme guar - carraghénanes', 'arôme naturel de mûre', 'denrée alimentaire colorante : concentré de raisin et de carotte', 'jus concentré de citron', 'ferments ', 'LAIT']",['Non végétalien'],0.1 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité modérée,0.1 g,en faible quantité,325,,?,,325 kj(78 kcal),-24%,"0,1",-97%,0,-100%,11,-19%,"10,6",-17%,8,+139%,"0,1",-7%,"0,04",-7%,-2,-167%,A,-167%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,Spécialité laitière sur lit de mûre sucré,"['Plastique', 'Carton', 'Frais', 'Pot']","['en:FSC', 'FSC Mix', 'Point Vert', 'Colorants naturels', 'Arômes naturels', 'Sans conservateurs', 'Transformé en France', 'Triman', 'en:lait-francais-french-milk']",,['France'],"['FR 76.329.001 CE', 'Gruchet-le-Valasse (Seine-Maritime, France)']","['Super U', 'Magasins U']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,
1705,Spécialité laitière maigre à la fraise sucré aromatisé - U - 4x 100g,3256225428205,B,4 x 100 g,['U'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise', 'Yaourts sur lit de fruits']",['France'],"['LAIT écrémé', 'fraise 10%', 'sucre 7,3%', 'amidon transformé de maïs', 'arôme naturel', 'jus concentré de carotte noire', 'épaississants : gomme guar', 'carraghénanes', 'jus concentré de citron', 'ferments lactiques ', 'LAIT']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",0.1 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité modérée,0.1 g,en faible quantité,325,-24%,?,,325 kj(78 kcal),-25%,"0,1",-97%,0,-100%,11,-18%,"10,6",-15%,8,+63%,"0,1",-9%,"0,04",-9%,-2,-188%,A,-188%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,Spécialité laitière maigre à la fraise sucré aromatisé,"['Frais', 'Plastic', 'Cardboard']","['Peu ou pas de matière grasse', 'en:FSC', 'Colorants naturels', 'Arômes naturels', 'Sans matière grasse', 'Sans conservateurs', 'Transformé en France', 'en:lait-francais-french-milk']","['France', 'Hors France']",['France'],,"['Super U', 'Magasins U']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,
