,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,labels,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,brand_owner,additives,allergens,nova_score,generic_name,ingredients_origins,manufacturing,link
1845,Duo coupes breizh,3475880123892,['France'],[],[],?,280,1172 kj(280 kcal),"18,5","8,4",22,"4,9","5,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.546.030 CE', 'Saint-Sylvestre-Cappel (Nord, France)']",,,,,,,,
1846,Sorbet poire,3701947000005,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Creme glacée Caramel a l'ancienne,3563350000450,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Moisselloise,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Petits pois et carrotes - Ederki,3277510006922,['France'],[],[],?,50,209 kj(50 kcal),"0,3","0,05","7,6","3,9","2,6","0,6","0,24",,,['Ederki'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Aachi Garam Masala,8906021121187,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,SiS Protein 20 Double Chocolate Brownie - 55g,5025324003648,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,55 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,SiS Protein 20 Chocolate Peanut Crunch - 55g,5025324003686,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,55 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Bonjour,3613373877321,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Sun Crest zamli dates -,6009880127603,['France'],[],[],1154,?,1154 kj(276 kcal),"0,2",0,75,66,"1,8","0,002","0,001",C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes']",,,0.2 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.0025 g,en faible quantité,-8%,,-8%,-29%,-100%,+9%,+12%,-17%,-88%,-88%,2,-59%,B,-59%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,
1855,SiS Beta Alanine - 131g,5025324004430,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,131 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,SiS Super Strength Omega 3 - 123g,5025324004478,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,123 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,SiS Performance Multivitamin - 114g,5025324002207,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,114 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Trio de chou jambon et comté,3266110068522,['France'],[],[],?,173,724 kj(173 kcal),15,"2,9",3,"1,7",5,"0,924","0,37",,,,"['Plats préparés', 'Salades', 'Salades composées', 'Trio chou jambon comté']","['Viande Française', 'Viande Porcine Française']",,15 g,en quantité modérée,2.9 g,en quantité modérée,1.7 g,en faible quantité,0.924 g,en quantité modérée,,-6%,-6%,-10%,-20%,+19%,-8%,-5%,-29%,-29%,5,-50%,C,-50%,,,,,,,,,"['FR 22.364.008 CE', ""Trélivan (Côtes-d'Armor, France)""]",,,,,,,,
1859,Dès de saumon fumé - Delpeyrat,3067163623788,['France'],[],[],?,182,761 kj(182 kcal),"10,1","1,47","0,4","0,1","22,2","2,72","1,088",E,,['Delpeyrat'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,10.1 g,en quantité modérée,1.47 g,en faible quantité,0.1 g,en faible quantité,2.72 g,en quantité élevée,,-2%,-2%,-4%,-29%,-19%,-70%,+0%,-4%,-4%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,
1860,Pomme de table,3760218040126,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Ribs barbecue original,0260484061991,['France'],[],[],?,236,987 kj(236 kcal),16,"5,9","1,9","1,6",21,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,The Protein Works Whey 360 Banoffee Deluxe - 600g,5060455516704,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Condimento Pizza,8008447003723,['France'],[],[],?,828,3464 kj(828 kcal),92,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Canelés,3760022090294,['France'],[],[],?,266,1113 kj(266 kcal),"1,1","0,2",59,39,5,"0,1","0,04",,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Gâteau basque,3760052390050,['France'],[],[],?,269,1125 kj(269 kcal),"8,2","5,5",45,21,"3,4","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 19214A', 'Saint-Julien-aux-Bois (Corrèze, France)']",,,,,,,,
